matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga
,1m0nj59a9756rj6r5s22n19n8,Forge,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/c2pdzdl3dgf5b0siidn2ay5ii,Cavalry,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/41ewt71n8fqwy6trsqta1bjvu,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/match/view/1m0nj59a9756rj6r5s22n19n8,29/10/2023,2023,Canada_Canadian_Premier_League
,6s8d32cn2v9rfhad9uhpqta1g,Cavalry,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/41ewt71n8fqwy6trsqta1bjvu,Pacific,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/b3436h8h14zw7f1uv6w9vqf6y,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/match/view/6s8d32cn2v9rfhad9uhpqta1g,21/10/2023,2023,Canada_Canadian_Premier_League
,4in679xk973y20hthwttb2238,Cavalry,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/41ewt71n8fqwy6trsqta1bjvu,Forge,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/c2pdzdl3dgf5b0siidn2ay5ii,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/match/view/4in679xk973y20hthwttb2238,14/10/2023,2023,Canada_Canadian_Premier_League
,c88u7qrq1rfbcpluft1vmnjtg,Wanderers,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/5gmx3o5y2oc0i6rowjwtu7jvu,Pacific,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/b3436h8h14zw7f1uv6w9vqf6y,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/match/view/c88u7qrq1rfbcpluft1vmnjtg,14/10/2023,2023,Canada_Canadian_Premier_League
,622ui4mxccwts1yku0yf2nklw,Pacific,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/b3436h8h14zw7f1uv6w9vqf6y,York,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/cqthcpums3aas2tdy0qhlkuwa,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/match/view/622ui4mxccwts1yku0yf2nklw,12/10/2023,2023,Canada_Canadian_Premier_League
Matchday 28,epun4tvo2j9osns8y6wmsn9xw,Forge,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/c2pdzdl3dgf5b0siidn2ay5ii,Atlético,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/dn8tjhuq0bax4dgixqvluhzze,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/match/view/epun4tvo2j9osns8y6wmsn9xw,07/10/2023,2023,Canada_Canadian_Premier_League
Matchday 28,eq4ptxdaps2jgsb16vjlxq61g,Cavalry,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/41ewt71n8fqwy6trsqta1bjvu,Pacific,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/b3436h8h14zw7f1uv6w9vqf6y,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/match/view/eq4ptxdaps2jgsb16vjlxq61g,07/10/2023,2023,Canada_Canadian_Premier_League
Matchday 28,epkdcya46ebxzlll2ct5nzj10,Vancouver FC,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/634fcc7n5o5gzu05biddx8yl0,York,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/cqthcpums3aas2tdy0qhlkuwa,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/match/view/epkdcya46ebxzlll2ct5nzj10,07/10/2023,2023,Canada_Canadian_Premier_League
Matchday 28,epa9pr2awfqk8shk69zjgxus4,Valour,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/dd2vf0yzjm7jm7cak9tf11sa2,Wanderers,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/5gmx3o5y2oc0i6rowjwtu7jvu,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/match/view/epa9pr2awfqk8shk69zjgxus4,07/10/2023,2023,Canada_Canadian_Premier_League
Matchday 27,ep0178ledac3k1d4wlms1x4ic,York,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/cqthcpums3aas2tdy0qhlkuwa,Atlético,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/dn8tjhuq0bax4dgixqvluhzze,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/match/view/ep0178ledac3k1d4wlms1x4ic,01/10/2023,2023,Canada_Canadian_Premier_League
Matchday 27,eopx53wec2q7i1d7pszybfaj8,Pacific,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/b3436h8h14zw7f1uv6w9vqf6y,Vancouver FC,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/634fcc7n5o5gzu05biddx8yl0,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/match/view/eopx53wec2q7i1d7pszybfaj8,30/09/2023,2023,Canada_Canadian_Premier_League
Matchday 27,eofxy0utussi3t2hm0yx8g4d0,Wanderers,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/5gmx3o5y2oc0i6rowjwtu7jvu,Forge,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/teams/view/c2pdzdl3dgf5b0siidn2ay5ii,https://www.scoresway.com/en_GB/soccer/canadian-premier-league-2023/2rrgepx70off3f5e011m3504/match/view/eofxy0utussi3t2hm0yx8g4d0,30/09/2023,2023,Canada_Canadian_Premier_League
