liga,temporada,equipo,id,nombre,posicion,dorsal,Duels lost,Tackles Lost,Total Clearances,Aerial Duels won,Yellow Cards,Time Played,Unsuccessful Short Passes,Throw Ins to Own Player,Goals Conceded Outside Box,Assists (Intentional),Unsuccessful Dribbles,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Foul Attempted Tackle,Unsuccessful Passes Opposition Half,Tackles Won,Blocked Shots,Successful Passes Own Half,Substitute On,Key Passes (Attempt Assists),Goals Conceded Inside Box,Substitute Off,Total Fouls Won,Successful Crosses & Corners,Successful Dribbles,Recoveries,Overruns,Throw Ins to Opposition Player,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Leftside Passes,Total Fouls Conceded,Goals Conceded,PutThrough/Blocked Distribution,Duels,Starts,Unsuccessful Launches,Through balls,Aerial Duels lost,Aerial Duels,Total Shots,Total Losses Of Possession,Successful Open Play Passes,Times Tackled,Ground Duels,Successful Crosses open play,Penalty Goals Conceded,Goal Assists,Appearances,Unsuccessful Passes Own Half,Unsuccessful Crosses & Corners,Total Touches In Opposition Box,Backward Passes,Penalties Conceded,Total Tackles,Touches,Interceptions,Successful Short Passes,Successful Passes Opposition Half,Successful Lay-offs,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful lay-offs,Total Passes,Blocks,Open Play Passes,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Ground Duels lost,Games Played,Rightside Passes,Index,PutThrough/Blocked Distribution Won,Unsuccessful Crosses open play,Ground Duels won,Corners Won,Winning Goal,Right Foot Goals,Goals,Offsides,Left Foot Goals,Hit Woodwork,Headed Goals,Goals from Inside Box,Clean Sheets,Home Goals,Away Goals,Total Red Cards,Goal Kicks,GK Successful Distribution,Straight Red Cards,Goals from Outside Box,Attempts from Set Pieces,Clearances Off the Line,Successful Corners into Box,Foul Won Penalty,Red Cards - 2nd Yellow,Set Pieces Goals,Unsuccessful Corners into Box,Corners Taken (incl short corners),Penalties Taken,Penalty Goals,Handballs conceded,Other Goals,Own Goal Scored,Punches,Saves made - parried,Saves Made,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Saves Made from Inside Box,Penalties Faced,Drops,Goalkeeper Smother,Saves made - caught,Last Player Tackle,Second Goal Assists,Penalties Saved,Saves from Penalty,Penalties Off Target,Crosses not Claimed
USA_USL_League_One,2024,Union Omaha,vgezof866rrausmdtsk6tn8p,D. Acoff,Forward,26,59.0,6.0,15.0,13.0,3.0,1432.0,87.0,144.0,,2.0,19.0,164.0,109.0,4.0,141.0,13.0,,209.0,1.0,10.0,16.0,8.0,19.0,13.0,12.0,81.0,4.0,23.0,22.0,,154.0,20.0,16.0,29.0,122.0,18.0,15.0,1.0,11.0,24.0,2.0,254.0,351.0,28.0,98.0,13.0,3.0,2.0,19.0,27.0,59.0,15.0,127.0,1.0,19.0,883.0,11.0,343.0,163.0,1.0,3.0,359.0,,468.0,5.0,460.0,63.0,2.0,16.0,48.0,19.0,23.0,10.0,6.0,59.0,50.0,15.0,0.0,,,2.0,,,,,4.0,,,,1.0,1.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Union Omaha,jur37jjs6esvj9ed495h4npw,A. Aoumaich,Forward,33,5.0,,,1.0,,55.0,3.0,3.0,,,2.0,3.0,3.0,,5.0,,2.0,7.0,3.0,,2.0,,3.0,,2.0,2.0,,,,,3.0,1.0,2.0,,11.0,,,,1.0,2.0,3.0,8.0,16.0,3.0,9.0,,,,3.0,,2.0,4.0,3.0,,,43.0,1.0,14.0,10.0,1.0,,17.0,,20.0,,19.0,6.0,3.0,3.0,4.0,3.0,11.0,10.0,,2.0,5.0,2.0,0.0,1.0,1.0,1.0,,,,,,0.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Union Omaha,9sck3ypq1i26kdfhznxn6im3u,I. Bawa,Defender,0,11.0,1.0,,,,168.0,10.0,12.0,,,2.0,24.0,15.0,1.0,19.0,2.0,1.0,19.0,4.0,5.0,2.0,,,3.0,1.0,7.0,,6.0,5.0,1.0,19.0,4.0,2.0,4.0,15.0,1.0,3.0,,2.0,2.0,2.0,39.0,48.0,4.0,13.0,3.0,,,5.0,3.0,7.0,2.0,14.0,,3.0,123.0,3.0,46.0,32.0,1.0,,48.0,,63.0,,63.0,4.0,1.0,2.0,9.0,5.0,6.0,10.0,1.0,7.0,4.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Union Omaha,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,Midfielder,9,125.0,10.0,28.0,48.0,4.0,1885.0,124.0,1.0,1.0,,13.0,200.0,164.0,19.0,125.0,15.0,4.0,265.0,,17.0,22.0,6.0,41.0,2.0,15.0,106.0,2.0,,40.0,30.0,201.0,41.0,23.0,28.0,253.0,22.0,20.0,2.0,31.0,79.0,51.0,263.0,605.0,38.0,174.0,2.0,3.0,4.0,22.0,49.0,10.0,73.0,171.0,,25.0,1118.0,21.0,559.0,353.0,30.0,2.0,616.0,1.0,780.0,4.0,769.0,128.0,21.0,57.0,94.0,22.0,208.0,10.0,11.0,10.0,80.0,9.0,2.0,4.0,11.0,1.0,3.0,7.0,3.0,11.0,5.0,5.0,6.0,1.0,,,,,4.0,,,,1.0,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Union Omaha,cihgzx21sn0lxa0t61afk3t3o,M. Bronnik,Forward,18,6.0,,,1.0,1.0,72.0,5.0,,,,2.0,4.0,6.0,1.0,4.0,3.0,1.0,3.0,5.0,,1.0,,2.0,,,4.0,,,1.0,,5.0,1.0,1.0,1.0,12.0,,1.0,,1.0,2.0,3.0,13.0,9.0,3.0,10.0,,,,5.0,2.0,,8.0,3.0,,3.0,35.0,1.0,8.0,6.0,,,9.0,,15.0,,15.0,6.0,3.0,1.0,5.0,5.0,3.0,10.0,1.0,,5.0,1.0,0.0,,1.0,,,,1.0,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Union Omaha,1bvo1q3jlflqdmjrvypnt2lzp,Steevan dos Santos,Forward,10,80.0,4.0,17.0,55.0,3.0,951.0,71.0,,,1.0,6.0,57.0,74.0,12.0,68.0,4.0,8.0,23.0,3.0,10.0,10.0,5.0,27.0,1.0,6.0,21.0,3.0,,3.0,15.0,41.0,21.0,10.0,21.0,175.0,11.0,2.0,,38.0,93.0,36.0,137.0,102.0,21.0,82.0,1.0,,2.0,14.0,10.0,4.0,69.0,45.0,,8.0,377.0,,102.0,83.0,12.0,,105.0,7.0,179.0,1.0,176.0,95.0,21.0,3.0,42.0,14.0,36.0,10.0,10.0,4.0,40.0,13.0,2.0,4.0,5.0,4.0,,,1.0,4.0,1.0,2.0,3.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Union Omaha,5ayndruo1m9cwxp8nlkc2zgmh,J. Gallardo,Midfielder,7,107.0,9.0,10.0,8.0,9.0,1543.0,89.0,63.0,1.0,4.0,27.0,175.0,138.0,14.0,209.0,18.0,12.0,159.0,2.0,38.0,15.0,15.0,33.0,45.0,19.0,58.0,2.0,9.0,49.0,15.0,107.0,24.0,16.0,31.0,194.0,19.0,17.0,1.0,22.0,30.0,32.0,329.0,364.0,48.0,164.0,15.0,2.0,5.0,21.0,29.0,100.0,52.0,148.0,,27.0,997.0,4.0,337.0,274.0,21.0,6.0,388.0,1.0,526.0,,489.0,87.0,17.0,51.0,85.0,21.0,96.0,10.0,11.0,56.0,79.0,23.0,2.0,3.0,4.0,4.0,1.0,1.0,,2.0,2.0,3.0,1.0,,,,,2.0,11.0,,25.0,1.0,,2.0,29.0,58.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,
USA_USL_League_One,2024,Union Omaha,d82xjbw9ptrhgk0ifeoim0gdl,J. Gómez,Forward,21,148.0,6.0,12.0,27.0,7.0,1568.0,69.0,17.0,,4.0,31.0,67.0,72.0,12.0,61.0,17.0,12.0,103.0,5.0,16.0,14.0,11.0,46.0,1.0,18.0,59.0,1.0,,3.0,13.0,70.0,21.0,14.0,33.0,261.0,18.0,2.0,1.0,47.0,74.0,28.0,212.0,319.0,69.0,187.0,1.0,2.0,4.0,23.0,22.0,11.0,93.0,149.0,,23.0,768.0,6.0,321.0,223.0,22.0,1.0,325.0,6.0,397.0,4.0,391.0,113.0,15.0,4.0,101.0,23.0,111.0,10.0,13.0,11.0,86.0,16.0,2.0,2.0,6.0,4.0,2.0,2.0,2.0,6.0,4.0,4.0,2.0,1.0,,,,,,,,,1.0,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Union Omaha,7iadb6d0qurxay92c6cfsvbx0,A. Holt,Defender,13,12.0,,6.0,3.0,2.0,106.0,7.0,2.0,,,2.0,25.0,14.0,1.0,9.0,4.0,,27.0,10.0,,1.0,,,,1.0,6.0,,,7.0,,2.0,4.0,1.0,2.0,20.0,1.0,3.0,,3.0,6.0,,17.0,45.0,3.0,14.0,,,,11.0,5.0,,,7.0,,4.0,84.0,1.0,47.0,20.0,1.0,,47.0,,61.0,3.0,59.0,8.0,,,9.0,11.0,27.0,10.0,2.0,,5.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Union Omaha,a8alzcksq7wr7d2fhjtdh4hec,R. Jiba,Defender,27,29.0,1.0,9.0,11.0,1.0,406.0,30.0,41.0,,2.0,10.0,58.0,44.0,,55.0,1.0,1.0,42.0,11.0,8.0,4.0,3.0,6.0,11.0,3.0,20.0,1.0,11.0,14.0,2.0,12.0,,4.0,18.0,51.0,3.0,9.0,,9.0,20.0,8.0,114.0,115.0,15.0,31.0,8.0,,2.0,14.0,14.0,25.0,19.0,42.0,,2.0,335.0,7.0,115.0,85.0,2.0,1.0,116.0,,160.0,,159.0,22.0,6.0,1.0,20.0,14.0,48.0,10.0,9.0,16.0,11.0,6.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,0.0,,,,,,,,2.0,,,,9.0,12.0,,,,,,,,,,,,,,,,,,,,,,
