liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Successful Lay-offs,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Unsuccessful Dribbles,Duels,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Duels lost,Throw Ins to Own Player,Aerial Duels lost,Total Tackles,Successful Dribbles,Unsuccessful Passes Own Half,Duels won,Shots On Target ( inc goals ),Aerial Duels won,Total Clearances,Aerial Duels,Tackles Won,Interceptions,Ground Duels won,Substitute On,Goals,Right Foot Goals,Substitute Off,Blocked Shots,Throw Ins to Opposition Player,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Goals from Inside Box,Penalties Taken,Goal Assists,Penalty Goals,Offsides,Successful Launches,PutThrough/Blocked Distribution Won,Goals from Outside Box,Clean Sheets,Through balls,Tackles Lost,Yellow Cards,Blocks,Saves Made,GK Successful Distribution,Unsuccessful Launches,Catches,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Clearances Off the Line,Unsuccessful lay-offs,Left Foot Goals,Foul Won Penalty,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Goals Conceded Outside Box,Attempts from Set Pieces,Punches,Saves Made from Outside Box,Penalties Faced,Assists (Intentional),Headed Goals,Handballs conceded,Hit Woodwork,Penalties Conceded,Second Goal Assists,Drops,Own Goal Scored,Penalty Goals Conceded,Times Tackled,Home Goals,Away Goals,Winning Goal,Saves made - caught,Goal Kicks,Set Pieces Goals,Other Goals,Penalties Saved,Saves from Penalty,Crosses not Claimed,Goalkeeper Smother
USA_US_Open_Cup,2018,Erie Commodores FC,33a3w2efhl8opylu58kt95qi2,M. Aken-Tyers,Forward,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Erie Commodores FC,d7gp5ceituur4mkhj4m39di7e,C. Bartlett-Scott,Defender,24.0,,90.0,,37.0,,4.0,,14.0,2.0,1.0,7.0,18.0,3.0,37.0,3.0,26.0,2.0,1.0,5.0,,7.0,,2.0,8.0,1.0,,50.0,,1.0,2.0,9.0,22.0,,10.0,,9.0,2.0,,1.0,,4.0,4.0,32.0,32.0,4.0,,,4.0,1.0,3.0,5.0,,,1.0,,4.0,3.0,5.0,,,,,,,6.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Erie Commodores FC,4bqs033jldiru6yo8auky70x6,A. Bennett,Defender,15.0,,90.0,,21.0,,4.0,,3.0,5.0,,10.0,11.0,4.0,23.0,2.0,10.0,2.0,,9.0,,2.0,,9.0,5.0,1.0,,43.0,,1.0,1.0,7.0,15.0,,10.0,,9.0,2.0,,1.0,,4.0,2.0,13.0,14.0,4.0,,,2.0,,,5.0,,2.0,8.0,2.0,,8.0,3.0,,,,,,,4.0,,1.0,,,,,,2.0,,,,,2.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Erie Commodores FC,8s7qxq00u1m8qay4c9zrb9pwq,R. Clervoix,Midfielder,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Erie Commodores FC,d4597c6qffjdwd7twxw6zkbje,Gabriel,Forward,0.0,1.0,23.0,,12.0,,4.0,,4.0,1.0,,6.0,4.0,3.0,12.0,,8.0,,,4.0,,1.0,1.0,4.0,,,,16.0,,1.0,,5.0,5.0,,10.0,,7.0,,1.0,1.0,,4.0,2.0,8.0,8.0,5.0,,1.0,,,1.0,2.0,,1.0,,2.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Erie Commodores FC,8iibyx42v4350iy86ulljac16,A. Le Gall,Midfielder,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Erie Commodores FC,9kij8qsc8wsy5heocwto1dpbe,F. Martinez,Midfielder,10.0,,90.0,,14.0,,2.0,,6.0,1.0,,14.0,4.0,4.0,15.0,1.0,8.0,2.0,,5.0,,4.0,1.0,4.0,2.0,1.0,,29.0,,1.0,1.0,4.0,3.0,,10.0,,6.0,2.0,,1.0,,2.0,6.0,9.0,10.0,4.0,,2.0,,1.0,1.0,2.0,,,,2.0,,1.0,2.0,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Erie Commodores FC,egbhybfadrfyy6hoyxvi3s1nu,Tulio Melo,Forward,0.0,,6.0,,5.0,,,,3.0,1.0,,3.0,,1.0,5.0,,3.0,,,2.0,,1.0,,1.0,,,1.0,9.0,,1.0,,2.0,4.0,,10.0,1.0,2.0,,,1.0,,1.0,,3.0,3.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Erie Commodores FC,28jforl8gq388b2bk6lx2wtbe,Nicolau Neto,Goalkeeper,1.0,,90.0,,18.0,,,,8.0,7.0,,8.0,18.0,1.0,34.0,,14.0,2.0,,8.0,,6.0,,8.0,5.0,1.0,,37.0,,1.0,,,20.0,,10.0,,,2.0,,1.0,,,8.0,17.0,26.0,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,8.0,,,,,,,,3.0,5.0,1.0,,2.0,2.0,4.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Erie Commodores FC,bcu6z0v7c3fuodnp9gl6jahka,K. Opoku,Defender,5.0,1.0,90.0,,19.0,,3.0,,2.0,3.0,,14.0,11.0,3.0,19.0,,12.0,2.0,,6.0,,1.0,,3.0,9.0,1.0,1.0,46.0,,1.0,,11.0,10.0,,10.0,1.0,12.0,2.0,1.0,1.0,,3.0,5.0,13.0,13.0,4.0,8.0,1.0,2.0,5.0,4.0,8.0,,,1.0,1.0,,2.0,8.0,,,,,,4.0,1.0,,1.0,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Erie Commodores FC,9kmcgc3t421ipadi83qefcdm,A. Phillips,Defender,2.0,,84.0,,19.0,,1.0,1.0,5.0,4.0,1.0,20.0,3.0,9.0,20.0,1.0,4.0,2.0,1.0,13.0,,4.0,1.0,11.0,3.0,1.0,3.0,42.0,,1.0,1.0,6.0,15.0,1.0,10.0,,11.0,2.0,1.0,1.0,,3.0,,6.0,7.0,5.0,7.0,2.0,1.0,1.0,3.0,6.0,,3.0,2.0,5.0,1.0,1.0,3.0,,,,1.0,,5.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Erie Commodores FC,2175495d0n0xjfn346b8ra82y,C. Philpot,Midfielder,7.0,,90.0,1.0,16.0,,6.0,,6.0,1.0,,11.0,3.0,6.0,16.0,1.0,7.0,2.0,1.0,7.0,,5.0,,5.0,2.0,1.0,,25.0,,1.0,1.0,10.0,3.0,3.0,10.0,2.0,13.0,2.0,,1.0,,9.0,2.0,9.0,9.0,11.0,2.0,2.0,,,2.0,2.0,1.0,1.0,,3.0,,,1.0,,1.0,1.0,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Erie Commodores FC,6w7jc4is93owwuwnpkvnlat0q,C. Quinn,Midfielder,18.0,,67.0,,25.0,,2.0,1.0,4.0,7.0,,16.0,11.0,6.0,27.0,2.0,14.0,2.0,,13.0,,6.0,1.0,12.0,12.0,1.0,,34.0,,1.0,2.0,6.0,13.0,,10.0,,8.0,2.0,,1.0,,4.0,6.0,14.0,14.0,5.0,,1.0,2.0,,1.0,3.0,,1.0,,2.0,2.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
