liga,temporada,equipo,id,nombre,posicion,dorsal,Penalty Goals Conceded,Goals Conceded,Games Played,Appearances,Index,Starts,Goals Conceded Inside Box,Time Played,Winning Goal,Yellow Cards,Substitute On,Substitute Off,Goals Conceded Outside Box,Rightside Passes,Successful Open Play Passes,Forward Passes,Touches,Goalkeeper Smother,Punches,Total Passes,Successful Passes Opposition Half,GK Successful Distribution,Leftside Passes,Saves Made from Outside Box,Unsuccessful Passes Own Half,Unsuccessful Passes Opposition Half,Successful Short Passes,Recoveries,Saves Made,Penalties Faced,Goal Kicks,Successful Long Passes,Total Losses Of Possession,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,GK Unsuccessful Distribution,Saves Made from Inside Box,Total Clearances,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Long Passes,Unsuccessful Launches,Successful Passes Own Half,Saves made - parried,Tackles Lost,PutThrough/Blocked Distribution,Backward Passes,Total Fouls Won,Tackles Won,Duels,Blocked Shots,Unsuccessful Dribbles,Aerial Duels,Ground Duels lost,Corners Won,Aerial Duels lost,Times Tackled,Unsuccessful Crosses & Corners,PutThrough/Blocked Distribution Won,Total Fouls Conceded,Total Tackles,Ground Duels,Total Touches In Opposition Box,Aerial Duels won,Duels lost,Unsuccessful Crosses open play,Successful Dribbles,Unsuccessful Short Passes,Ground Duels won,Duels won,Successful Lay-offs,Total Shots,Shots Off Target (inc woodwork),Interceptions,Foul Attempted Tackle,Throw Ins to Own Player,Last Man Tackle,Throw Ins to Opposition Player,Blocks,Successful Crosses open play,Key Passes (Attempt Assists),Successful Crosses & Corners,Through balls,Assists (Intentional),Shots On Target ( inc goals ),Goal Assists,Goals,Goals from Inside Box,Offsides,Left Foot Goals,Home Goals,Away Goals,Handballs conceded,Penalties Conceded,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Attempts from Set Pieces,Unsuccessful lay-offs,Catches,Clean Sheets,Headed Goals,Hit Woodwork,Right Foot Goals,Red Cards - 2nd Yellow,Total Red Cards,Goals from Outside Box,Second Goal Assists,Saves made - caught,Own Goal Scored,Penalties Taken,Penalty Goals,Foul Won Penalty,Drops,Clearances Off the Line,Set Pieces Goals,Straight Red Cards,Penalties Saved,Saves from Penalty,Overruns
USA_US_Open_Cup,2023,Charleston Battery,14oq6mvlh5e51d9y20nbpok4p,C. Allan,Midfielder,4,,1.0,2.0,2.0,10.0,1.0,1.0,140.0,0.0,,1.0,1.0,,11.0,33.0,8.0,50.0,,,37.0,12.0,,11.0,,3.0,2.0,26.0,9.0,,,,7.0,6.0,4.0,37.0,,,,,33.0,1.0,,22.0,,1.0,2.0,7.0,,,7.0,1.0,,,5.0,1.0,,1.0,1.0,2.0,2.0,1.0,7.0,1.0,,5.0,1.0,1.0,3.0,2.0,2.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Charleston Battery,dxfxrbvl0452fu9o033carm22,A. Apodaca,Forward,17,,1.0,3.0,3.0,10.0,2.0,1.0,160.0,0.0,1.0,1.0,1.0,,,5.0,,8.0,,,5.0,5.0,,5.0,,,,5.0,,,,,,,,5.0,,,,,5.0,,,,,1.0,1.0,,,,2.0,,,,1.0,,,,,1.0,,1.0,2.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Charleston Battery,ani26vxlo22iw1u9oexptml05,L. Archer,Defender,5,,1.0,2.0,2.0,10.0,,1.0,39.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Charleston Battery,42w1fj2n8ubc7of8feg5z5p90,F. Barajas,Midfielder,11,,1.0,2.0,2.0,10.0,1.0,1.0,149.0,0.0,,1.0,,,1.0,11.0,5.0,26.0,,,14.0,8.0,,5.0,,1.0,4.0,11.0,3.0,,,,,9.0,3.0,14.0,,,,,11.0,,,3.0,,,,3.0,,1.0,5.0,,2.0,,4.0,,,3.0,2.0,,,1.0,5.0,1.0,,4.0,2.0,,3.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Charleston Battery,ckefp96qi7xs4yt9n329paajt,A. Booth,Midfielder,7,,,2.0,2.0,10.0,1.0,,50.0,0.0,,1.0,1.0,,6.0,15.0,5.0,20.0,,,18.0,6.0,,5.0,,,3.0,13.0,2.0,,,,2.0,3.0,3.0,18.0,,,,,15.0,2.0,,9.0,,,,2.0,,,1.0,1.0,,,1.0,,,,,,1.0,,1.0,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Charleston Battery,807o9aah2y5z9bk70c4s0c89h,A. Cochran,Defender,3,,2.0,3.0,3.0,10.0,3.0,2.0,291.0,0.0,,,1.0,,8.0,28.0,17.0,43.0,,,41.0,9.0,,13.0,,4.0,6.0,29.0,5.0,,,,2.0,10.0,10.0,37.0,,,,,31.0,4.0,,22.0,,,1.0,3.0,,,,,,,,,,,,1.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Charleston Battery,ngbrldd6l0tg4wpy3lki9eqd,R. Crawford,Midfielder,19,,,3.0,3.0,10.0,2.0,,202.0,0.0,,1.0,1.0,,1.0,3.0,1.0,12.0,,,4.0,2.0,,1.0,,,3.0,3.0,1.0,,,,,4.0,1.0,4.0,,,,,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,2.0,,1.0,,1.0,,,1.0,2.0,1.0,,1.0,2.0,2.0,,1.0,2.0,,,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,0.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Charleston Battery,8j8a9aofwcl6fqbvzncsmbxuc,C. Dennis,Midfielder,18,,1.0,1.0,1.0,10.0,,1.0,18.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Charleston Battery,btzfde6rl1aq3ypv4oxuys8wk,M. Dennis,Forward,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Charleston Battery,5g3yur7k1fvc47hjz5y2zrze,D. Dodson,Defender,14,,1.0,1.0,1.0,10.0,1.0,1.0,90.0,0.0,1.0,,,,2.0,28.0,19.0,57.0,,,37.0,13.0,,14.0,,4.0,7.0,25.0,2.0,,,,3.0,14.0,9.0,37.0,,,1.0,1.0,28.0,2.0,1.0,15.0,,,1.0,2.0,3.0,1.0,6.0,1.0,,1.0,1.0,,,,2.0,,1.0,1.0,5.0,1.0,1.0,1.0,2.0,,7.0,4.0,5.0,,1.0,1.0,2.0,1.0,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Charleston Battery,1bz1l5u4f1o2uwi9n8bpk6b6c,D. Fischer,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Charleston Battery,6x8glr5hquqxmacroeqmq5mcq,D. Kuzemka,Goalkeeper,24,,1.0,2.0,2.0,10.0,2.0,1.0,210.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Charleston Battery,7vs5viy6d0dxa7t6vogkxo650,N. Markanich,Forward,13,,1.0,3.0,3.0,10.0,1.0,1.0,82.0,1.0,1.0,2.0,1.0,,,,1.0,4.0,,,2.0,,,1.0,,,2.0,,,,,,,2.0,2.0,2.0,,,,,,1.0,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,1.0,2.0,,1.0,,,1.0,,,,2.0,,,,,,,,,,,,,2.0,,2.0,2.0,,,2.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
