liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Blocks,Right Foot Goals,Total Red Cards,Straight Red Cards,GK Successful Distribution,Headed Goals,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Set Pieces Goals,Other Goals,Own Goal Scored,Foul Won Penalty,Penalty Goals Conceded,Second Goal Assists,Red Cards - 2nd Yellow,Penalties Off Target,Last Man Tackle,Penalties Saved,Saves from Penalty,Crosses not Claimed,Home Goals,Away Goals,Winning Goal,Times Tackled
USA_MLS,2017,Orlando City SC,bzwwxb4t5m2rtbxwubppay3md,J. Aja,Defender,18,,2.0,1275.0,2.0,,,,517.0,2.0,36.0,,117.0,26.0,4.0,71.0,8.0,5.0,3.0,11.0,130.0,313.0,30.0,46.0,547.0,2.0,20.0,12.0,375.0,19.0,5.0,117.0,,70.0,4.0,76.0,1.0,,72.0,15.0,11.0,41.0,726.0,,15.0,14.0,89.0,,260.0,10.0,32.0,73.0,,,55.0,,9.0,22.0,1.0,122.0,61.0,22.0,,,15.0,,,1.0,,38.0,181.0,,,410.0,430.0,33.0,3.0,,,,,22.0,49.0,8.0,22.0,51.0,11.0,5.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
USA_MLS,2017,Orlando City SC,1afsq18lr7xfdzwhtkmibqsb9,K. Alston,Defender,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Orlando City SC,ba0arukvcwn1gagiglyxqz5jp,G. Barnes,Forward,14,38.0,2.0,2137.0,14.0,11.0,25.0,3.0,537.0,18.0,163.0,8.0,300.0,3.0,,13.0,28.0,27.0,5.0,35.0,264.0,154.0,32.0,98.0,557.0,10.0,25.0,21.0,432.0,34.0,43.0,111.0,,140.0,13.0,132.0,9.0,2.0,59.0,23.0,33.0,18.0,971.0,1.0,34.0,13.0,187.0,1.0,148.0,73.0,46.0,130.0,16.0,2.0,14.0,8.0,45.0,34.0,28.0,256.0,13.0,39.0,,39.0,34.0,,2.0,1.0,1.0,91.0,106.0,2.0,,427.0,446.0,69.0,2.0,2.0,1.0,,1.0,26.0,126.0,6.0,15.0,96.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Orlando City SC,dg5dg94rk3iguuwa55ca9or8p,H. Barry,Midfielder,13,1.0,1.0,11.0,,3.0,,,9.0,,,1.0,2.0,,,,,,,,8.0,6.0,4.0,2.0,9.0,,,,7.0,,,2.0,,2.0,,2.0,1.0,,3.0,,,1.0,23.0,,3.0,,9.0,,3.0,1.0,100.0,4.0,,,,1.0,,,2.0,9.0,1.0,,,1.0,3.0,,,,,5.0,4.0,,,7.0,7.0,,,,,,,3.0,5.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Orlando City SC,c749lw8agh1uzwt0i70gw2hg5,J. Bendik,Goalkeeper,1,,,2970.0,1.0,,,,469.0,1.0,,,163.0,217.0,1.0,412.0,,,6.0,2.0,429.0,363.0,5.0,4.0,942.0,,,,293.0,46.0,,416.0,,131.0,,369.0,,,310.0,33.0,,47.0,1261.0,,33.0,,13.0,,673.0,,62.0,11.0,,,233.0,,3.0,2.0,,17.0,21.0,52.0,,,33.0,,,,,4.0,138.0,,,301.0,526.0,4.0,7.0,,,,,3.0,6.0,2.0,3.0,9.0,112.0,,,,,262.0,,134.0,,,118.0,3.0,5.0,,19.0,44.0,36.0,74.0,5.0,5.0,,,,,,,,,,,,,,,,
USA_MLS,2017,Orlando City SC,61fjyclc80jqcemkibgaffvmd,S. Carrasco,Midfielder,5,2.0,,833.0,1.0,6.0,16.0,1.0,393.0,3.0,58.0,,171.0,5.0,1.0,12.0,8.0,1.0,2.0,12.0,72.0,190.0,23.0,39.0,412.0,7.0,11.0,,335.0,7.0,2.0,51.0,,106.0,6.0,38.0,3.0,,46.0,9.0,13.0,15.0,517.0,,15.0,9.0,61.0,,136.0,4.0,24.0,38.0,1.0,1.0,26.0,,4.0,11.0,1.0,84.0,11.0,9.0,,2.0,15.0,,,,,34.0,112.0,1.0,,343.0,361.0,23.0,1.0,,,,,14.0,46.0,9.0,19.0,27.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
USA_MLS,2017,Orlando City SC,dfyyn9gd8jlfs0krwucne5hbd,P. da Silva,Forward,11,,,1.0,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,100.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Orlando City SC,4e3ftvuylhjgw7bxo9dljlo7p,D. Dwyer,Forward,14,11.0,21.0,2246.0,4.0,2.0,15.0,9.0,249.0,18.0,74.0,3.0,137.0,2.0,5.0,6.0,12.0,28.0,3.0,49.0,297.0,50.0,13.0,103.0,293.0,7.0,47.0,12.0,174.0,25.0,64.0,109.0,,74.0,19.0,109.0,10.0,1.0,36.0,25.0,23.0,11.0,712.0,2.0,27.0,16.0,209.0,1.0,68.0,121.0,58.0,126.0,36.0,3.0,10.0,3.0,65.0,37.0,35.0,295.0,14.0,28.0,2.0,11.0,27.0,,1.0,1.0,2.0,120.0,77.0,8.0,,146.0,184.0,86.0,6.0,2.0,4.0,,3.0,9.0,169.0,4.0,3.0,89.0,,5.0,3.0,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Orlando City SC,35mgbjlnao8d0s85peht48rf9,E. Edwards,Goalkeeper,36,,,90.0,,,,,12.0,,,,1.0,2.0,,3.0,,,2.0,,3.0,12.0,,,16.0,,,,8.0,4.0,,3.0,,2.0,,2.0,,,5.0,1.0,,1.0,21.0,,1.0,,,,8.0,,1.0,,,,5.0,,,,,,,6.0,,,1.0,,,,,,6.0,,,10.0,13.0,,,,,,,,,,,,2.0,,,,,6.0,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Orlando City SC,pb045rkco3cxnwxqm5upcjxl,J. Fenlason,Goalkeeper,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Orlando City SC,a60ttf7nfope40pqngj6fsp1x,Rafael Ramos,Defender,27,3.0,,55.0,5.0,1.0,,,45.0,,14.0,,20.0,,,,1.0,,1.0,,15.0,18.0,,7.0,45.0,,1.0,,36.0,,,7.0,,2.0,1.0,9.0,1.0,2.0,2.0,1.0,1.0,1.0,62.0,,2.0,1.0,1.0,,15.0,,13.0,,,,2.0,,,,,1.0,1.0,1.0,,3.0,2.0,,,,,1.0,14.0,,,38.0,38.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Orlando City SC,3o1ofvw8de8lo5wdn0cs5gxxx,L. Gil,Midfielder,17,10.0,,853.0,3.0,12.0,22.0,,407.0,3.0,95.0,5.0,203.0,8.0,1.0,21.0,7.0,3.0,2.0,13.0,122.0,140.0,24.0,50.0,409.0,6.0,10.0,7.0,317.0,20.0,13.0,71.0,1.0,119.0,15.0,65.0,4.0,1.0,59.0,9.0,14.0,18.0,572.0,4.0,21.0,4.0,72.0,,115.0,13.0,100.0,42.0,10.0,,21.0,4.0,7.0,4.0,1.0,89.0,13.0,22.0,,12.0,21.0,2.0,1.0,,,34.0,80.0,,,336.0,338.0,17.0,,,,,,18.0,47.0,6.0,22.0,38.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Orlando City SC,846dab9jkmkplpm9gqc30f26t,C. Higuita,Midfielder,7,3.0,,1554.0,14.0,8.0,16.0,,848.0,3.0,138.0,,414.0,5.0,9.0,19.0,23.0,7.0,2.0,15.0,209.0,377.0,54.0,93.0,903.0,14.0,42.0,21.0,741.0,17.0,9.0,112.0,,308.0,14.0,78.0,5.0,1.0,133.0,18.0,36.0,37.0,1248.0,,26.0,34.0,269.0,,220.0,11.0,97.0,152.0,2.0,,50.0,,62.0,17.0,9.0,301.0,16.0,19.0,,3.0,26.0,,1.0,,1.0,134.0,237.0,,,741.0,791.0,32.0,2.0,1.0,2.0,,1.0,39.0,149.0,15.0,23.0,135.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Orlando City SC,azvy9ik60ch4b3id01tl4cg5x,S. Hines,Defender,3,,,443.0,1.0,1.0,,1.0,199.0,1.0,4.0,,54.0,8.0,1.0,14.0,2.0,4.0,2.0,7.0,34.0,121.0,8.0,18.0,207.0,1.0,4.0,1.0,157.0,6.0,6.0,32.0,,19.0,,27.0,1.0,,12.0,5.0,2.0,5.0,261.0,,6.0,3.0,17.0,,84.0,8.0,40.0,18.0,2.0,,18.0,,3.0,7.0,,31.0,15.0,8.0,,,6.0,,,,,6.0,100.0,1.0,,169.0,175.0,14.0,1.0,,,,,6.0,13.0,2.0,8.0,11.0,1.0,6.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Orlando City SC,4fxnafz5s1b6djxhipp4rsul1,W. Johnson,Midfielder,4,11.0,,2057.0,23.0,3.0,33.0,2.0,894.0,9.0,170.0,13.0,398.0,16.0,6.0,39.0,15.0,13.0,4.0,11.0,241.0,406.0,50.0,117.0,947.0,4.0,16.0,9.0,693.0,32.0,26.0,156.0,10.0,236.0,22.0,150.0,6.0,7.0,122.0,23.0,29.0,50.0,1313.0,53.0,26.0,12.0,128.0,,214.0,28.0,49.0,105.0,13.0,2.0,98.0,2.0,26.0,22.0,3.0,161.0,51.0,36.0,,44.0,26.0,28.0,1.0,,3.0,45.0,327.0,2.0,,746.0,791.0,33.0,6.0,1.0,3.0,,,39.0,56.0,11.0,40.0,83.0,5.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Orlando City SC,3rrges782prcprsn207dk4zit,C. Larin,Forward,9,4.0,11.0,2169.0,5.0,4.0,24.0,12.0,331.0,24.0,116.0,,188.0,,1.0,2.0,11.0,14.0,5.0,55.0,270.0,78.0,11.0,77.0,345.0,5.0,45.0,20.0,259.0,31.0,46.0,79.0,,97.0,19.0,76.0,9.0,,45.0,24.0,27.0,7.0,737.0,,28.0,9.0,222.0,,47.0,104.0,67.0,104.0,32.0,,7.0,,54.0,19.0,30.0,296.0,19.0,36.0,,4.0,28.0,,7.0,2.0,1.0,137.0,85.0,12.0,1.0,252.0,266.0,74.0,4.0,6.0,3.0,,1.0,6.0,192.0,5.0,3.0,85.0,,3.0,7.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
USA_MLS,2017,Orlando City SC,4vrd6vji126bw8l1q6wxe0cfd,R. Laryea,Midfielder,6,,,250.0,1.0,11.0,4.0,,114.0,1.0,32.0,,63.0,,2.0,2.0,4.0,,2.0,1.0,30.0,36.0,8.0,13.0,114.0,,9.0,3.0,94.0,5.0,2.0,15.0,,36.0,4.0,12.0,1.0,,13.0,1.0,6.0,3.0,174.0,,12.0,6.0,47.0,,19.0,9.0,55.0,29.0,2.0,,5.0,,18.0,,1.0,48.0,2.0,7.0,,,12.0,,,,,18.0,27.0,,,99.0,99.0,1.0,,,1.0,,1.0,8.0,19.0,,4.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Orlando City SC,6jrqnhmo2ovbulsfhvps48lw5,A. Nocerino,Midfielder,23,10.0,1.0,2234.0,5.0,3.0,25.0,1.0,1061.0,5.0,175.0,4.0,476.0,19.0,2.0,48.0,15.0,11.0,5.0,6.0,222.0,472.0,41.0,115.0,1107.0,12.0,23.0,4.0,877.0,34.0,16.0,163.0,,292.0,14.0,122.0,1.0,2.0,137.0,28.0,30.0,51.0,1336.0,,31.0,20.0,112.0,,383.0,19.0,30.0,59.0,5.0,,67.0,4.0,11.0,4.0,5.0,122.0,21.0,39.0,,10.0,31.0,,,,,57.0,257.0,1.0,,901.0,944.0,10.0,2.0,,,,,30.0,63.0,11.0,37.0,55.0,11.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Orlando City SC,3r8kdyekjq8k2owd0bh0wntg5,Victor PC,Midfielder,94,7.0,,436.0,41.0,3.0,4.0,,222.0,,46.0,2.0,90.0,8.0,1.0,13.0,5.0,3.0,1.0,4.0,77.0,88.0,17.0,33.0,222.0,1.0,10.0,4.0,163.0,12.0,3.0,46.0,,82.0,,36.0,,7.0,18.0,5.0,10.0,17.0,366.0,,8.0,7.0,53.0,,83.0,3.0,90.0,34.0,,,13.0,2.0,10.0,3.0,2.0,60.0,12.0,13.0,,7.0,8.0,,1.0,1.0,1.0,22.0,11.0,,,176.0,176.0,7.0,1.0,,1.0,,,12.0,26.0,5.0,14.0,31.0,5.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
