root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Open Play Passes,Goals from Inside Box,Successful Open Play Passes,Leftside Passes,Ground Duels lost,Unsuccessful Short Passes,Successful Lay-offs,Unsuccessful Passes Own Half,Aerial Duels won,Penalty Goals Conceded,Goals Conceded Inside Box,Successful Passes Opposition Half,Appearances,Goals Conceded,Goals from Outside Box,Aerial Duels,Left Foot Goals,Total Fouls Won,Index,Backward Passes,Touches,Total Passes,Substitute Off,Handballs conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Substitute On,Successful Passes Own Half,Foul Attempted Tackle,Goals Conceded Outside Box,Times Tackled,Offsides,Total Losses Of Possession,Unsuccessful Dribbles,Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Shots,Starts,Ground Duels,PutThrough/Blocked Distribution Won,Goals,Shots On Target ( inc goals ),Ground Duels won,Right Foot Goals,Total Touches In Opposition Box,Unsuccessful Passes Opposition Half,Rightside Passes,PutThrough/Blocked Distribution,Overruns,Total Fouls Conceded,Aerial Duels lost,Forward Passes,Time Played,Recoveries,Games Played,Duels won,Shots Off Target (inc woodwork),Successful Short Passes,Successful Dribbles,Yellow Cards,Duels,Home Goals,Away Goals,Winning Goal,Key Passes (Attempt Assists),Through balls,Successful Crosses & Corners,Corners Won,Unsuccessful Launches,Successful Launches,Successful Long Passes,Unsuccessful Long Passes,Interceptions,Total Clearances,Blocked Shots,Tackles Lost,Corners Taken (incl short corners),Unsuccessful Crosses open play,Attempts from Set Pieces,Unsuccessful Corners into Box,Successful Corners into Box,Tackles Won,Unsuccessful Crosses & Corners,Throw Ins to Own Player,Total Tackles,Clean Sheets,Successful Crosses open play,Blocks,Goal Assists,Unsuccessful lay-offs,Goal Kicks,GK Successful Distribution,Throw Ins to Opposition Player,GK Unsuccessful Distribution,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - parried,Drops,Saves Made,Catches,Penalties Faced,Penalties Conceded,Straight Red Cards,Total Red Cards,Foul Won Penalty,Assists (Intentional),Hit Woodwork,Headed Goals,Punches,Penalty Goals,Penalties Taken,Set Pieces Goals,Red Cards - 2nd Yellow,Crosses not Claimed,Own Goal Scored,Saves made - caught,Goalkeeper Smother,Clearances Off the Line,Saves from Penalty,Penalties Saved,Last Player Tackle,Second Goal Assists,Penalties Off Target
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Guadeloupe,Guadeloupe,c2q7jgsdz63l3xp6bybxyxilm,R. Adélaïde,Goalkeeper,0,12.0,,12.0,4.0,,,,,1.0,,,,1.0,,,1.0,,,10.0,,29.0,21.0,,,21.0,,21.0,,,,,,,,,,1.0,,,,,,,,,9.0,,,,,8.0,90.0,6.0,1.0,1.0,,20.0,,,1.0,,,0.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,7.0,11.0,,,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Guadeloupe,Guadeloupe,65js4yds9vyg0iyck8xh10frp,T. Ambrose,Forward,0,39.0,,32.0,13.0,10.0,6.0,,,2.0,,3.0,28.0,3.0,3.0,,8.0,,5.0,10.0,8.0,93.0,43.0,3.0,,36.0,,8.0,,,9.0,2.0,31.0,4.0,16.0,7.0,6.0,3.0,21.0,,,4.0,11.0,,13.0,8.0,13.0,,1.0,,6.0,9.0,236.0,4.0,3.0,13.0,2.0,35.0,3.0,,29.0,,,0.0,4.0,,,3.0,,,1.0,1.0,,3.0,4.0,2.0,,1.0,,,,1.0,1.0,,3.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Guadeloupe,Guadeloupe,c6wt22b15wkyfmle4zyg14es5,J. Angloma,Midfielder,0,22.0,,17.0,9.0,,4.0,,2.0,1.0,,,12.0,2.0,,,1.0,,,10.0,1.0,28.0,22.0,,1.0,17.0,2.0,5.0,,,,,8.0,,,5.0,2.0,,1.0,,,,1.0,,1.0,5.0,5.0,,,1.0,,7.0,42.0,2.0,2.0,2.0,2.0,16.0,,,2.0,,,0.0,1.0,,,,,,1.0,1.0,,,,,,2.0,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Guadeloupe,Guadeloupe,7nlijkywjl13h3ks132026iok,T. Arconte,Forward,0,3.0,,2.0,1.0,,,,,,,1.0,3.0,1.0,1.0,,,,1.0,10.0,2.0,9.0,3.0,,,2.0,1.0,,,,,,2.0,,,1.0,2.0,,1.0,,,1.0,1.0,,3.0,1.0,,1.0,,,,,28.0,,1.0,1.0,1.0,2.0,,,1.0,,,0.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Guadeloupe,Guadeloupe,7jpoubcwhn3hy76p4i8mrw1xx,A. Arénate,Forward,0,16.0,,16.0,4.0,7.0,,,,,,2.0,6.0,2.0,2.0,,1.0,,,10.0,4.0,29.0,16.0,1.0,,16.0,1.0,10.0,2.0,,3.0,,5.0,2.0,8.0,,1.0,1.0,10.0,2.0,,1.0,3.0,,1.0,,5.0,2.0,,3.0,1.0,3.0,68.0,3.0,2.0,3.0,,14.0,,,11.0,,,0.0,,,,,,1.0,2.0,,1.0,,,2.0,,,,,,1.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Guadeloupe,Guadeloupe,ap18f2pic6emw6x8a6qmc1l1x,A. Baron,Defender,0,325.0,,263.0,82.0,11.0,36.0,1.0,18.0,5.0,,4.0,161.0,6.0,4.0,,6.0,,3.0,10.0,36.0,386.0,332.0,2.0,,269.0,,112.0,3.0,,5.0,1.0,81.0,2.0,12.0,63.0,1.0,6.0,19.0,1.0,,,8.0,,3.0,49.0,66.0,5.0,1.0,5.0,1.0,148.0,503.0,22.0,6.0,13.0,1.0,242.0,1.0,1.0,25.0,,,0.0,8.0,,4.0,2.0,7.0,2.0,27.0,27.0,3.0,8.0,3.0,1.0,2.0,2.0,,1.0,1.0,3.0,4.0,1.0,4.0,2.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Guadeloupe,Guadeloupe,3cy6mfbd2vlj9fa1xz2ow3949,T. Bartouche-Selbonne,Goalkeeper,0,26.0,,24.0,14.0,,,,1.0,,,3.0,2.0,2.0,3.0,,,,,10.0,,60.0,46.0,,,36.0,,34.0,,,,,10.0,,,10.0,,2.0,1.0,,,,1.0,,,9.0,8.0,,,,,24.0,180.0,14.0,2.0,1.0,,28.0,,,1.0,,,0.0,,,,,3.0,4.0,8.0,10.0,,,,1.0,,,,,,,,,1.0,1.0,,,,,15.0,13.0,,6.0,7.0,2.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Guadeloupe,Guadeloupe,egdfgs0oxkhk4n7wuk04y6s5w,K. Beaumont,Midfielder,0,28.0,,24.0,6.0,5.0,3.0,,1.0,2.0,,,17.0,3.0,,,3.0,,1.0,10.0,4.0,44.0,28.0,,,24.0,3.0,7.0,1.0,,4.0,,10.0,2.0,6.0,4.0,1.0,,10.0,,,,5.0,,1.0,4.0,7.0,,,1.0,1.0,11.0,72.0,8.0,3.0,7.0,1.0,22.0,2.0,,13.0,,,0.0,1.0,,,,1.0,,2.0,1.0,,2.0,,,,1.0,,,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Guadeloupe,Guadeloupe,be804hfaegrmblwga38hg7tp0,K. Bevis,Forward,0,32.0,,24.0,9.0,15.0,7.0,,1.0,,,,19.0,3.0,,,1.0,,1.0,10.0,11.0,65.0,32.0,2.0,,24.0,1.0,7.0,3.0,,9.0,,26.0,5.0,16.0,8.0,1.0,2.0,21.0,2.0,,,6.0,,2.0,12.0,5.0,3.0,1.0,4.0,1.0,7.0,145.0,7.0,3.0,6.0,1.0,24.0,3.0,,22.0,,,0.0,2.0,,2.0,1.0,,,,1.0,,,,,,5.0,,,,2.0,5.0,4.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Guadeloupe,Guadeloupe,ax69g2ukn2tsaz71n0waf58q2,N. Cadiou,Midfielder,0,35.0,,27.0,12.0,3.0,5.0,,1.0,2.0,,1.0,16.0,1.0,1.0,,6.0,,2.0,10.0,4.0,59.0,38.0,,1.0,29.0,,13.0,,,2.0,1.0,14.0,1.0,7.0,9.0,1.0,1.0,9.0,4.0,,,6.0,,3.0,9.0,7.0,4.0,,1.0,4.0,15.0,90.0,6.0,1.0,8.0,1.0,28.0,,,15.0,,,0.0,1.0,,,,,,1.0,4.0,1.0,,1.0,1.0,,1.0,,,,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
