liga,temporada,equipo,id,nombre,posicion,dorsal,Total Fouls Conceded,Duels,Unsuccessful Crosses & Corners,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,PutThrough/Blocked Distribution,Open Play Passes,Unsuccessful Crosses open play,Offsides,Aerial Duels won,Fifty Fifty,Unsuccessful Passes Opposition Half,Leftside Passes,Games Played,GK Unsuccessful Distribution,Successful Long Passes,GK Successful Distribution,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Ground Duels,Interceptions,Time Played,Total Touches In Opposition Box,Total Clearances,Rightside Passes,Handballs conceded,Unsuccessful Short Passes,Touches,Backward Passes,Yellow Cards,Total Fouls Won,Duels lost,Total Tackles,Forward Passes,Substitute On,Total Shots,Successful Open Play Passes,Goals Conceded Inside Box,Clean Sheets,Successful Passes Opposition Half,Appearances,Total Passes,Ground Duels won,Corners Won,Tackles Won,Goals Conceded,Unsuccessful Launches,Successful Launches,PutThrough/Blocked Distribution Won,Aerial Duels lost,Foul Attempted Tackle,Times Tackled,Throw Ins to Opposition Player,Index,Successful Fifty Fifty,Aerial Duels,Successful Short Passes,Penalty Goals Conceded,Starts,Recoveries,Blocks,Ground Duels lost,Goals Conceded Outside Box,Unsuccessful Long Passes,Blocked Shots,Substitute Off,Penalties Conceded,Goal Kicks,Key Passes (Attempt Assists),Duels won,Unsuccessful Passes Own Half,Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Winning Goal,Successful Crosses & Corners,Penalty Goals,Corners Taken (incl short corners),Unsuccessful Corners into Box,Hit Woodwork,Right Foot Goals,Set Pieces Goals,Penalties Off Target,Through balls,Successful Dribbles,Successful Crosses open play,Second Goal Assists,Shots On Target ( inc goals ),Assists (Intentional),Successful Corners into Box,Unsuccessful Dribbles,Total Red Cards,Unsuccessful lay-offs,Penalties Taken,Goals from Inside Box,Goal Assists,Attempts from Set Pieces,Successful Lay-offs,Goals,Red Cards - 2nd Yellow,Overruns,Goals from Outside Box,Home Goals,Away Goals,Left Foot Goals,Headed Goals,Saves Made from Inside Box,Saves made - parried,Goalkeeper Smother,Saves Made,Saves Made from Outside Box,Straight Red Cards,Penalties Faced,Drops,Catches,Punches,Last Man Tackle,Own Goal Scored,Foul Won Penalty,Clearances Off the Line,Saves made - caught,Crosses not Claimed,Last Player Tackle,Other Goals,Saves from Penalty,Penalties Saved
USA_MLS,2023,Inter Miami CF,4o6f3mnd39fx700o3jvj0wct1,Jordi Alba,Defender,18,1.0,25.0,13.0,252.0,19.0,8.0,299.0,12.0,,,,55.0,14.0,7.0,,10.0,,,77.0,99.0,23.0,1.0,439.0,9.0,7.0,156.0,,39.0,390.0,59.0,2.0,4.0,10.0,9.0,74.0,2.0,1.0,248.0,2.0,2.0,154.0,7.0,303.0,15.0,2.0,5.0,2.0,2.0,,2.0,2.0,,4.0,4.0,78.0,,2.0,242.0,,5.0,24.0,,8.0,,12.0,,2.0,,,5.0,15.0,9.0,4.0,51.0,1.0,1.0,,1.0,,,,,,1.0,2.0,1.0,,1.0,,,2.0,,,,1.0,,,,1.0,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Inter Miami CF,3oqz86s2ngipsrb1jbb36buqy,N. Allen,Defender,32,14.0,95.0,23.0,616.0,80.0,31.0,699.0,21.0,3.0,7.0,7.0,81.0,36.0,19.0,,26.0,,2.0,154.0,343.0,83.0,14.0,1253.0,14.0,29.0,322.0,,76.0,984.0,159.0,3.0,3.0,43.0,35.0,200.0,5.0,6.0,599.0,26.0,1.0,277.0,19.0,717.0,45.0,4.0,16.0,30.0,10.0,2.0,11.0,5.0,10.0,11.0,5.0,39.0,6.0,12.0,590.0,1.0,14.0,76.0,2.0,38.0,4.0,25.0,3.0,4.0,,,5.0,52.0,43.0,19.0,101.0,0.0,4.0,,4.0,2.0,,,1.0,,2.0,7.0,2.0,,4.0,1.0,,3.0,,,,,2.0,1.0,,1.0,,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Inter Miami CF,7x098qxoirgwlu38q1v969s6h,C. dos Santos,Goalkeeper,29,,3.0,,34.0,,,45.0,,,3.0,,12.0,5.0,1.0,2.0,5.0,11.0,,17.0,30.0,,,90.0,,2.0,11.0,,1.0,66.0,,,,,,34.0,,,31.0,1.0,,4.0,1.0,50.0,,,,1.0,4.0,1.0,,,,,,10.0,,3.0,29.0,,1.0,11.0,,,,15.0,,,,5.0,,3.0,4.0,,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,
USA_MLS,2023,Inter Miami CF,18thoegpfleusbgo4xki7g3it,D. Arroyo,Midfielder,3,29.0,188.0,3.0,1036.0,1.0,43.0,1152.0,3.0,,17.0,23.0,79.0,403.0,24.0,,105.0,,5.0,192.0,539.0,148.0,27.0,1788.0,3.0,23.0,363.0,,101.0,1414.0,144.0,4.0,11.0,116.0,41.0,266.0,3.0,9.0,1013.0,28.0,1.0,497.0,24.0,1176.0,55.0,2.0,32.0,33.0,16.0,3.0,21.0,23.0,19.0,22.0,,51.0,13.0,40.0,931.0,,21.0,135.0,8.0,93.0,5.0,39.0,4.0,6.0,,,6.0,72.0,64.0,9.0,140.0,0.0,,,,,1.0,1.0,,,2.0,4.0,,,4.0,,,5.0,,,,1.0,,,4.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Inter Miami CF,eyks55tzqu6xmvgvhypzhlwr8,T. Avilés,Defender,6,22.0,72.0,2.0,495.0,3.0,13.0,571.0,2.0,,3.0,,37.0,273.0,11.0,,20.0,,3.0,105.0,337.0,63.0,19.0,878.0,8.0,10.0,47.0,1.0,54.0,690.0,34.0,6.0,2.0,41.0,24.0,231.0,,5.0,481.0,11.0,2.0,158.0,11.0,585.0,28.0,1.0,15.0,11.0,17.0,1.0,4.0,6.0,16.0,3.0,,18.0,,9.0,475.0,,11.0,65.0,5.0,35.0,,36.0,1.0,4.0,,,2.0,31.0,55.0,9.0,90.0,0.0,,,,,1.0,,,,1.0,2.0,,,2.0,1.0,,2.0,,,,1.0,1.0,,,1.0,,,,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Inter Miami CF,65jctzcct9irz3wre08c2v2wa,E. Azcona,Forward,28,1.0,16.0,2.0,21.0,5.0,5.0,29.0,2.0,,,,8.0,6.0,5.0,,1.0,,,19.0,6.0,15.0,,46.0,5.0,,5.0,,5.0,59.0,14.0,,4.0,6.0,3.0,5.0,5.0,2.0,20.0,,,15.0,5.0,30.0,10.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,86.0,,1.0,20.0,,,5.0,,5.0,1.0,4.0,,,,,1.0,10.0,3.0,2.0,9.0,0.0,,,,,,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Inter Miami CF,40za2m92ngp5og8pxyrkxl3is,I. Boatwright,Defender,62,3.0,12.0,3.0,28.0,2.0,1.0,35.0,3.0,,,,8.0,17.0,2.0,,,,,13.0,17.0,10.0,,74.0,,3.0,2.0,,6.0,56.0,7.0,,2.0,8.0,1.0,9.0,2.0,1.0,28.0,1.0,,11.0,2.0,35.0,4.0,1.0,,2.0,1.0,,,2.0,2.0,2.0,,56.0,,2.0,28.0,,,6.0,1.0,6.0,1.0,1.0,,,,,,4.0,2.0,1.0,7.0,0.0,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Inter Miami CF,ju24rgwcctj5yizl54o91gfe,S. Borgelin,Forward,49,4.0,35.0,,9.0,1.0,1.0,21.0,,,9.0,4.0,10.0,5.0,10.0,,1.0,,4.0,30.0,1.0,18.0,1.0,134.0,15.0,1.0,4.0,,11.0,60.0,4.0,,5.0,20.0,,8.0,10.0,9.0,9.0,1.0,,8.0,10.0,21.0,6.0,3.0,,1.0,,,1.0,8.0,1.0,8.0,,17.0,3.0,17.0,8.0,,,6.0,,12.0,,1.0,,,,,2.0,15.0,2.0,,12.0,0.0,,,,,,1.0,,,,1.0,,,5.0,,,2.0,,,,1.0,,,,1.0,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Inter Miami CF,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,Midfielder,5,16.0,110.0,1.0,645.0,1.0,22.0,690.0,1.0,1.0,7.0,,50.0,205.0,11.0,,24.0,,,100.0,305.0,95.0,17.0,930.0,3.0,6.0,205.0,2.0,68.0,858.0,95.0,3.0,14.0,49.0,37.0,217.0,1.0,,615.0,16.0,2.0,340.0,11.0,722.0,54.0,1.0,19.0,17.0,2.0,,10.0,8.0,12.0,14.0,,47.0,,15.0,621.0,,10.0,96.0,2.0,41.0,1.0,9.0,1.0,,,,10.0,61.0,28.0,18.0,77.0,0.0,,,,,,,,,5.0,3.0,,1.0,,1.0,,3.0,,,,,1.0,1.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Inter Miami CF,29rxabx4plofa06zgwuxlejca,D. Callender,Goalkeeper,27,,13.0,,656.0,,1.0,600.0,,,8.0,,209.0,210.0,33.0,76.0,178.0,334.0,,332.0,595.0,2.0,,2970.0,,28.0,183.0,,12.0,1337.0,,1.0,1.0,4.0,1.0,589.0,,,417.0,47.0,5.0,61.0,33.0,982.0,1.0,,,53.0,61.0,22.0,,3.0,,,,48.0,,11.0,478.0,1.0,33.0,282.0,,1.0,6.0,314.0,,,,252.0,,9.0,117.0,1.0,326.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,17.0,4.0,122.0,41.0,,1.0,3.0,33.0,17.0,1.0,,,,10.0,2.0,,,,
