root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Corners Taken (incl short corners),Successful Dribbles,Duels lost,PutThrough/Blocked Distribution,Touches,Time Played,Ground Duels lost,Backward Passes,Total Fouls Won,Successful Crosses & Corners,Successful Passes Own Half,Successful Short Passes,Unsuccessful Short Passes,Tackles Lost,Goals Conceded Inside Box,Penalty Goals Conceded,Starts,Key Passes (Attempt Assists),Total Touches In Opposition Box,Ground Duels won,Total Tackles,Successful Crosses open play,Tackles Won,Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Substitute Off,Forward Passes,Unsuccessful Long Passes,Total Clearances,Total Passes,Throw Ins to Own Player,Unsuccessful Passes Own Half,Successful Lay-offs,Aerial Duels,Index,Successful Passes Opposition Half,Total Losses Of Possession,Blocked Shots,Goals Conceded,Aerial Duels lost,Ground Duels,Interceptions,Duels won,Unsuccessful Crosses open play,Unsuccessful Dribbles,Leftside Passes,Aerial Duels won,Unsuccessful Launches,Total Shots,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Times Tackled,Recoveries,Unsuccessful Crosses & Corners,Appearances,Games Played,Blocks,Total Fouls Conceded,PutThrough/Blocked Distribution Won,Duels,Successful Open Play Passes,Successful Long Passes,Corners Won,Shots Off Target (inc woodwork),Rightside Passes,Winning Goal,Successful Launches,Clean Sheets,Saves Made from Outside Box,Saves made - parried,Saves Made,GK Successful Distribution,Goal Kicks,Catches,Punches,GK Unsuccessful Distribution,Saves Made from Inside Box,Substitute On,Foul Attempted Tackle,Shots On Target ( inc goals ),Goals from Inside Box,Handballs conceded,Right Foot Goals,Goals,Assists (Intentional),Yellow Cards,Goal Assists,Attempts from Set Pieces,Home Goals,Away Goals,Unsuccessful Corners into Box,Penalty Goals,Offsides,Penalties Taken,Successful Corners into Box,Throw Ins to Opposition Player,Own Goal Scored,Headed Goals,Second Goal Assists,Left Foot Goals,Penalties Conceded,Penalties Faced,Goals Conceded Outside Box,Through balls,Goalkeeper Smother,Foul Won Penalty,Clearances Off the Line,Saves from Penalty,Penalties Saved,Unsuccessful lay-offs,Last Man Tackle,Total Red Cards,Straight Red Cards,Drops,Saves made - caught,Goals from Outside Box,Hit Woodwork,Red Cards - 2nd Yellow,Fifty Fifty,Successful Fifty Fifty,Overruns,Crosses not Claimed,Set Pieces Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,ecaofku4htx8if4kk2teq1rrp,R. Adé,Defender,4,,,8.0,1.0,124.0,270.0,1.0,1.0,3.0,,54.0,59.0,10.0,2.0,6.0,,3.0,,1.0,6.0,3.0,,1.0,16.0,23.0,,40.0,13.0,19.0,88.0,,7.0,,15.0,10.0,11.0,24.0,,6.0,7.0,7.0,1.0,14.0,,,31.0,8.0,2.0,2.0,82.0,65.0,,11.0,,3.0,3.0,5.0,1.0,,22.0,63.0,6.0,,,16.0,0.0,,,,,,,1.0,,,1.0,,,,2.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,6c4j48upih9edutxqf7fopadx,B. Alcéus,Midfielder,21,,,8.0,2.0,63.0,120.0,4.0,7.0,1.0,,16.0,37.0,3.0,1.0,2.0,,1.0,2.0,,5.0,4.0,,3.0,3.0,3.0,1.0,16.0,,1.0,44.0,,,1.0,6.0,10.0,25.0,8.0,1.0,2.0,4.0,9.0,1.0,7.0,,,11.0,2.0,,1.0,44.0,41.0,,11.0,,2.0,2.0,1.0,2.0,2.0,15.0,41.0,4.0,,1.0,10.0,0.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,5fzov10nf3gwrx9hf44u05rhm,D. Alexis,Defender,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,5y720qmabg25g9wbmeqlh2a51,C. Antoine,Forward,7,,1.0,6.0,2.0,48.0,78.0,3.0,7.0,1.0,1.0,4.0,21.0,5.0,1.0,2.0,,1.0,1.0,3.0,5.0,3.0,1.0,2.0,7.0,5.0,1.0,10.0,,,26.0,,,1.0,5.0,10.0,18.0,14.0,,2.0,3.0,8.0,,7.0,2.0,2.0,7.0,2.0,,2.0,26.0,21.0,3.0,5.0,2.0,3.0,3.0,,,2.0,13.0,21.0,,1.0,2.0,2.0,0.0,,,,,,,,,,,,2.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,Defender,2,,1.0,10.0,11.0,178.0,270.0,7.0,11.0,2.0,1.0,53.0,87.0,19.0,2.0,6.0,,3.0,3.0,3.0,10.0,7.0,1.0,5.0,16.0,23.0,,46.0,4.0,7.0,116.0,20.0,11.0,,5.0,10.0,41.0,30.0,,6.0,3.0,17.0,5.0,12.0,4.0,,57.0,2.0,2.0,3.0,114.0,93.0,1.0,28.0,4.0,3.0,3.0,2.0,5.0,2.0,22.0,91.0,6.0,2.0,3.0,2.0,0.0,1.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,73uj84zylf96tprjejckru221,A. Christian,Defender,22,,3.0,8.0,4.0,138.0,263.0,6.0,5.0,,,31.0,49.0,10.0,3.0,6.0,,3.0,,1.0,8.0,5.0,,2.0,15.0,14.0,1.0,32.0,4.0,6.0,69.0,20.0,8.0,,2.0,10.0,24.0,37.0,,6.0,2.0,14.0,5.0,8.0,9.0,1.0,6.0,,2.0,,67.0,55.0,1.0,13.0,9.0,3.0,3.0,3.0,4.0,2.0,16.0,54.0,6.0,2.0,,26.0,0.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,ei1hz02v5mto04mymrj64y9k9,J. Duverger,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,2uis9d0h87arn5ew3bg1si40l,D. Etienne,Midfielder,11,11.0,6.0,14.0,2.0,146.0,197.0,13.0,12.0,5.0,4.0,16.0,61.0,11.0,1.0,4.0,,2.0,7.0,8.0,14.0,3.0,,2.0,35.0,21.0,1.0,41.0,10.0,,90.0,3.0,,1.0,1.0,10.0,57.0,47.0,,4.0,1.0,27.0,,14.0,6.0,7.0,19.0,,1.0,4.0,85.0,69.0,9.0,13.0,14.0,3.0,3.0,,2.0,,28.0,64.0,8.0,4.0,4.0,18.0,0.0,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,7.0,,,,4.0,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,6khbzafdxzzp2pxbspmam01cl,D. Guerrier,Midfielder,10,,1.0,3.0,,23.0,65.0,2.0,2.0,1.0,,,7.0,3.0,,2.0,,1.0,1.0,3.0,2.0,,,,6.0,6.0,1.0,8.0,3.0,3.0,13.0,,,,2.0,10.0,7.0,8.0,,2.0,1.0,4.0,1.0,3.0,,1.0,1.0,1.0,,1.0,13.0,7.0,1.0,1.0,,2.0,2.0,,1.0,,6.0,7.0,,,,2.0,0.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,7c77bmzx5c6bsvk9a6vvq1gq1,G. Innocent,Goalkeeper,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,6fjephoyozzlbhjnaddhuckr8,J. Jean,Forward,17,,1.0,8.0,3.0,33.0,83.0,6.0,2.0,1.0,,,9.0,2.0,,2.0,,,,12.0,2.0,,,,5.0,2.0,,2.0,,,12.0,,,,2.0,10.0,10.0,17.0,,2.0,2.0,8.0,1.0,2.0,3.0,3.0,4.0,,,2.0,12.0,10.0,4.0,2.0,3.0,3.0,3.0,,1.0,1.0,10.0,10.0,1.0,3.0,1.0,4.0,0.0,,,,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,ecikirj22qzmxyxtiz1ciw4ix,D. Jean Jacques,Midfielder,8,,,8.0,1.0,79.0,163.0,5.0,12.0,1.0,,27.0,49.0,4.0,1.0,5.0,,2.0,2.0,2.0,7.0,6.0,,5.0,5.0,5.0,1.0,19.0,1.0,3.0,56.0,,2.0,1.0,4.0,10.0,24.0,11.0,,5.0,3.0,12.0,4.0,8.0,2.0,2.0,17.0,1.0,,1.0,56.0,51.0,3.0,14.0,2.0,3.0,3.0,2.0,1.0,,16.0,51.0,2.0,1.0,,8.0,0.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,dqekbs06e79n3vapj437pwyc,G. Metusala,Defender,6,,,10.0,2.0,123.0,269.0,5.0,3.0,1.0,,73.0,87.0,6.0,1.0,6.0,,3.0,,1.0,4.0,3.0,,2.0,5.0,12.0,1.0,39.0,6.0,11.0,100.0,,7.0,,6.0,10.0,15.0,12.0,,6.0,5.0,9.0,3.0,5.0,,,16.0,1.0,1.0,1.0,97.0,88.0,,16.0,,3.0,3.0,2.0,,,15.0,86.0,1.0,,1.0,42.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,e7w5aujupw3lwhw69vnphqor9,D. Nazon,Forward,9,,4.0,14.0,6.0,93.0,252.0,12.0,5.0,,1.0,6.0,28.0,19.0,2.0,5.0,,3.0,3.0,18.0,7.0,3.0,1.0,1.0,20.0,21.0,1.0,14.0,2.0,,52.0,,3.0,1.0,3.0,10.0,26.0,42.0,2.0,5.0,2.0,19.0,,8.0,2.0,4.0,7.0,1.0,,7.0,52.0,31.0,6.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,22.0,31.0,3.0,4.0,2.0,26.0,0.0,,,,,,,,,,,,,4.0,5.0,1.0,,1.0,1.0,,,,,1.0,0.0,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,6.0,3.0,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,ba2aut8k62b83ca053l5bf1lh,F. Picault,Midfielder,15,8.0,2.0,14.0,3.0,74.0,160.0,9.0,5.0,2.0,3.0,14.0,29.0,6.0,3.0,3.0,,2.0,1.0,4.0,9.0,5.0,1.0,2.0,15.0,6.0,2.0,14.0,,,37.0,1.0,2.0,,7.0,10.0,20.0,23.0,1.0,3.0,5.0,18.0,1.0,11.0,3.0,3.0,11.0,2.0,,2.0,35.0,31.0,3.0,6.0,11.0,3.0,3.0,,4.0,1.0,25.0,29.0,2.0,,2.0,7.0,0.0,2.0,,,,,,,,,,,1.0,3.0,,,,,,,1.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,b5nt6yopvia4tja3t118006sq,A. Pierre,Goalkeeper,1,,,,,116.0,270.0,,,,,24.0,22.0,1.0,1.0,6.0,,3.0,,,1.0,1.0,,,27.0,35.0,,59.0,34.0,1.0,81.0,,8.0,,1.0,10.0,22.0,35.0,,6.0,,1.0,,2.0,,,16.0,1.0,9.0,,40.0,46.0,,29.0,,3.0,3.0,,,,2.0,25.0,24.0,,,6.0,0.0,5.0,,7.0,,14.0,32.0,29.0,1.0,,13.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,4m81wltinr5z61nc6dnc8twbt,L. Pierre,Midfielder,14,,,1.0,,5.0,4.0,,,1.0,,2.0,2.0,,,,,,,,1.0,,,,,,,,,1.0,2.0,,,,1.0,10.0,,,,,1.0,1.0,,1.0,,,2.0,,,,1.0,2.0,,1.0,,1.0,1.0,,,,2.0,1.0,,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,10fhneu2ag3zslmot65er6x9l,F. Pierrot,Forward,20,,1.0,30.0,1.0,99.0,266.0,12.0,15.0,4.0,,12.0,33.0,27.0,,6.0,,3.0,4.0,18.0,5.0,,,,28.0,27.0,1.0,24.0,,4.0,62.0,,1.0,1.0,27.0,10.0,23.0,41.0,2.0,6.0,18.0,17.0,,14.0,2.0,4.0,11.0,9.0,,4.0,56.0,35.0,7.0,5.0,2.0,3.0,3.0,1.0,5.0,,44.0,29.0,2.0,2.0,2.0,12.0,1.0,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,2.0,,1.0,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,16pwi03qk6lo51i1n5oh6ac5w,M. Prunier,Forward,16,,,3.0,,4.0,5.0,2.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,10.0,1.0,2.0,,,1.0,2.0,,,,1.0,,,,,1.0,1.0,1.0,1.0,,2.0,2.0,,1.0,,3.0,1.0,,,,,0.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,53ftcytl5gnmtk0vwb0v8grca,S. Saba,Midfielder,19,,,1.0,,10.0,15.0,1.0,1.0,,,1.0,1.0,3.0,,,,,,,1.0,1.0,,1.0,3.0,4.0,,3.0,1.0,,5.0,,1.0,,,10.0,,6.0,,,,2.0,1.0,1.0,,,1.0,,,,5.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,2.0,1.0,,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,Midfielder,18,,4.0,19.0,1.0,145.0,220.0,16.0,14.0,2.0,,57.0,88.0,9.0,1.0,5.0,,3.0,1.0,,11.0,5.0,,4.0,10.0,13.0,3.0,26.0,4.0,6.0,106.0,,4.0,,5.0,10.0,36.0,21.0,,5.0,3.0,27.0,5.0,13.0,,,31.0,2.0,,3.0,103.0,93.0,4.0,18.0,1.0,3.0,3.0,2.0,7.0,,32.0,90.0,5.0,,3.0,35.0,0.0,,,,,,,,,,,,,6.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,5rgwuoboh1keb2gf21wcw5dqt,J. Simonsen,Defender,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Haiti,Haiti,eiv1illwof9mu3fl4kukifahh,S. Séance,Defender,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
