liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Open Play Passes,Total Passes,Time Played,Goals Conceded,PutThrough/Blocked Distribution,Unsuccessful Passes Opposition Half,Total Shots,Total Losses Of Possession,Backward Passes,Times Tackled,Appearances,Aerial Duels won,Aerial Duels lost,Foul Attempted Tackle,Successful Passes Own Half,Aerial Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Duels,Games Played,Rightside Passes,Corners Won,Forward Passes,Duels lost,Substitute On,Ground Duels,Starts,Tackles Won,Shots Off Target (inc woodwork),Successful Lay-offs,Total Fouls Conceded,Shots On Target ( inc goals ),Successful Passes Opposition Half,Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,Total Clearances,Leftside Passes,Unsuccessful Short Passes,Ground Duels won,Unsuccessful Dribbles,Assists (Intentional),Recoveries,Offsides,Goals Conceded Inside Box,Total Touches In Opposition Box,Substitute Off,Interceptions,Successful Short Passes,Touches,Goal Assists,Ground Duels lost,Blocked Shots,Index,Key Passes (Attempt Assists),Duels won,Winning Goal,Goals from Inside Box,Total Fouls Won,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Handballs conceded,Successful Launches,Left Foot Goals,Goals,Successful Long Passes,Throw Ins to Opposition Player,Overruns,Successful Dribbles,Yellow Cards,Unsuccessful Passes Own Half,Home Goals,Away Goals,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Throw Ins to Own Player,Blocks,Unsuccessful Launches,Successful Corners into Box,Through balls,Successful Crosses open play,Successful Crosses & Corners,Unsuccessful lay-offs,Corners Taken (incl short corners),Unsuccessful Corners into Box,Right Foot Goals,Hit Woodwork,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Foul Won Penalty,Goals from Outside Box,Headed Goals,Goal Kicks,GK Unsuccessful Distribution,GK Successful Distribution,Total Red Cards,Red Cards - 2nd Yellow,Saves made - parried,Saves Made from Outside Box,Saves Made,Saves Made from Inside Box,Catches,Goals Conceded Outside Box,Drops,Clean Sheets,Penalty Goals Conceded,Goals Openplay,Straight Red Cards,Penalties Conceded,Penalties Faced,Punches,Clearances Off the Line,Goalkeeper Smother,Set Pieces Goals,Second Goal Assists,Saves from Penalty,Penalties Saved,Saves made - caught,Own Goal Scored,Last Player Tackle
USA_US_Open_Cup,2025,FC Naples,595bi39ikp8s9sfw6q5981mvo,T. Bowe,Forward,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Naples,53zmc257rzr74zaut60r0b7dg,I. Cerro,Midfielder,30,39.0,51.0,167.0,,1.0,12.0,5.0,34.0,12.0,9.0,3.0,2.0,,5.0,19.0,2.0,41.0,3.0,27.0,3.0,9.0,1.0,13.0,15.0,1.0,25.0,2.0,2.0,5.0,,5.0,,22.0,1.0,10.0,49.0,1.0,17.0,8.0,10.0,2.0,,11.0,,,5.0,2.0,6.0,38.0,107.0,,15.0,3.0,10.0,1.0,12.0,0.0,,7.0,2.0,,,,,,3.0,,1.0,,,,,,2.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Naples,b20vm9evnp996el4wop064jmy,J. Cisneros,Defender,3,77.0,106.0,284.0,1.0,7.0,24.0,5.0,53.0,23.0,8.0,3.0,2.0,2.0,5.0,43.0,4.0,79.0,11.0,42.0,3.0,10.0,1.0,55.0,20.0,,38.0,3.0,7.0,5.0,,6.0,,37.0,4.0,27.0,104.0,10.0,18.0,13.0,20.0,4.0,,16.0,,1.0,6.0,1.0,3.0,76.0,200.0,,18.0,2.0,10.0,2.0,22.0,0.0,,5.0,14.0,6.0,,2.0,,,3.0,7.0,,4.0,2.0,6.0,,,3.0,3.0,17.0,,9.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Naples,bzk7l6u5bvun1zt11ouvzp7ft,E. Delgado,Goalkeeper,1,43.0,78.0,300.0,2.0,,10.0,,13.0,1.0,,3.0,1.0,,,58.0,1.0,66.0,,1.0,3.0,19.0,,39.0,,,,3.0,,,,,,8.0,,12.0,51.0,1.0,19.0,,,,,23.0,,2.0,,,,52.0,108.0,,,,10.0,,1.0,0.0,,1.0,12.0,,,6.0,,,14.0,,,,1.0,2.0,,,,,,,7.0,,,,,,,,,,,,,,,,22.0,2.0,37.0,,,5.0,4.0,9.0,5.0,2.0,,,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,
USA_US_Open_Cup,2025,FC Naples,5lfsx6h5cktgy9mbk5hg6mt0q,J. Dengler,Defender,25,103.0,137.0,210.0,2.0,2.0,17.0,1.0,27.0,8.0,,2.0,7.0,,1.0,78.0,7.0,112.0,4.0,15.0,2.0,19.0,1.0,60.0,4.0,,8.0,2.0,3.0,1.0,,3.0,,34.0,1.0,25.0,123.0,12.0,50.0,8.0,4.0,,,10.0,,2.0,1.0,,1.0,94.0,160.0,,4.0,,10.0,1.0,11.0,0.0,,,17.0,2.0,,2.0,,,18.0,,,,1.0,8.0,,,,,,,10.0,,,,,,,,,,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Naples,7kwhnmzzskj1g5uv6d17xco6i,B. Evans,Defender,2,148.0,189.0,275.0,2.0,1.0,25.0,2.0,36.0,3.0,,3.0,5.0,3.0,,110.0,8.0,153.0,4.0,14.0,3.0,63.0,,90.0,5.0,,6.0,3.0,3.0,1.0,,1.0,1.0,43.0,1.0,36.0,182.0,13.0,33.0,12.0,4.0,,,6.0,,2.0,3.0,1.0,,127.0,214.0,,2.0,,10.0,,9.0,0.0,1.0,,24.0,1.0,,6.0,,1.0,26.0,,,,,11.0,1.0,0.0,,,,3.0,10.0,,,,,,,,,,,,,,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Naples,enuonl3tkl8vdb22aniwls2ui,G. Fernandes,Defender,6,57.0,72.0,112.0,,2.0,13.0,1.0,14.0,2.0,,2.0,2.0,1.0,1.0,44.0,3.0,58.0,1.0,7.0,2.0,8.0,,34.0,4.0,1.0,4.0,1.0,,1.0,,2.0,,14.0,1.0,14.0,71.0,5.0,28.0,6.0,1.0,,,2.0,,,1.0,,,50.0,80.0,,3.0,,10.0,1.0,3.0,0.0,,,8.0,,,,,,8.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Naples,5r147g72666685wyzfupaqgwk,A. Ferrín,Midfielder,23,26.0,36.0,166.0,2.0,2.0,6.0,4.0,25.0,4.0,8.0,3.0,2.0,4.0,2.0,4.0,6.0,26.0,3.0,25.0,3.0,8.0,2.0,15.0,15.0,2.0,19.0,1.0,2.0,1.0,,2.0,3.0,22.0,1.0,10.0,36.0,,9.0,9.0,8.0,5.0,,7.0,,2.0,6.0,1.0,2.0,24.0,69.0,,11.0,2.0,10.0,3.0,10.0,0.0,1.0,1.0,1.0,1.0,,,,1.0,2.0,,2.0,4.0,,4.0,1.0,0.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Naples,xcadelq7wz6yspew25xyg2dw,I. Garrett,Defender,12,41.0,51.0,90.0,1.0,,6.0,,14.0,14.0,,1.0,1.0,,1.0,24.0,1.0,41.0,5.0,10.0,1.0,19.0,,18.0,1.0,,9.0,1.0,4.0,,,1.0,,19.0,1.0,10.0,51.0,1.0,,5.0,8.0,,,2.0,,1.0,2.0,,2.0,36.0,79.0,,1.0,,10.0,3.0,9.0,0.0,,1.0,5.0,,,2.0,,,5.0,3.0,,2.0,,4.0,,,,,10.0,,3.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Naples,26ch3v6i6cj0evk767slxcqhg,M. Glasser,Defender,4,37.0,53.0,159.0,2.0,,19.0,,23.0,8.0,,3.0,1.0,3.0,1.0,11.0,4.0,38.0,6.0,17.0,3.0,1.0,,26.0,9.0,2.0,13.0,1.0,2.0,,,3.0,,28.0,4.0,15.0,52.0,5.0,18.0,7.0,7.0,,,5.0,,2.0,,1.0,1.0,36.0,93.0,,6.0,,10.0,,8.0,0.0,,1.0,8.0,,,,,,2.0,1.0,1.0,,,2.0,,,6.0,6.0,16.0,1.0,5.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
