liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Lay-offs,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Foul Won Penalty,Headed Goals,Handballs conceded,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Hit Woodwork,Penalties Taken,Successful Launches,Unsuccessful Corners into Box,Clearances Off the Line,Attempts from Set Pieces,Penalties Conceded,Last Man Tackle,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Penalties Saved,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Penalty Goals,Successful Corners into Box,Other Goals,Own Goal Scored,Set Pieces Goals,Penalty Goals Conceded,Second Goal Assists,Penalties Off Target
USA_MLS,2014,Vancouver Whitecaps FC,84krgh1swq0ul9b6eowjs05p1,S. Adekugbe,Defender,3,4.0,,1.0,,,,3.0,,6.0,,193.0,14.0,,,94.0,,15.0,1.0,47.0,2.0,5.0,1.0,,,,23.0,41.0,2.0,7.0,99.0,3.0,1.0,78.0,1.0,,12.0,47.0,,17.0,,2.0,4.0,1.0,1.0,1.0,147.0,,4.0,3.0,,11.0,,34.0,,20.0,8.0,,9.0,1.0,3.0,2.0,,13.0,11.0,1.0,,6.0,,,,,5.0,3.0,,83.0,87.0,2.0,,,,,2.0,5.0,,1.0,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
USA_MLS,2014,Vancouver Whitecaps FC,6mecugf49s4mos0k4711asb11,B. Alderson,Midfielder,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2014,Vancouver Whitecaps FC,8nm049qk766x4uylmtbtwmtw5,M. Ballouchy,Midfielder,8,9.0,,1.0,,,,6.0,3.0,4.0,,297.0,3.0,2.0,,182.0,,37.0,,92.0,8.0,15.0,2.0,,1.0,3.0,53.0,58.0,9.0,22.0,187.0,4.0,1.0,142.0,2.0,,37.0,44.0,5.0,36.0,1.0,1.0,18.0,3.0,4.0,5.0,240.0,1.0,9.0,3.0,,26.0,,64.0,,60.0,18.0,,8.0,,5.0,5.0,2.0,34.0,6.0,3.0,,4.0,,,1.0,,13.0,42.0,,145.0,150.0,8.0,,,,1.0,8.0,16.0,1.0,6.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2014,Vancouver Whitecaps FC,b6u6116764v2j7apsi25vx3v9,S. Beitashour,Defender,33,27.0,,3.0,,,,,3.0,54.0,1.0,2371.0,262.0,7.0,,1025.0,10.0,137.0,11.0,388.0,41.0,71.0,27.0,,4.0,11.0,353.0,456.0,44.0,139.0,1043.0,23.0,15.0,785.0,24.0,,210.0,43.0,8.0,213.0,3.0,60.0,137.0,27.0,48.0,51.0,1783.0,,27.0,13.0,12.0,143.0,,471.0,,699.0,117.0,,48.0,11.0,33.0,28.0,4.0,182.0,92.0,28.0,,54.0,,,1.0,1.0,54.0,392.0,,816.0,833.0,39.0,10.0,,2.0,1.0,33.0,65.0,11.0,60.0,89.0,,,11.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,
USA_MLS,2014,Vancouver Whitecaps FC,7tmc8hrkee4lo05qa26i7e5zp,M. Carducci,Goalkeeper,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2014,Vancouver Whitecaps FC,5k3ed0vzgwtigjd2by7ch27rp,J. DeMerit,Defender,6,11.0,,,,,,,1.0,,,924.0,,,,330.0,,12.0,,67.0,16.0,14.0,4.0,2.0,4.0,33.0,60.0,222.0,12.0,40.0,343.0,9.0,,272.0,11.0,2.0,54.0,79.0,2.0,40.0,,,41.0,11.0,6.0,14.0,503.0,,11.0,2.0,9.0,25.0,,175.0,,36.0,49.0,,17.0,,3.0,35.0,,93.0,76.0,15.0,,,,,,,11.0,77.0,,279.0,289.0,68.0,1.0,,,,8.0,44.0,4.0,35.0,14.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,
USA_MLS,2014,Vancouver Whitecaps FC,f4kk7aprmqxgig9hyyntfgs0l,C. Dean,Defender,22,4.0,,,,,,3.0,,1.0,,123.0,4.0,,,51.0,1.0,4.0,,10.0,2.0,6.0,1.0,,2.0,3.0,20.0,27.0,2.0,10.0,53.0,,,35.0,2.0,,16.0,15.0,,12.0,,,8.0,1.0,2.0,5.0,82.0,,4.0,,,2.0,,27.0,,100.0,6.0,,2.0,,,4.0,,9.0,10.0,4.0,,1.0,,,,,,7.0,,35.0,37.0,7.0,,,,,2.0,3.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2014,Vancouver Whitecaps FC,1idr6s10rb2bq5f6dgbnu295h,S. Fernández,Forward,7,33.0,5.0,7.0,1.0,1.0,,8.0,18.0,35.0,9.0,2057.0,1.0,39.0,3.0,585.0,21.0,138.0,8.0,339.0,8.0,17.0,27.0,21.0,6.0,18.0,345.0,127.0,38.0,123.0,598.0,26.0,33.0,448.0,21.0,38.0,140.0,149.0,23.0,162.0,17.0,,100.0,25.0,52.0,21.0,1103.0,6.0,33.0,16.0,2.0,283.0,3.0,164.0,9.0,55.0,146.0,17.0,10.0,7.0,67.0,9.0,29.0,310.0,14.0,27.0,1.0,43.0,1.0,1.0,2.0,,146.0,147.0,2.0,445.0,458.0,27.0,5.0,2.0,,8.0,32.0,164.0,6.0,24.0,137.0,1.0,,2.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,4.0,,
USA_MLS,2014,Vancouver Whitecaps FC,4yw7lx6jo4jlb2xwb11jdv8b9,K. Froese,Midfielder,38,1.0,,,,,,1.0,,,,45.0,,,,7.0,,2.0,,5.0,,,1.0,,,,6.0,,,2.0,7.0,2.0,1.0,5.0,,,2.0,1.0,,2.0,,,,,1.0,,14.0,,1.0,2.0,,7.0,,2.0,,18.0,3.0,,,,1.0,1.0,2.0,8.0,,,,,,,,,5.0,2.0,,5.0,5.0,1.0,,,,,,5.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2014,Vancouver Whitecaps FC,8bcbp6dqxvu3vmwm4fuxnrmc5,J. Harvey,Defender,2,34.0,2.0,6.0,1.0,1.0,,,1.0,43.0,4.0,3029.0,299.0,13.0,,1251.0,13.0,174.0,10.0,573.0,43.0,83.0,30.0,11.0,6.0,60.0,436.0,430.0,58.0,193.0,1269.0,34.0,7.0,945.0,33.0,15.0,276.0,448.0,23.0,247.0,2.0,56.0,162.0,34.0,57.0,72.0,2086.0,,34.0,16.0,14.0,157.0,,588.0,5.0,51.0,137.0,4.0,48.0,10.0,27.0,49.0,7.0,266.0,88.0,39.0,2.0,43.0,,,2.0,,69.0,59.0,2.0,978.0,993.0,109.0,13.0,,,3.0,43.0,129.0,15.0,62.0,88.0,1.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,
