liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Assists (Intentional),Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Substitute On,Yellow Cards,Attempts from Set Pieces,Clearances Off the Line,GK Successful Distribution,Goal Kicks,Successful Launches,Total Big Chances Saved,Penalties Conceded,Second Goal Assists,Goals,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Right Foot Goals,Home Goals,Away Goals,Unsuccessful lay-offs,Last Player Tackle,Catches,Crosses not Claimed,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Hit Woodwork,Total Big Chances Scored,Left Foot Goals,Direct Setpiece Goals,Set Pieces Goals,Headed Goals,Penalty Goals Conceded,Straight Red Cards,Total Red Cards,Own Goal Scored,Other Goals,Penalties Taken,Penalty Goals,Foul Won Penalty,Saves made - caught,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Penalties Off Target
USA_MLS,2026,Houston Dynamo FC,824vros32oq1ufkbws8aiu0a,I. Aliyu,Forward,24,5.0,3.0,2.0,10.0,,16.0,2.0,1.0,31.0,1.0,,1.0,33.0,17.0,16.0,46.0,16.0,3.0,10.0,,7.0,7.0,,28.0,14.0,14.0,,1.0,3.0,27.0,,72.0,,18.0,12.0,8.0,11.0,14.0,3.0,3.0,1.0,2.0,,,1.0,1.0,3.0,1.0,1.0,55.0,37.0,20.0,55.0,3.0,6.0,,,4.0,249.0,6.0,1.0,,6.0,4.0,2.0,29.0,73.0,4.0,56.0,9.0,8.0,17.0,133.0,,1.0,1.0,6.0,4.0,5.0,11.0,7.0,12.0,1.0,8.0,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS,2026,Houston Dynamo FC,2h6kgjpj0jaipdcpq095yrqhh,Antônio Carlos,Defender,3,24.0,9.0,15.0,12.0,,23.0,2.0,7.0,88.0,4.0,,2.0,53.0,19.0,34.0,22.0,147.0,4.0,12.0,,16.0,14.0,2.0,29.0,10.0,19.0,,13.0,3.0,173.0,,424.0,,42.0,6.0,4.0,32.0,121.0,3.0,3.0,1.0,10.0,,,,,1.0,,32.0,393.0,106.0,324.0,398.0,9.0,7.0,,,1.0,945.0,1.0,,2.0,61.0,6.0,2.0,40.0,464.0,4.0,430.0,16.0,9.0,34.0,595.0,,,,,7.0,15.0,18.0,16.0,19.0,0.0,2.0,,,,20.0,20.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,
USA_MLS,2026,Houston Dynamo FC,6u226rcmelfsc8z9yxgwoz0no,M. Arana,Midfielder,22,,,,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,,1.0,,2.0,,1.0,,,,1.0,,,,,,,,,,,,2.0,1.0,1.0,2.0,,,,,,2.0,,,,,,,,2.0,,2.0,,,,2.0,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,Houston Dynamo FC,35fvjkn05x6cr2kx3yiif1jop,Artur,Midfielder,6,3.0,3.0,,6.0,,20.0,1.0,4.0,32.0,1.0,,,30.0,20.0,10.0,26.0,52.0,2.0,6.0,1.0,3.0,2.0,1.0,27.0,17.0,10.0,,6.0,1.0,57.0,,185.0,,14.0,5.0,2.0,21.0,65.0,2.0,,1.0,4.0,2.0,,,,,2.0,5.0,164.0,61.0,112.0,168.0,4.0,5.0,,,1.0,349.0,4.0,1.0,,8.0,4.0,1.0,28.0,194.0,1.0,173.0,9.0,,21.0,245.0,,,,,2.0,2.0,6.0,15.0,19.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,Houston Dynamo FC,399pgumsrvtb9kcx58vw5cmlm,M. Bogusz,Midfielder,19,13.0,6.0,7.0,13.0,1.0,85.0,7.0,,162.0,2.0,2.0,10.0,114.0,66.0,48.0,276.0,77.0,3.0,13.0,1.0,20.0,15.0,5.0,101.0,60.0,41.0,,7.0,12.0,80.0,5.0,298.0,4.0,87.0,19.0,6.0,31.0,62.0,13.0,16.0,14.0,12.0,4.0,,6.0,6.0,12.0,4.0,10.0,244.0,180.0,76.0,240.0,2.0,8.0,2.0,1.0,5.0,1096.0,40.0,3.0,1.0,14.0,9.0,19.0,150.0,304.0,30.0,250.0,10.0,49.0,54.0,541.0,1.0,17.0,16.0,20.0,,5.0,58.0,13.0,49.0,1.0,1.0,1.0,3.0,,,,,,,,2.0,2.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,
USA_MLS,2026,Houston Dynamo FC,3i4sy9l1lwawjm73tv9o4ugut,J. Bond,Goalkeeper,31,5.0,,5.0,13.0,,,,,51.0,3.0,,,8.0,,8.0,,200.0,,13.0,,22.0,17.0,5.0,3.0,,3.0,,,1.0,85.0,,257.0,,14.0,1.0,,98.0,59.0,1.0,,,13.0,1.0,,,,,,66.0,196.0,30.0,229.0,193.0,1.0,,,,,1125.0,,,,14.0,,3.0,87.0,344.0,,259.0,1.0,,85.0,470.0,,,,,58.0,83.0,44.0,41.0,2.0,0.0,,,,,103.0,49.0,25.0,7.0,,,,,,,,,,,,10.0,,,7.0,4.0,2.0,4.0,31.0,18.0,13.0,10.0,,,,,,,1.0,,,,,,,,,,1.0,1.0,
USA_MLS,2026,Houston Dynamo FC,atlhp647xbdajgdbtrecq727d,A. Bouzat,Midfielder,30,5.0,4.0,1.0,11.0,,50.0,3.0,1.0,59.0,,,4.0,55.0,31.0,24.0,67.0,80.0,4.0,11.0,,9.0,6.0,3.0,50.0,27.0,23.0,,7.0,4.0,73.0,,255.0,,24.0,15.0,9.0,29.0,54.0,4.0,5.0,3.0,6.0,2.0,,,,2.0,9.0,10.0,217.0,86.0,133.0,209.0,9.0,7.0,1.0,,1.0,594.0,5.0,,,7.0,12.0,5.0,51.0,257.0,8.0,219.0,16.0,8.0,38.0,344.0,,1.0,1.0,2.0,4.0,10.0,26.0,13.0,28.0,0.0,5.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,
USA_MLS,2026,Houston Dynamo FC,171n5yo4i7l912waw7n3z692i,L. Ennali,Forward,11,10.0,8.0,2.0,13.0,2.0,111.0,2.0,,118.0,2.0,,8.0,96.0,48.0,48.0,197.0,29.0,1.0,13.0,2.0,18.0,13.0,5.0,86.0,40.0,46.0,,5.0,10.0,36.0,2.0,256.0,1.0,67.0,21.0,12.0,25.0,87.0,12.0,3.0,5.0,11.0,5.0,,1.0,1.0,19.0,8.0,4.0,222.0,127.0,102.0,224.0,4.0,4.0,,,42.0,995.0,22.0,,1.0,10.0,6.0,19.0,93.0,263.0,8.0,228.0,8.0,51.0,35.0,472.0,,12.0,12.0,18.0,4.0,8.0,32.0,15.0,27.0,1.0,2.0,2.0,,,,,1.0,,,,3.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
USA_MLS,2026,Houston Dynamo FC,bczsxri7n7bckp13a75p385qs,Felipe Andrade,Defender,36,39.0,22.0,17.0,10.0,,54.0,2.0,6.0,56.0,3.0,,2.0,86.0,42.0,44.0,77.0,113.0,10.0,10.0,,16.0,13.0,3.0,47.0,20.0,27.0,,14.0,1.0,91.0,,304.0,,27.0,9.0,6.0,26.0,52.0,1.0,4.0,2.0,10.0,2.0,,3.0,3.0,1.0,,12.0,268.0,113.0,164.0,262.0,12.0,9.0,,12.0,24.0,891.0,1.0,,1.0,49.0,15.0,5.0,65.0,310.0,6.0,274.0,21.0,7.0,36.0,494.0,,5.0,5.0,1.0,8.0,14.0,27.0,14.0,22.0,0.0,,5.0,,,,,3.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,
USA_MLS,2026,Houston Dynamo FC,1tbijfvo2jqmoc2iokh43we3u,B. Gillingham,Goalkeeper,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
