liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,GK Successful Distribution,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Headed Goals,GK Unsuccessful Distribution,Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Dribbles,Blocked Shots,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Offsides,Corners Won,Yellow Cards,Substitute Off,Throw Ins to Opposition Player,Unsuccessful Dribbles,Assists (Intentional),Goal Assists,Right Foot Goals,Handballs conceded,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Hit Woodwork,Unsuccessful lay-offs,Successful Corners into Box,Corners Taken (incl short corners),Unsuccessful Corners into Box,Through balls,Goals Conceded Outside Box,Foul Won Penalty,Penalties Taken,Penalty Goals,Penalties Faced,Saves made - caught,Penalties Conceded,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Last Man Tackle
Concacaf_Concacaf_Champions_Cup,2018,Deportivo Saprissa,e65ruaccz0qw8x31ltfopj45x,M. Angulo,Midfielder,10,,60.0,,,,,,24.0,3.0,14.0,,3.0,,,,12.0,5.0,,,4.0,26.0,,17.0,3.0,,7.0,5.0,2.0,9.0,3.0,1.0,,1.0,31.0,1.0,,,2.0,,12.0,,13.0,,,,2.0,,,2.0,,4.0,,3.0,1.0,,,2.0,6.0,,18.0,19.0,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,4.0,3.0,,1.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Deportivo Saprissa,6dwn8d2ouavl0kilm5ciezwet,M. Barrantes,Midfielder,11,1.0,120.0,,,3.0,,,32.0,4.0,16.0,1.0,1.0,2.0,1.0,,13.0,15.0,,,6.0,37.0,2.0,27.0,1.0,1.0,7.0,8.0,1.0,5.0,5.0,1.0,3.0,3.0,51.0,2.0,2.0,1.0,7.0,,17.0,,34.0,,,,3.0,,,7.0,2.0,2.0,,1.0,2.0,,,7.0,8.0,,25.0,30.0,,,,7.0,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Deportivo Saprissa,2y6kfz5hnxko88564nhbslo0l,J. Bengtson,Forward,9,,17.0,,,,,,5.0,1.0,,,,,,,6.0,,,,5.0,5.0,2.0,,,,5.0,,,3.0,1.0,,,2.0,6.0,1.0,1.0,,3.0,,2.0,,1.0,2.0,,,,,2.0,5.0,,,,,1.0,,,3.0,2.0,,,,2.0,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Deportivo Saprissa,6r7lv7woj3lwr3lynpjkqtwph,C. Bolaños,Midfielder,2,2.0,117.0,,1.0,4.0,,,39.0,9.0,22.0,1.0,1.0,1.0,,1.0,20.0,10.0,1.0,,6.0,39.0,1.0,31.0,4.0,1.0,7.0,15.0,,8.0,3.0,1.0,2.0,2.0,64.0,2.0,,,14.0,,11.0,1.0,25.0,5.0,1.0,1.0,1.0,3.0,,15.0,1.0,5.0,,3.0,2.0,,,9.0,4.0,,32.0,32.0,1.0,,1.0,10.0,,1.0,5.0,1.0,1.0,1.0,,,,3.0,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Deportivo Saprissa,6epv7s0kj0bd979mil2jvjget,K. Briceño,Goalkeeper,1,,90.0,10.0,,,3.0,,8.0,,9.0,3.0,11.0,,,,11.0,5.0,,,,25.0,,4.0,,,11.0,1.0,,10.0,6.0,1.0,,1.0,31.0,1.0,,,,,21.0,,35.0,,,,10.0,,,,,1.0,,,1.0,,6.0,,3.0,,6.0,14.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Deportivo Saprissa,2774gv2jbl9gb9668i81gbi6t,D. Colindres,Forward,26,3.0,90.0,,,3.0,,,36.0,13.0,21.0,,,,2.0,3.0,13.0,12.0,,,5.0,37.0,2.0,32.0,,2.0,5.0,14.0,1.0,7.0,3.0,1.0,,1.0,54.0,1.0,,,7.0,,6.0,2.0,53.0,3.0,,,,3.0,,10.0,,1.0,,3.0,1.0,,,4.0,4.0,,31.0,32.0,3.0,,,7.0,,,3.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Deportivo Saprissa,45sq43290segk2ijbc5zti5ed,Aaron Cruz,Goalkeeper,13,,90.0,7.0,,,3.0,,5.0,,3.0,1.0,3.0,,,,3.0,5.0,,,,11.0,,2.0,4.0,,3.0,,,3.0,7.0,1.0,,,23.0,1.0,,,,,9.0,,52.0,1.0,,,6.0,,1.0,1.0,1.0,5.0,,,1.0,,2.0,,2.0,,5.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,,,1.0,2.0,4.0,3.0,,,,,,,1.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Deportivo Saprissa,5982ksilphj6yzwd2t6ewtgix,J. Hadden,Midfielder,33,,174.0,,,1.0,1.0,,43.0,5.0,25.0,1.0,1.0,3.0,1.0,,7.0,11.0,10.0,,6.0,43.0,2.0,34.0,4.0,1.0,7.0,10.0,4.0,4.0,8.0,2.0,3.0,3.0,60.0,2.0,2.0,,14.0,,13.0,1.0,23.0,13.0,,,2.0,,3.0,17.0,1.0,6.0,,,2.0,,,4.0,15.0,,36.0,36.0,3.0,,7.0,4.0,3.0,2.0,10.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Deportivo Saprissa,7h6dcr6i7pot28agxeyx7n7jd,L. Hernández,Defender,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Deportivo Saprissa,be80971vhtw14r4dxajtixuy1,C. Martínez,Midfielder,25,,6.0,,,,,,2.0,,2.0,,,,,,,,,,,2.0,,1.0,,,,1.0,,,,,,,2.0,1.0,,,,,1.0,,21.0,,,,1.0,,,,,,,,1.0,,,,,,2.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
