liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels won,Total Clearances,Successful Passes Own Half,Successful Launches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Opposition Half,Interceptions,PutThrough/Blocked Distribution,Open Play Passes,Times Tackled,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,Duels,Time Played,Rightside Passes,Total Tackles,Unsuccessful Crosses open play,Unsuccessful Corners into Box,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Unsuccessful Launches,Total Passes,Successful Crosses open play,Substitute Off,Ground Duels,Shots Off Target (inc woodwork),Successful Dribbles,Aerial Duels,Goals Conceded,Corners Won,Total Losses Of Possession,GK Successful Distribution,Throw Ins to Opposition Player,Games Played,Ground Duels won,Unsuccessful Dribbles,Total Fouls Won,Blocks,Forward Passes,Unsuccessful Long Passes,Ground Duels lost,Tackles Lost,Assists (Intentional),Touches,Goals Conceded Inside Box,Duels lost,Total Shots,Unsuccessful Passes Own Half,Successful Short Passes,Unsuccessful Short Passes,Goals Conceded Outside Box,Backward Passes,Successful Long Passes,Yellow Cards,Key Passes (Attempt Assists),Recoveries,Corners Taken (incl short corners),Appearances,Tackles Won,Shots On Target ( inc goals ),Leftside Passes,Successful Open Play Passes,Aerial Duels lost,Successful Passes Opposition Half,Foul Attempted Tackle,Goal Assists,Duels won,Successful Crosses & Corners,Unsuccessful Crosses & Corners,Index,Starts,Home Goals,Away Goals,Winning Goal,Hit Woodwork,Headed Goals,Goals from Inside Box,Penalty Goals Conceded,Goals,Offsides,Blocked Shots,Right Foot Goals,Substitute On,Through balls,Fifty Fifty,Successful Fifty Fifty,Successful Lay-offs,Saves made - parried,Saves Made,Saves Made from Inside Box,Goalkeeper Smother,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Successful Corners into Box,Handballs conceded,Red Cards - 2nd Yellow,Clean Sheets,Straight Red Cards,Own Goal Scored,Total Red Cards,Left Foot Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Punches,Saves from Penalty,Penalties Faced,Penalties Saved,Last Man Tackle,Clearances Off the Line,Penalties Conceded,Second Goal Assists,Foul Won Penalty,Drops,Saves made - caught,Penalty Goals,Penalties Taken,Goals from Outside Box,Crosses not Claimed,Other Goals,Set Pieces Goals,Penalties Off Target
USA_USL_Championship,2022,Las Vegas Lights FC,i5wj5hcg2r9934e7gauxtgmi,I. Almaguer,Midfielder,8,7.0,18.0,219.0,3.0,71.0,52.0,17.0,15.0,500.0,17.0,14.0,451.0,6.0,121.0,1403.0,119.0,28.0,4.0,2.0,13.0,8.0,13.0,522.0,3.0,12.0,94.0,5.0,5.0,27.0,24.0,1.0,118.0,,,30.0,55.0,7.0,22.0,2.0,148.0,27.0,39.0,6.0,,706.0,19.0,59.0,9.0,25.0,423.0,44.0,5.0,123.0,28.0,4.0,10.0,64.0,9.0,30.0,22.0,4.0,132.0,430.0,20.0,236.0,9.0,,62.0,4.0,6.0,10.0,16.0,,,0.0,1.0,,,2.0,,1.0,3.0,,14.0,2.0,,,2.0,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Las Vegas Lights FC,f5gyca539adfb5h9qa842l05w,M. Björshol,Defender,12,33.0,92.0,471.0,9.0,218.0,153.0,45.0,26.0,895.0,19.0,20.0,708.0,134.0,159.0,2191.0,57.0,35.0,12.0,,16.0,13.0,46.0,926.0,,6.0,109.0,10.0,7.0,50.0,36.0,4.0,300.0,,34.0,28.0,62.0,8.0,21.0,24.0,385.0,99.0,47.0,14.0,,1430.0,27.0,64.0,15.0,77.0,636.0,119.0,9.0,123.0,72.0,3.0,11.0,114.0,,28.0,21.0,5.0,361.0,683.0,17.0,237.0,9.0,,95.0,,12.0,10.0,26.0,0.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,2.0,2.0,,,2.0,,,,,,,,,,,4.0,,,,,,2.0,,,,,,1.0,,,,,,,,1.0,,,,
USA_USL_Championship,2022,Las Vegas Lights FC,dsn9vjjy6irj5xr0gbomracix,C. Bromstedt,Midfielder,23,4.0,13.0,74.0,2.0,24.0,13.0,6.0,7.0,153.0,3.0,3.0,134.0,28.0,37.0,388.0,66.0,13.0,2.0,,2.0,4.0,1.0,158.0,,3.0,26.0,,1.0,11.0,8.0,,46.0,,10.0,14.0,16.0,,2.0,2.0,48.0,4.0,10.0,4.0,1.0,260.0,4.0,17.0,1.0,13.0,125.0,20.0,4.0,38.0,9.0,,3.0,17.0,,14.0,9.0,1.0,6.0,130.0,7.0,60.0,,1.0,20.0,,2.0,10.0,2.0,,,0.0,,,,,,1.0,2.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Las Vegas Lights FC,7g3h4v00wfqyrkd11oe3x012i,C. Carter,Goalkeeper,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Las Vegas Lights FC,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,Midfielder,15,12.0,33.0,860.0,6.0,178.0,173.0,56.0,48.0,1628.0,36.0,42.0,1515.0,8.0,348.0,2948.0,515.0,105.0,9.0,26.0,12.0,38.0,13.0,1693.0,1.0,3.0,310.0,3.0,36.0,38.0,49.0,11.0,321.0,,,33.0,191.0,15.0,51.0,14.0,469.0,52.0,119.0,38.0,3.0,2272.0,39.0,145.0,8.0,53.0,1401.0,126.0,10.0,264.0,114.0,8.0,30.0,232.0,43.0,33.0,67.0,5.0,445.0,1458.0,26.0,673.0,31.0,7.0,203.0,18.0,48.0,10.0,33.0,2.0,0.0,0.0,,,1.0,2.0,2.0,,2.0,2.0,,2.0,,,3.0,,,,,,,,11.0,2.0,,7.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,,1.0,
USA_USL_Championship,2022,Las Vegas Lights FC,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,Midfielder,20,3.0,17.0,683.0,2.0,142.0,105.0,18.0,26.0,1308.0,46.0,32.0,1211.0,5.0,258.0,2398.0,418.0,38.0,9.0,,15.0,14.0,9.0,1353.0,7.0,15.0,237.0,8.0,49.0,21.0,37.0,6.0,241.0,,1.0,32.0,147.0,23.0,60.0,5.0,301.0,32.0,90.0,13.0,2.0,1723.0,31.0,108.0,11.0,46.0,1165.0,110.0,6.0,262.0,46.0,6.0,20.0,174.0,1.0,32.0,25.0,3.0,372.0,1168.0,18.0,535.0,21.0,2.0,150.0,7.0,9.0,10.0,28.0,,,0.0,,,,2.0,,2.0,2.0,,4.0,1.0,,,3.0,,,,,,,,,1.0,,3.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Las Vegas Lights FC,er0xm9k5zv8kcvcy7bnwp086i,E. Dueñas,Midfielder,18,1.0,5.0,58.0,,23.0,17.0,8.0,9.0,123.0,9.0,3.0,101.0,4.0,33.0,319.0,16.0,8.0,2.0,,4.0,5.0,3.0,124.0,1.0,1.0,29.0,,5.0,4.0,8.0,1.0,48.0,,,11.0,16.0,6.0,3.0,,33.0,4.0,13.0,2.0,,194.0,7.0,16.0,1.0,8.0,98.0,19.0,1.0,30.0,3.0,1.0,4.0,28.0,,11.0,6.0,1.0,45.0,100.0,3.0,44.0,1.0,,17.0,1.0,2.0,10.0,1.0,,,0.0,,,,,,,,,10.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Las Vegas Lights FC,3kuft9ocsrjgrzf3tb4rmvip6,B. El-mesmari,Forward,7,,,5.0,,2.0,6.0,,2.0,13.0,4.0,1.0,14.0,4.0,13.0,44.0,5.0,3.0,5.0,,3.0,2.0,,16.0,,,11.0,1.0,1.0,2.0,,,15.0,,1.0,5.0,4.0,1.0,,,3.0,,7.0,1.0,,42.0,,9.0,1.0,1.0,14.0,2.0,,5.0,,,1.0,2.0,,5.0,2.0,,3.0,11.0,2.0,9.0,,,4.0,,5.0,10.0,,,,0.0,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Las Vegas Lights FC,8bnjioj1guv0abf5zdd21c2ui,J. Gaines,Defender,2,3.0,5.0,57.0,,23.0,23.0,9.0,5.0,110.0,5.0,7.0,91.0,18.0,45.0,379.0,6.0,6.0,9.0,,7.0,2.0,3.0,114.0,,5.0,37.0,1.0,3.0,8.0,6.0,3.0,50.0,,3.0,10.0,21.0,3.0,12.0,1.0,46.0,3.0,16.0,2.0,1.0,211.0,5.0,21.0,3.0,9.0,82.0,20.0,1.0,26.0,9.0,1.0,3.0,14.0,,10.0,4.0,2.0,36.0,87.0,5.0,34.0,2.0,1.0,24.0,,9.0,10.0,5.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Las Vegas Lights FC,dzo2odov052991qseshgfruju,D. Iskenderian,Forward,14,10.0,7.0,93.0,1.0,71.0,102.0,10.0,22.0,299.0,30.0,16.0,240.0,5.0,143.0,1234.0,64.0,18.0,19.0,29.0,25.0,11.0,8.0,311.0,1.0,16.0,103.0,10.0,7.0,40.0,19.0,13.0,193.0,,1.0,26.0,45.0,17.0,20.0,1.0,77.0,20.0,58.0,9.0,1.0,582.0,15.0,88.0,14.0,21.0,232.0,51.0,4.0,107.0,8.0,3.0,10.0,63.0,44.0,26.0,9.0,4.0,63.0,229.0,30.0,160.0,10.0,1.0,55.0,13.0,52.0,10.0,16.0,1.0,0.0,1.0,,,1.0,1.0,1.0,9.0,9.0,,10.0,,,,3.0,,,,,,,,10.0,2.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,
