liga,temporada,equipo,id,nombre,posicion,dorsal,Open Play Passes,Substitute On,Successful Open Play Passes,Successful Short Passes,Games Played,Successful Passes Opposition Half,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Forward Passes,Appearances,Index,Touches,Home Goals,Away Goals,Winning Goal,Duels lost,Ground Duels,Ground Duels won,Total Shots,Unsuccessful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Launches,Recoveries,Unsuccessful Long Passes,Clean Sheets,Times Tackled,Unsuccessful Passes Own Half,Total Touches In Opposition Box,Aerial Duels won,Blocks,Successful Passes Own Half,Goals Conceded Outside Box,Interceptions,Ground Duels lost,Total Clearances,Foul Attempted Tackle,Leftside Passes,Backward Passes,Rightside Passes,PutThrough/Blocked Distribution,Aerial Duels,Tackles Won,Unsuccessful Passes Opposition Half,Unsuccessful Dribbles,Duels,Goals Conceded,Successful Dribbles,Total Fouls Conceded,Goals Conceded Inside Box,Starts,Total Tackles,Shots Off Target (inc woodwork),Successful Long Passes,Duels won,Total Losses Of Possession,Total Fouls Won,PutThrough/Blocked Distribution Won,Shots On Target ( inc goals ),Blocked Shots,Yellow Cards,Offsides,Unsuccessful Crosses & Corners,Aerial Duels lost,Goals,Attempts from Set Pieces,Unsuccessful Crosses open play,Substitute Off,Goals from Inside Box,Tackles Lost,Key Passes (Attempt Assists),Left Foot Goals,GK Unsuccessful Distribution,Saves Made from Inside Box,Saves Made,GK Successful Distribution,Through balls,Corners Won,Goal Assists,Assists (Intentional),Successful Lay-offs,Throw Ins to Own Player,Right Foot Goals,Corners Taken (incl short corners),Goals from Outside Box,Unsuccessful Corners into Box,Second Goal Assists,Successful Launches,Successful Crosses & Corners,Successful Crosses open play,Foul Won Penalty,Handballs conceded,Successful Corners into Box,Penalties Taken,Penalty Goals,Throw Ins to Opposition Player,Saves made - parried,Punches,Catches,Goalkeeper Smother,Saves Made from Outside Box,Clearances Off the Line,Hit Woodwork,Penalty Goals Conceded,Drops,Penalties Faced,Penalties Conceded,Straight Red Cards,Total Red Cards,Unsuccessful lay-offs,Headed Goals
Concacaf_Leagues_Cup_2019_2022,2021,Orlando City SC,37g9of9qb1hgpap7yjz4qs4p,R. Aguilera,Midfielder,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Orlando City SC,83180uf8plty9hjlnxzqg9gph,T. Akindele,Forward,13,13.0,,10.0,12.0,1.0,8.0,15.0,12.0,58.0,2.0,1.0,10.0,23.0,0.0,0.0,0.0,4.0,3.0,,2.0,2.0,3.0,,1.0,1.0,,2.0,1.0,1.0,,,4.0,1.0,1.0,3.0,,1.0,2.0,6.0,5.0,1.0,1.0,,2.0,,4.0,1.0,,1.0,,1.0,,2.0,,,7.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Orlando City SC,nf5y7om644176c52n91ptsyd,Nani,Midfielder,17,43.0,,35.0,32.0,1.0,22.0,45.0,36.0,90.0,14.0,1.0,10.0,69.0,0.0,0.0,0.0,7.0,10.0,5.0,3.0,9.0,9.0,,4.0,,,2.0,4.0,2.0,2.0,,14.0,1.0,,5.0,1.0,2.0,10.0,6.0,15.0,1.0,4.0,,11.0,1.0,14.0,1.0,1.0,2.0,,1.0,1.0,2.0,4.0,7.0,23.0,3.0,1.0,1.0,,1.0,,6.0,2.0,,,3.0,,,1.0,1.0,,,,,,1.0,2.0,,,1.0,,,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Concacaf_Leagues_Cup_2019_2022,2021,Orlando City SC,ilvvb6zrr0wjuimecqd5c2jt,A. Alvarado,Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Orlando City SC,2gyzpo4amzw3ibxq47dyzvmx,João Moutinho,Defender,4,36.0,,29.0,27.0,1.0,14.0,36.0,29.0,86.0,19.0,1.0,10.0,60.0,0.0,0.0,0.0,3.0,10.0,8.0,,6.0,7.0,,4.0,1.0,,,2.0,,2.0,,17.0,1.0,1.0,2.0,2.0,1.0,,4.0,13.0,1.0,3.0,4.0,7.0,,13.0,1.0,,1.0,,1.0,6.0,,2.0,10.0,13.0,2.0,1.0,,,,,2.0,1.0,,,2.0,1.0,,2.0,1.0,,,,,,,,,,,2.0,,,,,,,2.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Orlando City SC,2h6kgjpj0jaipdcpq095yrqhh,Antônio Carlos,Defender,25,44.0,,39.0,39.0,1.0,10.0,48.0,42.0,90.0,20.0,1.0,10.0,58.0,0.0,0.0,0.0,2.0,6.0,5.0,,6.0,6.0,,5.0,,,,3.0,,2.0,2.0,32.0,1.0,1.0,1.0,1.0,,17.0,3.0,8.0,,3.0,4.0,3.0,,9.0,1.0,1.0,,,1.0,4.0,,3.0,7.0,6.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Orlando City SC,5w8wyn94ovw846d5gk29u76x,J. DeZart,Midfielder,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Orlando City SC,42h7dylzuiiyx5k773f1qo6hh,A. Grinwis,Goalkeeper,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Orlando City SC,1hrbaomx35x74ghbkwo8xwktm,M. Halliday,Defender,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2021,Orlando City SC,48o5l5wo4okwdmo3yrjt1f3kl,R. Jansson,Defender,6,29.0,,18.0,22.0,1.0,7.0,36.0,25.0,90.0,18.0,1.0,10.0,52.0,0.0,0.0,0.0,3.0,8.0,6.0,,8.0,11.0,1.0,5.0,3.0,,2.0,4.0,3.0,3.0,1.0,18.0,1.0,,2.0,3.0,,5.0,2.0,11.0,1.0,4.0,1.0,7.0,1.0,12.0,1.0,3.0,,,1.0,1.0,,3.0,9.0,14.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
