root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Throw Ins to Own Player,Ground Duels,Aerial Duels won,Unsuccessful Passes Opposition Half,Attempts from Set Pieces,Aerial Duels,Blocks,Goals Conceded Outside Box,Duels,Shots On Target ( inc goals ),Index,Unsuccessful Passes Own Half,Total Tackles,Tackles Won,Total Losses Of Possession,Tackles Lost,Appearances,Starts,Times Tackled,Goals Conceded,Backward Passes,Interceptions,Unsuccessful Short Passes,Leftside Passes,Duels won,Ground Duels lost,Successful Dribbles,Rightside Passes,Total Passes,Successful Passes Opposition Half,Games Played,Total Successful Passes ( Excl Crosses & Corners ) ,Ground Duels won,Duels lost,Unsuccessful Launches,Penalty Goals Conceded,Successful Long Passes,Touches,Successful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels lost,Forward Passes,Total Shots,Successful Launches,Open Play Passes,Throw Ins to Opposition Player,Successful Open Play Passes,Unsuccessful Crosses & Corners,Goals Conceded Inside Box,Time Played,Unsuccessful Long Passes,Total Clearances,Successful Passes Own Half,Recoveries,Total Fouls Won,Winning Goal,Successful Crosses & Corners,Unsuccessful Dribbles,Total Fouls Conceded,Substitute On,Key Passes (Attempt Assists),Foul Attempted Tackle,Clearances Off the Line,Yellow Cards,Substitute Off,PutThrough/Blocked Distribution,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals from Outside Box,Successful Crosses open play,Goals,Successful Lay-offs,Left Foot Goals,Blocked Shots,Home Goals,Away Goals,Penalties Conceded,Corners Taken (incl short corners),Unsuccessful Corners into Box,Unsuccessful Crosses open play,Saves Made,Penalties Faced,GK Successful Distribution,Saves made - parried,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Goal Kicks,Penalties Saved,Saves Made from Inside Box,Saves from Penalty,Drops,Corners Won,Goal Assists,Offsides,Unsuccessful lay-offs,Assists (Intentional),Straight Red Cards,Total Red Cards,Crosses not Claimed,Clean Sheets,Saves made - caught,Punches,Foul Won Penalty,Penalties Taken,Right Foot Goals,Goals from Inside Box,Penalty Goals,Successful Corners into Box,Second Goal Assists,Through balls,Handballs conceded,Headed Goals,Set Pieces Goals,Hit Woodwork,Last Man Tackle,Own Goal Scored,Goalkeeper Smother,Red Cards - 2nd Yellow,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Barbados Under 17,Barbados_Under_17,72w1ub4ujzxty1200yfbrppuc,A. Banton,Defender,3,3.0,21.0,2.0,26.0,1.0,7.0,4.0,1.0,28.0,1.0,10.0,13.0,9.0,8.0,47.0,1.0,3.0,3.0,4.0,8.0,3.0,6.0,14.0,14.0,16.0,7.0,1.0,12.0,82.0,6.0,3.0,44.0,14.0,12.0,11.0,1.0,8.0,138.0,36.0,38.0,5.0,53.0,1.0,2.0,65.0,1.0,40.0,1.0,7.0,270.0,24.0,13.0,38.0,20.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Barbados Under 17,Barbados_Under_17,6fno2d9fz0c8tpx6t1z31uln8,K. Burgess,Defender,13,1.0,6.0,1.0,4.0,,2.0,,,8.0,,10.0,5.0,,,15.0,,2.0,1.0,3.0,3.0,2.0,3.0,7.0,7.0,2.0,5.0,,4.0,22.0,5.0,2.0,13.0,1.0,6.0,1.0,1.0,1.0,36.0,12.0,9.0,1.0,9.0,,,20.0,2.0,12.0,,3.0,116.0,2.0,1.0,9.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Barbados Under 17,Barbados_Under_17,32dkl6fhwa3kmtvaajc3l30gk,K. Hee Chung,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Barbados Under 17,Barbados_Under_17,9p626lpzs62gyr0rfpudw09w4,M. Clarke,Defender,2,5.0,11.0,,2.0,,,2.0,1.0,11.0,,10.0,3.0,7.0,3.0,11.0,4.0,2.0,1.0,,2.0,1.0,2.0,3.0,1.0,7.0,4.0,,1.0,8.0,2.0,2.0,3.0,7.0,4.0,2.0,,1.0,35.0,2.0,5.0,,5.0,,,8.0,5.0,3.0,,1.0,65.0,2.0,3.0,1.0,4.0,,0.0,,,3.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Barbados Under 17,Barbados_Under_17,3me87zi6hrojdxs88gvv5yvpw,C. Gill,Midfielder,11,1.0,26.0,1.0,5.0,,2.0,,1.0,28.0,,10.0,7.0,8.0,6.0,23.0,2.0,3.0,2.0,6.0,2.0,4.0,,8.0,3.0,14.0,13.0,1.0,10.0,23.0,5.0,3.0,12.0,13.0,14.0,3.0,,,56.0,12.0,11.0,1.0,6.0,,,23.0,1.0,12.0,1.0,1.0,182.0,3.0,2.0,7.0,10.0,4.0,0.0,,1.0,2.0,1.0,1.0,1.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Barbados Under 17,Barbados_Under_17,dc494xuzv1kb6dy0m9ojdezv8,E. Gill,Defender,14,3.0,2.0,,5.0,,2.0,1.0,,4.0,,10.0,6.0,1.0,1.0,14.0,,3.0,1.0,,6.0,1.0,4.0,8.0,5.0,2.0,,,2.0,18.0,3.0,3.0,7.0,2.0,2.0,1.0,1.0,1.0,33.0,6.0,11.0,2.0,10.0,,1.0,18.0,3.0,7.0,,6.0,111.0,3.0,2.0,4.0,2.0,1.0,0.0,,,,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Barbados Under 17,Barbados_Under_17,2trmq4hfpu7vvtqr5lb64zsb8,K. Greaves,Midfielder,12,1.0,9.0,2.0,13.0,,4.0,1.0,,13.0,,10.0,3.0,2.0,1.0,17.0,1.0,3.0,2.0,1.0,5.0,2.0,3.0,12.0,6.0,7.0,4.0,1.0,5.0,32.0,9.0,3.0,16.0,5.0,6.0,1.0,1.0,1.0,49.0,15.0,16.0,2.0,19.0,1.0,,32.0,,16.0,,5.0,151.0,4.0,,7.0,10.0,2.0,0.0,,,2.0,1.0,1.0,2.0,,,2.0,5.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Barbados Under 17,Barbados_Under_17,5vtao4h6yxqdmlq30ah9e0wes,J. Greenidge,Midfielder,15,,1.0,,2.0,,,,,1.0,,10.0,1.0,,,5.0,,1.0,,1.0,,2.0,,3.0,1.0,,1.0,,2.0,8.0,,1.0,5.0,,1.0,,,,10.0,5.0,3.0,,3.0,,,7.0,,4.0,,,37.0,,,5.0,4.0,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Barbados Under 17,Barbados_Under_17,f3813ksiqzpoctgust34kxzis,S. Harewood,Midfielder,7,,20.0,,8.0,,2.0,,1.0,22.0,3.0,10.0,5.0,1.0,,42.0,1.0,3.0,3.0,9.0,8.0,7.0,1.0,9.0,13.0,9.0,11.0,5.0,6.0,35.0,11.0,3.0,22.0,9.0,13.0,2.0,1.0,,90.0,22.0,13.0,2.0,9.0,4.0,,35.0,,22.0,,7.0,270.0,4.0,2.0,12.0,10.0,3.0,0.0,1.0,6.0,2.0,,3.0,1.0,,,,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Barbados Under 17,Barbados_Under_17,dxawz2x7wrh6v70oacrixyu50,J. Husbands,Midfielder,8,,12.0,,,,,,1.0,12.0,,10.0,2.0,2.0,2.0,9.0,,2.0,1.0,5.0,2.0,2.0,,2.0,3.0,5.0,7.0,,4.0,10.0,2.0,2.0,8.0,5.0,7.0,,,1.0,25.0,7.0,2.0,,1.0,,,9.0,,7.0,,1.0,89.0,,2.0,6.0,5.0,3.0,0.0,,,,1.0,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
