liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Unsuccessful Dribbles,Duels,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Foul Won Penalty,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Goal Assists,Penalty Goals,Tackles Won,Duels lost,Tackles Lost,Ground Duels won,Offsides,Successful Lay-offs,Unsuccessful Long Passes,Clean Sheets,Interceptions,Unsuccessful lay-offs,Successful Launches,Unsuccessful Launches,Blocks,Aerial Duels won,Total Clearances,Penalties Conceded,Saves Made,GK Successful Distribution,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Assists (Intentional),Through balls,Clearances Off the Line,Headed Goals,Crosses not Claimed,Other Goals
USA_US_Open_Cup,2016,Chicago Fire FC,1hl59djjogr15wtdp8xvages5,D. Accam,Forward,11.0,4.0,5.0,,1.0,1.0,,,2.0,4.0,350.0,2.0,4.0,76.0,6.0,27.0,5.0,44.0,2.0,9.0,1.0,3.0,63.0,20.0,8.0,21.0,80.0,6.0,11.0,53.0,3.0,16.0,21.0,2.0,25.0,13.0,30.0,3.0,1.0,14.0,4.0,6.0,2.0,179.0,10.0,4.0,2.0,47.0,1.0,20.0,15.0,10.0,27.0,7.0,1.0,6.0,1.0,8.0,8.0,50.0,4.0,1.0,11.0,1.0,5.0,1.0,1.0,20.0,8.0,4.0,1.0,55.0,59.0,3.0,1.0,1.0,5.0,23.0,3.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2016,Chicago Fire FC,iylawaly9w2ijxd4vrkfbj6d,A. Álvarez,Midfielder,12.0,3.0,,,,,,,1.0,5.0,241.0,2.0,,95.0,1.0,23.0,3.0,57.0,3.0,1.0,1.0,,53.0,23.0,4.0,17.0,102.0,6.0,2.0,66.0,2.0,1.0,25.0,1.0,21.0,7.0,34.0,1.0,,12.0,3.0,5.0,2.0,156.0,5.0,3.0,4.0,32.0,,26.0,4.0,10.0,12.0,,1.0,11.0,2.0,6.0,7.0,32.0,3.0,,11.0,,3.0,,,20.0,32.0,,,70.0,77.0,,,,1.0,20.0,3.0,12.0,1.0,2.0,8.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2016,Chicago Fire FC,58wqz8jo721s9y66j604x41d5,J. Calistri,Forward,15.0,3.0,,,,,,3.0,,2.0,70.0,1.0,,31.0,,13.0,1.0,15.0,1.0,,,1.0,16.0,8.0,1.0,10.0,32.0,,,22.0,1.0,1.0,10.0,,4.0,2.0,12.0,,,2.0,,3.0,,45.0,,3.0,,4.0,,8.0,,10.0,2.0,1.0,,,1.0,1.0,,5.0,1.0,,2.0,,,,,2.0,7.0,,,21.0,22.0,1.0,,,1.0,3.0,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2016,Chicago Fire FC,4pvzci644zwid3yddruz3l0id,J. Campbell,Defender,16.0,4.0,,,,,,,,,390.0,1.0,,159.0,1.0,7.0,,29.0,2.0,2.0,1.0,4.0,32.0,107.0,8.0,15.0,164.0,1.0,,114.0,4.0,2.0,28.0,,47.0,,14.0,1.0,,19.0,4.0,4.0,14.0,212.0,,4.0,1.0,13.0,,62.0,2.0,10.0,15.0,,,22.0,,,,24.0,5.0,,,,,,,5.0,48.0,,,133.0,136.0,11.0,,,7.0,9.0,1.0,8.0,,,13.0,1.0,10.0,,2.0,9.0,8.0,7.0,8.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2016,Chicago Fire FC,cc1itdep9307lxpzr96ay3hed,R. Cociş,Midfielder,30.0,4.0,,,,,,,1.0,1.0,345.0,1.0,,149.0,1.0,19.0,2.0,68.0,1.0,2.0,1.0,5.0,50.0,47.0,12.0,29.0,151.0,4.0,,104.0,4.0,4.0,38.0,,39.0,3.0,29.0,3.0,,23.0,4.0,3.0,10.0,205.0,,4.0,1.0,25.0,,60.0,6.0,10.0,19.0,2.0,,9.0,2.0,4.0,4.0,33.0,5.0,,1.0,,,,,9.0,33.0,,,112.0,113.0,8.0,,,9.0,14.0,3.0,16.0,,,9.0,,6.0,,1.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2016,Chicago Fire FC,qltl203pzsm3rkzahegvglpl,D. Conner,Midfielder,18.0,1.0,,,,,,,1.0,1.0,74.0,,,26.0,,8.0,,18.0,1.0,1.0,,3.0,11.0,5.0,1.0,3.0,27.0,3.0,1.0,23.0,1.0,1.0,4.0,,2.0,,6.0,,,2.0,1.0,1.0,,41.0,1.0,1.0,2.0,9.0,,7.0,,10.0,4.0,,,,,2.0,1.0,12.0,1.0,,2.0,,1.0,,,5.0,10.0,,,22.0,23.0,3.0,,,,8.0,1.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2016,Chicago Fire FC,g8wp1jywkhrxjjv1okn1a85x,E. Gehrig,Defender,6.0,2.0,,,,,,1.0,,,150.0,4.0,,64.0,1.0,6.0,,15.0,1.0,1.0,,2.0,20.0,36.0,,6.0,68.0,,,45.0,2.0,1.0,17.0,,10.0,,13.0,,1.0,7.0,1.0,1.0,4.0,92.0,,2.0,,1.0,,29.0,,10.0,5.0,,,6.0,,1.0,,7.0,2.0,,,,,,,,23.0,,,48.0,51.0,6.0,,,,2.0,,1.0,,,11.0,,7.0,,1.0,3.0,,4.0,8.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2016,Chicago Fire FC,5odgwhkncteb2quyty5uefj6d,J. Goossens,Midfielder,7.0,2.0,,,,,,,1.0,,150.0,,,53.0,2.0,11.0,3.0,29.0,,2.0,1.0,1.0,18.0,19.0,,5.0,56.0,,1.0,35.0,2.0,5.0,11.0,2.0,10.0,4.0,10.0,3.0,,6.0,2.0,2.0,3.0,81.0,5.0,2.0,,6.0,,20.0,5.0,10.0,2.0,3.0,,10.0,,1.0,,7.0,3.0,,2.0,,2.0,,,4.0,15.0,,,42.0,45.0,1.0,1.0,,,5.0,,2.0,1.0,,6.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2016,Chicago Fire FC,6w4gqs4wnryzo59te2tmm6j85,M. Harrington,Defender,5.0,1.0,,,,,,,1.0,,89.0,13.0,,29.0,,6.0,,5.0,,,1.0,3.0,15.0,12.0,1.0,8.0,29.0,1.0,,13.0,2.0,,12.0,,5.0,,5.0,,,2.0,1.0,,7.0,46.0,,1.0,1.0,3.0,,14.0,,10.0,2.0,,,4.0,,,,7.0,3.0,,,,,,,2.0,4.0,,,17.0,17.0,4.0,,,1.0,5.0,,1.0,,,4.0,,,,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2016,Chicago Fire FC,ersdtum5qsirq89k49a7ycus5,K. Igboananike,Forward,77.0,3.0,,,,,,1.0,1.0,4.0,237.0,1.0,,47.0,3.0,16.0,,37.0,1.0,3.0,,4.0,22.0,9.0,2.0,5.0,51.0,5.0,1.0,44.0,2.0,5.0,5.0,,13.0,4.0,9.0,3.0,,10.0,2.0,1.0,,85.0,1.0,3.0,2.0,14.0,,8.0,1.0,10.0,6.0,2.0,,2.0,,2.0,2.0,19.0,2.0,,4.0,,,1.0,,9.0,14.0,,,43.0,46.0,5.0,,,2.0,13.0,,5.0,4.0,3.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
