liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels won,Total Clearances,Successful Passes Own Half,Successful Launches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Opposition Half,Interceptions,PutThrough/Blocked Distribution,Open Play Passes,Times Tackled,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,Duels,Time Played,Rightside Passes,Total Tackles,Unsuccessful Crosses open play,Unsuccessful Corners into Box,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Unsuccessful Launches,Total Passes,Successful Crosses open play,Substitute Off,Ground Duels,Shots Off Target (inc woodwork),Successful Dribbles,Aerial Duels,Goals Conceded,Corners Won,Total Losses Of Possession,GK Successful Distribution,Throw Ins to Opposition Player,Games Played,Ground Duels won,Unsuccessful Dribbles,Total Fouls Won,Blocks,Forward Passes,Unsuccessful Long Passes,Ground Duels lost,Tackles Lost,Assists (Intentional),Touches,Goals Conceded Inside Box,Duels lost,Total Shots,Unsuccessful Passes Own Half,Successful Short Passes,Unsuccessful Short Passes,Goals Conceded Outside Box,Backward Passes,Successful Long Passes,Yellow Cards,Key Passes (Attempt Assists),Recoveries,Corners Taken (incl short corners),Appearances,Tackles Won,Shots On Target ( inc goals ),Leftside Passes,Successful Open Play Passes,Aerial Duels lost,Successful Passes Opposition Half,Foul Attempted Tackle,Goal Assists,Duels won,Successful Crosses & Corners,Unsuccessful Crosses & Corners,Index,Starts,Home Goals,Away Goals,Winning Goal,Hit Woodwork,Headed Goals,Goals from Inside Box,Penalty Goals Conceded,Goals,Offsides,Blocked Shots,Right Foot Goals,Substitute On,Through balls,Fifty Fifty,Successful Fifty Fifty,Successful Lay-offs,Saves made - parried,Saves Made,Saves Made from Inside Box,Goalkeeper Smother,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Successful Corners into Box,Handballs conceded,Red Cards - 2nd Yellow,Clean Sheets,Straight Red Cards,Own Goal Scored,Total Red Cards,Left Foot Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Punches,Saves from Penalty,Penalties Faced,Penalties Saved,Last Man Tackle,Clearances Off the Line,Penalties Conceded,Second Goal Assists,Foul Won Penalty,Drops,Saves made - caught,Penalty Goals,Penalties Taken,Goals from Outside Box,Crosses not Claimed,Other Goals,Set Pieces Goals,Penalties Off Target
USA_USL_Championship,2022,Memphis 901 FC,14oq6mvlh5e51d9y20nbpok4p,C. Allan,Midfielder,8,16.0,8.0,186.0,1.0,87.0,74.0,14.0,26.0,526.0,29.0,27.0,448.0,2.0,178.0,1403.0,119.0,39.0,13.0,,32.0,15.0,9.0,535.0,4.0,10.0,137.0,7.0,11.0,41.0,16.0,8.0,152.0,,,31.0,66.0,8.0,16.0,2.0,133.0,16.0,71.0,16.0,1.0,780.0,15.0,96.0,16.0,26.0,421.0,71.0,1.0,134.0,27.0,6.0,16.0,106.0,1.0,31.0,23.0,9.0,149.0,439.0,25.0,267.0,19.0,2.0,82.0,5.0,13.0,10.0,14.0,2.0,0.0,0.0,1.0,,2.0,,2.0,4.0,13.0,1.0,17.0,2.0,2.0,,,,,,,,,,1.0,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Memphis 901 FC,dtb9aa7wp7e73bm367myma1n9,J. Berner,Goalkeeper,13,,1.0,35.0,3.0,22.0,18.0,,,38.0,,,44.0,,,180.0,15.0,,,,,,6.0,66.0,,,,,,,,,22.0,21.0,,2.0,,,,,37.0,20.0,,,,87.0,,,,4.0,25.0,2.0,,,19.0,,,20.0,,2.0,,,14.0,30.0,,9.0,,,,,,10.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,8.0,7.0,,4.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Memphis 901 FC,aep529g3elyee1lga1bwhgcus,S. Betapudi,Midfielder,45,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,10.0,,0.0,0.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Memphis 901 FC,47ootnzi4i6wxj8oz9656tqms,D. Borczak,Forward,18,16.0,9.0,45.0,,82.0,89.0,5.0,24.0,252.0,54.0,18.0,174.0,9.0,202.0,1194.0,69.0,28.0,23.0,,74.0,16.0,3.0,256.0,4.0,10.0,154.0,17.0,22.0,48.0,17.0,15.0,220.0,,3.0,26.0,67.0,39.0,17.0,,61.0,14.0,87.0,15.0,,567.0,15.0,119.0,30.0,16.0,168.0,68.0,2.0,77.0,6.0,1.0,8.0,41.0,,26.0,13.0,13.0,49.0,170.0,32.0,133.0,7.0,,83.0,4.0,23.0,10.0,11.0,2.0,1.0,0.0,2.0,1.0,3.0,3.0,3.0,7.0,10.0,2.0,15.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Memphis 901 FC,455giqy5a93c8qxrsjx3vzlgq,D. Boyce,Midfielder,17,4.0,1.0,29.0,,44.0,41.0,6.0,12.0,119.0,7.0,10.0,75.0,4.0,52.0,290.0,20.0,9.0,7.0,1.0,6.0,6.0,4.0,119.0,1.0,2.0,40.0,1.0,2.0,12.0,6.0,3.0,76.0,,1.0,15.0,18.0,2.0,7.0,,35.0,6.0,22.0,3.0,,196.0,6.0,30.0,1.0,11.0,74.0,38.0,,34.0,1.0,1.0,4.0,21.0,1.0,15.0,6.0,,30.0,75.0,8.0,47.0,8.0,,22.0,1.0,8.0,10.0,2.0,0.0,0.0,0.0,,,,,,3.0,,,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Memphis 901 FC,egs4p2ajho0ldnz5p5ya7dcrt,J. Brady,Defender,2,1.0,1.0,2.0,,2.0,1.0,,2.0,7.0,,3.0,5.0,2.0,7.0,12.0,1.0,2.0,1.0,,1.0,2.0,1.0,7.0,,,6.0,,,1.0,,1.0,4.0,,1.0,4.0,3.0,,1.0,1.0,3.0,1.0,3.0,1.0,,19.0,,3.0,,2.0,4.0,1.0,,,1.0,,,3.0,,4.0,1.0,,3.0,5.0,,3.0,3.0,,4.0,,1.0,10.0,,0.0,0.0,0.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Memphis 901 FC,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,Defender,19,26.0,50.0,682.0,13.0,254.0,194.0,79.0,32.0,1493.0,26.0,15.0,1269.0,277.0,208.0,3139.0,193.0,40.0,33.0,,29.0,18.0,43.0,1523.0,9.0,2.0,159.0,2.0,14.0,49.0,34.0,11.0,371.0,,24.0,35.0,103.0,11.0,49.0,11.0,577.0,110.0,56.0,20.0,4.0,2264.0,32.0,79.0,4.0,93.0,1188.0,144.0,2.0,281.0,81.0,3.0,17.0,176.0,,35.0,20.0,2.0,472.0,1242.0,23.0,596.0,11.0,5.0,129.0,9.0,33.0,10.0,35.0,1.0,0.0,1.0,,,1.0,2.0,1.0,1.0,,1.0,,1.0,2.0,1.0,2.0,,,,,,,,,,,10.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Memphis 901 FC,8t08t0apxw269hv16vhxaycbt,H. Bwana,Midfielder,24,,,10.0,,9.0,9.0,,2.0,47.0,5.0,,39.0,,15.0,130.0,11.0,2.0,,1.0,12.0,1.0,,48.0,1.0,1.0,11.0,3.0,3.0,4.0,,4.0,19.0,,,4.0,5.0,3.0,,,6.0,1.0,6.0,,,76.0,,10.0,5.0,1.0,38.0,8.0,,17.0,1.0,,1.0,5.0,3.0,4.0,2.0,2.0,14.0,38.0,4.0,31.0,,,5.0,2.0,1.0,10.0,1.0,0.0,1.0,0.0,1.0,,1.0,,1.0,,1.0,1.0,3.0,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Memphis 901 FC,6gsqjke3thgf819b2672i8xcl,Z. Carroll,Defender,3,26.0,42.0,233.0,6.0,113.0,84.0,9.0,4.0,411.0,2.0,6.0,324.0,1.0,58.0,897.0,130.0,7.0,1.0,,12.0,1.0,26.0,437.0,,,28.0,4.0,2.0,30.0,11.0,1.0,122.0,,,29.0,17.0,2.0,9.0,7.0,203.0,73.0,11.0,2.0,,538.0,11.0,15.0,7.0,30.0,276.0,40.0,,21.0,48.0,2.0,1.0,32.0,,29.0,5.0,3.0,83.0,304.0,4.0,91.0,3.0,,43.0,,1.0,10.0,9.0,3.0,0.0,1.0,,2.0,3.0,1.0,3.0,,,1.0,20.0,,4.0,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_USL_Championship,2022,Memphis 901 FC,5g3yur7k1fvc47hjz5y2zrze,D. Dodson,Forward,14,40.0,31.0,183.0,2.0,182.0,167.0,16.0,65.0,659.0,40.0,30.0,487.0,74.0,272.0,2009.0,68.0,43.0,38.0,,81.0,26.0,25.0,669.0,8.0,12.0,185.0,15.0,12.0,87.0,23.0,20.0,323.0,,15.0,30.0,95.0,16.0,40.0,3.0,257.0,39.0,90.0,19.0,3.0,1152.0,21.0,137.0,34.0,53.0,461.0,143.0,2.0,164.0,26.0,2.0,19.0,86.0,,30.0,24.0,19.0,180.0,479.0,47.0,312.0,12.0,3.0,135.0,8.0,38.0,10.0,22.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,6.0,6.0,1.0,8.0,,,,13.0,,,,,,,,,,,4.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
