temporada,link,liga_url,cod_liga,folder,url_match,url_standings,url_squads,url_rankings
2027,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-qualification-2027/fi45qmb0av3mesag4cpwji1g/fixtures,concacaf-gold-cup-qualification-2027,fi45qmb0av3mesag4cpwji1g,Concacaf_Concacaf_Gold_Cup_Qualification,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=fi45qmb0av3mesag4cpwji1g&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3210455c7415df5b1a36bcdab905e9d253e135c61,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=fi45qmb0av3mesag4cpwji1g&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3eda47269bf838fb9c61ea3c4ccc19e2fb48b0f91,,
2025 USA / Canada,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-qualification-2025-usa-canada/9pbzvxnd73ixn9vragqdsbj84/results,concacaf-gold-cup-qualification-2025-usa-canada,9pbzvxnd73ixn9vragqdsbj84,Concacaf_Concacaf_Gold_Cup_Qualification,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9pbzvxnd73ixn9vragqdsbj84&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3b75a1c0f21557d0ef3dcf8b7b84b06baf0a448da,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9pbzvxnd73ixn9vragqdsbj84&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W374490fd8a77636e40bb0827f79ac279175f45075,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9pbzvxnd73ixn9vragqdsbj84&_pgSz=50&_pgNm=1&detailed=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W30b0b00ee7d3f2f39c1310a4d0a97dd50d28428ff,
