temporada,link,liga_url,cod_liga,folder
2027,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-qualification-2027/fi45qmb0av3mesag4cpwji1g/fixtures,concacaf-gold-cup-qualification-2027,fi45qmb0av3mesag4cpwji1g,Concacaf_Concacaf_Gold_Cup_Qualification
2025 USA / Canada,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-qualification-2025-usa-canada/9pbzvxnd73ixn9vragqdsbj84/results,concacaf-gold-cup-qualification-2025-usa-canada,9pbzvxnd73ixn9vragqdsbj84,Concacaf_Concacaf_Gold_Cup_Qualification
