root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Saves Made,GK Successful Distribution,Penalties Conceded,Total Fouls Conceded,Rightside Passes,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Yellow Cards,PutThrough/Blocked Distribution Won,Substitute Off,Corners Taken (incl short corners),Foul Attempted Tackle,Aerial Duels won,Unsuccessful Dribbles,Offsides,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goal Assists,Goals,Blocked Shots,Shots On Target ( inc goals ),Left Foot Goals,Headed Goals,Goals from Inside Box,Set Pieces Goals,Successful Corners into Box,Goals from Outside Box,Attempts from Set Pieces,Clearances Off the Line,Hit Woodwork,Unsuccessful lay-offs,Successful Lay-offs,Clean Sheets,Punches,Total Red Cards,Straight Red Cards,Crosses not Claimed,Through balls,Own Goal Scored,Right Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Goals Conceded Outside Box,Goalkeeper Smother,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Last Man Tackle,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Deportivo Saprissa,Deportivo_Saprissa,6mmfo5q4m9zdbpl1cgqv5muhh,K. Alemán,Midfielder,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Deportivo Saprissa,Deportivo_Saprissa,e65ruaccz0qw8x31ltfopj45x,M. Angulo,Midfielder,10,10.0,460.0,2.0,,1.0,195.0,11.0,27.0,5.0,110.0,1.0,12.0,2.0,114.0,45.0,9.0,52.0,214.0,6.0,144.0,7.0,64.0,9.0,84.0,,24.0,6.0,6.0,9.0,323.0,6.0,,44.0,66.0,85.0,25.0,6.0,1.0,10.0,46.0,2.0,7.0,29.0,6.0,19.0,71.0,138.0,150.0,2.0,7.0,21.0,2.0,3.0,25.0,,,,5.0,50.0,,,,,,,,,,1.0,5.0,24.0,4.0,,6.0,,6.0,15.0,13.0,15.0,,2.0,2.0,3.0,,9.0,,1.0,3.0,,4.0,,1.0,,1.0,,,1.0,,,,,,,2.0,1.0,2.0,2.0,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Deportivo Saprissa,Deportivo_Saprissa,2z9fap3rextozte7d7cy3ja39,H. Araúz,Midfielder,9,5.0,360.0,20.0,,1.0,142.0,5.0,20.0,1.0,76.0,5.0,9.0,,54.0,45.0,10.0,15.0,144.0,1.0,116.0,3.0,24.0,5.0,26.0,7.0,16.0,4.0,5.0,4.0,232.0,4.0,1.0,32.0,53.0,53.0,20.0,4.0,1.0,5.0,36.0,3.0,3.0,6.0,4.0,16.0,55.0,120.0,120.0,4.0,9.0,16.0,1.0,6.0,16.0,,,,6.0,16.0,,,,,,,,,2.0,3.0,,1.0,4.0,4.0,2.0,,2.0,4.0,12.0,1.0,1.0,1.0,1.0,,2.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Deportivo Saprissa,Deportivo_Saprissa,2qgum5tkljfe4v74p2iu9fzyt,R. Blackburn,Forward,15,1.0,281.0,,1.0,,60.0,2.0,18.0,,32.0,,,6.0,21.0,15.0,3.0,17.0,64.0,1.0,46.0,1.0,17.0,5.0,16.0,,8.0,3.0,,2.0,97.0,4.0,,15.0,18.0,76.0,17.0,1.0,,7.0,27.0,5.0,1.0,1.0,4.0,4.0,15.0,43.0,47.0,12.0,3.0,10.0,,2.0,11.0,,,,4.0,13.0,,,,,,,,,,,,,,6.0,,4.0,3.0,7.0,11.0,,,1.0,1.0,3.0,3.0,4.0,,3.0,3.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Deportivo Saprissa,Deportivo_Saprissa,dd3acc5mmnuq11yztec0pmd3p,J. Bustos,Midfielder,23,,33.0,,1.0,,22.0,1.0,4.0,,5.0,,1.0,,5.0,15.0,,2.0,23.0,,19.0,,3.0,,5.0,,1.0,,,,28.0,1.0,,2.0,9.0,56.0,1.0,1.0,,1.0,2.0,,,2.0,1.0,1.0,2.0,19.0,20.0,,,1.0,,2.0,1.0,,,,1.0,8.0,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Deportivo Saprissa,Deportivo_Saprissa,8vjv4ix1zqi58118r6tyqhhhx,F. Calvo,Defender,5,7.0,360.0,30.0,,3.0,158.0,7.0,13.0,3.0,74.0,6.0,12.0,2.0,67.0,58.0,8.0,26.0,167.0,3.0,112.0,3.0,38.0,7.0,37.0,7.0,14.0,4.0,2.0,9.0,274.0,4.0,1.0,26.0,76.0,69.0,20.0,17.0,3.0,2.0,35.0,7.0,3.0,8.0,4.0,13.0,13.0,120.0,129.0,9.0,7.0,15.0,1.0,10.0,13.0,,,,6.0,65.0,,,,,,,,,2.0,1.0,,3.0,2.0,7.0,,1.0,2.0,5.0,13.0,1.0,,,,1.0,1.0,3.0,,1.0,1.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Deportivo Saprissa,Deportivo_Saprissa,c18kxcijnj6h4hjsmdm38k3x1,D. Carvajal,Goalkeeper,1,,540.0,,,11.0,44.0,,,,21.0,8.0,36.0,,37.0,60.0,,1.0,118.0,,48.0,7.0,37.0,,33.0,,37.0,6.0,1.0,4.0,150.0,6.0,,,90.0,45.0,1.0,33.0,,,1.0,2.0,7.0,,6.0,,21.0,37.0,81.0,1.0,,,,1.0,,13.0,42.0,,,7.0,2.0,2.0,5.0,3.0,8.0,,,18.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Deportivo Saprissa,Deportivo_Saprissa,4d6cfs28p6vb6q1ijkw3dks7p,J. Cascante,Defender,3,,245.0,1.0,2.0,2.0,80.0,,6.0,,20.0,1.0,2.0,5.0,17.0,53.0,6.0,9.0,84.0,3.0,69.0,4.0,11.0,,7.0,,8.0,3.0,2.0,4.0,122.0,5.0,1.0,22.0,42.0,24.0,21.0,4.0,,4.0,35.0,8.0,4.0,,5.0,9.0,23.0,69.0,73.0,13.0,5.0,14.0,1.0,7.0,13.0,,,,5.0,13.0,,,,,,,,,1.0,2.0,1.0,,3.0,8.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Deportivo Saprissa,Deportivo_Saprissa,96iw685mz711s1cch2njazizt,R. Chirino,Forward,19,2.0,100.0,1.0,2.0,,29.0,1.0,11.0,1.0,12.0,,1.0,1.0,13.0,13.0,2.0,4.0,29.0,,24.0,,5.0,1.0,8.0,,7.0,1.0,1.0,,50.0,3.0,,8.0,5.0,29.0,6.0,,1.0,4.0,9.0,,,3.0,3.0,2.0,11.0,24.0,24.0,1.0,1.0,3.0,1.0,,6.0,,,,,2.0,,,,,,,,,,,1.0,1.0,,,2.0,,3.0,3.0,5.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Deportivo Saprissa,Deportivo_Saprissa,2774gv2jbl9gb9668i81gbi6t,D. Colindres,Forward,26,21.0,531.0,5.0,,,170.0,15.0,35.0,3.0,94.0,1.0,9.0,3.0,125.0,37.0,3.0,37.0,174.0,7.0,120.0,7.0,46.0,6.0,68.0,,28.0,6.0,6.0,5.0,311.0,6.0,,67.0,39.0,53.0,20.0,8.0,2.0,10.0,70.0,1.0,7.0,27.0,6.0,47.0,24.0,124.0,128.0,3.0,2.0,50.0,1.0,,20.0,,,,11.0,76.0,,,,,,,,,1.0,2.0,1.0,7.0,2.0,,11.0,,13.0,21.0,28.0,5.0,1.0,1.0,1.0,,4.0,8.0,,,,,1.0,,1.0,,1.0,,2.0,3.0,,1.0,,,,,,,,,,,1.0,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Deportivo Saprissa,Deportivo_Saprissa,45sq43290segk2ijbc5zti5ed,Aaron Cruz,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Deportivo Saprissa,Deportivo_Saprissa,2r9j2cp5okpsf1t0gq562tgwl,D. Guzmán,Midfielder,8,1.0,360.0,,,,208.0,2.0,20.0,3.0,100.0,4.0,14.0,7.0,39.0,94.0,12.0,13.0,218.0,,168.0,3.0,27.0,2.0,25.0,,27.0,4.0,1.0,6.0,283.0,4.0,2.0,39.0,62.0,56.0,25.0,23.0,1.0,12.0,47.0,5.0,3.0,4.0,4.0,15.0,79.0,181.0,191.0,8.0,8.0,22.0,4.0,9.0,24.0,,,,13.0,57.0,,,,,,,,,1.0,,,2.0,5.0,1.0,,,4.0,6.0,5.0,1.0,1.0,,,,2.0,2.0,,,,,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Deportivo Saprissa,Deportivo_Saprissa,5nce0pcue87iggeoqurdobmxh,Anderson Leite,Midfielder,8,,106.0,,,,44.0,1.0,7.0,,17.0,,,1.0,16.0,20.0,1.0,10.0,47.0,1.0,37.0,2.0,10.0,2.0,10.0,,1.0,2.0,2.0,,70.0,2.0,2.0,10.0,11.0,35.0,3.0,,,1.0,11.0,1.0,2.0,,2.0,7.0,15.0,35.0,37.0,1.0,,8.0,1.0,7.0,3.0,,,,4.0,14.0,,,,,,,,,,1.0,2.0,,4.0,,1.0,,2.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
