root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Total Shots,Total Losses Of Possession,Index,Total Fouls Conceded,Substitute Off,Yellow Cards,Games Played,Foul Attempted Tackle,Successful Passes Own Half,PutThrough/Blocked Distribution Won,Total Tackles,Shots Off Target (inc woodwork),Ground Duels lost,Unsuccessful Long Passes,Total Touches In Opposition Box,Successful Open Play Passes,Substitute On,Unsuccessful Passes Opposition Half,Forward Passes,Penalty Goals Conceded,Tackles Won,Successful Short Passes,Touches,Successful Passes Opposition Half,Ground Duels won,PutThrough/Blocked Distribution,Duels,Recoveries,Backward Passes,Time Played,Duels won,Times Tackled,Unsuccessful Passes Own Half,Ground Duels,Open Play Passes,Goals Conceded,Starts,Leftside Passes,Unsuccessful Dribbles,Unsuccessful Short Passes,Appearances,Shots On Target ( inc goals ),Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels lost,Corners Won,Aerial Duels won,Aerial Duels,Rightside Passes,Duels lost,Key Passes (Attempt Assists),Home Goals,Away Goals,Winning Goal,Successful Long Passes,Total Fouls Won,Foul Won Penalty,Tackles Lost,Assists (Intentional),Successful Crosses & Corners,Total Clearances,Successful Dribbles,Hit Woodwork,Offsides,Goals from Inside Box,Goal Assists,Goals,Interceptions,Unsuccessful Crosses open play,Successful Lay-offs,Successful Crosses open play,Unsuccessful Crosses & Corners,Right Foot Goals,Throw Ins to Opposition Player,Throw Ins to Own Player,Blocked Shots,Unsuccessful Launches,Punches,Penalties Saved,Successful Launches,Catches,Saves Made,Saves from Penalty,Clean Sheets,Penalties Faced,Saves Made from Outside Box,GK Unsuccessful Distribution,GK Successful Distribution,Saves Made from Inside Box,Saves made - parried,Through balls,Corners Taken (incl short corners),Blocks,Set Pieces Goals,Unsuccessful Corners into Box,Successful Corners into Box,Attempts from Set Pieces,Goals from Outside Box,Penalties Conceded,Penalty Goals,Unsuccessful lay-offs,Penalties Taken,Handballs conceded,Left Foot Goals,Headed Goals,Goalkeeper Smother,Total Red Cards,Straight Red Cards,Goals Conceded Outside Box,Fifty Fifty,Successful Fifty Fifty,Drops,Clearances Off the Line,Red Cards - 2nd Yellow,Own Goal Scored,Crosses not Claimed,Saves made - caught,Last Man Tackle,Second Goal Assists,Penalties Off Target
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Honduras,Honduras,1yhtzq33ssznnl1pkg6fjz26t,B. Acosta,Midfielder,6,,29.0,10.0,6.0,2.0,1.0,4.0,3.0,33.0,,4.0,,8.0,2.0,1.0,59.0,1.0,19.0,19.0,1.0,2.0,57.0,113.0,34.0,5.0,,18.0,14.0,14.0,207.0,6.0,2.0,6.0,13.0,70.0,6.0,3.0,18.0,1.0,9.0,4.0,,74.0,63.0,5.0,11.0,4.0,3.0,1.0,5.0,23.0,12.0,4.0,0.0,0.0,0.0,6.0,1.0,,2.0,,4.0,3.0,,,,,,,6.0,5.0,,1.0,14.0,,,,,,,,,,,,,,,,,,,1.0,12.0,1.0,,9.0,2.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Honduras,Honduras,82g30af5h2uux55q2zyitpmtx,J. Benavidez,Midfielder,13,1.0,32.0,10.0,,,,4.0,,25.0,2.0,2.0,1.0,9.0,5.0,1.0,81.0,3.0,15.0,14.0,,2.0,78.0,138.0,57.0,10.0,4.0,22.0,14.0,22.0,190.0,11.0,7.0,3.0,19.0,93.0,2.0,1.0,32.0,4.0,7.0,4.0,,93.0,81.0,2.0,12.0,2.0,1.0,1.0,3.0,25.0,11.0,1.0,0.0,0.0,0.0,3.0,1.0,,,,1.0,,7.0,,,,,,1.0,4.0,1.0,1.0,6.0,,,2.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Honduras,Honduras,2y6kfz5hnxko88564nhbslo0l,J. Bengtson,Forward,11,3.0,17.0,10.0,3.0,1.0,1.0,4.0,1.0,13.0,,1.0,1.0,5.0,1.0,9.0,28.0,2.0,9.0,10.0,,1.0,35.0,67.0,23.0,3.0,,31.0,1.0,20.0,236.0,10.0,3.0,2.0,8.0,39.0,4.0,2.0,7.0,1.0,10.0,4.0,2.0,47.0,36.0,3.0,11.0,16.0,,7.0,23.0,10.0,21.0,1.0,1.0,0.0,1.0,1.0,2.0,,,,,4.0,,,6.0,1.0,,1.0,,,4.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,2.0,1.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Honduras,Honduras,em31io8siplg24cxtflbmdz2t,F. Crisanto,Defender,2,,26.0,10.0,1.0,1.0,1.0,3.0,1.0,28.0,,3.0,,6.0,1.0,3.0,45.0,,14.0,20.0,1.0,2.0,46.0,101.0,22.0,7.0,1.0,23.0,10.0,13.0,241.0,12.0,5.0,2.0,13.0,55.0,3.0,3.0,20.0,1.0,9.0,3.0,,56.0,46.0,3.0,10.0,5.0,3.0,5.0,10.0,3.0,11.0,1.0,0.0,0.0,0.0,,3.0,,1.0,,4.0,3.0,1.0,,,,,,2.0,6.0,,4.0,6.0,,1.0,11.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Honduras,Honduras,av9hq6otbdr8to26grrbao1qt,J. Delgado,Midfielder,15,,7.0,10.0,,,,2.0,,2.0,,1.0,,1.0,,,25.0,2.0,4.0,8.0,,1.0,24.0,38.0,23.0,2.0,,4.0,2.0,6.0,35.0,2.0,1.0,,3.0,27.0,1.0,,7.0,1.0,2.0,2.0,,27.0,25.0,1.0,2.0,1.0,1.0,,1.0,6.0,2.0,,0.0,0.0,0.0,1.0,,,,,,,1.0,,,,,,2.0,2.0,1.0,,2.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Honduras,Honduras,aoe90w0oopw8h5ipktpmme9cl,A. Elis,Forward,7,1.0,11.0,10.0,,1.0,,2.0,,2.0,,,1.0,3.0,,7.0,6.0,1.0,4.0,4.0,1.0,,7.0,25.0,5.0,1.0,,6.0,2.0,2.0,72.0,2.0,3.0,,4.0,10.0,2.0,1.0,2.0,2.0,4.0,2.0,,11.0,7.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Honduras,Honduras,6tkfuekazgnepicki0fl0xysq,C. Fernández,Forward,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Honduras,Honduras,15pxobn91cyrhdzpshwwmzjrp,M. Figueroa,Defender,3,1.0,32.0,10.0,4.0,1.0,1.0,4.0,2.0,91.0,2.0,3.0,1.0,7.0,16.0,,129.0,,17.0,76.0,1.0,2.0,123.0,217.0,47.0,8.0,3.0,32.0,14.0,2.0,315.0,20.0,2.0,12.0,15.0,157.0,6.0,4.0,35.0,1.0,13.0,4.0,,167.0,138.0,5.0,29.0,5.0,2.0,12.0,17.0,54.0,12.0,,0.0,0.0,0.0,15.0,3.0,,1.0,,,15.0,2.0,,,,,,10.0,,,,,,,,2.0,6.0,,,3.0,,,,1.0,,,,,,,1.0,,2.0,,,,,,2.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Honduras,Honduras,202fppogvtu6vm32hr1gvy6l1,D. Flores,Midfielder,20,4.0,38.0,10.0,7.0,,1.0,4.0,5.0,70.0,3.0,8.0,3.0,11.0,11.0,1.0,174.0,,23.0,65.0,1.0,5.0,165.0,264.0,112.0,17.0,3.0,34.0,25.0,24.0,360.0,19.0,2.0,5.0,28.0,201.0,7.0,4.0,48.0,1.0,17.0,4.0,1.0,208.0,180.0,6.0,28.0,4.0,2.0,2.0,6.0,71.0,15.0,2.0,0.0,0.0,0.0,15.0,4.0,,3.0,1.0,2.0,6.0,5.0,,,,1.0,,4.0,,,2.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,,2.0,,3.0,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Honduras,Honduras,2wp1nfc3m2u5zzmwbot9lgq21,F. Flores,Defender,17,,1.0,10.0,,,,2.0,,1.0,,,,,,,3.0,2.0,1.0,,,,3.0,5.0,2.0,,,,1.0,,13.0,,,,,3.0,,,,,,2.0,,3.0,3.0,,,,,,,3.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
