liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution,Tackles Won,Duels,Total Shots,Unsuccessful Launches,Goals Conceded Inside Box,Blocked Shots,Successful Passes Own Half,Handballs conceded,Goals Conceded Outside Box,Unsuccessful Dribbles,Duels lost,Index,Unsuccessful Short Passes,Substitute Off,Total Losses Of Possession,Successful Long Passes,Time Played,Aerial Duels won,Successful Open Play Passes,Aerial Duels,Duels won,Ground Duels lost,Leftside Passes,Corners Won,Total Fouls Conceded,Unsuccessful Crosses open play,Open Play Passes,Touches,Total Successful Passes ( Excl Crosses & Corners ) ,Total Clearances,Shots On Target ( inc goals ),Forward Passes,Offsides,Total Tackles,Successful Short Passes,Rightside Passes,Key Passes (Attempt Assists),Foul Attempted Tackle,Ground Duels,Total Fouls Won,Successful Dribbles,Games Played,Appearances,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Crosses & Corners,Starts,Successful Lay-offs,Recoveries,Backward Passes,Throw Ins to Own Player,Unsuccessful Passes Own Half,Total Passes,Yellow Cards,Successful Passes Opposition Half,Goals Conceded,Unsuccessful Passes Opposition Half,Ground Duels won,Times Tackled,Aerial Duels lost,Unsuccessful Long Passes,Total Touches In Opposition Box,Winning Goal,Interceptions,Blocks,Goals,Goals from Inside Box,Substitute On,Tackles Lost,Shots Off Target (inc woodwork),Headed Goals,Home Goals,Away Goals,Goals from Outside Box,Right Foot Goals,Goals Openplay,Successful Launches,Goal Assists,Assists (Intentional),Overruns,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,PutThrough/Blocked Distribution Won,Attempts from Set Pieces,Goal Kicks,GK Successful Distribution,Unsuccessful lay-offs,Other Goals,Successful Corners into Box,Throw Ins to Opposition Player,Punches,Saves Made from Inside Box,Saves made - parried,GK Unsuccessful Distribution,Saves Made,Saves Made from Outside Box,Catches,Foul Won Penalty,Penalty Goals,Penalties Taken,Left Foot Goals,Goalkeeper Smother,Penalties Conceded,Penalty Goals Conceded,Straight Red Cards,Through balls,Total Red Cards,Clearances Off the Line,Set Pieces Goals,Last Player Tackle,Hit Woodwork,Penalties Saved,Saves from Penalty,Penalties Faced,Clean Sheets,Saves made - caught,Second Goal Assists,Drops,Own Goal Scored,Red Cards - 2nd Yellow,Penalties Off Target,Crosses not Claimed
USA_USL_Cup,2025,Louisville City FC,42hi96pvzz8f69ixlcncn0549,K. Adams,Defender,32,5.0,1.0,31.0,1.0,10.0,3.0,,66.0,,1.0,,11.0,10.0,27.0,,54.0,6.0,360.0,14.0,121.0,21.0,20.0,4.0,25.0,,3.0,1.0,172.0,225.0,128.0,12.0,,79.0,1.0,2.0,122.0,53.0,,2.0,10.0,3.0,1.0,4.0,4.0,51.0,1.0,4.0,,13.0,22.0,5.0,9.0,179.0,1.0,62.0,4.0,43.0,6.0,,7.0,24.0,3.0,0.0,4.0,4.0,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_USL_Cup,2025,Louisville City FC,56dgwb24qfzj4coisw4lj4duc,I. Cano,Forward,70,2.0,2.0,4.0,,1.0,,1.0,1.0,,,,1.0,10.0,2.0,,4.0,1.0,19.0,,2.0,,3.0,1.0,1.0,,,,6.0,14.0,2.0,,,4.0,,2.0,1.0,1.0,1.0,,4.0,1.0,,1.0,1.0,4.0,,,1.0,2.0,,1.0,1.0,6.0,,2.0,,3.0,3.0,,,2.0,,0.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Louisville City FC,486r7pszrdk085ot7cy2008dm,E. Davila,Midfielder,27,3.0,1.0,18.0,,2.0,2.0,2.0,11.0,1.0,1.0,,13.0,10.0,9.0,1.0,25.0,4.0,122.0,4.0,29.0,9.0,5.0,8.0,8.0,1.0,6.0,7.0,41.0,69.0,29.0,2.0,,16.0,,1.0,25.0,9.0,1.0,1.0,9.0,1.0,,4.0,4.0,12.0,8.0,1.0,,5.0,8.0,,3.0,41.0,,18.0,3.0,17.0,1.0,2.0,5.0,3.0,1.0,0.0,2.0,1.0,,,3.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Louisville City FC,d2ny0huv78m4m6p65y8eou7oq,T. Davila,Midfielder,17,8.0,4.0,40.0,2.0,5.0,3.0,7.0,37.0,,1.0,2.0,20.0,10.0,14.0,1.0,52.0,12.0,357.0,5.0,115.0,9.0,20.0,16.0,45.0,2.0,7.0,5.0,140.0,234.0,130.0,2.0,,58.0,,7.0,118.0,29.0,6.0,4.0,31.0,3.0,5.0,4.0,4.0,26.0,15.0,4.0,1.0,24.0,24.0,,4.0,156.0,,101.0,4.0,37.0,15.0,6.0,4.0,12.0,7.0,0.0,2.0,3.0,,,,3.0,2.0,,,,,,,1.0,3.0,3.0,,18.0,5.0,8.0,3.0,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Louisville City FC,2ekg8ntkxc3szd8d9bnv20npw,B. Dayes,Defender,83,1.0,1.0,2.0,,1.0,,,6.0,,,,,10.0,3.0,1.0,7.0,,55.0,,8.0,,2.0,,4.0,,,,14.0,28.0,8.0,4.0,,7.0,,1.0,8.0,1.0,,,2.0,,1.0,1.0,1.0,6.0,,1.0,,4.0,2.0,5.0,1.0,14.0,,2.0,,5.0,2.0,,,3.0,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Louisville City FC,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,Defender,13,8.0,,24.0,2.0,3.0,1.0,1.0,15.0,,1.0,3.0,15.0,10.0,15.0,2.0,40.0,1.0,207.0,3.0,37.0,10.0,9.0,8.0,2.0,3.0,5.0,11.0,56.0,104.0,37.0,4.0,,26.0,,3.0,36.0,21.0,1.0,1.0,14.0,3.0,,4.0,4.0,19.0,11.0,2.0,1.0,10.0,7.0,7.0,8.0,56.0,,23.0,2.0,22.0,6.0,3.0,7.0,4.0,3.0,0.0,1.0,,,,2.0,3.0,2.0,,,,,,,1.0,,,,,,1.0,1.0,2.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Louisville City FC,hglsr5ybsi6bsl178ge0c31m,D. Faundez,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Louisville City FC,aj5x0l6jpxl7s8pfmhgc4060a,S. Gleadle,Defender,23,2.0,,12.0,5.0,,,2.0,3.0,,1.0,3.0,10.0,10.0,5.0,2.0,14.0,1.0,152.0,,8.0,3.0,2.0,7.0,4.0,1.0,,,13.0,43.0,10.0,1.0,2.0,2.0,,,9.0,3.0,1.0,,9.0,2.0,,2.0,2.0,5.0,,2.0,,1.0,6.0,,1.0,15.0,,7.0,1.0,4.0,2.0,6.0,3.0,,18.0,0.0,,,1.0,1.0,,,3.0,,1.0,0.0,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Louisville City FC,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,Forward,9,2.0,1.0,13.0,1.0,,,,1.0,,,,6.0,10.0,5.0,,11.0,,53.0,3.0,9.0,6.0,7.0,3.0,1.0,1.0,2.0,1.0,14.0,26.0,9.0,,1.0,5.0,1.0,2.0,9.0,5.0,1.0,1.0,7.0,1.0,1.0,2.0,2.0,5.0,1.0,,2.0,2.0,3.0,,,14.0,1.0,9.0,,6.0,4.0,,3.0,,4.0,0.0,,,,,2.0,1.0,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Louisville City FC,5rdtu4wmswu65eqjjw38uao0k,J. Jones,Defender,24,3.0,3.0,36.0,3.0,4.0,,2.0,52.0,,1.0,,6.0,10.0,11.0,1.0,37.0,7.0,250.0,21.0,81.0,26.0,30.0,1.0,28.0,6.0,1.0,5.0,102.0,161.0,81.0,12.0,1.0,48.0,,4.0,74.0,23.0,1.0,,10.0,1.0,4.0,4.0,4.0,21.0,5.0,3.0,,12.0,3.0,7.0,3.0,102.0,,29.0,1.0,23.0,9.0,,5.0,10.0,8.0,0.0,2.0,3.0,,,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,
USA_USL_Cup,2025,Louisville City FC,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,Midfielder,31,3.0,9.0,46.0,1.0,1.0,2.0,3.0,28.0,,,,17.0,10.0,21.0,1.0,32.0,5.0,259.0,14.0,71.0,27.0,29.0,4.0,19.0,,1.0,1.0,97.0,138.0,72.0,6.0,,41.0,1.0,13.0,67.0,22.0,3.0,,19.0,1.0,1.0,4.0,4.0,26.0,1.0,3.0,,21.0,16.0,,2.0,98.0,,45.0,2.0,25.0,15.0,3.0,13.0,5.0,11.0,0.0,2.0,2.0,,,1.0,4.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_USL_Cup,2025,Louisville City FC,4f03usm5tnljkqleajmz9kmol,C. Lancaster,Forward,53,3.0,,8.0,1.0,,1.0,3.0,8.0,,,,6.0,10.0,5.0,2.0,11.0,,128.0,1.0,11.0,2.0,2.0,5.0,4.0,1.0,2.0,,16.0,33.0,14.0,,,4.0,3.0,,14.0,2.0,1.0,2.0,6.0,1.0,,3.0,3.0,5.0,1.0,2.0,1.0,4.0,9.0,,,19.0,,6.0,1.0,6.0,1.0,2.0,1.0,,6.0,0.0,,,,,1.0,,1.0,,,,,,,,,,,2.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Louisville City FC,a3k4grlhkn63p3xfb2rzslkdm,D. Las,Goalkeeper,1,,,2.0,,19.0,3.0,,44.0,,1.0,,1.0,10.0,1.0,,42.0,12.0,360.0,1.0,36.0,1.0,1.0,1.0,20.0,,,,55.0,125.0,50.0,3.0,,59.0,,,38.0,13.0,,,1.0,,,4.0,4.0,42.0,,4.0,,31.0,,,10.0,92.0,,6.0,4.0,32.0,,,,41.0,,0.0,,,,,,,,,,,,,,4.0,,,,,,,,,,21.0,23.0,,,,,2.0,6.0,2.0,13.0,8.0,2.0,2.0,,,,,2.0,,,,,,,,,,,,,1.0,,,3.0,,,,
USA_USL_Cup,2025,Louisville City FC,bteydgv4om5ylyoznx9vesogl,N. McCabe,Midfielder,11,1.0,,3.0,,,1.0,,3.0,,,,1.0,10.0,5.0,,7.0,1.0,38.0,1.0,17.0,1.0,2.0,1.0,2.0,,1.0,1.0,23.0,31.0,17.0,,,13.0,,1.0,16.0,4.0,3.0,1.0,2.0,,,1.0,1.0,6.0,1.0,,,2.0,4.0,,1.0,23.0,,16.0,1.0,6.0,1.0,,,1.0,1.0,0.0,2.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Louisville City FC,cla0i94uyddjw7jzqoyfsplre,A. McFadden,Defender,2,2.0,1.0,27.0,2.0,1.0,3.0,1.0,9.0,,,1.0,14.0,10.0,14.0,,31.0,5.0,193.0,7.0,57.0,16.0,13.0,5.0,17.0,1.0,3.0,8.0,75.0,119.0,57.0,4.0,1.0,36.0,1.0,1.0,52.0,10.0,4.0,,11.0,4.0,1.0,3.0,3.0,18.0,8.0,2.0,,9.0,12.0,8.0,2.0,75.0,1.0,50.0,3.0,24.0,6.0,1.0,9.0,4.0,7.0,0.0,,,,,1.0,,1.0,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
