liga,temporada,equipo,id,nombre,posicion,dorsal,Ground Duels lost,Successful Open Play Passes,Total Touches In Opposition Box,Interceptions,Aerial Duels won,Ground Duels won,Aerial Duels lost,Times Tackled,Starts,Open Play Passes,PutThrough/Blocked Distribution,Total Tackles,Offsides,Successful Crosses open play,Touches,Unsuccessful Short Passes,Leftside Passes,Successful Passes Opposition Half,Substitute Off,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Successful Launches,Penalty Goals Conceded,Forward Passes,Time Played,Total Fouls Won,Foul Attempted Tackle,Duels,Overruns,Unsuccessful Long Passes,Successful Passes Own Half,Appearances,Index,Total Clearances,Total Fouls Conceded,Goals Conceded Inside Box,Ground Duels,Successful Long Passes,Unsuccessful Crosses & Corners,Aerial Duels,Rightside Passes,Backward Passes,Shots Off Target (inc woodwork),Successful Crosses & Corners,Tackles Won,Total Passes,Yellow Cards,Tackles Lost,Successful Dribbles,Duels lost,Unsuccessful Passes Opposition Half,Corners Won,Throw Ins to Own Player,Games Played,Successful Short Passes,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Clean Sheets,Total Shots,Recoveries,Goals Conceded Outside Box,Throw Ins to Opposition Player,Unsuccessful Launches,Duels won,Key Passes (Attempt Assists),Blocks,Total Losses Of Possession,Unsuccessful Passes Own Half,Winning Goal,Substitute On,Foul Won Penalty,Successful Lay-offs,Shots On Target ( inc goals ),Goals,Total Red Cards,Handballs conceded,Headed Goals,Straight Red Cards,Unsuccessful Corners into Box,Through balls,Corners Taken (incl short corners),Blocked Shots,Right Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Goal Assists,Penalties Conceded,Unsuccessful lay-offs,Hit Woodwork,Goals from Outside Box,Attempts from Set Pieces,Set Pieces Goals,Left Foot Goals,Assists (Intentional),Penalties Taken,Penalty Goals,Clearances Off the Line,Successful Corners into Box,Saves Made from Inside Box,GK Successful Distribution,Goal Kicks,GK Unsuccessful Distribution,Saves Made from Outside Box,Saves Made,Own Goal Scored,Red Cards - 2nd Yellow,Saves made - parried,Punches,Saves made - caught,Catches,Goalkeeper Smother,Penalties Faced,Penalties Off Target,Successful Fifty Fifty,Fifty Fifty,Second Goal Assists,Saves from Penalty,Penalties Saved,Crosses not Claimed,Drops,Last Player Tackle,Other Goals
Mexico_Liga_MX,2020-2021,Club Puebla,e520dczad13w2nixv7z0sxwx5,A. Acosta,Midfielder,0,6.0,29.0,1.0,,1.0,1.0,1.0,4.0,,37.0,4.0,,,1.0,61.0,6.0,17.0,16.0,,3.0,8.0,2.0,2.0,,1.0,9.0,109.0,,1.0,9.0,,2.0,15.0,3.0,10.0,2.0,2.0,2.0,7.0,,5.0,2.0,1.0,11.0,,1.0,,38.0,,,1.0,7.0,12.0,2.0,4.0,3.0,30.0,5.0,30.0,,,6.0,1.0,1.0,,2.0,,,20.0,1.0,0.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Puebla,12pbzh0runi0dsqcxh9u36jca,D. Aguilar,Midfielder,23,13.0,125.0,6.0,,6.0,10.0,6.0,1.0,4.0,155.0,6.0,8.0,,1.0,201.0,21.0,38.0,61.0,,7.0,31.0,,4.0,3.0,1.0,60.0,426.0,2.0,4.0,35.0,2.0,10.0,68.0,8.0,10.0,5.0,7.0,6.0,23.0,14.0,1.0,12.0,42.0,19.0,5.0,1.0,5.0,159.0,1.0,3.0,,19.0,25.0,1.0,1.0,8.0,114.0,,128.0,1.0,6.0,16.0,1.0,1.0,4.0,16.0,2.0,,40.0,7.0,0.0,4.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Puebla,6ft3hk7jxnwnajm7zs6hwsst1,B. Angulo,Defender,2,50.0,458.0,19.0,21.0,25.0,65.0,15.0,18.0,15.0,566.0,20.0,32.0,,6.0,934.0,81.0,22.0,274.0,4.0,24.0,109.0,8.0,7.0,2.0,7.0,256.0,1432.0,12.0,12.0,155.0,7.0,28.0,212.0,18.0,10.0,21.0,22.0,22.0,115.0,25.0,22.0,40.0,230.0,80.0,4.0,7.0,20.0,588.0,1.0,12.0,21.0,65.0,99.0,9.0,103.0,18.0,454.0,18.0,479.0,3.0,7.0,67.0,2.0,15.0,19.0,90.0,8.0,4.0,186.0,32.0,0.0,3.0,,,3.0,1.0,,,,,2.0,,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Puebla,1wzbok5h048nfbmusztsc3joq,M. Araújo,Midfielder,20,6.0,14.0,,,,8.0,,3.0,,22.0,1.0,3.0,,,42.0,6.0,1.0,7.0,,1.0,8.0,,1.0,,1.0,7.0,78.0,3.0,2.0,14.0,,2.0,7.0,4.0,10.0,,3.0,1.0,14.0,,3.0,,8.0,6.0,,,3.0,22.0,,,2.0,6.0,8.0,,2.0,4.0,14.0,3.0,14.0,,,6.0,,,1.0,8.0,,,15.0,3.0,0.0,4.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Puebla,a9r1m43keu60rlo5vl961tcl,D. Arreola,Defender,5,16.0,385.0,9.0,18.0,19.0,39.0,29.0,,12.0,481.0,8.0,11.0,1.0,,655.0,41.0,90.0,123.0,1.0,21.0,99.0,,3.0,5.0,6.0,201.0,1069.0,27.0,9.0,103.0,,58.0,279.0,12.0,10.0,47.0,14.0,19.0,55.0,62.0,1.0,48.0,164.0,46.0,3.0,,9.0,501.0,4.0,2.0,3.0,45.0,63.0,6.0,2.0,12.0,340.0,1.0,402.0,2.0,7.0,49.0,2.0,,26.0,58.0,2.0,11.0,105.0,37.0,1.0,,,1.0,4.0,1.0,,1.0,,,,1.0,,4.0,,1.0,0.0,1.0,,1.0,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
Mexico_Liga_MX,2020-2021,Club Puebla,9o3oeacjbkfi3jkku7z1b0k45,A. Chumacero,Midfielder,3,13.0,53.0,3.0,2.0,1.0,12.0,5.0,3.0,3.0,66.0,5.0,5.0,2.0,,101.0,12.0,10.0,26.0,3.0,5.0,13.0,,4.0,,2.0,15.0,240.0,7.0,4.0,31.0,,1.0,29.0,7.0,10.0,,7.0,5.0,25.0,4.0,1.0,6.0,24.0,19.0,,,2.0,68.0,,3.0,,18.0,7.0,1.0,1.0,7.0,51.0,1.0,55.0,,1.0,12.0,,,1.0,13.0,1.0,1.0,19.0,7.0,0.0,4.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Puebla,80jgo5f50a94hyuglcc2rxjo5,G. Corral,Defender,4,31.0,340.0,5.0,21.0,20.0,32.0,18.0,11.0,14.0,435.0,22.0,19.0,,8.0,731.0,67.0,161.0,194.0,9.0,19.0,97.0,4.0,8.0,3.0,5.0,193.0,1185.0,11.0,6.0,101.0,3.0,30.0,166.0,16.0,10.0,38.0,13.0,18.0,63.0,21.0,19.0,38.0,21.0,74.0,,8.0,12.0,449.0,1.0,7.0,5.0,49.0,83.0,1.0,77.0,16.0,331.0,18.0,352.0,,2.0,57.0,1.0,13.0,19.0,52.0,10.0,1.0,155.0,33.0,1.0,2.0,,,2.0,1.0,1.0,,,1.0,1.0,,1.0,2.0,1.0,,0.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Puebla,7fklbqteliqvkvhg6ogata6l1,B. Cuesta,Forward,9,11.0,43.0,10.0,1.0,4.0,8.0,7.0,3.0,3.0,78.0,4.0,5.0,1.0,,130.0,29.0,24.0,29.0,3.0,3.0,36.0,1.0,,,1.0,20.0,295.0,3.0,4.0,30.0,,7.0,18.0,12.0,10.0,3.0,7.0,3.0,19.0,1.0,4.0,11.0,20.0,19.0,5.0,,2.0,83.0,2.0,3.0,,18.0,32.0,2.0,2.0,12.0,46.0,4.0,47.0,,7.0,9.0,,,5.0,12.0,1.0,1.0,52.0,8.0,0.0,9.0,,1.0,2.0,1.0,,,,,,,,2.0,1.0,,1.0,0.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Puebla,d5v66qyfnyed52vg60c8xblxx,A. Escoto,Forward,0,19.0,93.0,35.0,3.0,31.0,20.0,33.0,5.0,7.0,148.0,17.0,5.0,5.0,,268.0,49.0,36.0,60.0,6.0,11.0,55.0,3.0,7.0,,4.0,44.0,689.0,13.0,5.0,103.0,2.0,6.0,46.0,18.0,10.0,12.0,12.0,11.0,39.0,2.0,14.0,64.0,32.0,49.0,5.0,,1.0,161.0,1.0,4.0,3.0,52.0,61.0,8.0,2.0,18.0,104.0,14.0,106.0,,14.0,21.0,,,,51.0,7.0,1.0,93.0,8.0,0.0,11.0,,7.0,9.0,3.0,,,1.0,,,,,1.0,2.0,3.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,Club Puebla,67xkw0v7i1og0x9x5cdbsg1qt,O. Fernández,Midfielder,25,53.0,460.0,32.0,11.0,1.0,73.0,11.0,29.0,18.0,541.0,19.0,20.0,6.0,5.0,831.0,65.0,101.0,326.0,12.0,27.0,89.0,14.0,11.0,,8.0,138.0,1472.0,31.0,6.0,138.0,2.0,24.0,172.0,20.0,10.0,3.0,13.0,25.0,126.0,15.0,48.0,12.0,186.0,147.0,6.0,15.0,14.0,572.0,2.0,6.0,22.0,64.0,120.0,8.0,3.0,20.0,468.0,24.0,483.0,1.0,11.0,76.0,2.0,1.0,5.0,74.0,21.0,,196.0,17.0,1.0,2.0,,9.0,5.0,2.0,,3.0,,,20.0,1.0,31.0,8.0,2.0,1.0,1.0,1.0,5.0,,,,1.0,1.0,,,5.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,
