liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Assists (Intentional),Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Substitute On,Yellow Cards,Attempts from Set Pieces,Clearances Off the Line,GK Successful Distribution,Goal Kicks,Successful Launches,Total Big Chances Saved,Penalties Conceded,Second Goal Assists,Goals,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Right Foot Goals,Home Goals,Away Goals,Unsuccessful lay-offs,Last Player Tackle,Catches,Crosses not Claimed,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Hit Woodwork,Total Big Chances Scored,Left Foot Goals,Direct Setpiece Goals,Set Pieces Goals,Headed Goals,Penalty Goals Conceded,Straight Red Cards,Total Red Cards,Own Goal Scored,Other Goals,Penalties Taken,Penalty Goals,Foul Won Penalty,Saves made - caught,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Penalties Off Target
USA_MLS,2026,New York City Football Club,6sf0pdlzomnt3e1hlc4twyv4k,D. Baiera,Defender,38,1.0,1.0,,3.0,,3.0,,,4.0,,,1.0,3.0,3.0,,7.0,3.0,,3.0,,1.0,1.0,,2.0,2.0,,,,,4.0,,13.0,,2.0,1.0,,1.0,3.0,,,,,,,,,,,,10.0,8.0,2.0,10.0,,,,,1.0,21.0,1.0,,,,1.0,,4.0,13.0,,10.0,,3.0,3.0,16.0,,,,1.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS,2026,New York City Football Club,cwyml9l4tfvb4ceh8tv3au0wk,M. Carrizo,Midfielder,29,,,,2.0,,7.0,1.0,,6.0,,,,4.0,4.0,,11.0,1.0,,2.0,,,,,4.0,4.0,,,,,7.0,,18.0,,2.0,,,2.0,3.0,,,,,,,,,,1.0,1.0,17.0,9.0,8.0,16.0,,,,,1.0,20.0,2.0,,,,1.0,,4.0,18.0,,17.0,,,1.0,23.0,,1.0,1.0,2.0,,,2.0,,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,New York City Football Club,awp96m6ocmikoaymrrq3wps0k,N. Cavallo,Defender,2,7.0,3.0,4.0,5.0,,49.0,,1.0,30.0,2.0,,2.0,36.0,16.0,20.0,62.0,47.0,3.0,5.0,,4.0,4.0,,29.0,13.0,16.0,,5.0,2.0,11.0,,160.0,,16.0,9.0,3.0,13.0,55.0,2.0,,,4.0,,,,,2.0,1.0,5.0,139.0,62.0,79.0,136.0,4.0,8.0,,3.0,31.0,362.0,5.0,1.0,,9.0,4.0,2.0,40.0,162.0,,141.0,12.0,4.0,21.0,260.0,,3.0,3.0,2.0,,1.0,19.0,5.0,20.0,0.0,1.0,1.0,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS,2026,New York City Football Club,30vlwe98cix2oo2jdwvig5yj8,Arnau Farnós,Forward,87,2.0,1.0,1.0,6.0,,13.0,1.0,,13.0,,2.0,1.0,18.0,9.0,9.0,27.0,8.0,,6.0,,3.0,2.0,1.0,16.0,8.0,8.0,,,1.0,5.0,,38.0,,3.0,3.0,1.0,5.0,14.0,1.0,,1.0,1.0,1.0,,,,3.0,2.0,2.0,33.0,21.0,14.0,33.0,,1.0,,,1.0,85.0,6.0,1.0,,,,4.0,14.0,40.0,1.0,35.0,1.0,2.0,5.0,62.0,2.0,2.0,,3.0,,,5.0,2.0,5.0,0.0,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS,2026,New York City Football Club,eg5xrgue41p7yq97ge9iri99m,N. Fernández,Midfielder,7,17.0,12.0,5.0,14.0,2.0,112.0,9.0,1.0,227.0,,24.0,13.0,176.0,81.0,95.0,346.0,125.0,13.0,14.0,3.0,17.0,16.0,1.0,159.0,69.0,90.0,2.0,4.0,20.0,139.0,10.0,459.0,3.0,115.0,34.0,18.0,52.0,104.0,23.0,6.0,22.0,14.0,7.0,5.0,14.0,7.0,22.0,12.0,17.0,369.0,276.0,127.0,372.0,7.0,18.0,4.0,,10.0,1238.0,35.0,8.0,2.0,2.0,27.0,44.0,208.0,480.0,28.0,389.0,25.0,54.0,91.0,797.0,14.0,47.0,23.0,17.0,2.0,11.0,121.0,17.0,80.0,2.0,,4.0,6.0,,,,,,,1.0,9.0,6.0,6.0,3.0,3.0,7.0,2.0,4.0,,,,,,,,,,,,,1.0,3.0,5.0,2.0,2.0,1.0,2.0,,,,,1.0,1.0,2.0,,,,,
USA_MLS,2026,New York City Football Club,8jcyfhvczj2dw1gmxrmna2609,M. Freese,Goalkeeper,49,4.0,1.0,3.0,14.0,,,,,33.0,3.0,,,7.0,1.0,6.0,1.0,164.0,,14.0,,19.0,17.0,2.0,3.0,,3.0,,,,71.0,,277.0,,21.0,,,105.0,101.0,,1.0,,14.0,,,,,,,47.0,226.0,18.0,247.0,218.0,,,,,,1260.0,,,,7.0,,3.0,74.0,336.0,1.0,265.0,,1.0,71.0,489.0,,,,,47.0,68.0,47.0,24.0,3.0,0.0,,,,,111.0,38.0,14.0,6.0,,,,,,,,,,,,5.0,,,9.0,3.0,3.0,3.0,46.0,31.0,15.0,9.0,,,,,,,3.0,,,,,,,,1.0,,,,
USA_MLS,2026,New York City Football Club,3dt4cojmf1ahkayoeob2ryl4a,T. Gray,Defender,24,19.0,11.0,8.0,13.0,1.0,117.0,3.0,4.0,152.0,3.0,,1.0,97.0,36.0,61.0,132.0,267.0,6.0,13.0,1.0,14.0,13.0,1.0,78.0,25.0,53.0,2.0,15.0,9.0,278.0,,689.0,,78.0,19.0,9.0,67.0,56.0,10.0,2.0,4.0,13.0,4.0,,9.0,9.0,9.0,1.0,32.0,584.0,264.0,355.0,578.0,7.0,20.0,5.0,8.0,80.0,1127.0,9.0,2.0,,31.0,14.0,17.0,166.0,718.0,6.0,610.0,27.0,12.0,108.0,1009.0,,13.0,13.0,5.0,15.0,44.0,82.0,39.0,64.0,1.0,,2.0,,1.0,,,5.0,,,,1.0,1.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,
USA_MLS,2026,New York City Football Club,ba8jn58hziy0re6g9674jvh0,M. Jones,Forward,88,10.0,6.0,4.0,5.0,,10.0,1.0,1.0,17.0,,,2.0,34.0,19.0,15.0,48.0,9.0,,5.0,,2.0,2.0,,24.0,13.0,11.0,,,,5.0,4.0,36.0,,11.0,3.0,1.0,8.0,12.0,,2.0,5.0,1.0,1.0,,,,4.0,2.0,2.0,25.0,18.0,7.0,23.0,1.0,2.0,,,3.0,151.0,11.0,,2.0,3.0,2.0,4.0,31.0,36.0,7.0,25.0,3.0,14.0,11.0,89.0,,3.0,3.0,4.0,,1.0,11.0,3.0,10.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,New York City Football Club,btfy1un7vibi2pb5y6uxp9ck5,M. Moralez,Midfielder,10,19.0,15.0,4.0,14.0,6.0,164.0,2.0,,148.0,,21.0,3.0,89.0,41.0,48.0,300.0,183.0,7.0,14.0,6.0,15.0,14.0,1.0,70.0,26.0,44.0,1.0,4.0,23.0,129.0,8.0,562.0,,70.0,29.0,6.0,57.0,125.0,29.0,6.0,5.0,14.0,7.0,6.0,14.0,8.0,3.0,20.0,17.0,443.0,308.0,185.0,462.0,6.0,11.0,8.0,,6.0,1130.0,12.0,7.0,1.0,5.0,9.0,24.0,204.0,601.0,11.0,479.0,17.0,37.0,122.0,803.0,11.0,35.0,21.0,2.0,1.0,17.0,137.0,20.0,105.0,0.0,,1.0,1.0,,,,1.0,,,,1.0,,1.0,,1.0,1.0,0.0,2.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,
USA_MLS,2026,New York City Football Club,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,Midfielder,21,17.0,7.0,10.0,11.0,1.0,111.0,3.0,7.0,113.0,1.0,,4.0,100.0,43.0,57.0,126.0,182.0,10.0,11.0,1.0,15.0,13.0,2.0,83.0,36.0,47.0,1.0,13.0,3.0,156.0,,608.0,,45.0,20.0,11.0,39.0,176.0,4.0,1.0,1.0,11.0,5.0,,,,7.0,15.0,24.0,546.0,311.0,250.0,537.0,14.0,15.0,,,4.0,909.0,9.0,1.0,,18.0,18.0,11.0,95.0,625.0,2.0,561.0,29.0,6.0,64.0,785.0,,9.0,9.0,5.0,9.0,20.0,50.0,23.0,44.0,0.0,,2.0,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
