liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Passes Own Half,Successful Short Passes,Unsuccessful Crosses open play,Goal Assists,Shots Off Target (inc woodwork),Duels,Goals from Inside Box,Left Foot Goals,Ground Duels,Second Goal Assists,Successful Long Passes,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Hit Woodwork,Starts,Ground Duels won,Total Fouls Won,Clean Sheets,Aerial Duels,Goals Conceded Inside Box,Total Shots,Aerial Duels lost,Through balls,Yellow Cards,Unsuccessful Short Passes,Total Clearances,PutThrough/Blocked Distribution Won,Substitute Off,Aerial Duels won,Unsuccessful lay-offs,Total Passes,Penalty Goals Conceded,Goals from Outside Box,Total Touches In Opposition Box,Set Pieces Goals,Assists (Intentional),Foul Attempted Tackle,Interceptions,Successful Launches,PutThrough/Blocked Distribution,Foul Won Penalty,Tackles Won,Penalty Goals,Touches,Goals Conceded Outside Box,Time Played,Recoveries,Successful Corners into Box,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Lay-offs,Successful Open Play Passes,Penalties Taken,Duels won,Leftside Passes,Unsuccessful Passes Opposition Half,Goals,Successful Passes Opposition Half,Successful Passes Own Half,Total Tackles,Unsuccessful Corners into Box,Unsuccessful Long Passes,Backward Passes,Index,Blocked Shots,Times Tackled,Penalties Off Target,Total Losses Of Possession,Successful Crosses & Corners,Unsuccessful Crosses & Corners,Ground Duels lost,Duels lost,Total Fouls Conceded,Successful Dribbles,Shots On Target ( inc goals ),Unsuccessful Launches,Games Played,Successful Crosses open play,Blocks,Offsides,Throw Ins to Own Player,Attempts from Set Pieces,Open Play Passes,Key Passes (Attempt Assists),Tackles Lost,Appearances,Corners Won,Rightside Passes,Corners Taken (incl short corners),Unsuccessful Dribbles,Forward Passes,Home Goals,Away Goals,Winning Goal,Substitute On,Throw Ins to Opposition Player,Clearances Off the Line,Right Foot Goals,Penalties Conceded,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Handballs conceded,Straight Red Cards,Total Red Cards,Other Goals,Red Cards - 2nd Yellow,Crosses not Claimed,Last Man Tackle,Goalkeeper Smother,Saves made - caught,Penalties Saved,Penalties Faced,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves from Penalty,Punches,Headed Goals,Own Goal Scored
USA_MLS,2018,Atlanta United FC,bijr1ghojrxc61se7ebt72f9x,M. Almirón,Midfielder,10,34.0,1237.0,64.0,11.0,56.0,444.0,9.0,13.0,415.0,5.0,74.0,38.0,312.0,5.0,37.0,226.0,78.0,4.0,29.0,33.0,111.0,19.0,20.0,5.0,264.0,11.0,19.0,13.0,10.0,2.0,1623.0,6.0,4.0,178.0,1.0,11.0,28.0,28.0,2.0,74.0,3.0,54.0,4.0,2484.0,5.0,3153.0,196.0,17.0,1311.0,73.0,1220.0,5.0,236.0,312.0,377.0,13.0,1047.0,301.0,71.0,20.0,48.0,341.0,81.0,28.0,123.0,1.0,648.0,37.0,99.0,189.0,208.0,40.0,78.0,55.0,8.0,37.0,19.0,1.0,14.0,9.0,5.0,1532.0,68.0,17.0,37.0,49.0,525.0,90.0,69.0,445.0,9.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Atlanta United FC,f0fqjc9ziamgluwg9vi45d2vp,M. Ambrose,Defender,22,18.0,294.0,22.0,1.0,3.0,59.0,,,46.0,1.0,15.0,7.0,54.0,,8.0,29.0,5.0,3.0,13.0,6.0,3.0,6.0,2.0,1.0,38.0,11.0,11.0,2.0,7.0,,363.0,1.0,,14.0,,,2.0,8.0,3.0,18.0,,14.0,,534.0,1.0,731.0,38.0,,309.0,3.0,303.0,,36.0,21.0,58.0,,194.0,119.0,19.0,,16.0,82.0,55.0,3.0,6.0,,96.0,4.0,22.0,17.0,23.0,4.0,5.0,,10.0,9.0,4.0,2.0,1.0,48.0,,357.0,7.0,5.0,9.0,2.0,122.0,,2.0,138.0,0.0,0.0,0.0,1.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Atlanta United FC,9crw9og5xe70mc0m1etggpdk9,E. Barco,Midfielder,8,29.0,816.0,25.0,2.0,7.0,221.0,4.0,1.0,209.0,1.0,42.0,23.0,139.0,2.0,19.0,112.0,67.0,,12.0,19.0,17.0,10.0,11.0,2.0,129.0,,19.0,16.0,2.0,4.0,997.0,3.0,,62.0,,2.0,6.0,7.0,2.0,34.0,,10.0,,1370.0,4.0,1747.0,73.0,12.0,858.0,45.0,815.0,,114.0,180.0,165.0,4.0,672.0,204.0,13.0,21.0,10.0,233.0,97.0,4.0,64.0,,300.0,18.0,55.0,97.0,107.0,9.0,32.0,10.0,2.0,31.0,4.0,,3.0,11.0,2.0,954.0,54.0,3.0,31.0,13.0,366.0,50.0,30.0,218.0,2.0,2.0,1.0,12.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Atlanta United FC,61zjhp2dn7uy819kdei4qqqga,G. Bello,Defender,21,6.0,44.0,6.0,,1.0,20.0,1.0,1.0,15.0,,4.0,2.0,12.0,,2.0,12.0,2.0,,5.0,2.0,2.0,2.0,,,10.0,2.0,2.0,1.0,3.0,1.0,60.0,,,7.0,,,,3.0,1.0,4.0,,5.0,,106.0,,177.0,7.0,,48.0,1.0,48.0,,15.0,3.0,12.0,1.0,27.0,21.0,8.0,,2.0,14.0,100.0,,2.0,,22.0,,6.0,3.0,5.0,,2.0,1.0,1.0,3.0,,2.0,3.0,11.0,,60.0,1.0,3.0,3.0,1.0,30.0,,2.0,13.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Atlanta United FC,bkhfbvpl7ahh68a53d2ykqmll,A. Carleton,Midfielder,30,3.0,51.0,2.0,1.0,2.0,22.0,,,19.0,,4.0,3.0,16.0,,2.0,3.0,1.0,,3.0,3.0,5.0,1.0,,,14.0,,4.0,2.0,2.0,1.0,71.0,,,6.0,,1.0,2.0,,,7.0,,2.0,,107.0,,161.0,9.0,1.0,55.0,,53.0,,5.0,16.0,15.0,,31.0,25.0,2.0,,2.0,22.0,100.0,,10.0,,33.0,1.0,2.0,16.0,17.0,4.0,,3.0,,7.0,1.0,,,1.0,,69.0,2.0,,7.0,1.0,19.0,2.0,2.0,14.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Atlanta United FC,bj3zanm7fwttsy6stka2l84b9,P. Christensen,Goalkeeper,33,4.0,1.0,,,,1.0,,,1.0,,3.0,2.0,18.0,,,,,,,1.0,,,,,,,,,,,22.0,,,,,,,,1.0,,,,,24.0,1.0,53.0,4.0,,4.0,,2.0,,,1.0,14.0,,2.0,2.0,,,18.0,,1.0,,,,18.0,,,1.0,1.0,,,,7.0,1.0,,,,,,10.0,,,1.0,,,,,21.0,0.0,0.0,0.0,1.0,,,,,3.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Atlanta United FC,5tz98dy8lh2p8a7mq3x9uagnp,F. Escobar,Defender,2,83.0,848.0,27.0,1.0,12.0,314.0,3.0,2.0,204.0,,52.0,29.0,234.0,,25.0,108.0,19.0,7.0,110.0,27.0,17.0,44.0,,8.0,181.0,56.0,21.0,4.0,66.0,1.0,1134.0,2.0,,58.0,,,19.0,46.0,9.0,64.0,1.0,48.0,,1757.0,2.0,2238.0,127.0,,900.0,3.0,881.0,,174.0,452.0,178.0,3.0,468.0,438.0,68.0,,53.0,241.0,55.0,1.0,36.0,,363.0,6.0,27.0,96.0,140.0,41.0,23.0,5.0,34.0,27.0,6.0,4.0,2.0,180.0,,1112.0,17.0,20.0,27.0,8.0,68.0,,17.0,373.0,3.0,0.0,0.0,2.0,24.0,,1.0,1.0,,,,,6.0,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Atlanta United FC,60gkf96r9k634pwzeq9so14gl,G. Garza,Defender,4,39.0,380.0,38.0,1.0,4.0,108.0,1.0,1.0,80.0,2.0,10.0,19.0,116.0,,15.0,38.0,15.0,3.0,28.0,17.0,7.0,11.0,1.0,2.0,82.0,34.0,16.0,3.0,17.0,,506.0,2.0,,12.0,,1.0,8.0,19.0,3.0,30.0,1.0,9.0,,844.0,2.0,1369.0,53.0,,390.0,2.0,384.0,,55.0,21.0,115.0,1.0,260.0,140.0,23.0,,34.0,109.0,45.0,2.0,21.0,,200.0,10.0,38.0,42.0,53.0,15.0,2.0,3.0,25.0,16.0,10.0,3.0,1.0,98.0,,499.0,11.0,14.0,16.0,6.0,204.0,,8.0,172.0,1.0,0.0,0.0,1.0,6.0,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
USA_MLS,2018,Atlanta United FC,7ruqyuqr8iil24sejip7mremt,L. González Pírez,Defender,5,115.0,1471.0,3.0,1.0,8.0,389.0,1.0,,274.0,1.0,293.0,44.0,369.0,1.0,37.0,156.0,48.0,8.0,115.0,39.0,13.0,42.0,4.0,8.0,180.0,113.0,30.0,2.0,73.0,,2133.0,5.0,,26.0,,,34.0,88.0,11.0,49.0,1.0,66.0,,2683.0,5.0,3225.0,256.0,,1764.0,,1693.0,,229.0,336.0,257.0,1.0,765.0,1000.0,88.0,,189.0,146.0,92.0,2.0,27.0,,429.0,1.0,3.0,118.0,160.0,61.0,24.0,5.0,58.0,37.0,1.0,20.0,,12.0,,2046.0,11.0,22.0,37.0,3.0,754.0,,12.0,897.0,0.0,1.0,0.0,,1.0,,,,,,,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
USA_MLS,2018,Atlanta United FC,d1e82ijf1k8jt10dxrrqfslw5,J. Gressel,Midfielder,24,110.0,1120.0,106.0,13.0,28.0,371.0,4.0,,297.0,2.0,84.0,44.0,393.0,4.0,38.0,127.0,14.0,9.0,74.0,40.0,50.0,39.0,11.0,3.0,292.0,44.0,33.0,4.0,35.0,5.0,1597.0,6.0,,111.0,,9.0,30.0,52.0,4.0,93.0,,59.0,,2466.0,4.0,3395.0,237.0,6.0,1204.0,24.0,1185.0,,162.0,558.0,419.0,4.0,761.0,479.0,82.0,20.0,101.0,395.0,62.0,21.0,63.0,,679.0,36.0,136.0,170.0,209.0,43.0,32.0,22.0,41.0,38.0,29.0,4.0,6.0,153.0,,1575.0,52.0,23.0,38.0,45.0,153.0,37.0,23.0,491.0,4.0,0.0,3.0,,24.0,,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
