liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Goals Conceded Inside Box,Starts,Appearances,Index,Goals Conceded,Games Played,Substitute Off,Yellow Cards,Substitute On,Goals,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Open Play Passes,Successful Passes Opposition Half,Aerial Duels lost,Total Passes,Touches,Total Touches In Opposition Box,Successful Long Passes,Duels,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Saves Made,GK Successful Distribution,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Successful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Unsuccessful Passes Own Half,Catches,Forward Passes,Saves Made from Outside Box,Saves made - parried,Total Clearances,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Throw Ins to Own Player,Backward Passes,Interceptions,Penalties Conceded,Successful Launches,Corners Won,Total Tackles,Total Fouls Conceded,Foul Attempted Tackle,Ground Duels,Duels won,Total Fouls Won,Aerial Duels won,Ground Duels lost,Tackles Won,Ground Duels won,Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Tackles Lost,PutThrough/Blocked Distribution,Blocks,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Total Shots,Handballs conceded,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Shots On Target ( inc goals ),Unsuccessful Corners into Box,Attempts from Set Pieces,Successful Crosses open play,Successful Dribbles,Throw Ins to Opposition Player,Successful Lay-offs,Right Foot Goals,Unsuccessful Dribbles,Goals from Inside Box,Penalties Taken,Penalty Goals,Hit Woodwork,Foul Won Penalty,Offsides,Through balls,Goals Conceded Outside Box,Assists (Intentional),Goal Assists,Unsuccessful lay-offs,Punches,Drops,Headed Goals,Left Foot Goals,Clean Sheets,Goals from Outside Box,Penalties Off Target,Goalkeeper Smother,Clearances Off the Line,Set Pieces Goals,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks,Second Goal Assists,Own Goal Scored,Other Goals,Last Man Tackle
USA_US_Open_Cup,2017,Colorado Springs Switchbacks FC,8seos5fbgkncxtt4jvu2z6pd5,R. Argueta,Midfielder,14.0,101.0,1.0,1.0,2.0,10.0,2.0,2.0,,,1.0,,,,,41.0,13.0,2.0,41.0,46.0,,3.0,5.0,10.0,33.0,33.0,3.0,3.0,,,3.0,3.0,12.0,20.0,5.0,30.0,8.0,9.0,1.0,7.0,7.0,3.0,,13.0,,,,,,,,,9.0,,,1.0,,1.0,,,2.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Colorado Springs Switchbacks FC,bdyua3czdfzepscmyde5b0wr9,C. Bevans,Defender,22.0,180.0,1.0,2.0,2.0,10.0,2.0,2.0,,,,,,,,22.0,7.0,1.0,22.0,36.0,2.0,2.0,7.0,4.0,13.0,13.0,1.0,4.0,,,,3.0,12.0,6.0,6.0,11.0,9.0,5.0,,8.0,2.0,2.0,,9.0,,,1.0,,,,,,4.0,2.0,,,1.0,2.0,1.0,1.0,6.0,3.0,1.0,,3.0,1.0,3.0,1.0,1.0,1.0,2.0,,1.0,3.0,3.0,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Colorado Springs Switchbacks FC,2f5x1j9yg8vk1y4kjs11cvt1x,J. Burt,Defender,44.0,90.0,1.0,1.0,1.0,10.0,2.0,1.0,,1.0,,1.0,,,,31.0,12.0,1.0,32.0,53.0,3.0,2.0,7.0,16.0,21.0,22.0,1.0,5.0,,,2.0,3.0,14.0,10.0,7.0,20.0,10.0,,,8.0,1.0,2.0,,12.0,,,2.0,,,,,11.0,4.0,,,,,1.0,1.0,1.0,6.0,2.0,,,4.0,,2.0,,,1.0,1.0,,,,1.0,,,,1.0,,1.0,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Colorado Springs Switchbacks FC,ahjtp7um34pew5mkok8ykruuh,J. Cawsey,Midfielder,16.0,180.0,1.0,2.0,2.0,10.0,2.0,2.0,,2.0,,,,,,31.0,9.0,,31.0,37.0,,4.0,9.0,9.0,20.0,20.0,,5.0,,,5.0,6.0,12.0,11.0,5.0,16.0,11.0,8.0,,5.0,2.0,6.0,,10.0,,,,,,,,,4.0,,,,,3.0,3.0,3.0,9.0,4.0,1.0,,5.0,2.0,4.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Colorado Springs Switchbacks FC,e33ij8055sw0zetmuuhzftvqh,D. Eboussi,Defender,3.0,149.0,,2.0,2.0,10.0,,2.0,1.0,,,,,,,19.0,1.0,,21.0,31.0,,2.0,6.0,10.0,16.0,17.0,,3.0,,,4.0,4.0,4.0,16.0,,15.0,4.0,1.0,,4.0,2.0,,,8.0,,,3.0,,,,,,2.0,1.0,,1.0,,2.0,2.0,1.0,6.0,3.0,1.0,,3.0,2.0,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Colorado Springs Switchbacks FC,640e3ewy8ugycjqj7vjq8l5ux,K. Frater,Forward,11.0,113.0,1.0,1.0,2.0,10.0,2.0,2.0,1.0,,1.0,1.0,,,,8.0,4.0,1.0,9.0,24.0,4.0,2.0,12.0,2.0,6.0,7.0,1.0,3.0,,,,,6.0,3.0,2.0,5.0,2.0,1.0,1.0,3.0,4.0,,,4.0,,,,,,,,,2.0,,,,,1.0,,,11.0,9.0,3.0,,2.0,1.0,9.0,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,5.0,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Colorado Springs Switchbacks FC,3iqri54vs8su82975famdwdex,D. Gutierrez,Defender,13.0,90.0,,1.0,1.0,10.0,,1.0,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Colorado Springs Switchbacks FC,8gr43i2r6fzpvczv8kdmzgjc9,D. Jackson,Goalkeeper,12.0,180.0,1.0,2.0,2.0,10.0,2.0,2.0,,,,,,,,7.0,4.0,,26.0,37.0,,4.0,,4.0,6.0,11.0,,,2.0,9.0,2.0,15.0,15.0,7.0,,7.0,15.0,2.0,,13.0,10.0,2.0,1.0,20.0,2.0,1.0,,,,,10.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Colorado Springs Switchbacks FC,9xvzmg6z1ykygrja2izdaadih,J. Jones,Forward,77.0,33.0,,,2.0,10.0,,2.0,,,2.0,,,,,1.0,1.0,,1.0,3.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Colorado Springs Switchbacks FC,eg4f77wp7n1zrkuspnifski5l,Kim Tae-Seong,Midfielder,35.0,174.0,1.0,2.0,2.0,10.0,2.0,2.0,1.0,1.0,,,,,,21.0,13.0,,21.0,27.0,1.0,4.0,3.0,3.0,20.0,20.0,,2.0,,,,,2.0,7.0,1.0,16.0,1.0,9.0,1.0,1.0,3.0,,,6.0,,,,,,,,,3.0,,,,,1.0,1.0,,3.0,1.0,,,2.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
