root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Open Play Passes,Corners Won,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Interceptions,Ground Duels won,Substitute On,Blocks,Successful Lay-offs,Goals,Successful Crosses & Corners,Yellow Cards,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Successful Dribbles,Total Shots,Successful Corners into Box,Blocked Shots,PutThrough/Blocked Distribution,Corners Taken (incl short corners),Goals from Outside Box,Total Touches In Opposition Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Total Fouls Won,Unsuccessful Dribbles,Left Foot Goals,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goal Assists,Through balls,Tackles Lost,Shots Off Target (inc woodwork),Substitute Off,Saves Made,GK Successful Distribution,Successful Launches,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Offsides,Unsuccessful lay-offs,Successful Crosses open play,Goals from Inside Box,Right Foot Goals,Other Goals,Clearances Off the Line,Hit Woodwork,Headed Goals,Penalties Taken,Goalkeeper Smother,Penalty Goals Conceded,Crosses not Claimed,Penalties Saved,Penalties Faced,Saves from Penalty,Penalties Conceded,Total Red Cards,Straight Red Cards,Set Pieces Goals,Penalty Goals,Red Cards - 2nd Yellow,Own Goal Scored,Second Goal Assists,Foul Won Penalty
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Costa Rica,Costa_Rica,c9tlhc4q94mdlvjwgnl6fono5,J. Acosta,Defender,2,1.0,360.0,9.0,167.0,1.0,16.0,30.0,5.0,12.0,2.0,28.0,123.0,4.0,7.0,172.0,4.0,143.0,2.0,19.0,52.0,1.0,17.0,2.0,10.0,4.0,4.0,215.0,4.0,2.0,13.0,42.0,10.0,7.0,10.0,1.0,16.0,5.0,3.0,2.0,4.0,7.0,62.0,149.0,153.0,3.0,2.0,3.0,9.0,5.0,6.0,,1.0,,,,,5.0,1.0,1.0,1.0,,,5.0,1.0,,,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Costa Rica,Costa_Rica,5bstk01n6ztaxsklnka1sl3h1,R. Azofeifa,Midfielder,14,,80.0,,44.0,,2.0,14.0,2.0,6.0,2.0,14.0,24.0,2.0,5.0,47.0,,30.0,,11.0,12.0,4.0,12.0,,3.0,1.0,1.0,57.0,2.0,,2.0,18.0,10.0,2.0,6.0,,4.0,1.0,1.0,2.0,2.0,,15.0,34.0,36.0,2.0,,2.0,2.0,,2.0,1.0,,1.0,,2.0,,,1.0,,1.0,2.0,,,4.0,,,1.0,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Costa Rica,Costa_Rica,8vjv4ix1zqi58118r6tyqhhhx,F. Calvo,Defender,15,6.0,450.0,28.0,197.0,3.0,20.0,73.0,10.0,18.0,6.0,75.0,75.0,14.0,35.0,201.0,6.0,133.0,2.0,53.0,93.0,4.0,49.0,3.0,29.0,5.0,10.0,317.0,5.0,1.0,39.0,82.0,10.0,39.0,15.0,19.0,64.0,12.0,3.0,6.0,5.0,19.0,6.0,145.0,148.0,25.0,3.0,11.0,25.0,15.0,20.0,,1.0,2.0,1.0,,,1.0,1.0,1.0,7.0,,,3.0,,,13.0,4.0,,5.0,2.0,,,,,,1.0,3.0,3.0,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Costa Rica,Costa_Rica,bzb96y82gcod1quxxvz6csvyt,J. Campbell,Forward,12,,79.0,1.0,22.0,1.0,8.0,10.0,,,2.0,8.0,10.0,2.0,3.0,23.0,1.0,18.0,,3.0,1.0,,4.0,,4.0,1.0,,41.0,2.0,1.0,12.0,7.0,10.0,6.0,2.0,,14.0,,,1.0,2.0,6.0,7.0,20.0,20.0,2.0,,2.0,8.0,1.0,6.0,1.0,1.0,5.0,,,,1.0,,1.0,2.0,,1.0,1.0,1.0,,,,1.0,3.0,2.0,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Costa Rica,Costa_Rica,c18kxcijnj6h4hjsmdm38k3x1,D. Carvajal,Goalkeeper,23,,90.0,,11.0,,,,2.0,3.0,,3.0,18.0,,,21.0,,16.0,,3.0,2.0,,3.0,,4.0,1.0,,23.0,1.0,,,9.0,10.0,,2.0,,,,,,1.0,,10.0,10.0,18.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Costa Rica,Costa_Rica,2earc7j2kp3tveehpnxtv1exh,C. Gamboa,Defender,16,2.0,163.0,6.0,49.0,1.0,6.0,15.0,2.0,3.0,2.0,14.0,27.0,11.0,5.0,50.0,5.0,36.0,1.0,8.0,1.0,1.0,9.0,2.0,9.0,2.0,1.0,81.0,2.0,4.0,22.0,20.0,10.0,16.0,6.0,1.0,25.0,2.0,1.0,2.0,2.0,7.0,23.0,41.0,42.0,3.0,1.0,6.0,9.0,1.0,15.0,,,1.0,,,1.0,,,1.0,,,,1.0,,,,,,3.0,1.0,,,1.0,,,,5.0,,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Costa Rica,Costa_Rica,5h4u3lqd2vmi373fi8ajsaimt,G. González,Defender,3,,450.0,9.0,258.0,,5.0,73.0,9.0,22.0,3.0,53.0,152.0,9.0,24.0,271.0,4.0,199.0,2.0,46.0,30.0,1.0,31.0,4.0,18.0,5.0,15.0,338.0,5.0,2.0,18.0,122.0,10.0,21.0,26.0,10.0,31.0,21.0,3.0,,5.0,7.0,114.0,212.0,225.0,13.0,3.0,5.0,10.0,10.0,11.0,,5.0,,,,2.0,,1.0,,2.0,,,,,,3.0,,,2.0,,,,,,,,4.0,2.0,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Costa Rica,Costa_Rica,bfztougycy8o4uslyamsetvx1,K. Gutiérrez,Defender,5,1.0,200.0,1.0,126.0,,8.0,41.0,2.0,7.0,2.0,25.0,71.0,3.0,9.0,128.0,3.0,102.0,1.0,16.0,54.0,,12.0,1.0,6.0,2.0,5.0,160.0,4.0,,8.0,40.0,10.0,6.0,10.0,2.0,12.0,4.0,2.0,1.0,4.0,4.0,26.0,110.0,112.0,4.0,1.0,3.0,6.0,6.0,4.0,2.0,,1.0,,,1.0,4.0,1.0,,,,1.0,6.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Costa Rica,Costa_Rica,2r9j2cp5okpsf1t0gq562tgwl,D. Guzmán,Midfielder,20,3.0,357.0,,205.0,8.0,24.0,92.0,4.0,14.0,4.0,60.0,101.0,10.0,15.0,215.0,12.0,156.0,2.0,29.0,52.0,6.0,43.0,,20.0,4.0,4.0,285.0,5.0,7.0,42.0,75.0,10.0,19.0,30.0,2.0,48.0,3.0,2.0,18.0,5.0,25.0,64.0,178.0,186.0,6.0,2.0,6.0,29.0,2.0,17.0,1.0,,4.0,,7.0,1.0,3.0,,1.0,5.0,7.0,1.0,5.0,20.0,,2.0,3.0,2.0,6.0,2.0,,12.0,,1.0,1.0,,4.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Costa Rica,Costa_Rica,4opdmydrp8rdcgeq3r1qlh5ud,J. Leitón,Forward,25,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,10.0,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
