liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution,Successful Lay-offs,Successful Passes Own Half,Starts,Successful Short Passes,Touches,Total Fouls Conceded,Duels won,Duels lost,Tackles Won,Total Tackles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Interceptions,Shots On Target ( inc goals ),Successful Long Passes,PutThrough/Blocked Distribution Won,Unsuccessful Passes Own Half,Total Clearances,Goals,Successful Crosses open play,Total Losses Of Possession,Substitute Off,Offsides,Aerial Duels won,Clean Sheets,Blocked Shots,Goals from Inside Box,Unsuccessful Crosses & Corners,Ground Duels won,Backward Passes,Tackles Lost,Handballs conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Dribbles,Total Shots,Unsuccessful Passes Opposition Half,Goals Conceded Outside Box,Aerial Duels lost,Successful Passes Opposition Half,Unsuccessful lay-offs,Throw Ins to Own Player,Leftside Passes,Goals Conceded Inside Box,Key Passes (Attempt Assists),Goals Conceded,Total Touches In Opposition Box,Unsuccessful Crosses open play,Appearances,Blocks,GK Successful Distribution,Yellow Cards,Open Play Passes,Times Tackled,Ground Duels lost,Right Foot Goals,Rightside Passes,Unsuccessful Long Passes,Forward Passes,Successful Crosses & Corners,Successful Dribbles,Unsuccessful Launches,Successful Open Play Passes,Headed Goals,Time Played,Goal Kicks,Duels,Recoveries,Unsuccessful Short Passes,Substitute On,Total Fouls Won,Foul Attempted Tackle,Total Passes,Corners Won,Games Played,Penalty Goals Conceded,Index,Aerial Duels,Ground Duels,Home Goals,Away Goals,Winning Goal,Foul Won Penalty,Throw Ins to Opposition Player,Total Red Cards,Red Cards - 2nd Yellow,Successful Launches,Straight Red Cards,Overruns,Hit Woodwork,Penalties Conceded,Attempts from Set Pieces,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Assists (Intentional),Goal Assists,Goals from Outside Box,Penalties Faced,Saves Made,Catches,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made from Outside Box,Left Foot Goals,Through balls,Last Player Tackle,Second Goal Assists,Penalties Taken,Penalty Goals,Goalkeeper Smother,Saves from Penalty,Penalties Saved,Saves made - parried,Punches,Drops,Clearances Off the Line,Own Goal Scored,Saves made - caught,Crosses not Claimed,Penalties Off Target,Set Pieces Goals
Mexico_Liga_MX,2024-2025,Club Santos Laguna,apsv0c0r1zc7q3bjqex8033kl,J. Abella,Defender,13,29.0,,273.0,17.0,491.0,1107.0,10.0,84.0,54.0,22.0,35.0,134.0,1.0,20.0,2.0,37.0,8.0,34.0,64.0,,16.0,250.0,1.0,1.0,28.0,1.0,2.0,,51.0,56.0,101.0,13.0,,528.0,4.0,3.0,151.0,5.0,18.0,278.0,,108.0,234.0,31.0,19.0,36.0,17.0,34.0,17.0,8.0,,2.0,625.0,8.0,36.0,,42.0,54.0,285.0,23.0,5.0,29.0,495.0,,1511.0,,138.0,64.0,80.0,,17.0,5.0,662.0,12.0,17.0,1.0,10.0,46.0,92.0,,,0.0,,37.0,,,6.0,,,,,2.0,17.0,7.0,6.0,2.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Santos Laguna,cs0ukx1l3r8kdyn8iu26qupyh,C. Acevedo,Goalkeeper,1,,,285.0,17.0,232.0,677.0,,5.0,1.0,,,152.0,1.0,,,113.0,,31.0,17.0,,,153.0,,,4.0,1.0,,,,1.0,,,,345.0,,1.0,121.0,5.0,,60.0,,,107.0,31.0,1.0,36.0,1.0,,17.0,,197.0,,258.0,,1.0,,86.0,147.0,304.0,,,69.0,189.0,,1530.0,150.0,6.0,143.0,5.0,,1.0,,497.0,,17.0,1.0,10.0,4.0,2.0,,,0.0,,,,,30.0,,,,,1.0,,,,,,,2.0,64.0,10.0,41.0,38.0,22.0,,,,,,,1.0,1.0,1.0,21.0,6.0,1.0,,,1.0,,,
Mexico_Liga_MX,2024-2025,Club Santos Laguna,e8c2o47zyuqa07lcrgzusn97u,B. Amione,Defender,2,8.0,,145.0,7.0,205.0,399.0,4.0,52.0,15.0,4.0,15.0,54.0,,10.0,2.0,10.0,3.0,19.0,36.0,,1.0,61.0,2.0,,25.0,,1.0,,1.0,27.0,21.0,11.0,,215.0,,2.0,36.0,1.0,7.0,71.0,,20.0,39.0,14.0,2.0,15.0,7.0,1.0,9.0,4.0,1.0,,260.0,,8.0,,90.0,23.0,119.0,1.0,2.0,7.0,206.0,,669.0,1.0,67.0,21.0,31.0,2.0,11.0,1.0,269.0,1.0,9.0,1.0,10.0,32.0,35.0,,,0.0,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Santos Laguna,9h4vvepqxghptj4mak1v8nsnp,P. Aquino,Midfielder,18,6.0,,61.0,4.0,118.0,201.0,2.0,14.0,14.0,3.0,4.0,27.0,,2.0,2.0,9.0,2.0,10.0,11.0,,,37.0,4.0,,4.0,,,,2.0,10.0,9.0,1.0,1.0,127.0,,2.0,19.0,,6.0,66.0,,1.0,43.0,8.0,1.0,8.0,,2.0,6.0,3.0,,,143.0,4.0,8.0,,44.0,6.0,58.0,,,1.0,116.0,,269.0,,28.0,21.0,21.0,2.0,6.0,1.0,154.0,1.0,6.0,1.0,10.0,10.0,18.0,,,0.0,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Santos Laguna,37o5u5tdd456debmeepgcxb3e,B. Barticciotto,Forward,32,10.0,9.0,46.0,8.0,104.0,280.0,13.0,28.0,56.0,3.0,8.0,46.0,11.0,2.0,10.0,7.0,4.0,6.0,6.0,6.0,,89.0,4.0,3.0,8.0,,4.0,5.0,1.0,20.0,51.0,5.0,1.0,111.0,3.0,21.0,41.0,1.0,20.0,65.0,3.0,5.0,35.0,13.0,8.0,14.0,44.0,1.0,10.0,2.0,,2.0,140.0,19.0,36.0,1.0,34.0,2.0,37.0,,8.0,2.0,94.0,1.0,670.0,,84.0,21.0,44.0,2.0,4.0,7.0,157.0,4.0,10.0,,10.0,28.0,56.0,4.0,2.0,1.0,,1.0,,,,,3.0,,,,,,,,,1.0,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Santos Laguna,1s6iiyybed5a643wiv9x7ui5m,J. Carrillo,Midfielder,9,10.0,9.0,78.0,5.0,222.0,430.0,9.0,69.0,40.0,5.0,10.0,31.0,5.0,1.0,4.0,16.0,2.0,4.0,1.0,,2.0,84.0,3.0,,4.0,,4.0,,22.0,65.0,55.0,5.0,1.0,238.0,14.0,9.0,49.0,2.0,9.0,168.0,1.0,1.0,57.0,13.0,13.0,15.0,14.0,8.0,13.0,,,1.0,251.0,19.0,31.0,,92.0,3.0,65.0,8.0,24.0,1.0,223.0,,530.0,,109.0,29.0,28.0,8.0,31.0,6.0,269.0,7.0,13.0,1.0,10.0,13.0,96.0,,,0.0,,,,,2.0,,1.0,1.0,,1.0,16.0,10.0,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Santos Laguna,ealbewi58py5p8xqb3m77f47o,S. Carrillo,Forward,191,2.0,3.0,15.0,3.0,34.0,75.0,5.0,13.0,25.0,1.0,1.0,10.0,3.0,,,,,,1.0,,,22.0,2.0,2.0,6.0,,1.0,,,7.0,17.0,,,34.0,2.0,3.0,10.0,,15.0,19.0,1.0,,9.0,5.0,,5.0,10.0,,4.0,,,1.0,40.0,4.0,10.0,,13.0,2.0,5.0,,2.0,1.0,30.0,,225.0,,38.0,2.0,8.0,1.0,5.0,2.0,44.0,,4.0,,10.0,21.0,17.0,,,0.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Santos Laguna,cokcgvk1xyhtxyrs6kdij6al0,M. Cordero,Forward,200,,,,,2.0,8.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,3.0,,,,,,,,1.0,,1.0,,2.0,1.0,,1.0,,,2.0,,,2.0,,,,2.0,,1.0,,,,3.0,1.0,1.0,,,,1.0,,,,2.0,,9.0,,2.0,,1.0,1.0,,,3.0,,1.0,,10.0,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Santos Laguna,3oj41up7cc77o5qj3i65szemt,C. Dájome,Forward,7,24.0,5.0,29.0,9.0,99.0,287.0,13.0,44.0,64.0,8.0,14.0,34.0,3.0,4.0,4.0,3.0,11.0,9.0,4.0,,1.0,90.0,7.0,6.0,9.0,,6.0,,14.0,35.0,38.0,6.0,1.0,102.0,8.0,7.0,39.0,1.0,15.0,74.0,1.0,5.0,52.0,12.0,4.0,13.0,21.0,14.0,12.0,1.0,,,133.0,20.0,49.0,,17.0,3.0,29.0,1.0,5.0,3.0,99.0,,689.0,,108.0,21.0,31.0,3.0,16.0,9.0,136.0,11.0,12.0,,10.0,24.0,84.0,,,0.0,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Santos Laguna,8axmwhckyu87l2shcwptsl3pw,E. Echeverría,Defender,17,42.0,1.0,141.0,12.0,280.0,717.0,13.0,40.0,49.0,11.0,16.0,98.0,3.0,7.0,1.0,16.0,14.0,30.0,30.0,,9.0,198.0,1.0,1.0,11.0,1.0,5.0,,44.0,29.0,74.0,5.0,,296.0,12.0,4.0,112.0,5.0,4.0,164.0,,93.0,17.0,25.0,10.0,30.0,25.0,44.0,14.0,2.0,,4.0,384.0,20.0,45.0,,129.0,27.0,174.0,9.0,6.0,15.0,286.0,,1093.0,,89.0,51.0,71.0,2.0,7.0,4.0,394.0,13.0,14.0,1.0,10.0,15.0,74.0,,,0.0,,7.0,,,3.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
