liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Throw Ins to Opposition Player,Offsides,Goals,Right Foot Goals,Yellow Cards,Successful Corners into Box,Left Foot Goals,Foul Won Penalty,Handballs conceded,Goals from Inside Box,Penalties Taken,Penalty Goals,Penalties Conceded,Total Red Cards,Straight Red Cards,Unsuccessful lay-offs,Headed Goals,Saves Made,GK Successful Distribution,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Clearances Off the Line,Penalty Goals Conceded,Winning Goal,Times Tackled,Overruns,Own Goal Scored,Second Goal Assists,Home Goals,Away Goals,Saves from Penalty,Penalties Saved,Goal Kicks,Goals from Outside Box,Goalkeeper Smother,Crosses not Claimed,Red Cards - 2nd Yellow,Set Pieces Goals,Last Player Tackle,Penalties Off Target,Other Goals
Mexico_Liga_MX,2018-2019,CD Tiburones Rojos de Veracruz,b3gzwpdhc43oz9u4ihkqgug2d,J. Abrigo,Midfielder,10,2.0,419.0,4.0,8.0,,1.0,131.0,6.0,36.0,2.0,77.0,,6.0,3.0,1.0,1.0,4.0,83.0,33.0,2.0,21.0,135.0,4.0,8.0,4.0,100.0,11.0,6.0,27.0,31.0,5.0,33.0,2.0,18.0,4.0,5.0,6.0,246.0,12.0,12.0,5.0,1.0,67.0,26.0,9.0,10.0,30.0,5.0,1.0,8.0,1.0,21.0,3.0,11.0,74.0,1.0,12.0,12.0,12.0,10.0,,,40.0,42.0,106.0,108.0,7.0,,,1.0,1.0,44.0,1.0,2.0,27.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,0.0,29.0,1.0,,,1.0,0.0,,,,1.0,,,,,,,
Mexico_Liga_MX,2018-2019,CD Tiburones Rojos de Veracruz,isuzho4qta4qz3iafqygbqei,M. Barra,Forward,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CD Tiburones Rojos de Veracruz,4gj4kg5ox3tl0kci4cz2wvbo5,L. Caicedo,Defender,4,,714.0,1.0,,,8.0,228.0,,8.0,,48.0,17.0,29.0,3.0,,5.0,16.0,69.0,129.0,14.0,32.0,238.0,,17.0,4.0,152.0,16.0,1.0,61.0,38.0,1.0,43.0,1.0,45.0,8.0,4.0,18.0,332.0,,8.0,11.0,5.0,43.0,127.0,3.0,10.0,27.0,1.0,,25.0,,3.0,6.0,2.0,65.0,37.0,21.0,,8.0,,,1.0,22.0,65.0,167.0,177.0,22.0,1.0,1.0,1.0,10.0,38.0,4.0,7.0,21.0,,,,,3.0,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,2.0,0.0,4.0,,,,,,,,,,,,1.0,,,,
Mexico_Liga_MX,2018-2019,CD Tiburones Rojos de Veracruz,al3ls8yq5tgr0ss8vdea84ogl,B. Carrasco,Midfielder,7,40.0,1182.0,38.0,2.0,11.0,3.0,353.0,15.0,71.0,13.0,162.0,7.0,13.0,6.0,1.0,7.0,11.0,195.0,124.0,17.0,77.0,363.0,6.0,17.0,6.0,260.0,27.0,8.0,90.0,22.0,10.0,124.0,3.0,60.0,14.0,22.0,18.0,613.0,10.0,16.0,7.0,1.0,94.0,113.0,18.0,10.0,43.0,7.0,,13.0,11.0,19.0,2.0,11.0,107.0,6.0,34.0,52.0,16.0,8.0,,1.0,53.0,157.0,265.0,273.0,13.0,,1.0,,11.0,64.0,6.0,10.0,41.0,9.0,1.0,4.0,4.0,3.0,2.0,,,,4.0,3.0,3.0,,,,1.0,,,,,,,,,,,,,,4.0,0.0,28.0,3.0,,,1.0,3.0,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CD Tiburones Rojos de Veracruz,9jk0ae6wgso9znkuk6uyizpat,W. Cartagena,Midfielder,16,2.0,884.0,2.0,1.0,1.0,1.0,364.0,2.0,38.0,,141.0,3.0,14.0,8.0,4.0,5.0,7.0,93.0,173.0,30.0,45.0,373.0,4.0,22.0,8.0,284.0,17.0,6.0,59.0,123.0,5.0,43.0,,60.0,11.0,22.0,18.0,513.0,,12.0,12.0,1.0,102.0,125.0,5.0,10.0,62.0,2.0,,30.0,,16.0,9.0,6.0,118.0,7.0,22.0,2.0,12.0,,,,49.0,87.0,305.0,314.0,16.0,2.0,,2.0,21.0,56.0,9.0,11.0,53.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,18.0,2.0,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CD Tiburones Rojos de Veracruz,85436l5up2xc6myludcmq2191,D. Chávez,Midfielder,22,12.0,1248.0,4.0,4.0,15.0,,265.0,15.0,74.0,2.0,139.0,3.0,6.0,5.0,13.0,8.0,46.0,180.0,80.0,19.0,54.0,277.0,6.0,24.0,8.0,211.0,27.0,23.0,60.0,92.0,14.0,52.0,5.0,52.0,13.0,15.0,20.0,506.0,,17.0,18.0,1.0,123.0,55.0,53.0,10.0,51.0,10.0,,6.0,2.0,8.0,20.0,38.0,189.0,9.0,35.0,12.0,17.0,,1.0,1.0,92.0,56.0,209.0,217.0,66.0,,1.0,,13.0,138.0,6.0,6.0,31.0,,8.0,2.0,1.0,2.0,,,,2.0,2.0,,,,,,2.0,1.0,,,,,,,,,,,,,4.0,1.0,62.0,8.0,,,2.0,0.0,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CD Tiburones Rojos de Veracruz,dxt1xcie2v850yedug19zuoyx,J. Chávez,Forward,90,,4.0,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,2.0,,1.0,,,1.0,,,10.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CD Tiburones Rojos de Veracruz,65yv5s9uau2mfo8h4auhavdn9,H. Cid,Defender,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CD Tiburones Rojos de Veracruz,b2ju0ey2ikqc7g8gndf2kjg7p,C. Esquivel,Forward,7,5.0,384.0,5.0,7.0,4.0,,162.0,1.0,38.0,3.0,88.0,1.0,5.0,3.0,4.0,3.0,3.0,34.0,60.0,4.0,15.0,165.0,3.0,2.0,,142.0,9.0,4.0,20.0,42.0,7.0,19.0,2.0,17.0,3.0,7.0,6.0,208.0,1.0,10.0,1.0,,18.0,34.0,1.0,10.0,8.0,,,3.0,2.0,1.0,3.0,2.0,24.0,1.0,12.0,5.0,10.0,,,1.0,13.0,51.0,142.0,145.0,6.0,,1.0,,3.0,16.0,1.0,4.0,5.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,6.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CD Tiburones Rojos de Veracruz,c6mn8nsx1djyybi6vs3wvd6qy,R. Fulgencio,Midfielder,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
