liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Yellow Cards,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Substitute On,Successful Lay-offs,Successful Launches,Goals,Corners Won,Successful Crosses & Corners,Unsuccessful Launches,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Set Pieces Goals,Substitute Off,Successful Corners into Box,Blocked Shots,Throw Ins to Opposition Player,Corners Taken (incl short corners),Goals from Outside Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Crosses open play,Aerial Duels won,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Tackles Lost,Handballs conceded,Clean Sheets,Through balls,Right Foot Goals,Goals from Inside Box,Unsuccessful lay-offs,Offsides,Foul Won Penalty,Hit Woodwork,Penalties Taken,Penalty Goals,Own Goal Scored,Total Red Cards,Straight Red Cards,Headed Goals,Last Man Tackle,Second Goal Assists,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Penalties Saved,Drops,Saves from Penalty,Red Cards - 2nd Yellow,Penalties Off Target,Other Goals,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks
USA_USL_Championship,2019,Saint Louis FC,59jjjg7xpmbjhsbqnlyvi63f9,G. Abend,Midfielder,12,4.0,1287.0,1.0,629.0,63.0,251.0,5.0,35.0,8.0,21.0,176.0,247.0,20.0,104.0,2.0,637.0,12.0,10.0,466.0,10.0,9.0,139.0,165.0,4.0,104.0,84.0,14.0,15.0,39.0,814.0,19.0,7.0,6.0,85.0,234.0,11.0,10.0,68.0,32.0,17.0,4.0,129.0,23.0,12.0,4.0,19.0,40.0,175.0,490.0,498.0,44.0,15.0,61.0,18.0,45.0,5.0,,2.0,,1.0,,17.0,6.0,2.0,,4.0,,3.0,,,,1.0,,,23.0,,,,1.0,5.0,1.0,6.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,Saint Louis FC,7v93ogrpydx7dtpxc4k0ecez9,M. Bahner,Defender,2,43.0,2180.0,193.0,866.0,150.0,300.0,3.0,74.0,3.0,30.0,366.0,352.0,27.0,156.0,1.0,870.0,18.0,10.0,590.0,29.0,7.0,230.0,79.0,10.0,197.0,97.0,23.0,37.0,76.0,1427.0,27.0,8.0,6.0,95.0,360.0,18.0,10.0,92.0,50.0,10.0,7.0,171.0,62.0,32.0,43.0,27.0,49.0,281.0,636.0,640.0,76.0,22.0,79.0,25.0,46.0,4.0,,12.0,1.0,12.0,12.0,40.0,11.0,3.0,,2.0,,4.0,61.0,,1.0,4.0,,12.0,46.0,1.0,,2.0,3.0,5.0,2.0,8.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,
USA_USL_Championship,2019,Saint Louis FC,1duvhfmmow05y84nlg49c1vbp,T. Blackwood,Forward,14,31.0,1810.0,6.0,391.0,114.0,191.0,1.0,12.0,21.0,61.0,296.0,75.0,31.0,127.0,2.0,402.0,14.0,15.0,261.0,20.0,41.0,139.0,74.0,23.0,146.0,66.0,20.0,46.0,24.0,764.0,26.0,6.0,3.0,130.0,119.0,97.0,10.0,85.0,2.0,6.0,33.0,224.0,20.0,23.0,31.0,26.0,78.0,95.0,252.0,263.0,94.0,19.0,139.0,7.0,52.0,6.0,13.0,,7.0,19.0,3.0,8.0,17.0,3.0,,5.0,,9.0,1.0,1.0,,20.0,,3.0,33.0,1.0,,,2.0,12.0,,5.0,1.0,5.0,7.0,3.0,5.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,Saint Louis FC,b9d0uzamji8vccf2eujjsk9g5,C. Calvert,Forward,18,5.0,1326.0,1.0,299.0,91.0,149.0,3.0,8.0,9.0,78.0,144.0,70.0,12.0,86.0,1.0,311.0,33.0,2.0,208.0,20.0,17.0,94.0,91.0,14.0,79.0,35.0,14.0,23.0,20.0,487.0,28.0,10.0,3.0,72.0,57.0,45.0,10.0,73.0,9.0,22.0,5.0,197.0,13.0,21.0,5.0,28.0,46.0,72.0,206.0,217.0,125.0,7.0,124.0,2.0,26.0,14.0,16.0,1.0,2.0,10.0,2.0,4.0,13.0,1.0,,9.0,,5.0,1.0,,,8.0,,2.0,47.0,,,,,5.0,2.0,2.0,2.0,,2.0,7.0,2.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,Saint Louis FC,9lqozbr0ghw2fhep938p8snah,R. Cicerone,Forward,9,48.0,2538.0,18.0,794.0,177.0,386.0,2.0,49.0,20.0,47.0,497.0,188.0,42.0,193.0,2.0,800.0,25.0,62.0,509.0,31.0,38.0,242.0,221.0,38.0,254.0,164.0,28.0,37.0,37.0,1382.0,33.0,6.0,2.0,318.0,264.0,131.0,10.0,176.0,49.0,41.0,67.0,397.0,8.0,34.0,49.0,33.0,174.0,138.0,552.0,558.0,79.0,23.0,221.0,10.0,144.0,5.0,11.0,4.0,5.0,19.0,16.0,17.0,17.0,3.0,,7.0,,17.0,1.0,2.0,1.0,18.0,,16.0,32.0,3.0,,2.0,3.0,19.0,2.0,5.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,Saint Louis FC,4xos6jdbt4bz35m3rc1rtk2xh,K. Dacres,Midfielder,13,45.0,2214.0,10.0,639.0,187.0,313.0,3.0,23.0,23.0,56.0,391.0,158.0,27.0,158.0,1.0,644.0,37.0,62.0,456.0,29.0,41.0,181.0,105.0,16.0,187.0,151.0,25.0,60.0,39.0,1225.0,33.0,15.0,1.0,304.0,182.0,82.0,10.0,180.0,7.0,59.0,43.0,393.0,11.0,31.0,45.0,33.0,157.0,170.0,458.0,463.0,89.0,18.0,213.0,33.0,147.0,8.0,12.0,2.0,4.0,22.0,8.0,11.0,30.0,2.0,,10.0,,18.0,,3.0,1.0,18.0,,8.0,33.0,2.0,,,,9.0,3.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,Saint Louis FC,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,Forward,10,17.0,1023.0,2.0,229.0,95.0,145.0,,3.0,5.0,28.0,135.0,46.0,10.0,45.0,1.0,231.0,16.0,6.0,180.0,10.0,10.0,48.0,56.0,16.0,59.0,32.0,12.0,24.0,6.0,430.0,16.0,4.0,1.0,87.0,31.0,44.0,10.0,50.0,3.0,22.0,6.0,129.0,5.0,12.0,17.0,16.0,51.0,49.0,181.0,183.0,42.0,7.0,79.0,6.0,36.0,4.0,13.0,2.0,1.0,17.0,8.0,1.0,10.0,2.0,,7.0,,9.0,1.0,,,5.0,,8.0,14.0,,,,,3.0,2.0,3.0,1.0,1.0,1.0,3.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,Saint Louis FC,pb045rkco3cxnwxqm5upcjxl,J. Fenlason,Goalkeeper,24,,1530.0,,220.0,,83.0,,181.0,,1.0,182.0,196.0,,1.0,2.0,461.0,,,145.0,16.0,,182.0,89.0,,145.0,171.0,17.0,,37.0,615.0,17.0,,,2.0,311.0,,10.0,13.0,134.0,4.0,,15.0,14.0,17.0,,17.0,1.0,61.0,157.0,279.0,13.0,,2.0,,1.0,,,40.0,,,,73.0,,1.0,,,,,,,,,,,12.0,,,,,,,7.0,,,,,,,,,,,,,,,,38.0,161.0,1.0,7.0,,13.0,18.0,13.0,20.0,3.0,1.0,63.0,,,1.0,3.0,1.0,,,,,,,,
USA_USL_Championship,2019,Saint Louis FC,bmlit85nr640d79etfmjroqtx,C. Fernández,Midfielder,20,4.0,1123.0,1.0,494.0,101.0,251.0,6.0,19.0,5.0,7.0,146.0,188.0,21.0,78.0,1.0,529.0,22.0,9.0,396.0,8.0,9.0,97.0,140.0,22.0,94.0,89.0,12.0,21.0,20.0,713.0,20.0,10.0,3.0,111.0,161.0,22.0,10.0,63.0,36.0,25.0,7.0,126.0,4.0,8.0,17.0,20.0,56.0,127.0,402.0,432.0,15.0,15.0,63.0,8.0,55.0,8.0,2.0,1.0,,6.0,7.0,6.0,10.0,,,8.0,5.0,10.0,,22.0,,4.0,2.0,1.0,8.0,,11.0,,1.0,6.0,1.0,3.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_USL_Championship,2019,Saint Louis FC,5y0x6mck3zl8cio425q1uli3t,B. Kamdem,Defender,6,47.0,1450.0,140.0,587.0,122.0,220.0,6.0,85.0,6.0,24.0,311.0,229.0,36.0,84.0,2.0,599.0,29.0,33.0,395.0,17.0,7.0,169.0,187.0,18.0,154.0,60.0,17.0,33.0,67.0,1105.0,19.0,7.0,3.0,157.0,275.0,15.0,10.0,110.0,35.0,22.0,18.0,202.0,38.0,19.0,52.0,19.0,68.0,15.0,419.0,430.0,45.0,22.0,92.0,8.0,89.0,2.0,,9.0,,11.0,19.0,56.0,11.0,2.0,,2.0,1.0,1.0,29.0,3.0,,1.0,1.0,16.0,21.0,,2.0,2.0,2.0,14.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
