liga,temporada,equipo,id,nombre,posicion,dorsal,Total Passes,Total Clearances,Offsides,Foul Attempted Tackle,Through balls,Unsuccessful Long Passes,Time Played,Starts,Duels,Index,Aerial Duels lost,Clean Sheets,Penalty Goals Conceded,Interceptions,Total Successful Passes ( Excl Crosses & Corners ) ,Leftside Passes,Total Shots,Unsuccessful Crosses open play,Total Fouls Conceded,Open Play Passes,Aerial Duels won,Throw Ins to Own Player,Blocks,Total Tackles,Successful Short Passes,Unsuccessful Passes Opposition Half,Recoveries,Games Played,Appearances,Unsuccessful Dribbles,PutThrough/Blocked Distribution,Ground Duels lost,Unsuccessful Passes Own Half,Successful Crosses & Corners,Unsuccessful Short Passes,Duels lost,Forward Passes,Ground Duels,Successful Passes Opposition Half,Goals Conceded Outside Box,Unsuccessful Launches,Backward Passes,Successful Long Passes,Rightside Passes,Duels won,Ground Duels won,Corners Won,Successful Crosses open play,Total Losses Of Possession,Shots On Target ( inc goals ),Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),PutThrough/Blocked Distribution Won,Substitute Off,Throw Ins to Opposition Player,Blocked Shots,Total Touches In Opposition Box,Successful Launches,Times Tackled,Total Fouls Won,Tackles Won,Successful Dribbles,Goals Conceded Inside Box,Successful Open Play Passes,Aerial Duels,Goals Conceded,Successful Passes Own Half,Key Passes (Attempt Assists),Successful Lay-offs,Unsuccessful Crosses & Corners,Touches,Winning Goal,Attempts from Set Pieces,Clearances Off the Line,Substitute On,Yellow Cards,Goals from Inside Box,Handballs conceded,Overruns,Penalties Taken,Left Foot Goals,Goal Assists,Goals,Right Foot Goals,Unsuccessful lay-offs,Penalty Goals,Assists (Intentional),Home Goals,Away Goals,Headed Goals,Successful Corners into Box,Unsuccessful Corners into Box,Corners Taken (incl short corners),GK Successful Distribution,Saves Made from Inside Box,Saves Made,Goalkeeper Smother,Saves Made from Outside Box,Saves made - parried,Drops,GK Unsuccessful Distribution,Goal Kicks,Punches,Catches,Goals from Outside Box,Hit Woodwork,Straight Red Cards,Total Red Cards,Foul Won Penalty,Set Pieces Goals,Second Goal Assists,Penalties Conceded,Saves made - caught,Penalties Faced,Last Player Tackle,Saves from Penalty,Penalties Saved,Red Cards - 2nd Yellow,Penalties Off Target,Own Goal Scored,Crosses not Claimed,Other Goals,Last Man Tackle
Mexico_Liga_MX,2022-2023,FC Juárez,eb5bqq1qjpi4by5jz69yezglx,A. Acosta,Defender,26,480.0,12.0,,9.0,,23.0,909.0,12.0,117.0,10.0,7.0,,2.0,16.0,406.0,176.0,4.0,22.0,14.0,462.0,5.0,75.0,2.0,27.0,371.0,78.0,58.0,13.0,13.0,6.0,16.0,47.0,18.0,,51.0,54.0,228.0,105.0,222.0,3.0,10.0,49.0,35.0,27.0,63.0,58.0,2.0,,147.0,1.0,11.0,74.0,3.0,8.0,8.0,21.0,2.0,1.0,4.0,16.0,22.0,16.0,9.0,9.0,388.0,12.0,12.0,184.0,2.0,,22.0,740.0,0.0,,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,dx0sxtnwt47os8e6vymenhoet,V. Alvarado,Defender,31,153.0,7.0,,,,9.0,302.0,3.0,26.0,10.0,3.0,2.0,,5.0,134.0,49.0,,,3.0,146.0,11.0,2.0,2.0,4.0,124.0,9.0,10.0,5.0,5.0,,,3.0,10.0,,10.0,6.0,63.0,12.0,33.0,1.0,5.0,4.0,10.0,37.0,20.0,9.0,,,23.0,,2.0,19.0,,,,1.0,1.0,2.0,4.0,,5.0,2.0,,,128.0,14.0,1.0,101.0,1.0,,,187.0,0.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,ehj1pabo9ovixh46axxz0bglx,F. Arce,Midfielder,6,117.0,3.0,,11.0,,2.0,467.0,4.0,54.0,10.0,3.0,,1.0,6.0,97.0,43.0,3.0,1.0,13.0,117.0,7.0,1.0,3.0,9.0,91.0,14.0,25.0,12.0,12.0,3.0,11.0,27.0,7.0,,18.0,30.0,23.0,44.0,52.0,,1.0,15.0,6.0,36.0,24.0,17.0,,,41.0,1.0,1.0,20.0,2.0,6.0,3.0,,1.0,11.0,1.0,10.0,7.0,8.0,1.0,6.0,97.0,10.0,6.0,45.0,,,1.0,185.0,0.0,,,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,cfxjyhxiofhrpeostsgu6mc45,Alejandro Arribas,Defender,4,506.0,34.0,,2.0,,34.0,957.0,10.0,80.0,10.0,16.0,2.0,1.0,17.0,429.0,184.0,8.0,,6.0,480.0,19.0,2.0,8.0,14.0,386.0,45.0,59.0,13.0,13.0,,3.0,17.0,32.0,,43.0,33.0,172.0,45.0,118.0,3.0,15.0,20.0,43.0,130.0,47.0,28.0,1.0,,84.0,5.0,9.0,77.0,3.0,3.0,,,,13.0,5.0,2.0,12.0,5.0,2.0,8.0,407.0,35.0,11.0,311.0,2.0,,,626.0,0.0,,1.0,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,awagggfalu3hw3eysu28ygiqd,F. Castillo,Forward,0,57.0,,,,,,187.0,1.0,27.0,10.0,1.0,,,,45.0,10.0,2.0,5.0,1.0,57.0,1.0,,1.0,5.0,43.0,15.0,10.0,8.0,8.0,6.0,5.0,10.0,2.0,,12.0,11.0,17.0,25.0,29.0,1.0,,11.0,2.0,19.0,16.0,15.0,3.0,,31.0,1.0,1.0,12.0,1.0,,1.0,,1.0,11.0,,8.0,4.0,4.0,6.0,3.0,45.0,2.0,4.0,16.0,5.0,1.0,5.0,100.0,0.0,,,7.0,,,,,,,2.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,5av0x4no7v8epor7wm4ss371m,A. Cruz,Defender,25,471.0,31.0,,1.0,,48.0,1309.0,16.0,91.0,10.0,14.0,5.0,3.0,11.0,358.0,34.0,2.0,17.0,7.0,455.0,12.0,104.0,4.0,11.0,323.0,93.0,65.0,16.0,16.0,10.0,20.0,34.0,38.0,7.0,65.0,48.0,256.0,65.0,202.0,4.0,23.0,53.0,35.0,128.0,43.0,31.0,4.0,7.0,194.0,1.0,5.0,113.0,1.0,9.0,4.0,28.0,,5.0,7.0,22.0,13.0,6.0,7.0,14.0,344.0,26.0,18.0,163.0,4.0,,18.0,783.0,0.0,,,,2.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,ebd087qhfyhs6i8k2442xgb11,J. Dueñas,Midfielder,29,613.0,6.0,1.0,2.0,3.0,14.0,1412.0,16.0,105.0,10.0,9.0,2.0,3.0,8.0,526.0,180.0,16.0,29.0,11.0,581.0,5.0,16.0,3.0,14.0,484.0,123.0,69.0,17.0,17.0,5.0,19.0,37.0,17.0,15.0,73.0,46.0,149.0,91.0,365.0,4.0,8.0,108.0,42.0,176.0,59.0,54.0,9.0,7.0,195.0,4.0,6.0,87.0,12.0,4.0,6.0,6.0,8.0,29.0,,19.0,33.0,8.0,7.0,15.0,499.0,14.0,19.0,176.0,27.0,2.0,53.0,873.0,1.0,5.0,,1.0,3.0,2.0,1.0,,,,3.0,2.0,2.0,,,3.0,1.0,1.0,,9.0,20.0,32.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,d5v66qyfnyed52vg60c8xblxx,A. Escoto,Forward,35,44.0,2.0,1.0,3.0,1.0,3.0,185.0,,31.0,10.0,9.0,,1.0,2.0,29.0,16.0,6.0,,7.0,43.0,8.0,,,2.0,29.0,9.0,6.0,11.0,11.0,2.0,2.0,8.0,6.0,,12.0,17.0,10.0,14.0,18.0,2.0,2.0,10.0,,8.0,14.0,6.0,2.0,,29.0,2.0,2.0,15.0,4.0,1.0,,,,10.0,,2.0,4.0,,,5.0,28.0,17.0,7.0,11.0,1.0,1.0,,80.0,0.0,,,11.0,,1.0,1.0,2.0,,,,1.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,bc4lkvpu7xma5dejq23ikv1ed,G. Fernández,Forward,19,308.0,7.0,7.0,11.0,,6.0,1435.0,16.0,227.0,10.0,40.0,1.0,3.0,2.0,212.0,62.0,30.0,11.0,25.0,277.0,50.0,1.0,3.0,5.0,204.0,96.0,40.0,17.0,17.0,22.0,17.0,74.0,11.0,4.0,90.0,114.0,78.0,137.0,144.0,3.0,1.0,74.0,8.0,94.0,113.0,63.0,15.0,3.0,229.0,15.0,2.0,96.0,15.0,3.0,3.0,,8.0,76.0,,51.0,35.0,3.0,23.0,15.0,182.0,90.0,18.0,72.0,12.0,8.0,11.0,591.0,2.0,,,1.0,5.0,6.0,2.0,2.0,1.0,1.0,1.0,6.0,5.0,1.0,,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,d744e265dva4ix71yuv8zzyt,C. Fierro,Forward,28,54.0,,,1.0,,2.0,374.0,5.0,37.0,10.0,4.0,,1.0,3.0,35.0,9.0,5.0,13.0,4.0,54.0,2.0,2.0,,3.0,33.0,27.0,10.0,8.0,8.0,2.0,12.0,17.0,5.0,2.0,17.0,21.0,25.0,31.0,26.0,,,11.0,2.0,9.0,16.0,14.0,7.0,2.0,48.0,1.0,2.0,19.0,4.0,1.0,5.0,,,7.0,1.0,7.0,6.0,1.0,5.0,7.0,35.0,6.0,7.0,11.0,1.0,,13.0,121.0,0.0,,,3.0,,1.0,,,,,,1.0,,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,7ektssxzsojwqwjk3vy2mgjro,D. García,Midfielder,5,64.0,2.0,,3.0,,4.0,141.0,1.0,15.0,10.0,1.0,,,3.0,54.0,20.0,1.0,,3.0,63.0,1.0,,,4.0,47.0,8.0,12.0,4.0,4.0,,1.0,4.0,2.0,,6.0,5.0,16.0,13.0,23.0,,,8.0,7.0,20.0,10.0,9.0,,,12.0,,1.0,10.0,1.0,1.0,1.0,,,,,,2.0,3.0,3.0,2.0,53.0,2.0,2.0,31.0,1.0,,,84.0,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,dwum0a33ais17ui5lyfr6iswl,J. García,Defender,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,5mxx6ycmrtqwypuyezdv0lqdx,M. García,Forward,32,349.0,2.0,,19.0,,16.0,881.0,11.0,112.0,10.0,10.0,1.0,2.0,7.0,283.0,77.0,9.0,13.0,23.0,332.0,7.0,13.0,2.0,26.0,270.0,92.0,52.0,15.0,15.0,7.0,21.0,49.0,13.0,13.0,50.0,59.0,135.0,95.0,197.0,2.0,1.0,64.0,13.0,73.0,53.0,46.0,7.0,3.0,146.0,3.0,8.0,66.0,6.0,9.0,9.0,4.0,1.0,18.0,1.0,18.0,14.0,18.0,6.0,9.0,270.0,17.0,11.0,99.0,18.0,4.0,39.0,545.0,0.0,1.0,,4.0,4.0,,,,,,,1.0,1.0,,,,0.0,1.0,,5.0,16.0,22.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,f0yb1lb942bcuxgk0djkr7ydx,J. Gómez,Defender,5,191.0,7.0,1.0,3.0,,2.0,564.0,8.0,82.0,10.0,15.0,1.0,,5.0,155.0,48.0,5.0,9.0,4.0,189.0,9.0,3.0,,13.0,152.0,38.0,33.0,13.0,13.0,3.0,17.0,22.0,7.0,2.0,34.0,37.0,68.0,58.0,114.0,2.0,1.0,49.0,3.0,26.0,45.0,36.0,5.0,2.0,72.0,2.0,5.0,36.0,3.0,8.0,7.0,1.0,3.0,10.0,1.0,13.0,11.0,8.0,12.0,5.0,153.0,24.0,7.0,43.0,4.0,3.0,9.0,311.0,0.0,,,5.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,5zpifeodjjnl4z070la091wph,A. Hurtado,Forward,18,520.0,3.0,10.0,16.0,2.0,13.0,1396.0,17.0,225.0,10.0,18.0,1.0,,4.0,401.0,173.0,24.0,32.0,26.0,505.0,6.0,28.0,1.0,32.0,377.0,150.0,96.0,22.0,22.0,42.0,41.0,104.0,19.0,12.0,106.0,122.0,116.0,201.0,305.0,3.0,3.0,113.0,24.0,118.0,103.0,97.0,13.0,9.0,301.0,15.0,12.0,119.0,9.0,17.0,15.0,,3.0,57.0,1.0,63.0,28.0,20.0,37.0,10.0,386.0,24.0,13.0,108.0,32.0,9.0,50.0,931.0,0.0,1.0,,5.0,6.0,4.0,3.0,6.0,1.0,1.0,4.0,4.0,3.0,,1.0,3.0,2.0,2.0,,3.0,18.0,36.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,71mkms16395b6py3grp5p0mw9,M. Laínez,Midfielder,20,142.0,2.0,2.0,4.0,,4.0,502.0,3.0,69.0,10.0,5.0,,1.0,5.0,115.0,11.0,4.0,29.0,8.0,141.0,3.0,7.0,1.0,8.0,107.0,51.0,22.0,16.0,16.0,7.0,17.0,28.0,7.0,5.0,23.0,33.0,39.0,61.0,74.0,,3.0,48.0,8.0,44.0,36.0,33.0,8.0,5.0,91.0,1.0,4.0,27.0,3.0,5.0,3.0,,3.0,5.0,,19.0,14.0,4.0,11.0,4.0,114.0,8.0,4.0,46.0,5.0,1.0,31.0,278.0,0.0,,,13.0,4.0,,,3.0,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,ba8mqps3ub176h0j6b6g1yymt,D. Lezcano,Forward,8,71.0,3.0,3.0,1.0,,1.0,338.0,3.0,57.0,10.0,13.0,,,1.0,57.0,17.0,8.0,1.0,1.0,66.0,8.0,,,5.0,57.0,15.0,7.0,12.0,12.0,3.0,5.0,17.0,1.0,,13.0,30.0,17.0,36.0,47.0,1.0,,20.0,,17.0,27.0,19.0,2.0,,43.0,1.0,2.0,14.0,7.0,2.0,2.0,,1.0,20.0,,15.0,13.0,3.0,1.0,5.0,52.0,21.0,6.0,10.0,5.0,3.0,2.0,142.0,0.0,,,9.0,,1.0,,1.0,,,,1.0,,1.0,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,8sh9iw9qs8y8056r5zmcpvemt,D. Machís,Forward,11,111.0,2.0,,5.0,1.0,11.0,425.0,6.0,54.0,10.0,,,1.0,4.0,75.0,9.0,9.0,9.0,7.0,106.0,2.0,1.0,,5.0,61.0,50.0,15.0,9.0,9.0,13.0,11.0,27.0,4.0,5.0,25.0,27.0,34.0,52.0,58.0,1.0,2.0,17.0,14.0,51.0,27.0,25.0,3.0,2.0,87.0,3.0,2.0,36.0,6.0,5.0,6.0,,4.0,10.0,,21.0,12.0,3.0,8.0,4.0,70.0,2.0,5.0,22.0,3.0,1.0,18.0,232.0,0.0,3.0,,3.0,1.0,1.0,2.0,,1.0,,,1.0,1.0,,1.0,,1.0,0.0,,2.0,7.0,11.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,89hekdywmtzt4gftz196oxgmi,A. Medina,Midfielder,17,378.0,7.0,1.0,4.0,,12.0,1074.0,11.0,165.0,10.0,6.0,,2.0,12.0,294.0,132.0,16.0,17.0,12.0,377.0,4.0,7.0,1.0,15.0,286.0,81.0,72.0,18.0,18.0,30.0,31.0,69.0,21.0,8.0,72.0,75.0,95.0,155.0,208.0,3.0,5.0,98.0,8.0,53.0,90.0,86.0,4.0,7.0,193.0,6.0,5.0,84.0,10.0,11.0,7.0,,4.0,31.0,,49.0,20.0,10.0,51.0,10.0,293.0,10.0,13.0,94.0,10.0,4.0,18.0,668.0,1.0,,,7.0,2.0,3.0,,8.0,,1.0,2.0,4.0,3.0,,,2.0,3.0,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,ct2l9vkkkxyv2i4y1m0copox6,A. Mora,Defender,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,ezratbmd12n6w0exn0uvlc4fe,F. Nevárez,Defender,0,215.0,9.0,,9.0,,22.0,616.0,6.0,92.0,10.0,7.0,,1.0,9.0,163.0,73.0,1.0,15.0,12.0,214.0,7.0,49.0,2.0,27.0,156.0,51.0,39.0,11.0,11.0,4.0,12.0,42.0,16.0,2.0,30.0,49.0,93.0,78.0,96.0,1.0,13.0,36.0,7.0,13.0,43.0,36.0,1.0,2.0,110.0,,12.0,52.0,1.0,6.0,5.0,17.0,1.0,1.0,,14.0,4.0,15.0,5.0,7.0,162.0,14.0,8.0,69.0,2.0,,15.0,409.0,0.0,,,5.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,axbtzuc23599lwq4gz6or7lqt,I. Ochoa,Midfielder,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,en76b7xi8bu93m0zfxogirhsl,M. Olivera,Defender,15,634.0,19.0,3.0,7.0,,45.0,1519.0,17.0,129.0,10.0,15.0,2.0,3.0,18.0,499.0,36.0,16.0,37.0,15.0,599.0,21.0,115.0,8.0,26.0,450.0,149.0,87.0,17.0,17.0,7.0,29.0,37.0,45.0,16.0,90.0,52.0,323.0,93.0,308.0,4.0,21.0,72.0,49.0,203.0,77.0,56.0,11.0,10.0,260.0,6.0,10.0,135.0,10.0,12.0,2.0,37.0,3.0,9.0,6.0,14.0,19.0,16.0,11.0,17.0,468.0,36.0,21.0,207.0,11.0,,59.0,1062.0,0.0,8.0,,,2.0,,1.0,2.0,,1.0,1.0,1.0,,,,1.0,1.0,0.0,,4.0,12.0,20.0,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,aixp0inqw15agg988ikyqxk44,J. Ontiveros,Midfielder,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,s8szlcmrxn7t5leu5t2cnfje,S. Ormeño,Forward,9,78.0,4.0,4.0,3.0,,2.0,393.0,2.0,48.0,10.0,22.0,,1.0,1.0,64.0,25.0,9.0,,10.0,72.0,9.0,,,1.0,62.0,11.0,7.0,13.0,13.0,,5.0,13.0,3.0,,12.0,35.0,9.0,17.0,46.0,2.0,2.0,31.0,2.0,13.0,13.0,4.0,3.0,,30.0,3.0,,14.0,6.0,5.0,2.0,,3.0,23.0,,2.0,1.0,1.0,2.0,4.0,58.0,31.0,6.0,18.0,6.0,9.0,,123.0,0.0,,,11.0,2.0,1.0,,,,,,1.0,1.0,2.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,FC Juárez,dj2vva6sujqcx27ws3ky8npih,H. Ortega,Defender,24,408.0,40.0,,6.0,,25.0,934.0,10.0,82.0,10.0,16.0,,1.0,25.0,350.0,157.0,2.0,,15.0,392.0,22.0,1.0,10.0,13.0,329.0,32.0,37.0,14.0,14.0,,8.0,23.0,26.0,,33.0,39.0,119.0,44.0,67.0,3.0,9.0,35.0,21.0,97.0,43.0,21.0,,,67.0,1.0,6.0,58.0,1.0,4.0,4.0,,,6.0,4.0,3.0,8.0,7.0,,15.0,337.0,38.0,18.0,283.0,,,,537.0,0.0,,1.0,4.0,6.0,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,0.0,,,,,3.0,,,,,,,,3.0,,,,,,,1.0,,,1.0,,,,,,,,,,,
