root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Saves Made,GK Successful Distribution,Penalties Conceded,Total Fouls Conceded,Rightside Passes,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Yellow Cards,PutThrough/Blocked Distribution Won,Substitute Off,Corners Taken (incl short corners),Foul Attempted Tackle,Aerial Duels won,Unsuccessful Dribbles,Offsides,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goal Assists,Goals,Blocked Shots,Shots On Target ( inc goals ),Left Foot Goals,Headed Goals,Goals from Inside Box,Set Pieces Goals,Successful Corners into Box,Goals from Outside Box,Attempts from Set Pieces,Clearances Off the Line,Hit Woodwork,Unsuccessful lay-offs,Successful Lay-offs,Clean Sheets,Punches,Total Red Cards,Straight Red Cards,Crosses not Claimed,Through balls,Own Goal Scored,Right Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Goals Conceded Outside Box,Goalkeeper Smother,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Last Man Tackle,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Plaza Amador,CD_Plaza_Amador,d59jq07w4uxlshek3633nqfo5,E. Aparicio,Defender,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Plaza Amador,CD_Plaza_Amador,80eq51cwpc6l9erp0pzwm66t,R. Barsallo,Forward,23,2.0,293.0,,1.0,,45.0,2.0,8.0,1.0,31.0,,3.0,5.0,35.0,8.0,1.0,7.0,48.0,4.0,34.0,4.0,10.0,4.0,12.0,,23.0,3.0,2.0,1.0,113.0,4.0,,38.0,18.0,51.0,18.0,4.0,1.0,12.0,44.0,,4.0,3.0,4.0,21.0,13.0,35.0,38.0,6.0,1.0,26.0,,5.0,17.0,,,,4.0,9.0,,,,,,,,,1.0,2.0,,1.0,2.0,1.0,8.0,3.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,1.0,1.0,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Plaza Amador,CD_Plaza_Amador,7z10hjyzq55d15ccbcvtht239,D. Blanco,Midfielder,71,,42.0,,,,3.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,3.0,,2.0,1.0,1.0,,1.0,,,1.0,,,9.0,1.0,,2.0,2.0,5.0,1.0,,,,2.0,1.0,1.0,,1.0,1.0,,2.0,2.0,,1.0,1.0,,4.0,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Plaza Amador,CD_Plaza_Amador,ekg6ufsbhxto904na59y75h3p,S. Castañeda,Goalkeeper,25,,140.0,,1.0,4.0,7.0,,,,10.0,8.0,19.0,,22.0,2.0,,1.0,32.0,,2.0,4.0,20.0,,17.0,,7.0,1.0,,3.0,41.0,2.0,,,29.0,1.0,1.0,10.0,,,1.0,3.0,4.0,,2.0,,3.0,3.0,12.0,1.0,,,,,,3.0,4.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Plaza Amador,CD_Plaza_Amador,9lgbdftkdzbpen5dotoflzkr9,A. Dixon,Defender,15,,180.0,1.0,,1.0,33.0,,2.0,1.0,10.0,6.0,9.0,,15.0,14.0,4.0,5.0,37.0,,17.0,1.0,14.0,,9.0,,4.0,2.0,1.0,5.0,68.0,2.0,3.0,5.0,23.0,53.0,5.0,6.0,1.0,,6.0,14.0,1.0,,2.0,1.0,3.0,20.0,23.0,1.0,3.0,1.0,1.0,6.0,4.0,,,,1.0,9.0,,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Plaza Amador,CD_Plaza_Amador,ekw4sc8biubfpf8tv2lcor3yt,L. Fraiz,Midfielder,21,3.0,112.0,,3.0,,22.0,2.0,4.0,,13.0,,,,19.0,7.0,2.0,3.0,23.0,1.0,20.0,3.0,3.0,,9.0,,6.0,,,2.0,50.0,3.0,,16.0,12.0,37.0,5.0,,,2.0,16.0,,3.0,8.0,3.0,11.0,4.0,19.0,20.0,,1.0,11.0,1.0,4.0,5.0,,,,2.0,3.0,,,,,,,,,,,,4.0,1.0,,3.0,,,1.0,1.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Plaza Amador,CD_Plaza_Amador,2rv2jwanai39vawrmnws6vidx,A. González,Midfielder,28,1.0,303.0,,1.0,2.0,114.0,2.0,15.0,,39.0,1.0,3.0,1.0,32.0,61.0,6.0,18.0,121.0,4.0,88.0,6.0,21.0,5.0,20.0,,21.0,3.0,1.0,2.0,163.0,4.0,3.0,25.0,34.0,34.0,14.0,12.0,,4.0,26.0,4.0,6.0,1.0,4.0,11.0,34.0,93.0,100.0,1.0,5.0,12.0,1.0,5.0,14.0,,,,4.0,38.0,,,,,,,,,,1.0,,,3.0,,2.0,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Plaza Amador,CD_Plaza_Amador,9v4u10pu901gb78z0vzrs5ot1,C. Gutiérrez,Defender,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Plaza Amador,CD_Plaza_Amador,4ex3vf286utv8zxhdblov2r4l,E. Gómez,Defender,5,3.0,221.0,9.0,,1.0,38.0,,6.0,1.0,14.0,2.0,5.0,1.0,30.0,13.0,4.0,11.0,42.0,1.0,23.0,4.0,16.0,2.0,13.0,5.0,13.0,3.0,3.0,6.0,95.0,3.0,1.0,17.0,27.0,19.0,7.0,3.0,1.0,2.0,18.0,10.0,4.0,3.0,3.0,10.0,9.0,22.0,26.0,1.0,3.0,11.0,1.0,7.0,7.0,,,,4.0,,,,,,,,,,1.0,1.0,2.0,,3.0,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Plaza Amador,CD_Plaza_Amador,g7vwmfpi0zgezd3x19pebbhl,H. Gomez,Defender,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Plaza Amador,CD_Plaza_Amador,c7nnx0ym5koce3se13brouzth,A. Haywood,Midfielder,76,2.0,218.0,1.0,,,50.0,3.0,6.0,2.0,23.0,,2.0,6.0,35.0,17.0,5.0,14.0,54.0,2.0,37.0,6.0,16.0,1.0,19.0,,11.0,3.0,1.0,4.0,102.0,3.0,1.0,21.0,23.0,34.0,12.0,1.0,1.0,4.0,29.0,7.0,6.0,7.0,3.0,11.0,18.0,35.0,38.0,8.0,5.0,17.0,,1.0,10.0,,,,4.0,7.0,,,,,,,,,1.0,1.0,2.0,5.0,4.0,2.0,2.0,,4.0,5.0,2.0,4.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Plaza Amador,CD_Plaza_Amador,1nookrfql11mi44hk75hzcjit,E. Hughes,Goalkeeper,18,,220.0,,,3.0,7.0,,,,11.0,12.0,39.0,,42.0,5.0,,,55.0,,3.0,2.0,39.0,,37.0,,25.0,3.0,,2.0,87.0,3.0,,,51.0,89.0,1.0,13.0,,,1.0,1.0,2.0,,3.0,,3.0,1.0,16.0,1.0,,,,1.0,,9.0,22.0,,,1.0,,6.0,6.0,3.0,3.0,1.0,,17.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
