liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Aerial Duels won,Duels,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Throw Ins to Own Player,Goals,Corners Won,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Shots On Target ( inc goals ),Total Fouls Won,Left Foot Goals,Goals from Inside Box,Ground Duels won,Successful Launches,Unsuccessful Launches,Yellow Cards,Total Tackles,Successful Dribbles,Throw Ins to Opposition Player,Tackles Lost,Interceptions,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Blocks,Total Clearances,Unsuccessful Crosses & Corners,Tackles Won,Substitute On,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Goals from Outside Box,Attempts from Set Pieces,Unsuccessful Corners into Box,Offsides,Successful Crosses open play,Assists (Intentional),Goal Assists,Through balls,Successful Lay-offs,Handballs conceded,Penalties Conceded,Unsuccessful Dribbles,Headed Goals,Saves Made,GK Successful Distribution,Punches,Penalties Saved,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,GK Unsuccessful Distribution,Right Foot Goals,Foul Won Penalty,Catches,Saves Made from Outside Box,Penalties Taken,Penalty Goals,Times Tackled,Goals Conceded Outside Box,Home Goals,Away Goals,Winning Goal,Clean Sheets,Goalkeeper Smother,Hit Woodwork,Total Red Cards,Straight Red Cards,Own Goal Scored,Clearances Off the Line,Unsuccessful lay-offs,Drops,Second Goal Assists,Saves made - caught,Last Man Tackle
Concacaf_Concacaf_Champions_Cup,2020,CSD Comunicaciones,suissk0a0wxk7egdz2ie2d3p,J. Aparicio,Midfielder,52,176.0,44.0,7.0,23.0,,2.0,23.0,11.0,13.0,1.0,46.0,1.0,2.0,30.0,2.0,13.0,10.0,3.0,10.0,9.0,2.0,6.0,6.0,70.0,2.0,2.0,11.0,19.0,22.0,3.0,3.0,,13.0,2.0,2.0,8.0,10.0,31.0,33.0,2.0,10.0,2.0,,1.0,1.0,1.0,,,1.0,,,3.0,,,,1.0,1.0,,,2.0,3.0,2.0,,,3.0,1.0,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CSD Comunicaciones,c21xh2oxjdfa87y0gevaumqc5,J. Calderón,Goalkeeper,1,180.0,19.0,,16.0,36.0,,38.0,6.0,1.0,1.0,59.0,,,4.0,2.0,37.0,3.0,,32.0,26.0,2.0,,5.0,81.0,2.0,,,54.0,64.0,,18.0,,,2.0,2.0,,2.0,8.0,22.0,,,,,,,,,,,,,,4.0,13.0,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,14.0,10.0,1.0,,5.0,10.0,1.0,,15.0,,,,4.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CSD Comunicaciones,d9pe23hfuzljxo0h6lgsnbkr9,C. Castrillo,Defender,13,20.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,10.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CSD Comunicaciones,ep5axp8r6ztfgc11jp05ra6zt,J. Daly,Forward,19,144.0,23.0,10.0,10.0,,7.0,15.0,7.0,6.0,,23.0,2.0,3.0,15.0,,6.0,3.0,1.0,6.0,5.0,2.0,3.0,,48.0,2.0,1.0,14.0,6.0,47.0,7.0,2.0,2.0,23.0,,2.0,9.0,4.0,17.0,17.0,9.0,16.0,,,1.0,2.0,3.0,3.0,1.0,1.0,,,5.0,,,,4.0,,,,1.0,,1.0,,,,4.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CSD Comunicaciones,yfmsijk402u4nu0n6p8x59m1,B. Díaz,Forward,9,11.0,4.0,1.0,3.0,,,,1.0,,,4.0,,,4.0,1.0,,2.0,,,2.0,,,,5.0,1.0,,,1.0,41.0,,,,,1.0,1.0,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CSD Comunicaciones,6arhlk3kabe5msgda7zo2pql1,A. Galindo,Midfielder,25,138.0,42.0,3.0,23.0,3.0,2.0,20.0,8.0,9.0,,43.0,2.0,7.0,29.0,,12.0,10.0,1.0,11.0,6.0,2.0,5.0,2.0,62.0,2.0,4.0,14.0,22.0,8.0,7.0,2.0,3.0,19.0,,2.0,10.0,8.0,30.0,31.0,5.0,12.0,1.0,,,,,,,,,,4.0,,1.0,,4.0,,,1.0,1.0,1.0,2.0,,,1.0,3.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CSD Comunicaciones,8xm5il40sgac4e3lmqm64x8et,G. Gordillo,Defender,20,180.0,26.0,2.0,4.0,5.0,4.0,15.0,10.0,8.0,1.0,27.0,,5.0,9.0,2.0,13.0,4.0,,7.0,4.0,2.0,4.0,6.0,56.0,2.0,3.0,12.0,16.0,58.0,7.0,5.0,3.0,19.0,2.0,2.0,8.0,5.0,14.0,14.0,7.0,12.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,1.0,4.0,,3.0,1.0,2.0,,,1.0,2.0,,4.0,2.0,10.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CSD Comunicaciones,1829vpo3o3luacscg8lfvixg5,A. Herrera,Forward,11,180.0,35.0,14.0,13.0,,8.0,35.0,7.0,18.0,1.0,38.0,,3.0,20.0,2.0,18.0,8.0,,19.0,6.0,2.0,2.0,2.0,84.0,2.0,3.0,22.0,11.0,23.0,22.0,,10.0,40.0,2.0,2.0,10.0,5.0,17.0,20.0,18.0,18.0,1.0,1.0,2.0,3.0,6.0,8.0,3.0,7.0,,1.0,12.0,,,,2.0,3.0,,1.0,1.0,3.0,,,3.0,3.0,1.0,,,,1.0,,,,,2.0,,,,,3.0,,,3.0,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,2.0,,,,
Concacaf_Concacaf_Champions_Cup,2020,CSD Comunicaciones,5eyo0f5ejq8gzpbujhw60w0yd,A. Lezcano,Forward,16,169.0,29.0,2.0,16.0,3.0,1.0,32.0,3.0,10.0,1.0,30.0,1.0,3.0,15.0,1.0,13.0,12.0,5.0,16.0,5.0,2.0,2.0,2.0,62.0,2.0,1.0,18.0,8.0,23.0,9.0,2.0,2.0,21.0,1.0,2.0,11.0,8.0,17.0,17.0,3.0,12.0,1.0,,,1.0,1.0,3.0,,2.0,,,7.0,1.0,,,2.0,3.0,,,,4.0,1.0,,,5.0,2.0,,2.0,2.0,,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CSD Comunicaciones,7ipjipufyfxu49pclrdcb3tud,M. Lombardi,Midfielder,7,42.0,9.0,1.0,8.0,1.0,1.0,3.0,2.0,,1.0,11.0,,,9.0,2.0,1.0,1.0,1.0,3.0,3.0,,,,17.0,2.0,,2.0,4.0,52.0,2.0,1.0,,3.0,2.0,2.0,,5.0,8.0,10.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,2.0,,,,,1.0,,,,1.0,,,1.0,2.0,,2.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
