root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Total Touches In Opposition Box,Unsuccessful Launches,Ground Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Total Passes,Substitute On,Unsuccessful Crosses & Corners,Open Play Passes,Total Tackles,Goals Conceded,Successful Dribbles,Successful Crosses open play,Index,Successful Open Play Passes,Rightside Passes,Shots On Target ( inc goals ),Time Played,PutThrough/Blocked Distribution Won,Ground Duels won,Throw Ins to Opposition Player,Foul Attempted Tackle,Successful Passes Opposition Half,Total Losses Of Possession,Duels,Times Tackled,Forward Passes,Tackles Lost,Unsuccessful Short Passes,Leftside Passes,Unsuccessful lay-offs,Duels lost,Tackles Won,Touches,Unsuccessful Passes Own Half,Shots Off Target (inc woodwork),Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Shots,Appearances,Total Fouls Won,Starts,Unsuccessful Long Passes,Throw Ins to Own Player,Successful Launches,Unsuccessful Dribbles,PutThrough/Blocked Distribution,Unsuccessful Crosses open play,Hit Woodwork,Goals Conceded Inside Box,Games Played,Duels won,Unsuccessful Passes Opposition Half,Substitute Off,Successful Long Passes,Successful Lay-offs,Total Clearances,Successful Short Passes,Successful Crosses & Corners,Goals Conceded Outside Box,Aerial Duels lost,Aerial Duels won,Recoveries,Ground Duels lost,Aerial Duels,Total Fouls Conceded,Backward Passes,Overruns,Corners Won,Successful Passes Own Half,Winning Goal,Offsides,Red Cards - 2nd Yellow,Total Red Cards,Key Passes (Attempt Assists),Through balls,Goal Kicks,GK Successful Distribution,Interceptions,Yellow Cards,Second Goal Assists,Successful Corners into Box,Corners Taken (incl short corners),Blocked Shots,Handballs conceded,Clean Sheets,Unsuccessful Corners into Box,Goal Assists,Goals,Assists (Intentional),Goals from Inside Box,Penalty Goals,Left Foot Goals,Penalties Taken,Home Goals,Away Goals,Blocks,Attempts from Set Pieces,Foul Won Penalty,Straight Red Cards,Right Foot Goals,Last Player Tackle,Clearances Off the Line,Goals from Outside Box,Headed Goals,Saves made - parried,Saves Made from Outside Box,Saves made - caught,Drops,Catches,Saves Made from Inside Box,Saves Made,GK Unsuccessful Distribution,Crosses not Claimed,Punches,Set Pieces Goals,Goalkeeper Smother,Penalties Conceded,Penalties Saved,Saves from Penalty,Penalties Faced,Penalty Goals Conceded,Other Goals,Own Goal Scored
testeo_ligas_norteamerica,USA_USL_Cup,2024,Charlotte Independence,Charlotte_Independence,9jkyl8iz1bijq4nu2ac4kahg,D. Akyeampong,Defender,24,1.0,,3.0,2.0,2.0,2.0,,2.0,1.0,1.0,,,10.0,2.0,,,17.0,,1.0,1.0,1.0,1.0,1.0,3.0,,2.0,,,,,2.0,1.0,7.0,,1.0,,1.0,2.0,,,,2.0,,,,,,1.0,2.0,1.0,,,,,,2.0,,,,,1.0,2.0,,2.0,,,,1.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Charlotte Independence,Charlotte_Independence,du30trc0q9ruks93lbl8vbd3o,J. Ammann,Goalkeeper,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Charlotte Independence,Charlotte_Independence,55n89ltajg2yu0ok36z78q32s,R. Behrmann,Defender,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Charlotte Independence,Charlotte_Independence,5ulmvt2y2v42prk4kdadcdyp5,K. Belmar,Forward,9,10.0,,21.0,75.0,92.0,2.0,2.0,89.0,2.0,6.0,5.0,1.0,10.0,72.0,23.0,,327.0,1.0,10.0,,1.0,42.0,32.0,33.0,6.0,21.0,1.0,16.0,15.0,,13.0,1.0,134.0,2.0,3.0,17.0,3.0,6.0,3.0,4.0,1.0,3.0,,3.0,3.0,2.0,,4.0,6.0,20.0,17.0,4.0,4.0,4.0,3.0,71.0,1.0,2.0,2.0,10.0,9.0,11.0,12.0,2.0,33.0,1.0,1.0,34.0,0.0,,,,3.0,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Charlotte Independence,Charlotte_Independence,8rm6nz4smfio7orona6d3cb8,I. Bonus,Midfielder,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Charlotte Independence,Charlotte_Independence,8gm6yotwnqihxn67u5tx9m2cq,O. Ciss,Midfielder,6,4.0,8.0,28.0,202.0,242.0,2.0,,229.0,6.0,6.0,1.0,2.0,10.0,189.0,67.0,,569.0,2.0,12.0,,4.0,99.0,51.0,35.0,5.0,74.0,2.0,24.0,70.0,,20.0,4.0,286.0,11.0,2.0,40.0,2.0,8.0,5.0,6.0,16.0,,2.0,3.0,6.0,,,3.0,8.0,15.0,29.0,4.0,13.0,8.0,4.0,189.0,2.0,3.0,4.0,3.0,27.0,16.0,7.0,7.0,31.0,,,105.0,0.0,,,,4.0,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Charlotte Independence,Charlotte_Independence,12bsi0e1s0lz5qollxqsuse6t,D. Corea,Forward,21,2.0,,7.0,29.0,41.0,3.0,2.0,41.0,1.0,,2.0,,10.0,29.0,12.0,2.0,92.0,,3.0,,,16.0,18.0,10.0,2.0,7.0,,10.0,14.0,,6.0,1.0,61.0,4.0,,12.0,2.0,3.0,,,2.0,,,2.0,,1.0,,,3.0,4.0,10.0,,2.0,,3.0,27.0,,,2.0,1.0,5.0,4.0,3.0,1.0,8.0,,1.0,13.0,2.0,,,,,,,,1.0,,,,,1.0,1.0,,,,2.0,,1.0,,2.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Charlotte Independence,Charlotte_Independence,3tufsrejg0sddkpj3ibf74qju,C. Dimick,Defender,17,8.0,10.0,33.0,288.0,326.0,,8.0,316.0,11.0,11.0,2.0,2.0,10.0,279.0,15.0,,810.0,2.0,14.0,2.0,8.0,124.0,50.0,45.0,2.0,98.0,4.0,20.0,146.0,,26.0,7.0,439.0,10.0,1.0,38.0,1.0,9.0,1.0,9.0,18.0,40.0,7.0,2.0,6.0,8.0,,8.0,9.0,19.0,36.0,,32.0,,28.0,256.0,2.0,3.0,7.0,5.0,27.0,19.0,12.0,12.0,67.0,,1.0,166.0,0.0,6.0,,,4.0,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,8.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Charlotte Independence,Charlotte_Independence,c7xfrcywzfkh6ysuhv3bk8fvu,R. Djédjé,Defender,7,6.0,15.0,41.0,260.0,293.0,1.0,,290.0,14.0,8.0,2.0,1.0,10.0,257.0,63.0,,571.0,7.0,21.0,,12.0,59.0,38.0,56.0,2.0,91.0,9.0,12.0,102.0,,27.0,5.0,380.0,14.0,1.0,33.0,1.0,8.0,5.0,7.0,21.0,,1.0,2.0,8.0,,,5.0,8.0,29.0,19.0,2.0,15.0,3.0,27.0,245.0,1.0,3.0,7.0,8.0,19.0,20.0,15.0,14.0,37.0,,1.0,202.0,0.0,,,,2.0,,,,9.0,2.0,,,,2.0,,1.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Charlotte Independence,Charlotte_Independence,21ieu51sk5euvb02y0zedmt7u,S. Dutey,Defender,5,1.0,4.0,,48.0,57.0,3.0,,54.0,,1.0,,,10.0,45.0,24.0,,103.0,1.0,,,,20.0,9.0,10.0,,19.0,,3.0,7.0,,5.0,,74.0,2.0,1.0,9.0,1.0,4.0,,1.0,6.0,1.0,4.0,,1.0,,,1.0,4.0,5.0,7.0,,8.0,,9.0,40.0,,,5.0,5.0,3.0,,10.0,,7.0,,,28.0,0.0,,,,,,,,2.0,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Charlotte Independence,Charlotte_Independence,3gma44vra7c6e65mdk97jvztg,N. Gray,Midfielder,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Charlotte Independence,Charlotte_Independence,bu51rg2ezwrqq6l5t1qvyjcnp,M. Ibarra,Midfielder,10,,,2.0,21.0,24.0,3.0,1.0,23.0,,,,1.0,10.0,20.0,4.0,,28.0,,1.0,,1.0,14.0,4.0,4.0,,10.0,,1.0,3.0,,2.0,,28.0,,,3.0,,3.0,1.0,,2.0,,,,,,,,3.0,2.0,4.0,,,,1.0,21.0,1.0,,1.0,1.0,4.0,1.0,2.0,2.0,7.0,,,8.0,0.0,,,,2.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Charlotte Independence,Charlotte_Independence,9j7k19w9hlw0cz8egy841huc5,J. Johnson,Defender,8,12.0,4.0,22.0,220.0,262.0,,9.0,252.0,2.0,8.0,2.0,1.0,10.0,212.0,54.0,4.0,643.0,6.0,7.0,,1.0,119.0,70.0,38.0,8.0,88.0,1.0,29.0,78.0,1.0,23.0,1.0,350.0,6.0,2.0,42.0,6.0,8.0,3.0,8.0,13.0,12.0,,3.0,12.0,8.0,,5.0,8.0,15.0,45.0,6.0,12.0,4.0,14.0,208.0,1.0,3.0,8.0,8.0,22.0,15.0,16.0,6.0,42.0,,2.0,102.0,0.0,,,,8.0,,,,3.0,1.0,,,2.0,1.0,,,1.0,2.0,2.0,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Charlotte Independence,Charlotte_Independence,dwul4lmviqip867mzy4go6kno,M. Levy,Goalkeeper,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Charlotte Independence,Charlotte_Independence,616x42afdja89ng8xzh47dxbd,T. Mbuyu,Midfielder,11,14.0,,31.0,42.0,62.0,4.0,7.0,61.0,7.0,6.0,2.0,,10.0,41.0,15.0,3.0,313.0,5.0,18.0,,1.0,24.0,48.0,40.0,8.0,16.0,1.0,19.0,12.0,,17.0,6.0,128.0,4.0,2.0,20.0,5.0,8.0,9.0,4.0,1.0,,1.0,3.0,8.0,7.0,,5.0,8.0,23.0,23.0,4.0,1.0,5.0,,41.0,,1.0,4.0,5.0,9.0,13.0,9.0,6.0,19.0,3.0,1.0,18.0,0.0,1.0,,,3.0,,1.0,1.0,,,,,,3.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
