liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Throw Ins to Opposition Player,Offsides,Goals,Right Foot Goals,Yellow Cards,Successful Corners into Box,Left Foot Goals,Foul Won Penalty,Handballs conceded,Goals from Inside Box,Penalties Taken,Penalty Goals,Penalties Conceded,Total Red Cards,Straight Red Cards,Unsuccessful lay-offs,Headed Goals,Saves Made,GK Successful Distribution,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Clearances Off the Line,Penalty Goals Conceded,Winning Goal,Times Tackled,Overruns,Own Goal Scored,Second Goal Assists,Home Goals,Away Goals,Saves from Penalty,Penalties Saved,Goal Kicks,Goals from Outside Box,Goalkeeper Smother,Crosses not Claimed,Red Cards - 2nd Yellow,Set Pieces Goals,Last Player Tackle,Penalties Off Target,Other Goals
Mexico_Liga_MX,2018-2019,CD Guadalajara,4iivsyrv0x14eu11h0fnc9djp,M. Basulto,Defender,28,,627.0,11.0,1.0,,1.0,254.0,3.0,10.0,,58.0,10.0,19.0,2.0,1.0,1.0,17.0,53.0,166.0,13.0,21.0,264.0,,6.0,,212.0,7.0,2.0,40.0,46.0,1.0,20.0,2.0,23.0,6.0,3.0,20.0,351.0,,7.0,1.0,5.0,21.0,106.0,5.0,10.0,23.0,1.0,,12.0,,1.0,9.0,,47.0,24.0,8.0,,7.0,,,,7.0,102.0,214.0,224.0,26.0,1.0,,,10.0,24.0,3.0,10.0,14.0,10.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CD Guadalajara,c52rbcdu5hiukdhoshthvctbe,F. Beltrán,Midfielder,20,1.0,685.0,,4.0,2.0,1.0,334.0,1.0,42.0,,132.0,3.0,8.0,4.0,3.0,1.0,4.0,67.0,177.0,26.0,24.0,341.0,3.0,9.0,11.0,289.0,11.0,4.0,32.0,96.0,4.0,18.0,2.0,50.0,6.0,8.0,17.0,465.0,2.0,10.0,5.0,2.0,68.0,97.0,2.0,10.0,44.0,1.0,,20.0,,2.0,5.0,3.0,77.0,11.0,12.0,3.0,10.0,2.0,,,29.0,106.0,302.0,309.0,9.0,,,,17.0,33.0,9.0,10.0,39.0,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,12.0,3.0,1.0,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CD Guadalajara,52xjaejv3eeiyd2xn5642g2xh,I. Brizuela,Midfielder,11,29.0,1479.0,12.0,1.0,5.0,,524.0,14.0,126.0,11.0,305.0,6.0,11.0,13.0,9.0,3.0,14.0,272.0,111.0,25.0,115.0,531.0,2.0,14.0,44.0,400.0,19.0,19.0,126.0,110.0,20.0,133.0,2.0,64.0,16.0,34.0,23.0,881.0,3.0,17.0,11.0,1.0,186.0,146.0,57.0,10.0,114.0,10.0,,5.0,10.0,34.0,12.0,30.0,212.0,8.0,22.0,30.0,17.0,1.0,,3.0,84.0,149.0,398.0,405.0,26.0,3.0,5.0,,19.0,98.0,6.0,9.0,102.0,,,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,,,,,,3.0,,,,,,,,,,,,,,1.0,0.0,63.0,12.0,,1.0,2.0,0.0,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CD Guadalajara,87gmnnxvwtr265s3efeziwrft,A. Cervantes,Midfielder,31,7.0,646.0,1.0,2.0,,,273.0,1.0,57.0,1.0,141.0,2.0,5.0,6.0,5.0,1.0,10.0,74.0,108.0,18.0,30.0,283.0,,11.0,4.0,242.0,7.0,7.0,35.0,67.0,4.0,31.0,2.0,37.0,7.0,12.0,11.0,399.0,1.0,9.0,7.0,4.0,61.0,68.0,8.0,10.0,35.0,2.0,1.0,6.0,,5.0,8.0,4.0,79.0,9.0,8.0,7.0,9.0,,,,34.0,91.0,240.0,248.0,18.0,1.0,,,12.0,44.0,6.0,4.0,27.0,,2.0,1.0,1.0,2.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,16.0,1.0,,,0.0,1.0,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CD Guadalajara,dtqofer4mpqq7nw03eix5q7oq,B. Galindo,Defender,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CD Guadalajara,b0803yb3nzorkuu22yov1mrc9,J. Godínez,Forward,20,1.0,511.0,1.0,11.0,8.0,,121.0,6.0,38.0,1.0,74.0,,1.0,5.0,2.0,,24.0,71.0,23.0,4.0,32.0,129.0,3.0,12.0,2.0,95.0,7.0,9.0,33.0,32.0,6.0,31.0,4.0,19.0,4.0,8.0,3.0,224.0,,15.0,6.0,,48.0,32.0,21.0,10.0,34.0,7.0,,1.0,1.0,13.0,18.0,11.0,90.0,4.0,7.0,1.0,15.0,,,,32.0,27.0,89.0,96.0,42.0,,,,1.0,56.0,3.0,2.0,16.0,,2.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,22.0,2.0,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CD Guadalajara,evsi15yzlgsbn8fj4phrhi39,R. González,Midfielder,28,,1530.0,6.0,,6.0,5.0,990.0,2.0,114.0,1.0,461.0,12.0,28.0,13.0,3.0,1.0,22.0,156.0,442.0,44.0,93.0,1023.0,,36.0,6.0,843.0,28.0,4.0,121.0,322.0,19.0,79.0,2.0,107.0,17.0,29.0,42.0,1241.0,,17.0,31.0,7.0,134.0,320.0,1.0,10.0,82.0,1.0,,59.0,1.0,13.0,19.0,1.0,175.0,33.0,29.0,,17.0,,,,71.0,267.0,870.0,902.0,41.0,3.0,,,32.0,93.0,12.0,36.0,63.0,,,,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,4.0,0.0,15.0,1.0,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CD Guadalajara,at4u3rd1dav3e5m00n3ja94gl,R. Gudiño,Goalkeeper,1,,1260.0,,,,18.0,124.0,1.0,,,42.0,47.0,109.0,1.0,,3.0,1.0,116.0,139.0,,2.0,292.0,,1.0,,108.0,16.0,,111.0,45.0,1.0,83.0,,118.0,14.0,1.0,28.0,444.0,,14.0,1.0,,3.0,193.0,,10.0,6.0,,,73.0,,1.0,5.0,,9.0,17.0,19.0,,14.0,,,,2.0,54.0,81.0,181.0,6.0,2.0,,,,3.0,,2.0,1.0,,,,,2.0,,,,,,,,1.0,,,,,46.0,150.0,13.0,,3.0,24.0,15.0,22.0,2.0,3.0,42.0,,1.0,0.0,,,,,,,1.0,1.0,117.0,,,,,,,,
Mexico_Liga_MX,2018-2019,CD Guadalajara,8g3r4knkrxk8fkf5k1cktstpm,D. Hernández,Forward,284,,9.0,,1.0,,,2.0,1.0,1.0,,3.0,,,,,,1.0,2.0,,,,3.0,,,,3.0,,,,,,,,,,,,5.0,1.0,1.0,,,1.0,2.0,,10.0,,,,,,,,,2.0,,,,1.0,,,,1.0,,2.0,3.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CD Guadalajara,3tj14uw0unebifz0frd9u2dw5,E. Hernández,Defender,6,16.0,1184.0,99.0,,1.0,9.0,543.0,5.0,50.0,10.0,265.0,22.0,43.0,5.0,3.0,2.0,14.0,189.0,179.0,37.0,89.0,566.0,4.0,11.0,7.0,399.0,17.0,4.0,132.0,209.0,14.0,116.0,1.0,68.0,14.0,25.0,35.0,852.0,7.0,14.0,8.0,2.0,78.0,264.0,7.0,10.0,68.0,1.0,3.0,35.0,7.0,8.0,16.0,,108.0,19.0,19.0,19.0,14.0,3.0,1.0,,26.0,43.0,412.0,434.0,30.0,2.0,1.0,,22.0,40.0,15.0,19.0,52.0,14.0,1.0,,,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,1.0,,,,,,,,,,,,,,,
