liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Foul Won Penalty,Games Played,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Headed Goals,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalties Taken,Penalty Goals,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Blocks,Interceptions,Penalties Conceded,Successful Launches,Unsuccessful Launches,Corners Taken (incl short corners),Hit Woodwork,Successful Corners into Box,Through balls,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Offsides,Total Big Chances Missed,Unsuccessful lay-offs,Attempts from Set Pieces,Left Foot Goals,Clean Sheets,GK Successful Distribution,Goal Kicks,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Saves Made,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Overruns,Straight Red Cards,Total Red Cards,Punches,Saves Made from Inside Box,Total Big Chances Saved,Clearances Off the Line,Last Player Tackle,Goalkeeper Smother,Penalties Saved,Saves from Penalty,Own Goal Scored,Second Goal Assists,Crosses not Claimed,Red Cards - 2nd Yellow,Direct Corner Goals,Direct Setpiece Goals,Set Pieces Goals
USA_USL_League_One,2026,Athletic Club Boise,6lehq7bt5okf4y9lbxan577x1,C. Adams,Midfielder,6,,,,6.0,73.0,,49.0,,14.0,6.0,8.0,76.0,61.0,1.0,,6.0,,3.0,2.0,1.0,,,,14.0,6.0,8.0,,,8.0,60.0,232.0,,,,29.0,3.0,,12.0,,46.0,8.0,3.0,,4.0,4.0,2.0,9.0,1.0,,13.0,4.0,215.0,125.0,106.0,218.0,,2.0,,1.0,288.0,2.0,,,3.0,3.0,6.0,41.0,240.0,3.0,222.0,2.0,3.0,18.0,290.0,17.0,5.0,,3.0,32.0,3.0,15.0,,,,0.0,,,,1.0,,14.0,,5.0,,9.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Athletic Club Boise,1iyhipdn84for8bbxb07kw4x5,T. Amang,Forward,22,7.0,3.0,4.0,5.0,25.0,,25.0,1.0,36.0,20.0,16.0,35.0,6.0,5.0,,5.0,1.0,2.0,1.0,1.0,1.0,1.0,,29.0,17.0,12.0,,,,12.0,52.0,,,,11.0,3.0,3.0,4.0,1.0,13.0,,1.0,1.0,3.0,4.0,2.0,,,2.0,7.0,3.0,42.0,26.0,20.0,43.0,,3.0,,,279.0,4.0,,1.0,1.0,11.0,8.0,21.0,56.0,2.0,46.0,3.0,9.0,10.0,88.0,1.0,1.0,,,8.0,3.0,10.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Athletic Club Boise,bszbyrtjc8xovva7a68px8fmc,J. Andema,Goalkeeper,1,2.0,,2.0,4.0,,,9.0,,5.0,,5.0,,49.0,,,4.0,,6.0,5.0,1.0,,,,3.0,,3.0,,,,38.0,70.0,,,,3.0,,,20.0,,19.0,,,,4.0,,,,,,,10.0,53.0,6.0,72.0,68.0,,1.0,,,360.0,,,,3.0,,4.0,28.0,106.0,,78.0,1.0,,28.0,134.0,,,,25.0,17.0,11.0,3.0,,,,0.0,,,,4.0,13.0,,,,,,,,,,,,,1.0,30.0,26.0,2.0,1.0,6.0,,7.0,2.0,,2.0,,,,,5.0,1.0,,,,,,,,,,,,
USA_USL_League_One,2026,Athletic Club Boise,8vcytrkvxzki08gxqpulol3hl,B. Bodily,Forward,7,4.0,1.0,3.0,8.0,142.0,2.0,156.0,9.0,65.0,36.0,29.0,244.0,73.0,3.0,,8.0,,8.0,6.0,2.0,,,,61.0,35.0,26.0,,,13.0,20.0,335.0,,,,88.0,16.0,8.0,34.0,,109.0,15.0,6.0,3.0,8.0,1.0,,24.0,17.0,11.0,6.0,7.0,282.0,190.0,125.0,284.0,1.0,2.0,1.0,32.0,681.0,18.0,4.0,,3.0,10.0,12.0,128.0,344.0,9.0,291.0,3.0,14.0,53.0,546.0,39.0,28.0,13.0,11.0,78.0,14.0,42.0,1.0,,,0.0,2.0,9.0,,1.0,7.0,16.0,1.0,7.0,1.0,8.0,2.0,2.0,2.0,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Athletic Club Boise,a8nwfr7qx711qnvi49q2tfp7u,J. Crull,Defender,16,18.0,5.0,13.0,8.0,76.0,1.0,156.0,2.0,51.0,20.0,31.0,93.0,266.0,1.0,,8.0,,8.0,6.0,2.0,,,,33.0,15.0,18.0,,,1.0,43.0,598.0,,,,98.0,15.0,7.0,29.0,,222.0,2.0,1.0,,8.0,1.0,,4.0,4.0,1.0,,31.0,533.0,233.0,312.0,510.0,2.0,8.0,2.0,24.0,718.0,4.0,1.0,,25.0,4.0,7.0,96.0,607.0,1.0,541.0,10.0,6.0,66.0,743.0,17.0,17.0,2.0,31.0,51.0,32.0,35.0,1.0,,,0.0,3.0,13.0,,6.0,17.0,,,,,,1.0,1.0,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_USL_League_One,2026,Athletic Club Boise,5lfsx6h5cktgy9mbk5hg6mt0q,J. Dengler,Defender,25,45.0,17.0,28.0,8.0,11.0,2.0,101.0,,73.0,33.0,40.0,16.0,237.0,1.0,,8.0,,8.0,6.0,2.0,,,,28.0,16.0,12.0,,,1.0,185.0,502.0,,,,40.0,4.0,2.0,20.0,,110.0,1.0,2.0,,8.0,,,,,1.0,,46.0,440.0,151.0,323.0,428.0,3.0,6.0,,1.0,720.0,,,,44.0,14.0,2.0,76.0,543.0,2.0,474.0,9.0,11.0,69.0,633.0,,,,35.0,53.0,16.0,34.0,3.0,,,0.0,7.0,2.0,,6.0,19.0,,,,,,,,,,,,,3.0,8.0,9.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
USA_USL_League_One,2026,Athletic Club Boise,5v83k5ukm1xt6fhuq8845euc4,J. Garcia,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Athletic Club Boise,63td0sigm6tp2tg8yovf5npm2,D. Gasso,Midfielder,8,7.0,1.0,6.0,8.0,35.0,,29.0,,24.0,12.0,12.0,26.0,40.0,1.0,,8.0,,3.0,3.0,,,,,17.0,11.0,6.0,,,2.0,41.0,149.0,,,,14.0,6.0,3.0,8.0,,34.0,2.0,,,1.0,1.0,7.0,,,,2.0,7.0,125.0,68.0,58.0,119.0,2.0,2.0,,1.0,215.0,5.0,,,7.0,4.0,2.0,36.0,150.0,,126.0,4.0,4.0,24.0,191.0,1.0,1.0,2.0,4.0,18.0,7.0,20.0,1.0,,,0.0,1.0,2.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Athletic Club Boise,7o71djg9t9z126paxjz1fdffu,J. Hanson,Forward,17,7.0,2.0,5.0,5.0,11.0,,8.0,,18.0,11.0,7.0,26.0,3.0,,,5.0,,3.0,3.0,,,,,11.0,9.0,2.0,,,1.0,9.0,25.0,,,,6.0,1.0,,1.0,,4.0,1.0,2.0,1.0,,,5.0,,,2.0,2.0,,21.0,15.0,8.0,23.0,,,,,69.0,5.0,,,,3.0,,12.0,27.0,3.0,23.0,,5.0,4.0,41.0,2.0,2.0,3.0,,6.0,,4.0,,,,0.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Athletic Club Boise,5gwfcqdf1i0zflrm5vpkzhr10,J. Kliewer,Goalkeeper,18,2.0,,2.0,4.0,,,6.0,,4.0,1.0,3.0,,54.0,1.0,,4.0,,2.0,1.0,1.0,,,,2.0,1.0,1.0,,,,23.0,58.0,,,,2.0,,,36.0,,13.0,,,,4.0,,,,,,,8.0,40.0,5.0,52.0,49.0,,,,,360.0,,,,4.0,1.0,1.0,33.0,90.0,,57.0,,,33.0,141.0,,,,31.0,30.0,3.0,2.0,2.0,,,0.0,,,1.0,1.0,19.0,,,,,,,,,,,,,2.0,41.0,21.0,3.0,2.0,6.0,1.0,13.0,7.0,,5.0,,,,4.0,6.0,1.0,,,1.0,1.0,1.0,,,,,,,
