liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,GK Successful Distribution,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Headed Goals,GK Unsuccessful Distribution,Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Dribbles,Blocked Shots,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Offsides,Corners Won,Yellow Cards,Substitute Off,Throw Ins to Opposition Player,Unsuccessful Dribbles,Assists (Intentional),Goal Assists,Right Foot Goals,Handballs conceded,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Hit Woodwork,Unsuccessful lay-offs,Successful Corners into Box,Corners Taken (incl short corners),Unsuccessful Corners into Box,Through balls,Goals Conceded Outside Box,Foul Won Penalty,Penalties Taken,Penalty Goals,Penalties Faced,Saves made - caught,Penalties Conceded,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Last Man Tackle
Concacaf_Concacaf_Champions_Cup,2018,Toronto FC,99og36a6ba9m7lc7dfnxj9al1,Ager Aketxe,Midfielder,8,,32.0,,,2.0,,,23.0,4.0,13.0,1.0,2.0,,1.0,1.0,8.0,6.0,4.0,,3.0,23.0,,18.0,,1.0,5.0,3.0,,4.0,5.0,,1.0,3.0,33.0,3.0,,,6.0,,7.0,,48.0,5.0,,,,,,7.0,,,,2.0,3.0,,,1.0,9.0,,18.0,18.0,1.0,,2.0,2.0,2.0,,5.0,1.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,2.0,2.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Toronto FC,cvz7rxusmcxxv17fij7dxx6mt,J. Altidore,Forward,17,,625.0,,1.0,15.0,,3.0,212.0,60.0,123.0,,,4.0,3.0,17.0,90.0,36.0,2.0,,56.0,215.0,19.0,152.0,7.0,12.0,56.0,53.0,8.0,52.0,11.0,8.0,11.0,4.0,307.0,8.0,9.0,,60.0,,50.0,23.0,52.0,34.0,9.0,,7.0,12.0,13.0,90.0,4.0,8.0,1.0,,8.0,,,39.0,52.0,3.0,156.0,159.0,30.0,1.0,2.0,56.0,,1.0,21.0,8.0,3.0,,,,2.0,5.0,1.0,4.0,,7.0,,,2.0,3.0,,,,,,,,,,2.0,,1.0,,2.0,1.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Toronto FC,boojy2a86m5qkyqqzxvdk9jv9,A. Bono,Goalkeeper,25,,720.0,69.0,,,17.0,,90.0,,36.0,39.0,105.0,,,,109.0,78.0,,,3.0,222.0,,63.0,8.0,,108.0,18.0,,95.0,91.0,8.0,,13.0,308.0,8.0,,,3.0,,183.0,,73.0,4.0,,,51.0,3.0,1.0,4.0,3.0,9.0,,,8.0,,46.0,,21.0,,60.0,114.0,1.0,2.0,,,,,3.0,1.0,,,,,,,,,,,,,,,36.0,,,3.0,4.0,16.0,10.0,19.0,,,,,,,1.0,,,,2.0,1.0,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Toronto FC,2c8lm8pc33blr2596jt0fxkgl,M. Bradley,Midfielder,4,,720.0,,3.0,5.0,3.0,,408.0,45.0,151.0,4.0,27.0,4.0,,4.0,88.0,235.0,23.0,,42.0,454.0,7.0,355.0,8.0,,69.0,133.0,2.0,58.0,65.0,8.0,8.0,15.0,550.0,8.0,4.0,4.0,60.0,,163.0,1.0,47.0,38.0,,,30.0,5.0,4.0,68.0,10.0,9.0,,4.0,8.0,,,26.0,113.0,,349.0,385.0,8.0,2.0,10.0,30.0,13.0,16.0,34.0,6.0,1.0,,1.0,1.0,,2.0,1.0,,,3.0,,,,,,,,,,,,,,,,2.0,2.0,,1.0,,,,,,1.0,,,,
Concacaf_Concacaf_Champions_Cup,2018,Toronto FC,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,Midfielder,14,,19.0,,,,,,5.0,1.0,3.0,,,1.0,,1.0,2.0,1.0,1.0,,1.0,5.0,,4.0,,,1.0,2.0,,1.0,,,1.0,,9.0,1.0,,,4.0,,2.0,1.0,45.0,2.0,,,,,1.0,6.0,1.0,,,,1.0,,,3.0,,,4.0,4.0,2.0,,,4.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Toronto FC,a7e4giaiuvuakmt7iw09mh9lh,M. Delgado,Midfielder,18,1.0,639.0,,3.0,18.0,1.0,,328.0,57.0,167.0,4.0,15.0,17.0,5.0,8.0,89.0,104.0,28.0,,44.0,329.0,10.0,256.0,6.0,6.0,59.0,45.0,4.0,48.0,40.0,8.0,24.0,12.0,446.0,8.0,8.0,,87.0,,105.0,7.0,58.0,46.0,1.0,,14.0,7.0,7.0,102.0,7.0,7.0,,1.0,8.0,,,48.0,122.0,,269.0,270.0,15.0,,24.0,56.0,4.0,8.0,39.0,4.0,,,1.0,1.0,,,,6.0,1.0,5.0,2.0,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Toronto FC,5y8srw7hc5nlu0efcq710if3d,L. Fraser,Midfielder,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Toronto FC,a4ho0enrp6omdbdplkf1hly39,S. Giovinco,Forward,10,6.0,720.0,,3.0,14.0,,4.0,207.0,46.0,133.0,1.0,9.0,,11.0,3.0,166.0,39.0,3.0,1.0,53.0,225.0,14.0,152.0,8.0,25.0,62.0,62.0,18.0,80.0,23.0,8.0,13.0,9.0,435.0,8.0,6.0,,94.0,1.0,77.0,45.0,78.0,43.0,14.0,11.0,11.0,22.0,1.0,98.0,,9.0,,27.0,8.0,,,52.0,40.0,3.0,147.0,163.0,4.0,2.0,2.0,55.0,1.0,1.0,42.0,17.0,15.0,,9.0,5.0,4.0,13.0,2.0,,1.0,19.0,3.0,3.0,4.0,2.0,,,,,,,,,,,3.0,25.0,21.0,3.0,1.0,1.0,1.0,1.0,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Toronto FC,dv09p12tc7rdd22262wamfnx1,N. Hagglund,Defender,6,,213.0,,1.0,,1.0,,135.0,6.0,25.0,6.0,14.0,1.0,2.0,9.0,25.0,86.0,4.0,,11.0,136.0,,103.0,3.0,2.0,25.0,50.0,,13.0,19.0,2.0,2.0,12.0,167.0,4.0,,1.0,7.0,,57.0,2.0,48.0,16.0,,,8.0,2.0,9.0,25.0,14.0,3.0,,,4.0,,,,23.0,,110.0,111.0,18.0,2.0,4.0,9.0,,5.0,7.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Toronto FC,6of4lxl9haj2csl0hxsbf4slx,J. Hamilton,Forward,22,,44.0,,,1.0,,,14.0,3.0,4.0,,1.0,,,1.0,10.0,4.0,1.0,,5.0,14.0,1.0,8.0,1.0,,6.0,4.0,1.0,6.0,,,,,26.0,3.0,,,6.0,,3.0,1.0,100.0,10.0,,,,1.0,6.0,13.0,2.0,1.0,,,3.0,,,2.0,4.0,,8.0,8.0,7.0,,1.0,3.0,,1.0,4.0,2.0,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
