liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,GK Successful Distribution,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Headed Goals,GK Unsuccessful Distribution,Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Dribbles,Blocked Shots,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Offsides,Corners Won,Yellow Cards,Substitute Off,Throw Ins to Opposition Player,Unsuccessful Dribbles,Assists (Intentional),Goal Assists,Right Foot Goals,Handballs conceded,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Hit Woodwork,Unsuccessful lay-offs,Successful Corners into Box,Corners Taken (incl short corners),Unsuccessful Corners into Box,Through balls,Goals Conceded Outside Box,Foul Won Penalty,Penalties Taken,Penalty Goals,Penalties Faced,Saves made - caught,Penalties Conceded,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Last Man Tackle
Concacaf_Concacaf_Champions_Cup,2018,CD Guadalajara,93oc9ezl3ybfsei0z4xgkjo45,O. Alanís,Defender,2,2.0,720.0,4.0,4.0,1.0,11.0,2.0,376.0,16.0,103.0,28.0,52.0,3.0,3.0,13.0,91.0,220.0,7.0,1.0,29.0,404.0,4.0,262.0,4.0,6.0,81.0,136.0,1.0,49.0,31.0,8.0,5.0,34.0,502.0,8.0,1.0,2.0,15.0,1.0,193.0,6.0,70.0,40.0,3.0,1.0,61.0,2.0,32.0,60.0,38.0,4.0,1.0,2.0,8.0,1.0,3.0,7.0,59.0,1.0,304.0,323.0,45.0,5.0,3.0,20.0,4.0,13.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CD Guadalajara,4iivsyrv0x14eu11h0fnc9djp,M. Basulto,Defender,28,,90.0,,,2.0,,,39.0,4.0,7.0,,1.0,,1.0,2.0,6.0,27.0,,,4.0,39.0,2.0,24.0,,1.0,5.0,9.0,,3.0,5.0,1.0,,2.0,46.0,1.0,1.0,,3.0,,10.0,2.0,55.0,5.0,,,10.0,,4.0,9.0,3.0,,,,1.0,,,2.0,16.0,,34.0,34.0,6.0,1.0,,4.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CD Guadalajara,c52rbcdu5hiukdhoshthvctbe,F. Beltrán,Midfielder,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CD Guadalajara,7y9k549gjh2183ylplvwg2q5l,M. Benítez,Forward,15,,4.0,,,,,,8.0,4.0,1.0,,,,,,,8.0,,,,8.0,,8.0,,,,3.0,1.0,,,,,,11.0,1.0,,,,,1.0,,100.0,,,,,,,,,,,,1.0,,,,,,8.0,8.0,,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CD Guadalajara,52xjaejv3eeiyd2xn5642g2xh,I. Brizuela,Midfielder,11,8.0,574.0,,28.0,2.0,2.0,1.0,235.0,40.0,133.0,10.0,18.0,6.0,3.0,8.0,114.0,45.0,12.0,,42.0,235.0,5.0,166.0,3.0,5.0,60.0,27.0,6.0,52.0,31.0,7.0,14.0,16.0,380.0,7.0,3.0,1.0,62.0,1.0,102.0,11.0,49.0,33.0,2.0,,9.0,2.0,3.0,73.0,5.0,3.0,1.0,8.0,7.0,,,32.0,66.0,,175.0,175.0,11.0,4.0,9.0,40.0,3.0,10.0,30.0,16.0,,,3.0,3.0,1.0,5.0,1.0,2.0,6.0,12.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CD Guadalajara,87gmnnxvwtr265s3efeziwrft,A. Cervantes,Midfielder,31,,67.0,,,,,,46.0,11.0,32.0,,1.0,,,1.0,6.0,10.0,2.0,,3.0,46.0,1.0,35.0,,1.0,4.0,14.0,3.0,4.0,10.0,1.0,,,56.0,1.0,,,8.0,,13.0,,80.0,6.0,1.0,,7.0,3.0,,9.0,1.0,,,,1.0,,,2.0,8.0,,42.0,42.0,1.0,,2.0,3.0,,,6.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CD Guadalajara,31e3kw8b8zovsaqjaduuvz6xh,C. Cisneros,Midfielder,24,19.0,643.0,,40.0,2.0,2.0,1.0,268.0,62.0,125.0,29.0,36.0,3.0,7.0,15.0,118.0,84.0,10.0,,27.0,270.0,12.0,192.0,4.0,9.0,63.0,18.0,9.0,54.0,40.0,7.0,21.0,28.0,451.0,8.0,5.0,2.0,58.0,,109.0,11.0,100.0,45.0,2.0,,15.0,7.0,15.0,88.0,18.0,4.0,,19.0,8.0,,,28.0,81.0,1.0,205.0,207.0,30.0,4.0,9.0,43.0,1.0,9.0,30.0,15.0,1.0,1.0,2.0,2.0,1.0,7.0,1.0,,11.0,8.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CD Guadalajara,4pw00eq0okwcadrq7t1jzlmmt,R. Cisneros,Forward,29,,63.0,,,,,,7.0,3.0,7.0,,,,,,4.0,1.0,,,,8.0,1.0,7.0,,,,2.0,1.0,,,1.0,,,13.0,1.0,1.0,,3.0,,,1.0,17.0,,,,1.0,,,3.0,1.0,,,,1.0,,,3.0,3.0,,7.0,8.0,,,,3.0,,,,,,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CD Guadalajara,5jj07az7i7svdgh5egd1s5dqt,R. Cota,Goalkeeper,30,,630.0,78.0,,,6.0,,63.0,,12.0,21.0,33.0,,,,36.0,79.0,,,2.0,126.0,,67.0,3.0,,35.0,31.0,,19.0,56.0,7.0,,16.0,206.0,7.0,,,1.0,,73.0,,75.0,5.0,,,24.0,2.0,4.0,5.0,7.0,3.0,,,7.0,,7.0,,22.0,,48.0,91.0,4.0,5.0,,,,,1.0,,,,,,,,2.0,,,,,,,,21.0,4.0,2.0,1.0,2.0,9.0,7.0,12.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CD Guadalajara,b0803yb3nzorkuu22yov1mrc9,J. Godínez,Forward,89,1.0,531.0,,1.0,9.0,,1.0,115.0,41.0,69.0,2.0,2.0,4.0,6.0,35.0,61.0,21.0,2.0,,28.0,120.0,12.0,88.0,2.0,8.0,30.0,24.0,4.0,26.0,16.0,6.0,8.0,5.0,202.0,7.0,3.0,1.0,40.0,,37.0,18.0,45.0,38.0,2.0,,2.0,8.0,25.0,100.0,13.0,2.0,,1.0,7.0,,,27.0,18.0,1.0,85.0,90.0,60.0,1.0,1.0,62.0,1.0,3.0,13.0,5.0,1.0,1.0,,,8.0,1.0,1.0,4.0,,8.0,,,1.0,4.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
