liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Carries,Duels,Duels lost,Duels won,Forward Passes,Foul Attempted Tackle,Games Played,Goals,Goals Conceded,Goals Conceded Inside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Index,Leftside Passes,Offsides,Open Play Passes,Overruns,Penalties Taken,Penalty Goals,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots On Target ( inc goals ),Substitute On,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Won,Throw Ins to Opposition Player,Time Played,Times Tackled,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Blocked Shots,Blocks,Corners Won,Final Third Touches,Goals Conceded Outside Box,Goals Openplay,Handballs conceded,Hit Woodwork,Key Passes (Attempt Assists),Penalty Goals Conceded,Shots Off Target (inc woodwork),Starts,Straight Red Cards,Substitute Off,Throw Ins to Own Player,Total Big Chances Missed,Total Fouls Won,Total Red Cards,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Passes Own Half,Clean Sheets,Clearances Off the Line,Interceptions,Successful Launches,Tackles Lost,Unsuccessful lay-offs,Assists (Intentional),Corners Taken (incl short corners),Foul Won Penalty,Goal Assists,Second Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Total Big Chances Created,Unsuccessful Corners into Box,Attempts from Set Pieces,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Successful Corners into Box,Through balls,GK Successful Distribution,Goal Kicks,Left Foot Goals,Headed Goals,Penalties Conceded,Total Big Chances Saved,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Own Goal Scored,Last Player Tackle,Red Cards - 2nd Yellow,Crosses not Claimed,Penalties Off Target,Direct Corner Goals
USA_USL_League_One,2025,Greenville Triumph SC,aopflvfo187z716j6wqjk7l04,I. Agyaakwah,Defender,23,43.0,16.0,27.0,18.0,53.0,112.0,133.0,54.0,79.0,122.0,13.0,18.0,1.0,18.0,18.0,1.0,90.0,38.0,52.0,10.0,72.0,,339.0,1.0,,,59.0,21.0,13.0,28.0,,106.0,3.0,10.0,5.0,4.0,8.0,280.0,95.0,200.0,285.0,17.0,2.0,854.0,13.0,1.0,16.0,21.0,100.0,353.0,9.0,293.0,26.0,18.0,60.0,541.0,5.0,24.0,54.0,36.0,2.0,0.0,1.0,0.0,3.0,4.0,2.0,29.0,,,,,8.0,2.0,6.0,8.0,,3.0,9.0,,22.0,1.0,6.0,6.0,14.0,12.0,1.0,,7.0,2.0,9.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,
USA_USL_League_One,2025,Greenville Triumph SC,9vw8izvdgvl9afa5cjwrrx2lm,C. Anguiano,Midfielder,6,8.0,4.0,4.0,14.0,60.0,77.0,64.0,30.0,34.0,98.0,6.0,14.0,,12.0,11.0,,56.0,26.0,30.0,10.0,73.0,1.0,306.0,,,,42.0,11.0,4.0,28.0,,81.0,,9.0,2.0,4.0,18.0,262.0,150.0,118.0,250.0,7.0,,629.0,13.0,,9.0,9.0,70.0,312.0,,268.0,14.0,4.0,44.0,413.0,4.0,14.0,36.0,30.0,3.0,,,0.0,2.0,1.0,2.0,5.0,1.0,,,,6.0,,,5.0,,3.0,2.0,,14.0,,5.0,3.0,9.0,13.0,,,9.0,3.0,7.0,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Greenville Triumph SC,c9dlhwb3ajgno1ck47rya4ay2,D. Benton,Defender,77,34.0,13.0,21.0,21.0,78.0,94.0,97.0,38.0,59.0,185.0,4.0,21.0,,16.0,12.0,,63.0,25.0,38.0,10.0,126.0,,400.0,1.0,,,47.0,25.0,13.0,28.0,,20.0,1.0,12.0,2.0,,25.0,290.0,157.0,148.0,273.0,11.0,22.0,976.0,8.0,,40.0,11.0,175.0,409.0,6.0,298.0,21.0,9.0,111.0,682.0,5.0,57.0,97.0,54.0,1.0,,,0.0,,5.0,4.0,50.0,4.0,,,,3.0,,5.0,9.0,,1.0,55.0,,18.0,,17.0,16.0,36.0,31.0,4.0,1.0,16.0,8.0,10.0,,,,,,1.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Greenville Triumph SC,b8m9h23suk1prgs0uj4zp53is,N. Biggar,Midfielder,14,3.0,1.0,2.0,2.0,,2.0,7.0,3.0,4.0,4.0,1.0,2.0,,1.0,1.0,,4.0,2.0,2.0,10.0,2.0,,12.0,,,,2.0,,,2.0,,6.0,,2.0,,,1.0,10.0,7.0,3.0,9.0,1.0,,25.0,1.0,,1.0,1.0,3.0,12.0,,10.0,1.0,2.0,2.0,22.0,1.0,,2.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Greenville Triumph SC,dycb7w379zx4ogkoiycz6y68k,A. Blinzler,Goalkeeper,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Greenville Triumph SC,bg1cn3lg80zgoqxopli41ec5w,Z. Bubb,Defender,42,76.0,21.0,55.0,24.0,54.0,341.0,166.0,62.0,104.0,458.0,11.0,24.0,,27.0,22.0,,90.0,41.0,49.0,10.0,466.0,1.0,1140.0,,,,172.0,32.0,15.0,63.0,,201.0,4.0,2.0,7.0,,87.0,952.0,302.0,688.0,899.0,24.0,13.0,1831.0,7.0,,127.0,27.0,231.0,1179.0,13.0,986.0,36.0,24.0,193.0,1530.0,3.0,99.0,144.0,94.0,6.0,,,0.0,,6.0,2.0,28.0,5.0,,1.0,1.0,12.0,3.0,9.0,22.0,1.0,4.0,26.0,2.0,6.0,2.0,8.0,8.0,42.0,57.0,5.0,,43.0,16.0,12.0,,1.0,,,1.0,,4.0,4.0,4.0,,,,,,,2.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,1.0,1.0,,,
USA_USL_League_One,2025,Greenville Triumph SC,74kulsc49v28gagdio1exxv4l,L. Castro,Forward,25,129.0,69.0,60.0,22.0,94.0,151.0,265.0,150.0,115.0,124.0,18.0,22.0,7.0,25.0,23.0,6.0,136.0,81.0,55.0,10.0,85.0,12.0,363.0,3.0,,,73.0,23.0,9.0,47.0,2.0,92.0,22.0,5.0,12.0,23.0,6.0,246.0,195.0,86.0,272.0,12.0,,1503.0,43.0,3.0,14.0,38.0,254.0,395.0,41.0,278.0,25.0,109.0,117.0,721.0,19.0,9.0,109.0,108.0,5.0,7.0,0.0,2.0,11.0,,9.0,62.0,2.0,6.0,2.0,2.0,21.0,1.0,19.0,17.0,,9.0,5.0,5.0,18.0,,11.0,11.0,1.0,19.0,,,3.0,1.0,13.0,6.0,1.0,,2.0,2.0,,3.0,3.0,5.0,,,,1.0,,,3.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Greenville Triumph SC,arl1q2uuag2scjv8vt406lrtg,P. Corvino,Midfielder,11,23.0,16.0,7.0,16.0,75.0,86.0,85.0,50.0,35.0,99.0,8.0,16.0,1.0,15.0,12.0,1.0,62.0,34.0,28.0,10.0,59.0,,291.0,,,,31.0,11.0,5.0,36.0,1.0,71.0,3.0,6.0,3.0,5.0,21.0,226.0,151.0,94.0,218.0,9.0,,802.0,18.0,,11.0,12.0,108.0,304.0,10.0,239.0,12.0,11.0,65.0,445.0,6.0,26.0,57.0,39.0,3.0,0.0,1.0,0.0,5.0,,,36.0,3.0,1.0,,,10.0,3.0,7.0,10.0,,10.0,5.0,,13.0,,9.0,9.0,16.0,17.0,,,6.0,4.0,3.0,,,,,,,6.0,6.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Greenville Triumph SC,737f775n5p7uuryubk48zcwh6,C. Evans,Defender,18,64.0,42.0,22.0,30.0,201.0,343.0,253.0,124.0,129.0,428.0,14.0,30.0,2.0,40.0,35.0,2.0,189.0,82.0,107.0,10.0,248.0,,961.0,2.0,,,161.0,52.0,17.0,123.0,1.0,154.0,7.0,1.0,16.0,13.0,107.0,690.0,503.0,315.0,636.0,22.0,18.0,2606.0,39.0,1.0,45.0,30.0,545.0,1031.0,27.0,743.0,41.0,61.0,288.0,1753.0,14.0,130.0,373.0,158.0,7.0,1.0,1.0,0.0,20.0,11.0,21.0,147.0,5.0,2.0,2.0,1.0,66.0,3.0,20.0,29.0,,2.0,88.0,2.0,50.0,,137.0,55.0,72.0,52.0,8.0,,24.0,23.0,19.0,1.0,5.0,98.0,,6.0,2.0,75.0,22.0,10.0,52.0,5.0,,,,35.0,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Greenville Triumph SC,ee12f0u7m07sw81xkozouyd3p,B. Fricke,Defender,5,188.0,70.0,118.0,30.0,81.0,366.0,271.0,107.0,164.0,537.0,12.0,30.0,,41.0,35.0,,83.0,37.0,46.0,10.0,449.0,1.0,1565.0,,,,170.0,28.0,14.0,101.0,,541.0,4.0,,,,106.0,1314.0,320.0,1031.0,1245.0,24.0,,2672.0,4.0,,208.0,23.0,271.0,1608.0,11.0,1351.0,36.0,34.0,257.0,2000.0,,122.0,169.0,135.0,6.0,,,0.0,3.0,24.0,4.0,21.0,6.0,,,,6.0,3.0,7.0,30.0,,2.0,1.0,1.0,10.0,,,,73.0,88.0,7.0,5.0,29.0,31.0,12.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,
USA_USL_League_One,2025,Greenville Triumph SC,kap5fyuvoytpv2qql9r15o2c,M. Gonzalez,Forward,17,17.0,10.0,7.0,17.0,29.0,79.0,59.0,35.0,24.0,37.0,3.0,17.0,,3.0,3.0,,42.0,25.0,17.0,10.0,29.0,1.0,137.0,1.0,,,52.0,16.0,3.0,21.0,,43.0,7.0,15.0,9.0,6.0,3.0,92.0,86.0,20.0,90.0,5.0,2.0,420.0,9.0,,3.0,12.0,95.0,138.0,12.0,93.0,7.0,26.0,45.0,258.0,6.0,2.0,64.0,43.0,2.0,,,0.0,1.0,1.0,8.0,71.0,,,1.0,1.0,9.0,,5.0,2.0,,2.0,6.0,3.0,1.0,,28.0,28.0,1.0,9.0,,,2.0,,2.0,,1.0,,,1.0,,13.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
