temporada,link,liga_url,cod_liga,folder,url_match,url_standings,url_squads,url_rankings
2026,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2026/6nv6rqeo7bc5utin12d6385w/fixtures,concacaf-champions-cup-2026,6nv6rqeo7bc5utin12d6385w,Concacaf_Concacaf_Champions_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=6nv6rqeo7bc5utin12d6385w&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W39db810c92a9357d0c22d0763be1dd88d1b1875e7,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=6nv6rqeo7bc5utin12d6385w&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3adb0eb997ce37b47c9aea3ec476b8748a41c0012,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=6nv6rqeo7bc5utin12d6385w&_pgSz=200&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3bc52c6c0d33034d25351aba9abbac3d256556620,https://api.performfeeds.com/soccerdata/rankings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=6nv6rqeo7bc5utin12d6385w&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W36f1e0007f5ab7b70caa9ad48e5d5de4e8e550327
2025,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2025/2gj8eldctlh5kua3vdf9loqok/fixtures,concacaf-champions-cup-2025,2gj8eldctlh5kua3vdf9loqok,Concacaf_Concacaf_Champions_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=2gj8eldctlh5kua3vdf9loqok&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W32510b6b77c826bd9dd4ecb2843c833e20c63d037,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=2gj8eldctlh5kua3vdf9loqok&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W37c1f0be97794a3cede4aa811df19d1b330754db0,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=2gj8eldctlh5kua3vdf9loqok&_pgSz=200&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W38e20191666e89ac8fe9d31db1ee53970b97f1fff,https://api.performfeeds.com/soccerdata/rankings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=2gj8eldctlh5kua3vdf9loqok&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3285192c6df6f6f439e0dcbbe20632e9424db50ea
2024,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2024/88eiz1gyadylcr1n8el5zrqj8/results,concacaf-champions-cup-2024,88eiz1gyadylcr1n8el5zrqj8,Concacaf_Concacaf_Champions_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=88eiz1gyadylcr1n8el5zrqj8&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W38af3300f5d3f90b2c4e04b7b76e8b8fb41be3bf5,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=88eiz1gyadylcr1n8el5zrqj8&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W35a2e08ffacca0d443735287f562f3623d8fd8786,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=88eiz1gyadylcr1n8el5zrqj8&_pgSz=50&_pgNm=1&detailed=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3a120d88af67a35c995f8d85a5ce4f99e657fd015,https://api.performfeeds.com/soccerdata/rankings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=88eiz1gyadylcr1n8el5zrqj8&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3911655bde2f014861ea11f0e33359d12846bcbca
2023,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2023/5n2136sfjmrve8xe3i7da347o/results,concacaf-champions-cup-2023,5n2136sfjmrve8xe3i7da347o,Concacaf_Concacaf_Champions_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=5n2136sfjmrve8xe3i7da347o&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W32afd98f4f5972c7dbb6e43c4f1735cc15de6c7a1,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=5n2136sfjmrve8xe3i7da347o&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3af2aa5d919e5e7739f301ee73e23fc33c3d6c39c,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=5n2136sfjmrve8xe3i7da347o&_pgSz=50&_pgNm=1&detailed=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W305b32da8bcc55bb7fcc524cce54434eaf9165f3e,https://api.performfeeds.com/soccerdata/rankings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=5n2136sfjmrve8xe3i7da347o&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W373d8f8f8e5f566b90a18cde151b1751fb071bcee
2022,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2022/1zh2scwhrs6ytzbpkntz77kes/results,concacaf-champions-cup-2022,1zh2scwhrs6ytzbpkntz77kes,Concacaf_Concacaf_Champions_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=1zh2scwhrs6ytzbpkntz77kes&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W360ab24f9a8d4fd27436640a07acc841a4a9fbc67,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=1zh2scwhrs6ytzbpkntz77kes&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W398ab094e697cafb44103f89a26a5a3f3b617515a,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=1zh2scwhrs6ytzbpkntz77kes&_pgSz=50&_pgNm=1&detailed=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W320aaf27bf62f80bf68669952c88e2d157d4b8f5b,https://api.performfeeds.com/soccerdata/rankings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=1zh2scwhrs6ytzbpkntz77kes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f2e0a7c782d4d02479e95bbb275049ae0025d5fa
2021,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2021/cgxho67mh5e4icro5qcrncb2s/results,concacaf-champions-cup-2021,cgxho67mh5e4icro5qcrncb2s,Concacaf_Concacaf_Champions_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cgxho67mh5e4icro5qcrncb2s&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f338d166e357c2e74e9a37d82f1f53bd324229d5,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cgxho67mh5e4icro5qcrncb2s&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3b4a22557085922ad7b2ca491fd234731c30981ff,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cgxho67mh5e4icro5qcrncb2s&_pgSz=200&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W32e36ba1873cde5994332da2cfcba62c619894922,https://api.performfeeds.com/soccerdata/rankings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cgxho67mh5e4icro5qcrncb2s&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W33972827147404ee01d32247b5bdec7b017f859be
2020,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2020/8093hqpyqbxw8ot6xk7ep91t6/results,concacaf-champions-cup-2020,8093hqpyqbxw8ot6xk7ep91t6,Concacaf_Concacaf_Champions_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=8093hqpyqbxw8ot6xk7ep91t6&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W376b338138a84ae2d0b1743fa1e014c31a0cbaa85,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=8093hqpyqbxw8ot6xk7ep91t6&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3188091f989ceafe16c6ba9caac986e95bbdc4cd7,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=8093hqpyqbxw8ot6xk7ep91t6&_pgSz=200&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W36e8c948d240abbda8e75e2c4ac39f4e64a395d01,https://api.performfeeds.com/soccerdata/rankings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=8093hqpyqbxw8ot6xk7ep91t6&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3761c57140a2a3054076d25c5dff8a0bae8fc437e
2019,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2019/49m6qs7bfor137jilbfgnxy7e/results,concacaf-champions-cup-2019,49m6qs7bfor137jilbfgnxy7e,Concacaf_Concacaf_Champions_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=49m6qs7bfor137jilbfgnxy7e&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W37a7b35cd7584fe23ee39cd24d3f4470fec067a82,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=49m6qs7bfor137jilbfgnxy7e&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W30401a3bc24f81e4658ff5ed7916b51eb81b899d1,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=49m6qs7bfor137jilbfgnxy7e&_pgSz=200&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W33a48ada5c013fdc64bd20d2cc1efdebd9065bb98,https://api.performfeeds.com/soccerdata/rankings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=49m6qs7bfor137jilbfgnxy7e&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3fdacad3fffd267d63ad48b22169a19a2a7e4513a
2018,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2018/6jn9e84zk6zvt8h7m3a07tdk9/results,concacaf-champions-cup-2018,6jn9e84zk6zvt8h7m3a07tdk9,Concacaf_Concacaf_Champions_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=6jn9e84zk6zvt8h7m3a07tdk9&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f27980184bd8f69d4da980647a83fd0b3a8bfc76,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=6jn9e84zk6zvt8h7m3a07tdk9&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3e0f59d27ebed498feaa63fdf7eec5df4fe2d187b,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=6jn9e84zk6zvt8h7m3a07tdk9&_pgSz=200&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W342168be31e57c598fe864fe0ee1303baeaa7df70,https://api.performfeeds.com/soccerdata/rankings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=6jn9e84zk6zvt8h7m3a07tdk9&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W33b0df1b082b36e2302cf6e1ef21c1da770a61c83
2016/2017,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2016-2017/967u7pfygzt223fi3b463fe95/results,concacaf-champions-cup-2016-2017,967u7pfygzt223fi3b463fe95,Concacaf_Concacaf_Champions_Cup,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=967u7pfygzt223fi3b463fe95&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W32829b6f35166ae16fc296cda1f4c2f8b806469ba,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=967u7pfygzt223fi3b463fe95&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f6276e336aaee5a877b25c770bccc6f0954b3f82,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=967u7pfygzt223fi3b463fe95&_pgSz=50&_pgNm=1&detailed=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3abaaf27dae16e85d164407f2e345c675ea882e65,https://api.performfeeds.com/soccerdata/rankings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=967u7pfygzt223fi3b463fe95&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W39265aa1eba9c8a1c0b7cb0525da16b2ea1099e7e
