liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution,Successful Lay-offs,Successful Passes Own Half,Starts,Successful Short Passes,Touches,Total Fouls Conceded,Duels won,Duels lost,Tackles Won,Total Tackles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Interceptions,Shots On Target ( inc goals ),Successful Long Passes,PutThrough/Blocked Distribution Won,Unsuccessful Passes Own Half,Total Clearances,Goals,Successful Crosses open play,Total Losses Of Possession,Substitute Off,Offsides,Aerial Duels won,Clean Sheets,Blocked Shots,Goals from Inside Box,Unsuccessful Crosses & Corners,Ground Duels won,Backward Passes,Tackles Lost,Handballs conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Dribbles,Total Shots,Unsuccessful Passes Opposition Half,Goals Conceded Outside Box,Aerial Duels lost,Successful Passes Opposition Half,Unsuccessful lay-offs,Throw Ins to Own Player,Leftside Passes,Goals Conceded Inside Box,Key Passes (Attempt Assists),Goals Conceded,Total Touches In Opposition Box,Unsuccessful Crosses open play,Appearances,Blocks,GK Successful Distribution,Yellow Cards,Open Play Passes,Times Tackled,Ground Duels lost,Right Foot Goals,Rightside Passes,Unsuccessful Long Passes,Forward Passes,Successful Crosses & Corners,Successful Dribbles,Unsuccessful Launches,Successful Open Play Passes,Headed Goals,Time Played,Goal Kicks,Duels,Recoveries,Unsuccessful Short Passes,Substitute On,Total Fouls Won,Foul Attempted Tackle,Total Passes,Corners Won,Games Played,Penalty Goals Conceded,Index,Aerial Duels,Ground Duels,Home Goals,Away Goals,Winning Goal,Foul Won Penalty,Throw Ins to Opposition Player,Total Red Cards,Red Cards - 2nd Yellow,Successful Launches,Straight Red Cards,Overruns,Hit Woodwork,Penalties Conceded,Attempts from Set Pieces,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Assists (Intentional),Goal Assists,Goals from Outside Box,Penalties Faced,Saves Made,Catches,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made from Outside Box,Left Foot Goals,Through balls,Last Player Tackle,Second Goal Assists,Penalties Taken,Penalty Goals,Goalkeeper Smother,Saves from Penalty,Penalties Saved,Saves made - parried,Punches,Drops,Clearances Off the Line,Own Goal Scored,Saves made - caught,Crosses not Claimed,Penalties Off Target,Set Pieces Goals
Mexico_Liga_MX,2024-2025,Club Puebla,6ft3hk7jxnwnajm7zs6hwsst1,B. Angulo,Defender,26,22.0,,233.0,16.0,485.0,1047.0,15.0,82.0,64.0,16.0,29.0,136.0,5.0,23.0,3.0,30.0,6.0,38.0,38.0,,6.0,229.0,3.0,,13.0,3.0,3.0,,27.0,69.0,90.0,13.0,1.0,515.0,24.0,8.0,125.0,7.0,13.0,289.0,,114.0,35.0,22.0,9.0,29.0,15.0,26.0,17.0,3.0,,3.0,638.0,33.0,51.0,,263.0,47.0,263.0,7.0,23.0,19.0,503.0,,1415.0,,146.0,98.0,89.0,1.0,17.0,7.0,651.0,6.0,17.0,2.0,10.0,26.0,120.0,,,0.0,,13.0,,,6.0,,3.0,1.0,,,1.0,1.0,,2.0,2.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,
Mexico_Liga_MX,2024-2025,Club Puebla,ehj1pabo9ovixh46axxz0bglx,F. Arce,Midfielder,5,9.0,4.0,140.0,12.0,239.0,491.0,17.0,49.0,43.0,24.0,32.0,71.0,5.0,26.0,8.0,29.0,6.0,22.0,19.0,2.0,,90.0,6.0,,10.0,2.0,1.0,2.0,4.0,39.0,35.0,8.0,,268.0,4.0,13.0,53.0,4.0,11.0,128.0,,3.0,83.0,12.0,8.0,16.0,11.0,4.0,15.0,6.0,,5.0,328.0,9.0,32.0,,87.0,33.0,134.0,,2.0,26.0,257.0,1.0,1039.0,,92.0,39.0,38.0,3.0,5.0,13.0,339.0,1.0,15.0,3.0,10.0,21.0,71.0,1.0,1.0,0.0,,2.0,,,7.0,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Puebla,6arf67ate5jmkjoo7248ghqwa,R. Castillo,Midfielder,12,10.0,9.0,73.0,11.0,208.0,424.0,12.0,28.0,42.0,8.0,11.0,43.0,10.0,3.0,4.0,18.0,2.0,14.0,1.0,1.0,2.0,110.0,10.0,2.0,4.0,,7.0,1.0,28.0,24.0,71.0,3.0,1.0,226.0,6.0,14.0,57.0,3.0,10.0,172.0,1.0,5.0,82.0,12.0,20.0,15.0,7.0,9.0,15.0,1.0,,3.0,258.0,17.0,32.0,1.0,60.0,7.0,56.0,19.0,4.0,3.0,217.0,,788.0,,70.0,46.0,36.0,4.0,9.0,5.0,269.0,6.0,15.0,,10.0,14.0,56.0,0.0,1.0,1.0,,1.0,,,,,2.0,1.0,,4.0,33.0,13.0,16.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Puebla,cdeomoi09osphftlezrqa7qol,L. Cavallini,Forward,9,,4.0,16.0,4.0,51.0,134.0,9.0,22.0,32.0,1.0,2.0,17.0,7.0,1.0,8.0,2.0,,4.0,1.0,4.0,,40.0,1.0,1.0,12.0,1.0,2.0,4.0,2.0,10.0,28.0,1.0,,53.0,7.0,15.0,15.0,1.0,12.0,37.0,3.0,,16.0,7.0,5.0,8.0,24.0,2.0,4.0,1.0,,1.0,58.0,10.0,20.0,,16.0,,10.0,,1.0,,43.0,,329.0,,54.0,8.0,17.0,,7.0,6.0,70.0,1.0,4.0,,10.0,24.0,30.0,4.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,2.0,2.0,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Puebla,batxecrgxqbwz4ixi9zqgaezu,R. Durán,Forward,22,5.0,1.0,5.0,,12.0,54.0,2.0,10.0,20.0,2.0,2.0,10.0,1.0,,3.0,,2.0,,1.0,1.0,1.0,21.0,,,5.0,,2.0,,2.0,5.0,8.0,,,12.0,2.0,4.0,12.0,,13.0,8.0,1.0,,4.0,2.0,1.0,2.0,9.0,2.0,8.0,,,,22.0,5.0,7.0,1.0,2.0,,8.0,1.0,2.0,,12.0,,145.0,,30.0,6.0,10.0,8.0,1.0,1.0,22.0,2.0,8.0,,10.0,18.0,12.0,0.0,1.0,0.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Puebla,ev3y77sf3a39805ri26547g0l,Gustavo Ferrareis,Forward,2,29.0,1.0,145.0,16.0,298.0,810.0,22.0,66.0,73.0,18.0,27.0,99.0,6.0,19.0,4.0,25.0,14.0,34.0,36.0,1.0,7.0,188.0,5.0,1.0,14.0,2.0,5.0,1.0,22.0,52.0,83.0,9.0,3.0,323.0,10.0,10.0,87.0,6.0,11.0,185.0,,112.0,143.0,23.0,15.0,29.0,17.0,22.0,16.0,5.0,,6.0,416.0,19.0,62.0,,20.0,32.0,176.0,7.0,11.0,18.0,319.0,,1417.0,,139.0,71.0,67.0,,16.0,11.0,422.0,12.0,16.0,2.0,10.0,25.0,114.0,1.0,0.0,0.0,1.0,21.0,,,6.0,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,
Mexico_Liga_MX,2024-2025,Club Puebla,6646netoh3opicft01pbbh0ph,L. García,Forward,8,4.0,,4.0,,9.0,65.0,,6.0,4.0,,3.0,9.0,,,,2.0,,2.0,6.0,,3.0,31.0,,,1.0,,,,17.0,5.0,3.0,3.0,,11.0,1.0,,24.0,,3.0,10.0,,5.0,10.0,3.0,3.0,3.0,6.0,17.0,7.0,,,,20.0,1.0,1.0,,1.0,4.0,6.0,3.0,2.0,4.0,11.0,,111.0,,10.0,3.0,5.0,7.0,,,20.0,2.0,7.0,1.0,10.0,4.0,6.0,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Puebla,9e6gavtd12x5curksj8yno5ih,B. Garnica,Midfielder,27,22.0,1.0,93.0,11.0,269.0,589.0,5.0,57.0,64.0,22.0,27.0,64.0,,6.0,1.0,10.0,12.0,18.0,10.0,,9.0,146.0,7.0,2.0,5.0,,2.0,,33.0,52.0,65.0,5.0,2.0,279.0,14.0,1.0,79.0,4.0,19.0,196.0,,46.0,144.0,13.0,19.0,17.0,24.0,27.0,15.0,2.0,,1.0,336.0,25.0,45.0,,19.0,13.0,115.0,10.0,13.0,6.0,273.0,,1006.0,,121.0,63.0,51.0,4.0,12.0,3.0,343.0,4.0,15.0,2.0,10.0,24.0,97.0,,,0.0,1.0,4.0,1.0,,4.0,1.0,3.0,,,,8.0,6.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Puebla,3rn2ztesejsxxl57xhpb8vvu,J. González,Midfielder,10,3.0,,6.0,,28.0,107.0,,21.0,16.0,1.0,2.0,12.0,4.0,,,3.0,1.0,1.0,,,,41.0,1.0,1.0,2.0,,1.0,,7.0,19.0,8.0,1.0,,31.0,3.0,4.0,18.0,,5.0,25.0,,3.0,1.0,2.0,5.0,2.0,8.0,7.0,9.0,,,,43.0,7.0,11.0,,18.0,3.0,16.0,,5.0,1.0,31.0,,165.0,,37.0,9.0,9.0,9.0,12.0,,43.0,2.0,9.0,,10.0,7.0,30.0,,,0.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Puebla,d97w83jxuf5xhyeb9oiy375xx,J. González,Goalkeeper,1,,,230.0,15.0,202.0,578.0,,10.0,3.0,,,140.0,,,,85.0,,26.0,26.0,,,144.0,,,8.0,6.0,,,,2.0,,,,287.0,,,114.0,6.0,2.0,57.0,,,62.0,11.0,,17.0,,,15.0,,144.0,,244.0,,1.0,,85.0,135.0,280.0,,,61.0,184.0,,1350.0,125.0,13.0,149.0,5.0,,2.0,,427.0,1.0,15.0,3.0,10.0,10.0,3.0,,,0.0,,,,,28.0,,,,,,,,,,,,3.0,37.0,6.0,19.0,52.0,15.0,,,,,,,3.0,,,11.0,13.0,2.0,,1.0,,,,
