liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Successful Launches,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Winning Goal,Corners Won,Overruns,Substitute On,Successful Dribbles,Throw Ins to Own Player,Total Big Chances Created,Throw Ins to Opposition Player,Handballs conceded,Penalties Conceded,Shots Off Target (inc woodwork),Total Shots,Unsuccessful Dribbles,Goals,Goals Openplay,Goals from Inside Box,Hit Woodwork,Offsides,Right Foot Goals,Shots On Target ( inc goals ),Total Big Chances Missed,Unsuccessful lay-offs,Home Goals,Away Goals,Assists (Intentional),Corners Taken (incl short corners),Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Through balls,Unsuccessful Corners into Box,Red Cards - 2nd Yellow,Total Red Cards,GK Successful Distribution,Goal Kicks,Total Big Chances Saved,Left Foot Goals,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Total Big Chances Scored,Penalties Taken,Penalty Goals,Successful Corners into Box,Attempts from Set Pieces,Second Goal Assists,Foul Won Penalty,Goals Conceded Outside Box,Goals from Outside Box,Own Goal Scored,Last Player Tackle,Headed Goals,Direct Setpiece Goals,Set Pieces Goals,Clearances Off the Line,Crosses not Claimed,Goalkeeper Smother,Straight Red Cards,Penalties Off Target,Penalties Saved,Saves from Penalty,Other Goals
USA_USL_Championship,2026,Colorado Springs Switchbacks FC,ak8qtklu33xyv7o3ze3b8usq1,K. Bennett,Forward,90,33.0,29.0,4.0,8.0,22.0,8.0,,32.0,,84.0,58.0,26.0,97.0,5.0,10.0,8.0,14.0,11.0,51.0,29.0,22.0,1.0,3.0,13.0,48.0,,18.0,2.0,1.0,12.0,16.0,3.0,7.0,,,3.0,1.0,37.0,32.0,13.0,44.0,,4.0,652.0,12.0,4.0,16.0,16.0,48.0,56.0,45.0,4.0,39.0,11.0,161.0,4.0,4.0,,,12.0,3.0,11.0,1.0,1.0,2.0,,1.0,3.0,,1.0,,1.0,,8.0,17.0,6.0,7.0,1.0,7.0,1.0,1.0,7.0,9.0,2.0,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.0,5.0,,,,1.0,3.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Colorado Springs Switchbacks FC,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,Defender,97,10.0,7.0,3.0,7.0,42.0,2.0,1.0,58.0,,46.0,23.0,23.0,80.0,115.0,9.0,7.0,12.0,8.0,36.0,16.0,20.0,12.0,6.0,42.0,227.0,,33.0,8.0,,24.0,31.0,6.0,7.0,1.0,3.0,,14.0,166.0,100.0,73.0,155.0,6.0,5.0,628.0,3.0,11.0,13.0,8.0,94.0,230.0,169.0,11.0,6.0,61.0,370.0,15.0,15.0,18.0,34.0,61.0,15.0,27.0,3.0,0.0,5.0,,,1.0,42.0,1.0,7.0,2.0,,3.0,3.0,1.0,,,,,,,,,,,,,,,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Colorado Springs Switchbacks FC,d67mnqsp2nri79bpvblsufbis,B. Creek,Defender,37,23.0,8.0,15.0,7.0,32.0,2.0,,38.0,,56.0,21.0,35.0,89.0,69.0,3.0,7.0,11.0,7.0,33.0,13.0,20.0,12.0,3.0,30.0,175.0,,17.0,7.0,1.0,19.0,51.0,3.0,5.0,3.0,1.0,3.0,6.0,127.0,98.0,40.0,128.0,4.0,4.0,407.0,2.0,6.0,8.0,13.0,68.0,182.0,134.0,8.0,9.0,48.0,262.0,8.0,1.0,12.0,18.0,51.0,5.0,30.0,1.0,0.0,2.0,,2.0,1.0,2.0,,,,,2.0,2.0,1.0,,,,,,,,,1.0,,,,7.0,,4.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,3.0,,,,4.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Colorado Springs Switchbacks FC,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,Midfielder,8,6.0,4.0,2.0,6.0,22.0,2.0,,37.0,,29.0,16.0,13.0,30.0,36.0,3.0,6.0,8.0,6.0,23.0,12.0,11.0,3.0,,40.0,121.0,,14.0,1.0,,17.0,29.0,,3.0,2.0,,1.0,2.0,108.0,61.0,52.0,111.0,2.0,3.0,292.0,6.0,2.0,5.0,6.0,25.0,127.0,113.0,5.0,1.0,14.0,159.0,1.0,1.0,1.0,4.0,13.0,2.0,10.0,1.0,0.0,,,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Colorado Springs Switchbacks FC,bjm0d2f9er34ymm41sulmkout,S. Echevarria,Midfielder,13,7.0,7.0,,3.0,12.0,,,20.0,,25.0,15.0,10.0,28.0,23.0,3.0,3.0,4.0,3.0,18.0,8.0,10.0,3.0,1.0,23.0,72.0,,10.0,3.0,2.0,8.0,21.0,1.0,3.0,1.0,,1.0,4.0,63.0,40.0,30.0,66.0,1.0,4.0,252.0,4.0,2.0,3.0,4.0,18.0,79.0,70.0,5.0,4.0,9.0,112.0,,,3.0,4.0,6.0,3.0,5.0,,0.0,,1.0,,1.0,2.0,,,,,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Colorado Springs Switchbacks FC,ody1ty0csq2lnatvjwdrrv11,J. Fjeldberg,Forward,7,4.0,2.0,2.0,7.0,17.0,2.0,,38.0,,44.0,23.0,21.0,84.0,12.0,,7.0,4.0,3.0,40.0,21.0,19.0,,1.0,4.0,47.0,,29.0,8.0,,9.0,14.0,1.0,1.0,1.0,,,1.0,34.0,30.0,6.0,33.0,,6.0,181.0,17.0,1.0,4.0,7.0,49.0,47.0,34.0,6.0,15.0,13.0,120.0,10.0,10.0,1.0,3.0,21.0,2.0,10.0,,0.0,4.0,,6.0,6.0,1.0,,1.0,,,2.0,5.0,10.0,1.0,1.0,1.0,,,1.0,3.0,,,1.0,0.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Colorado Springs Switchbacks FC,39t59x9q2xumbn2hphk7urp7u,I. Foster,Defender,12,22.0,7.0,15.0,6.0,41.0,,,55.0,,56.0,18.0,38.0,69.0,83.0,2.0,6.0,8.0,7.0,34.0,11.0,23.0,8.0,1.0,12.0,181.0,,31.0,7.0,3.0,20.0,47.0,2.0,6.0,3.0,,1.0,3.0,132.0,77.0,57.0,131.0,5.0,10.0,454.0,2.0,5.0,7.0,6.0,96.0,183.0,134.0,15.0,15.0,49.0,317.0,13.0,13.0,10.0,19.0,45.0,17.0,30.0,1.0,0.0,2.0,,,2.0,33.0,1.0,22.0,,,2.0,4.0,1.0,1.0,,1.0,1.0,,,2.0,,,0.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,
USA_USL_Championship,2026,Colorado Springs Switchbacks FC,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,Midfielder,20,4.0,3.0,1.0,7.0,24.0,2.0,,76.0,,69.0,38.0,31.0,110.0,23.0,3.0,7.0,8.0,7.0,65.0,35.0,30.0,,6.0,31.0,98.0,,46.0,10.0,5.0,15.0,22.0,7.0,6.0,5.0,,2.0,2.0,76.0,53.0,26.0,76.0,1.0,3.0,459.0,22.0,1.0,9.0,18.0,70.0,100.0,78.0,4.0,22.0,22.0,207.0,9.0,9.0,,2.0,30.0,1.0,20.0,1.0,0.0,7.0,3.0,1.0,8.0,3.0,2.0,,,,3.0,8.0,16.0,1.0,1.0,1.0,,1.0,1.0,5.0,1.0,,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Colorado Springs Switchbacks FC,duuhalibp64gdz6nub5ub0ovd,C. Herrera,Goalkeeper,1,1.0,,1.0,4.0,,,,26.0,,1.0,,1.0,,71.0,,4.0,8.0,5.0,,,,,,20.0,71.0,,15.0,,,40.0,23.0,,4.0,,5.0,,16.0,50.0,14.0,59.0,57.0,,,360.0,,5.0,,,41.0,114.0,73.0,,,41.0,158.0,,,18.0,41.0,37.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,24.0,3.0,,5.0,,9.0,,1.0,13.0,10.0,3.0,1.0,3.0,,,,,,,,3.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Colorado Springs Switchbacks FC,b74yslq3huyhvwrhrebz0o3ys,L. Johnson,Forward,11,6.0,4.0,2.0,7.0,11.0,2.0,,36.0,,36.0,21.0,15.0,84.0,12.0,,7.0,3.0,3.0,30.0,17.0,13.0,1.0,6.0,13.0,45.0,,25.0,6.0,5.0,7.0,9.0,5.0,3.0,3.0,,1.0,,29.0,24.0,8.0,29.0,1.0,4.0,267.0,11.0,1.0,1.0,5.0,56.0,45.0,29.0,5.0,23.0,16.0,123.0,11.0,11.0,1.0,2.0,23.0,4.0,14.0,,0.0,5.0,1.0,4.0,3.0,2.0,1.0,1.0,,,4.0,7.0,9.0,1.0,1.0,1.0,,,1.0,3.0,2.0,1.0,1.0,0.0,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
