liga,temporada,equipo,id,nombre,posicion,dorsal,Key Passes (Attempt Assists),Substitute Off,Interceptions,Aerial Duels lost,Foul Attempted Tackle,PutThrough/Blocked Distribution,Successful Launches,Unsuccessful Launches,Headed Goals,Forward Passes,Penalty Goals Conceded,Successful Crosses open play,Successful Passes Own Half,Aerial Duels,Ground Duels lost,Successful Crosses & Corners,Total Passes,Unsuccessful Dribbles,Duels lost,Total Touches In Opposition Box,Games Played,Shots On Target ( inc goals ),Blocked Shots,Unsuccessful Long Passes,Backward Passes,Unsuccessful Crosses & Corners,Unsuccessful Passes Opposition Half,Ground Duels won,Starts,Goals Conceded Inside Box,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Times Tackled,Time Played,Successful Open Play Passes,Goals,Unsuccessful Short Passes,Successful Short Passes,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Successful Lay-offs,Tackles Lost,Total Clearances,Successful Long Passes,Goals Conceded,Touches,Appearances,Leftside Passes,Unsuccessful Passes Own Half,Total Shots,Recoveries,Hit Woodwork,Rightside Passes,Successful Dribbles,Total Tackles,Duels,Corners Won,Open Play Passes,PutThrough/Blocked Distribution Won,Through balls,Index,Duels won,Aerial Duels won,Yellow Cards,Goals from Inside Box,Successful Passes Opposition Half,Tackles Won,Total Fouls Won,Unsuccessful Crosses open play,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Ground Duels,Total Fouls Conceded,Clean Sheets,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Corners Taken (incl short corners),Unsuccessful Corners into Box,Attempts from Set Pieces,Blocks,Offsides,Throw Ins to Own Player,Throw Ins to Opposition Player,Successful Corners into Box,Goal Assists,GK Successful Distribution,Penalties Conceded,GK Unsuccessful Distribution,Handballs conceded,Straight Red Cards,Right Foot Goals,Penalties Taken,Total Red Cards,Unsuccessful lay-offs,Goals from Outside Box,Penalty Goals,Foul Won Penalty,Other Goals,Left Foot Goals,Red Cards - 2nd Yellow,Clearances Off the Line,Penalties Saved,Saves Made,Catches,Saves from Penalty,Saves Made from Outside Box,Saves Made from Inside Box,Punches,Penalties Faced,Saves made - parried,Goalkeeper Smother,Set Pieces Goals,Drops,Saves made - caught,Crosses not Claimed,Own Goal Scored,Last Man Tackle,Second Goal Assists,Successful Fifty Fifty,Fifty Fifty,Penalties Off Target
USA_USL_Championship,2021,El Paso Locomotive FC,53arcrkli0q57plrviry9cq95,José Aguinaga,Midfielder,19,6.0,10.0,11.0,10.0,9.0,12.0,,2.0,1.0,92.0,,1.0,189.0,16.0,50.0,1.0,411.0,7.0,60.0,25.0,19.0,7.0,6.0,8.0,108.0,12.0,52.0,34.0,10.0,11.0,360.0,103.0,22.0,836.0,352.0,2.0,43.0,346.0,6.0,4.0,6.0,3.0,4.0,14.0,15.0,564.0,19.0,116.0,11.0,13.0,54.0,2.0,95.0,9.0,12.0,100.0,5.0,403.0,6.0,,10.0,40.0,6.0,3.0,2.0,172.0,9.0,13.0,12.0,9.0,51.0,84.0,19.0,,1.0,1.0,0.0,,1.0,,1.0,3.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,El Paso Locomotive FC,dxfxrbvl0452fu9o033carm22,A. Apodaca,Forward,11,,1.0,4.0,12.0,1.0,7.0,,1.0,,6.0,,,26.0,15.0,19.0,,78.0,6.0,31.0,15.0,20.0,3.0,1.0,3.0,25.0,1.0,16.0,14.0,1.0,9.0,58.0,45.0,11.0,298.0,56.0,1.0,17.0,57.0,4.0,2.0,2.0,4.0,,1.0,11.0,139.0,20.0,18.0,5.0,7.0,18.0,1.0,29.0,4.0,7.0,48.0,4.0,76.0,4.0,,10.0,17.0,3.0,,1.0,32.0,3.0,3.0,1.0,19.0,20.0,33.0,6.0,,0.0,1.0,0.0,,,,,,2.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,El Paso Locomotive FC,7v93ogrpydx7dtpxc4k0ecez9,M. Bahner,Defender,13,2.0,2.0,23.0,11.0,4.0,12.0,2.0,20.0,,214.0,2.0,,487.0,25.0,26.0,,708.0,7.0,37.0,12.0,27.0,1.0,1.0,37.0,66.0,13.0,61.0,25.0,13.0,19.0,621.0,128.0,12.0,1330.0,607.0,1.0,50.0,590.0,5.0,2.0,,5.0,37.0,31.0,21.0,915.0,27.0,242.0,39.0,6.0,61.0,,186.0,4.0,19.0,76.0,4.0,693.0,4.0,,10.0,39.0,14.0,3.0,1.0,134.0,14.0,2.0,13.0,14.0,87.0,51.0,8.0,4.0,0.0,1.0,0.0,,,,,4.0,2.0,42.0,9.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,
USA_USL_Championship,2021,El Paso Locomotive FC,dq943thd990jdfpso5wh6gjjd,B. Beaury,Goalkeeper,12,,,,,,,3.0,5.0,,27.0,,,34.0,,,,48.0,,,,2.0,,,10.0,,,9.0,,2.0,3.0,37.0,11.0,,180.0,19.0,,1.0,25.0,,,,,1.0,12.0,3.0,77.0,2.0,7.0,2.0,,24.0,,14.0,,,,,25.0,,,10.0,,,1.0,,3.0,,,,,11.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,,33.0,,4.0,,,,,,,,,,,,,,,5.0,3.0,,1.0,4.0,,,1.0,,,,,,,,,,,
USA_USL_Championship,2021,El Paso Locomotive FC,9r13h659y198n0hyqdokg36qd,E. Borelli,Defender,5,27.0,5.0,35.0,24.0,12.0,28.0,12.0,48.0,,555.0,2.0,30.0,657.0,40.0,56.0,33.0,1439.0,5.0,80.0,26.0,31.0,3.0,3.0,91.0,252.0,94.0,263.0,110.0,29.0,26.0,1181.0,451.0,12.0,2591.0,1155.0,1.0,167.0,1097.0,6.0,5.0,2.0,20.0,25.0,84.0,31.0,2116.0,31.0,42.0,89.0,9.0,120.0,,590.0,5.0,73.0,206.0,14.0,1408.0,3.0,1.0,10.0,126.0,16.0,8.0,1.0,557.0,53.0,32.0,94.0,2.0,258.0,166.0,21.0,10.0,1.0,0.0,0.0,3.0,,,,4.0,3.0,205.0,53.0,,3.0,,,,3.0,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,El Paso Locomotive FC,bl2b89wej9nxdtvqnjqoz85t6,M. Canales,Goalkeeper,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,El Paso Locomotive FC,e1a3139mmb9iaweft8i55vhsl,Leandro Carrijo,Forward,9,6.0,3.0,2.0,44.0,10.0,25.0,,,1.0,43.0,1.0,,58.0,78.0,46.0,,233.0,5.0,90.0,48.0,32.0,13.0,2.0,2.0,81.0,3.0,71.0,40.0,7.0,15.0,150.0,146.0,20.0,765.0,134.0,4.0,81.0,145.0,10.0,4.0,13.0,7.0,8.0,5.0,19.0,407.0,32.0,54.0,15.0,23.0,21.0,,55.0,5.0,12.0,164.0,9.0,216.0,10.0,,10.0,74.0,34.0,2.0,4.0,92.0,5.0,24.0,3.0,25.0,83.0,86.0,18.0,,2.0,2.0,0.0,1.0,,,1.0,,7.0,1.0,9.0,,2.0,,1.0,,1.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,El Paso Locomotive FC,cb8w2oi6yxlewjues8utj8u09,A. Fox,Defender,3,6.0,3.0,13.0,12.0,4.0,17.0,6.0,18.0,1.0,314.0,1.0,5.0,397.0,33.0,24.0,5.0,736.0,5.0,36.0,23.0,15.0,5.0,,51.0,60.0,8.0,81.0,34.0,11.0,10.0,630.0,139.0,10.0,975.0,613.0,1.0,55.0,575.0,9.0,3.0,,6.0,19.0,55.0,13.0,911.0,15.0,118.0,33.0,14.0,40.0,1.0,244.0,6.0,21.0,91.0,3.0,718.0,2.0,1.0,10.0,55.0,21.0,4.0,1.0,238.0,15.0,7.0,8.0,4.0,106.0,58.0,12.0,4.0,1.0,0.0,1.0,1.0,,,1.0,3.0,,39.0,8.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,El Paso Locomotive FC,32c9e26wcnr5kmab8ep4zph5g,D. García,Midfielder,50,,,,,,,,,,,,,5.0,,1.0,,9.0,,1.0,,1.0,,,,3.0,,,,,1.0,8.0,2.0,1.0,10.0,8.0,,1.0,8.0,,,,,,,1.0,10.0,1.0,3.0,1.0,,2.0,,3.0,,,1.0,,9.0,,,10.0,,,,,3.0,,,,1.0,1.0,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,El Paso Locomotive FC,d82xjbw9ptrhgk0ifeoim0gdl,J. Gómez,Forward,7,17.0,12.0,7.0,34.0,12.0,34.0,,3.0,4.0,63.0,1.0,1.0,129.0,74.0,114.0,1.0,436.0,29.0,148.0,115.0,32.0,25.0,15.0,8.0,165.0,16.0,94.0,95.0,19.0,15.0,336.0,272.0,74.0,1838.0,328.0,10.0,92.0,331.0,31.0,1.0,9.0,7.0,10.0,5.0,16.0,877.0,32.0,90.0,22.0,56.0,66.0,4.0,118.0,19.0,20.0,283.0,13.0,427.0,18.0,,10.0,135.0,40.0,5.0,10.0,208.0,13.0,56.0,16.0,13.0,100.0,209.0,27.0,1.0,6.0,4.0,4.0,2.0,1.0,,,2.0,6.0,6.0,,,5.0,,,,6.0,,3.0,,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
