liga,temporada,equipo,id,nombre,posicion,dorsal,Rightside Passes,Fifty Fifty,Backward Passes,Unsuccessful Launches,Substitute On,Starts,Total Losses Of Possession,Ground Duels,Total Unsuccessful Passes ( Excl Crosses & Corners ),Times Tackled,Total Tackles,Duels,Forward Passes,Total Fouls Won,Successful Dribbles,Goals Conceded Outside Box,Interceptions,Duels lost,Goal Assists,Successful Lay-offs,Total Fouls Conceded,Successful Short Passes,Games Played,Unsuccessful Dribbles,Appearances,Unsuccessful Passes Own Half,Unsuccessful Crosses open play,Total Shots,Total Passes,Unsuccessful Short Passes,Successful Fifty Fifty,Aerial Duels won,Aerial Duels lost,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Throw Ins to Own Player,Time Played,Yellow Cards,Substitute Off,Duels won,Unsuccessful Passes Opposition Half,Goals Conceded,Successful Passes Opposition Half,Unsuccessful Crosses & Corners,Successful Long Passes,Blocks,Total Clearances,Successful Open Play Passes,Shots Off Target (inc woodwork),Corners Won,Tackles Lost,Foul Attempted Tackle,Index,Goals Conceded Inside Box,Recoveries,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Touches,Aerial Duels,Unsuccessful Long Passes,Tackles Won,Ground Duels won,Ground Duels lost,Assists (Intentional),Leftside Passes,Successful Passes Own Half,PutThrough/Blocked Distribution,Total Touches In Opposition Box,Home Goals,Away Goals,Winning Goal,Throw Ins to Opposition Player,Blocked Shots,Second Goal Assists,Unsuccessful lay-offs,Corners Taken (incl short corners),Right Foot Goals,Goals from Inside Box,Penalties Taken,Successful Corners into Box,Goals from Outside Box,Through balls,Goals,Attempts from Set Pieces,Shots On Target ( inc goals ),Unsuccessful Corners into Box,Offsides,Successful Crosses & Corners,Clean Sheets,Hit Woodwork,Clearances Off the Line,Successful Crosses open play,Left Foot Goals,Successful Launches,Handballs conceded,Foul Won Penalty,Red Cards - 2nd Yellow,Total Red Cards,Last Man Tackle,GK Successful Distribution,Headed Goals,Punches,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Saves made - parried,Goalkeeper Smother,Catches,Saves Made,Crosses not Claimed,Drops,Penalty Goals,Straight Red Cards,Penalty Goals Conceded,Own Goal Scored,Penalties Conceded,Penalties Faced,Overruns,Goal Kicks,Penalties Saved,Saves from Penalty,Set Pieces Goals,Penalties Off Target,Carries,Progressive Carries,Final Third Touches,Goals Openplay,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Last Player Tackle,Total Big Chances Saved,Other Goals
USA_MLS,2020,Chicago Fire FC,2tefbibzqjhltyfh9k6rnenoq,I. Aliseda,Forward,7,134.0,27.0,112.0,2.0,4.0,16.0,161.0,144.0,48.0,47.0,9.0,170.0,69.0,25.0,46.0,2.0,10.0,83.0,2.0,1.0,12.0,308.0,20.0,24.0,20.0,10.0,7.0,13.0,367.0,45.0,10.0,7.0,19.0,319.0,366.0,1.0,1402.0,1.0,6.0,87.0,46.0,25.0,224.0,8.0,11.0,,5.0,318.0,7.0,12.0,5.0,5.0,100.0,23.0,72.0,14.0,8.0,640.0,26.0,3.0,4.0,80.0,64.0,1.0,52.0,98.0,18.0,45.0,1.0,0.0,0.0,,13.0,,2.0,1.0,,1.0,,,,1.0,1.0,,6.0,1.0,3.0,3.0,2.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Chicago Fire FC,bzry98hy5bhb4mhil7j4ccfdh,M. Azira,Midfielder,16,14.0,4.0,6.0,,5.0,1.0,19.0,6.0,13.0,,2.0,11.0,24.0,1.0,1.0,,5.0,3.0,,1.0,2.0,53.0,6.0,,6.0,3.0,3.0,,70.0,11.0,2.0,4.0,1.0,57.0,70.0,2.0,125.0,1.0,,8.0,13.0,3.0,18.0,3.0,4.0,,3.0,57.0,,,1.0,2.0,60.0,3.0,12.0,1.0,,95.0,5.0,2.0,1.0,4.0,2.0,,26.0,39.0,2.0,2.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Chicago Fire FC,2kg90zdxkhisg0cn9734dbjkl,R. Berić,Forward,27,113.0,33.0,152.0,2.0,1.0,22.0,274.0,187.0,131.0,52.0,11.0,248.0,91.0,58.0,12.0,2.0,7.0,148.0,1.0,18.0,38.0,305.0,23.0,12.0,23.0,23.0,29.0,50.0,444.0,126.0,19.0,19.0,42.0,313.0,397.0,2.0,1931.0,1.0,7.0,100.0,137.0,35.0,220.0,29.0,8.0,1.0,7.0,266.0,21.0,14.0,4.0,19.0,63.0,33.0,50.0,23.0,13.0,804.0,61.0,5.0,7.0,81.0,106.0,1.0,88.0,99.0,48.0,113.0,7.0,5.0,1.0,,12.0,,5.0,,7.0,12.0,2.0,,,,12.0,,29.0,,28.0,6.0,1.0,1.0,,6.0,2.0,,3.0,,,,,,3.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Chicago Fire FC,2tjdphfl1b2blixjcza9542d,J. Bornstein,Defender,3,142.0,31.0,68.0,17.0,7.0,13.0,180.0,89.0,119.0,8.0,31.0,138.0,199.0,16.0,6.0,,28.0,57.0,1.0,,12.0,300.0,20.0,,20.0,46.0,19.0,3.0,431.0,90.0,15.0,29.0,20.0,312.0,430.0,105.0,1141.0,2.0,8.0,81.0,92.0,19.0,164.0,19.0,12.0,2.0,34.0,312.0,,5.0,13.0,9.0,20.0,19.0,60.0,5.0,12.0,764.0,49.0,29.0,18.0,52.0,37.0,1.0,22.0,156.0,32.0,8.0,0.0,1.0,0.0,18.0,1.0,,,,,1.0,,,,,1.0,,3.0,,,8.0,,,,8.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Chicago Fire FC,ahsgqqn4mjj7isq2x0fdkl49,B. Bronico,Midfielder,13,26.0,3.0,33.0,4.0,7.0,3.0,54.0,22.0,41.0,2.0,3.0,28.0,65.0,3.0,4.0,,4.0,15.0,,,5.0,122.0,10.0,1.0,10.0,12.0,3.0,1.0,169.0,26.0,2.0,3.0,3.0,128.0,164.0,18.0,275.0,1.0,2.0,13.0,32.0,5.0,49.0,3.0,6.0,2.0,6.0,125.0,1.0,,1.0,3.0,15.0,5.0,25.0,1.0,5.0,232.0,6.0,15.0,2.0,10.0,12.0,,45.0,80.0,9.0,2.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Chicago Fire FC,8vjv4ix1zqi58118r6tyqhhhx,F. Calvo,Defender,5,498.0,37.0,53.0,59.0,,22.0,308.0,99.0,264.0,9.0,35.0,173.0,594.0,6.0,10.0,3.0,77.0,85.0,1.0,1.0,30.0,940.0,22.0,1.0,22.0,91.0,2.0,12.0,1326.0,114.0,25.0,37.0,37.0,1062.0,1267.0,11.0,1911.0,6.0,1.0,88.0,175.0,36.0,340.0,2.0,122.0,21.0,90.0,1011.0,9.0,2.0,8.0,16.0,53.0,33.0,134.0,6.0,7.0,1676.0,74.0,150.0,27.0,51.0,48.0,1.0,181.0,722.0,20.0,19.0,0.0,1.0,0.0,5.0,4.0,1.0,,,,1.0,,,,1.0,1.0,,3.0,,2.0,,4.0,,1.0,,,14.0,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
USA_MLS,2020,Chicago Fire FC,38p90lsdc5iv1jvjbhiinv6ne,J. Casas,Midfielder,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Chicago Fire FC,1nl79aq9il743hgoaijmupmmt,E. Collier,Forward,28,32.0,9.0,30.0,2.0,19.0,2.0,119.0,74.0,51.0,35.0,7.0,108.0,49.0,4.0,15.0,2.0,3.0,71.0,,2.0,11.0,82.0,21.0,17.0,21.0,7.0,10.0,18.0,134.0,46.0,4.0,12.0,22.0,83.0,131.0,1.0,519.0,,2.0,37.0,54.0,14.0,50.0,10.0,1.0,1.0,5.0,80.0,11.0,9.0,3.0,4.0,51.0,12.0,26.0,4.0,7.0,281.0,34.0,5.0,4.0,25.0,49.0,,23.0,33.0,16.0,48.0,0.0,0.0,0.0,,2.0,1.0,,,,,,,,,,,7.0,,2.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Chicago Fire FC,bt4yy465bb33u7phdhnlr6pcl,P. Frankowski,Midfielder,11,89.0,29.0,126.0,4.0,3.0,16.0,254.0,134.0,134.0,27.0,19.0,159.0,152.0,19.0,16.0,3.0,18.0,99.0,1.0,4.0,29.0,399.0,19.0,13.0,19.0,30.0,37.0,22.0,554.0,118.0,14.0,6.0,19.0,420.0,553.0,36.0,1459.0,1.0,6.0,60.0,141.0,32.0,313.0,37.0,21.0,1.0,11.0,419.0,9.0,9.0,10.0,18.0,48.0,29.0,60.0,33.0,18.0,885.0,25.0,16.0,9.0,54.0,80.0,1.0,187.0,120.0,41.0,53.0,3.0,0.0,0.0,6.0,5.0,,2.0,,3.0,3.0,,,,2.0,3.0,,13.0,,2.0,13.0,,1.0,,13.0,,5.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Chicago Fire FC,5wyc0yzl39mfgquufx99bae39,G. Giménez,Midfielder,30,242.0,22.0,167.0,11.0,1.0,17.0,176.0,140.0,110.0,17.0,43.0,176.0,214.0,14.0,17.0,3.0,44.0,88.0,3.0,1.0,26.0,717.0,18.0,4.0,18.0,40.0,5.0,16.0,899.0,76.0,16.0,14.0,22.0,789.0,844.0,2.0,1557.0,2.0,,88.0,100.0,30.0,360.0,30.0,72.0,2.0,19.0,739.0,9.0,3.0,13.0,21.0,95.0,27.0,127.0,16.0,24.0,1196.0,36.0,34.0,30.0,74.0,66.0,3.0,276.0,437.0,36.0,13.0,0.0,0.0,0.0,,5.0,,,28.0,,,,8.0,,4.0,,1.0,7.0,16.0,1.0,8.0,4.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
