liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Short Passes,Successful Launches,Goals Conceded,Goal Kicks,Games Played,Saves Made from Inside Box,Appearances,Starts,Unsuccessful Passes Own Half,Successful Long Passes,Total Losses Of Possession,GK Unsuccessful Distribution,Time Played,Successful Passes Opposition Half,Forward Passes,Unsuccessful Long Passes,Total Clearances,Goals Conceded Outside Box,Saves Made,Duels won,Open Play Passes,Successful Open Play Passes,Recoveries,Rightside Passes,Touches,Index,Total Successful Passes ( Excl Crosses & Corners ) ,Duels,Ground Duels won,Unsuccessful Passes Opposition Half,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),GK Successful Distribution,Total Passes,Goalkeeper Smother,Leftside Passes,Goals Conceded Inside Box,Ground Duels,Saves Made from Outside Box,Winning Goal,Duels lost,Aerial Duels lost,Unsuccessful Launches,Penalties Conceded,Foul Attempted Tackle,Unsuccessful Short Passes,PutThrough/Blocked Distribution,Aerial Duels,Yellow Cards,Interceptions,Throw Ins to Own Player,Total Fouls Conceded,Total Fouls Won,Throw Ins to Opposition Player,Backward Passes,Penalty Goals Conceded,Ground Duels lost,Handballs conceded,Substitute Off,PutThrough/Blocked Distribution Won,Times Tackled,Own Goal Scored,Blocks,Goals,Aerial Duels won,Total Shots,Unsuccessful Crosses & Corners,Blocked Shots,Successful Dribbles,Right Foot Goals,Unsuccessful Dribbles,Total Touches In Opposition Box,Unsuccessful Crosses open play,Shots On Target ( inc goals ),Key Passes (Attempt Assists),Goals from Outside Box,Home Goals,Away Goals,Corners Taken (incl short corners),Total Tackles,Substitute On,Successful Corners into Box,Attempts from Set Pieces,Successful Crosses & Corners,Tackles Won,Corners Won,Saves made - parried,Penalties Faced,Successful Crosses open play,Tackles Lost,Overruns,Shots Off Target (inc woodwork),Successful Lay-offs,Offsides,Goals from Inside Box,Unsuccessful lay-offs,Headed Goals,Catches,Punches,Through balls,Penalty Goals,Left Foot Goals,Penalties Taken,Assists (Intentional),Goal Assists,Foul Won Penalty,Unsuccessful Corners into Box,Clean Sheets,Hit Woodwork,Last Player Tackle,Second Goal Assists,Drops,Straight Red Cards,Total Red Cards,Saves made - caught
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Bermuda,23zgnzggwb7oi06k5x2hc3bp,D. Bell,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Bermuda,5627s9pgvnsla0t21v2f7x9pm,E. Blankendal,Midfielder,18,4.0,,2.0,,1.0,,1.0,,,,4.0,,22.0,2.0,5.0,1.0,,1.0,,2.0,5.0,4.0,,,12.0,10.0,4.0,2.0,1.0,1.0,2.0,1.0,,5.0,,,1.0,1.0,,0.0,,,1.0,,,,,1.0,,,3.0,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Bermuda,74ilnkmikufau9iu2qk80qjo4,J. Butterfield-Steede,Defender,3,5.0,,1.0,,1.0,,1.0,,,,5.0,,36.0,3.0,1.0,,1.0,,,,5.0,5.0,,3.0,12.0,10.0,5.0,1.0,,,2.0,,,5.0,,,1.0,1.0,,0.0,1.0,,,,,,,,,,,,,3.0,1.0,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Bermuda,4l4hmm25hndx8rcw5bealygpg,J. Carpenter,Defender,6,25.0,,7.0,,2.0,,2.0,2.0,4.0,1.0,9.0,,180.0,5.0,26.0,6.0,7.0,1.0,,,34.0,26.0,4.0,3.0,50.0,10.0,26.0,5.0,,4.0,21.0,8.0,,34.0,,3.0,6.0,2.0,,0.0,5.0,3.0,4.0,,,2.0,2.0,3.0,,2.0,,1.0,,,2.0,,2.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Bermuda,8mtwfs8i1ids2406fbl2dzcvd,W. Clemons,Midfielder,17,16.0,,2.0,,1.0,,1.0,,1.0,,6.0,,45.0,3.0,6.0,4.0,,,,3.0,21.0,16.0,4.0,10.0,27.0,10.0,16.0,5.0,3.0,4.0,13.0,5.0,,21.0,,3.0,2.0,5.0,,0.0,2.0,,2.0,,,1.0,,,1.0,1.0,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Bermuda,5kt5t8xkuom71hvqt89uq4twq,K. Crichlow,Forward,21,19.0,,7.0,,2.0,,2.0,2.0,,,16.0,,180.0,8.0,4.0,1.0,8.0,1.0,,15.0,26.0,19.0,5.0,3.0,67.0,10.0,19.0,29.0,15.0,7.0,11.0,7.0,,26.0,,14.0,6.0,23.0,,0.0,14.0,6.0,,,1.0,6.0,,6.0,,1.0,1.0,2.0,7.0,,5.0,,8.0,,,,4.0,,,1.0,,1.0,,,6.0,,1.0,3.0,,1.0,,,1.0,0.0,,2.0,,,,,2.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Bermuda,6pshinen94qsxn8dg0m7fgamt,D. Eve,Goalkeeper,1,10.0,5.0,7.0,29.0,2.0,7.0,2.0,2.0,4.0,18.0,33.0,16.0,180.0,15.0,51.0,32.0,5.0,1.0,11.0,1.0,22.0,10.0,25.0,7.0,88.0,10.0,28.0,1.0,,28.0,13.0,32.0,22.0,60.0,,2.0,6.0,,4.0,0.0,,,12.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Bermuda,3hlawg698r0je2y2x7v87gt1,D. Jones,Forward,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Bermuda,8195v5yfuafakn55iv0bq3or8,R. Jones,Defender,2,22.0,,7.0,,2.0,,2.0,2.0,4.0,1.0,14.0,,180.0,3.0,13.0,5.0,12.0,1.0,,9.0,33.0,23.0,9.0,8.0,71.0,10.0,23.0,12.0,8.0,7.0,20.0,10.0,,33.0,,9.0,6.0,11.0,,0.0,3.0,,3.0,,1.0,5.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,2.0,3.0,,3.0,,,1.0,,,1.0,,1.0,,1.0,,2.0,,,,1.0,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Bermuda,by4oo4tv2k7f7baascacd4s7p,R. Lambe,Forward,19,8.0,,2.0,,1.0,,1.0,1.0,,1.0,9.0,,65.0,3.0,6.0,3.0,,,,3.0,11.0,8.0,2.0,2.0,26.0,10.0,9.0,6.0,3.0,5.0,6.0,4.0,,13.0,,2.0,2.0,5.0,,0.0,3.0,1.0,1.0,,,1.0,1.0,1.0,,2.0,,,1.0,,3.0,,2.0,,1.0,1.0,2.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Bermuda,905ctd20yz6tq5z83e217ldxx,R. Lee,Midfielder,4,8.0,,3.0,,2.0,,2.0,2.0,7.0,,11.0,,122.0,1.0,7.0,2.0,4.0,,,2.0,18.0,8.0,3.0,4.0,30.0,10.0,8.0,5.0,,3.0,7.0,10.0,,18.0,,6.0,3.0,3.0,,0.0,3.0,,2.0,,2.0,8.0,4.0,2.0,1.0,3.0,,3.0,,,1.0,,3.0,,2.0,2.0,,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
