liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Short Passes,Successful Launches,Goals Conceded,Goal Kicks,Games Played,Saves Made from Inside Box,Appearances,Starts,Unsuccessful Passes Own Half,Successful Long Passes,Total Losses Of Possession,GK Unsuccessful Distribution,Time Played,Successful Passes Opposition Half,Forward Passes,Unsuccessful Long Passes,Total Clearances,Goals Conceded Outside Box,Saves Made,Duels won,Open Play Passes,Successful Open Play Passes,Recoveries,Rightside Passes,Touches,Index,Total Successful Passes ( Excl Crosses & Corners ) ,Duels,Ground Duels won,Unsuccessful Passes Opposition Half,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),GK Successful Distribution,Total Passes,Goalkeeper Smother,Leftside Passes,Goals Conceded Inside Box,Ground Duels,Saves Made from Outside Box,Winning Goal,Duels lost,Aerial Duels lost,Unsuccessful Launches,Penalties Conceded,Foul Attempted Tackle,Unsuccessful Short Passes,PutThrough/Blocked Distribution,Aerial Duels,Yellow Cards,Interceptions,Throw Ins to Own Player,Total Fouls Conceded,Total Fouls Won,Throw Ins to Opposition Player,Backward Passes,Penalty Goals Conceded,Ground Duels lost,Handballs conceded,Substitute Off,PutThrough/Blocked Distribution Won,Times Tackled,Own Goal Scored,Blocks,Goals,Aerial Duels won,Total Shots,Unsuccessful Crosses & Corners,Blocked Shots,Successful Dribbles,Right Foot Goals,Unsuccessful Dribbles,Total Touches In Opposition Box,Unsuccessful Crosses open play,Shots On Target ( inc goals ),Key Passes (Attempt Assists),Goals from Outside Box,Home Goals,Away Goals,Corners Taken (incl short corners),Total Tackles,Substitute On,Successful Corners into Box,Attempts from Set Pieces,Successful Crosses & Corners,Tackles Won,Corners Won,Saves made - parried,Penalties Faced,Successful Crosses open play,Tackles Lost,Overruns,Shots Off Target (inc woodwork),Successful Lay-offs,Offsides,Goals from Inside Box,Unsuccessful lay-offs,Headed Goals,Catches,Punches,Through balls,Penalty Goals,Left Foot Goals,Penalties Taken,Assists (Intentional),Goal Assists,Foul Won Penalty,Unsuccessful Corners into Box,Clean Sheets,Hit Woodwork,Last Player Tackle,Second Goal Assists,Drops,Straight Red Cards,Total Red Cards,Saves made - caught
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,5n0ixpxtyucga7tudfbabi9zo,B. Anderson,Goalkeeper,0,2,1,6,6,1,2,1,1,3,5,6,3,90,5,11,6,1,2,5,1,1,1,7,1,20,10,7,1,1,3,2,6,3,13,1,1,4,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,702uv8c9cs2pdkq4zq1x1k63t,N. Anderson,Defender,3,9,1,9,1,2,,2,2,3,4,17,1,154,5,12,6,6,2,,1,17,13,1,,49,10,13,3,1,7,8,10,,23,,9,7,2,,0,2,1,3,1,1,4,4,1,1,1,5,2,1,6,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,dewe4l7wylak8hn5n4sln6vze,D. Arzú,Defender,23,2,,5,,2,,2,2,,,6,,81,,7,4,5,1,,1,7,2,1,,19,10,2,4,1,5,2,5,,7,,,4,4,,0,3,,3,,1,1,,,,,2,1,1,,,,3,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,6kxgw84qqljiwhfxbbphccudx,C. Bernárdez,Forward,18,23,,13,,2,,2,2,,,22,,169,6,6,,2,2,,19,16,10,1,8,62,10,23,42,7,7,17,6,,29,,,11,21,,0,23,9,,,,6,1,21,,,,5,6,,15,1,14,1,1,1,9,,,1,12,1,1,1,2,1,4,4,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,b3v3b73dz9tdrqeq0sztg9h0q,A. Cappello,Forward,10,8,,7,,2,,2,1,3,1,19,,121,8,4,1,2,1,,8,13,8,5,1,42,10,9,19,7,5,2,5,,14,,6,6,18,,0,11,,,,2,4,,1,1,,1,3,4,,3,1,11,,1,,6,,,,1,1,3,1,2,,3,1,1,1,,,,,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,f4nld43ykhbg7wjffd48my5g4,I. Castillo,Goalkeeper,12,3,,7,2,1,3,1,1,,,4,,90,,6,4,1,,5,,1,1,5,,14,10,3,1,,4,3,4,3,7,,1,7,1,2,0,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,ebn3iqrxz1g48ntdyzdetcnbo,D. Daniels,Forward,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,9vdad1g5twl38p759ikvzh2j8,S. Flowers,Defender,34,3,,6,,1,,1,,2,,6,,60,2,2,1,6,,,2,6,3,1,3,24,10,3,5,2,2,2,3,,6,,,6,4,,0,3,1,,,,2,1,1,,2,3,,,,1,1,2,,,,2,,,,,,1,,,,1,,1,,,,,,,2,1,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,are7q9rrl8qayke03spj495w4,S. Gentle,Forward,38,1,,2,,1,,1,,,,1,,14,,,,,,,,1,1,,,2,10,1,2,,,1,,,1,,1,2,2,,0,2,,,,,,,,,,,1,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Belize,cfscmlqrlkr3o8xoyq1aarevo,Jaylen Lennan,Defender,4,3,,8,,2,,2,1,1,,8,,71,1,5,1,1,1,,,7,3,1,,17,10,3,1,,4,2,5,,8,,2,7,1,,0,1,,,,,4,1,,,1,3,,,2,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
