liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Yellow Cards,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Shots,Foul Attempted Tackle,Total Touches In Opposition Box,Unsuccessful Dribbles,Unsuccessful Crosses open play,Corners Won,Blocked Shots,Throw Ins to Opposition Player,Shots On Target ( inc goals ),Through balls,Substitute On,Successful Lay-offs,Successful Crosses open play,Handballs conceded,Hit Woodwork,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Foul Won Penalty,Offsides,Goals,Headed Goals,Goals from Inside Box,Right Foot Goals,Clearances Off the Line,Penalties Taken,Unsuccessful lay-offs,Penalty Goals,Penalty Goals Conceded,Goals Conceded Outside Box,Catches,Penalties Faced,Penalties Off Target,Left Foot Goals,Attempts from Set Pieces,Goals from Outside Box,Penalties Conceded,Set Pieces Goals,Total Red Cards,Red Cards - 2nd Yellow,Goalkeeper Smother,Drops,Own Goal Scored,Saves made - caught,Second Goal Assists,Other Goals,Last Man Tackle
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Panama,e7xe0ef07rn2y86fmjzkpn2dx,A. Arroyo,Forward,18,218.0,,40.0,11.0,,24.0,,,23.0,3.0,,13.0,40.0,1.0,3.0,2.0,27.0,3.0,13.0,,11.0,,12.0,3.0,2.0,3.0,1.0,67.0,,4.0,,12.0,11.0,10.0,11.0,,3.0,6.0,25.0,2.0,3.0,,4.0,,,7.0,7.0,27.0,27.0,13.0,,,,14.0,,,5.0,,,1.0,2.0,7.0,6.0,1.0,12.0,2.0,,1.0,1.0,,4.0,,2.0,3.0,,1.0,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Panama,2qgum5tkljfe4v74p2iu9fzyt,R. Blackburn,Forward,16,79.0,,14.0,8.0,,7.0,,,7.0,3.0,,6.0,16.0,1.0,2.0,,10.0,1.0,6.0,,4.0,1.0,4.0,1.0,1.0,,2.0,23.0,,2.0,,4.0,2.0,10.0,4.0,,3.0,3.0,11.0,,1.0,,2.0,,,3.0,2.0,8.0,10.0,7.0,,,,7.0,,1.0,1.0,,,,1.0,4.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Panama,2ox9r6ckrkehlocymzgik5o0l,O. Browne,Midfielder,21,121.0,,43.0,7.0,1.0,16.0,,2.0,26.0,12.0,3.0,15.0,44.0,,3.0,3.0,24.0,2.0,17.0,1.0,5.0,1.0,17.0,7.0,1.0,3.0,2.0,66.0,1.0,3.0,,15.0,18.0,10.0,10.0,3.0,3.0,1.0,16.0,,2.0,2.0,3.0,,,6.0,14.0,26.0,27.0,1.0,,,2.0,6.0,1.0,,9.0,,,,1.0,,1.0,3.0,3.0,,1.0,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Panama,1fz6kqbr8i7sunii6wymjkonp,Y. Bárcenas,Midfielder,10,270.0,5.0,118.0,26.0,2.0,67.0,,1.0,53.0,29.0,6.0,23.0,118.0,1.0,3.0,6.0,94.0,2.0,24.0,2.0,36.0,6.0,30.0,23.0,3.0,13.0,4.0,193.0,7.0,4.0,,34.0,29.0,10.0,19.0,,5.0,2.0,43.0,,2.0,10.0,4.0,5.0,,17.0,27.0,94.0,94.0,9.0,1.0,,4.0,24.0,2.0,1.0,17.0,,1.0,5.0,3.0,7.0,7.0,1.0,9.0,3.0,4.0,3.0,,,4.0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Panama,c21xh2oxjdfa87y0gevaumqc5,J. Calderón,Goalkeeper,12,90.0,,23.0,,,3.0,8.0,14.0,14.0,21.0,,,38.0,,,,13.0,1.0,14.0,,4.0,,9.0,5.0,1.0,,5.0,43.0,,1.0,,,25.0,10.0,,11.0,,,,1.0,1.0,,1.0,,,,9.0,15.0,24.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,11.0,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Panama,5fpdf84s7zmskbl4xm3kj3fmd,A. Cooper,Midfielder,11,269.0,,170.0,22.0,3.0,83.0,3.0,4.0,36.0,79.0,6.0,20.0,183.0,1.0,6.0,5.0,144.0,3.0,24.0,2.0,56.0,6.0,17.0,27.0,3.0,5.0,9.0,231.0,4.0,3.0,,28.0,57.0,10.0,19.0,15.0,5.0,3.0,32.0,2.0,3.0,2.0,3.0,2.0,,12.0,48.0,150.0,159.0,4.0,1.0,,2.0,13.0,4.0,6.0,16.0,,,2.0,,1.0,2.0,4.0,5.0,3.0,,1.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Panama,6ft1b49m92zwa7y7yqqprm5lh,H. Cummings,Defender,3,360.0,1.0,160.0,8.0,,35.0,9.0,15.0,30.0,103.0,6.0,11.0,164.0,,2.0,,125.0,4.0,26.0,,66.0,1.0,18.0,11.0,4.0,,9.0,206.0,,4.0,,15.0,62.0,10.0,18.0,13.0,4.0,8.0,32.0,18.0,4.0,1.0,4.0,,,5.0,28.0,134.0,138.0,17.0,1.0,,4.0,14.0,2.0,3.0,10.0,2.0,,,,9.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Panama,6fmrelr9khhkywqr8goutjkr9,É. Davis,Defender,15,270.0,26.0,132.0,26.0,2.0,61.0,4.0,11.0,47.0,54.0,6.0,12.0,136.0,,2.0,4.0,106.0,3.0,23.0,,53.0,7.0,32.0,11.0,3.0,2.0,6.0,219.0,1.0,3.0,,20.0,53.0,10.0,14.0,7.0,1.0,3.0,29.0,8.0,3.0,15.0,3.0,1.0,,9.0,4.0,110.0,113.0,9.0,1.0,,3.0,15.0,3.0,4.0,11.0,1.0,,1.0,,6.0,1.0,1.0,1.0,2.0,11.0,2.0,2.0,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,1.0,,1.0,,,1.0,,1.0,3.0,,,,,1.0,1.0,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Panama,abh60zcb8agg0l5ifzzvlyymt,F. Escobar,Defender,4,360.0,,195.0,19.0,1.0,91.0,4.0,12.0,45.0,74.0,6.0,29.0,205.0,,3.0,2.0,146.0,4.0,41.0,,52.0,3.0,36.0,28.0,4.0,7.0,6.0,249.0,,4.0,2.0,20.0,78.0,10.0,24.0,18.0,7.0,10.0,36.0,1.0,4.0,1.0,4.0,,,6.0,56.0,154.0,164.0,16.0,1.0,,3.0,12.0,3.0,6.0,14.0,1.0,,2.0,3.0,6.0,5.0,3.0,,,1.0,1.0,1.0,,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Panama,9ggta4hzy0w4xkukczrti5y7e,J. Fajardo,Forward,17,123.0,,27.0,9.0,,12.0,,,15.0,8.0,2.0,8.0,28.0,2.0,3.0,,19.0,,8.0,,7.0,,7.0,4.0,2.0,1.0,1.0,49.0,,2.0,1.0,10.0,6.0,10.0,8.0,1.0,2.0,4.0,25.0,,,,2.0,,,6.0,6.0,19.0,20.0,15.0,,,2.0,17.0,,2.0,4.0,,,,5.0,11.0,6.0,2.0,9.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
