liga,temporada,equipo,id,nombre,posicion,dorsal,Goals Conceded,Forward Passes,Interceptions,Substitute On,Total Losses Of Possession,Total Passes,Successful Launches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Open Play Passes,Unsuccessful Passes Opposition Half,Throw Ins to Own Player,Own Goal Scored,Games Played,Unsuccessful Launches,Open Play Passes,Blocks,Goals Conceded Inside Box,Successful Long Passes,Unsuccessful Long Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Successful Passes Opposition Half,Touches,Index,Appearances,Winning Goal,Goal Kicks,Saves made - parried,Penalties Faced,Successful Passes Own Half,Total Clearances,GK Successful Distribution,Penalty Goals Conceded,Rightside Passes,GK Unsuccessful Distribution,Recoveries,Unsuccessful Passes Own Half,Goals Conceded Outside Box,Successful Short Passes,Saves Made from Inside Box,Punches,Duels,Duels won,Aerial Duels,Starts,Saves Made,Aerial Duels won,Saves Made from Outside Box,Leftside Passes,Tackles Won,Foul Attempted Tackle,Tackles Lost,Total Tackles,Total Fouls Conceded,Handballs conceded,Duels lost,Total Touches In Opposition Box,Ground Duels lost,Ground Duels won,Substitute Off,Aerial Duels lost,Unsuccessful Short Passes,Ground Duels,Successful Lay-offs,Shots Off Target (inc woodwork),Clean Sheets,Backward Passes,Yellow Cards,Offsides,PutThrough/Blocked Distribution,Total Shots,Shots On Target ( inc goals ),PutThrough/Blocked Distribution Won,Unsuccessful Dribbles,Unsuccessful lay-offs,Times Tackled,Successful Dribbles,Unsuccessful Crosses & Corners,Corners Taken (incl short corners),Successful Crosses & Corners,Unsuccessful Crosses open play,Total Fouls Won,Successful Corners into Box,Through balls,Penalties Conceded,Blocked Shots,Penalties Taken,Throw Ins to Opposition Player,Clearances Off the Line,Overruns,Key Passes (Attempt Assists),Catches,Crosses not Claimed,Last Player Tackle,Right Foot Goals,Goals from Inside Box,Goals,Corners Won,Penalty Goals,Home Goals,Away Goals,Assists (Intentional),Attempts from Set Pieces,Unsuccessful Corners into Box,Goal Assists,Successful Crosses open play,Goals from Outside Box,Saves from Penalty,Penalties Saved,Total Red Cards,Straight Red Cards,Saves made - caught,Headed Goals,Second Goal Assists,Goalkeeper Smother,Foul Won Penalty,Red Cards - 2nd Yellow,Penalties Off Target,Hit Woodwork,Left Foot Goals,Carries,Progressive Carries,Total Big Chances Created,Total Big Chances Scored,Final Third Touches,Total Big Chances Missed,Drops,Total Big Chances Saved,Goals Openplay,Set Pieces Goals,Direct Setpiece Goals
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Curaçao,ix6hcbfujuw3mgefzpsnp2zu,J. Antonisse,Forward,11,2.0,26.0,1.0,4.0,48.0,92.0,,15.0,72.0,21.0,1.0,,7.0,,87.0,,2.0,5.0,6.0,77.0,284.0,57.0,161.0,10.0,7.0,0.0,,,,24.0,2.0,,,29.0,,14.0,2.0,,72.0,,,36.0,16.0,5.0,3.0,,4.0,,9.0,3.0,,1.0,4.0,1.0,,20.0,16.0,19.0,12.0,3.0,1.0,9.0,31.0,1.0,2.0,,28.0,1.0,2.0,3.0,7.0,5.0,1.0,7.0,,17.0,5.0,8.0,12.0,4.0,2.0,3.0,3.0,,,4.0,,,,2.0,10.0,,,,1.0,1.0,1.0,2.0,,0.0,1.0,,1.0,5.0,1.0,,,,,,,,,,,,,,1.0,,45.0,24.0,1.0,1.0,76.0,2.0,,,1.0,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Curaçao,6svx5u21jrcch3ewpqqbxukmh,J. Bacuna,Midfielder,7,4.0,103.0,6.0,,138.0,285.0,3.0,71.0,197.0,72.0,4.0,,10.0,5.0,265.0,3.0,4.0,23.0,14.0,214.0,832.0,154.0,495.0,39.0,10.0,1.0,,,,65.0,4.0,,,72.0,,39.0,11.0,,191.0,,,126.0,67.0,23.0,10.0,,12.0,,55.0,12.0,10.0,5.0,17.0,21.0,4.0,59.0,36.0,48.0,55.0,5.0,11.0,57.0,103.0,12.0,11.0,3.0,55.0,1.0,1.0,20.0,19.0,8.0,8.0,7.0,1.0,26.0,13.0,12.0,9.0,5.0,5.0,25.0,3.0,2.0,,10.0,,1.0,1.0,5.0,21.0,,,,3.0,2.0,3.0,5.0,,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,,,,,,,,,,,,1.0,,101.0,51.0,5.0,,120.0,2.0,,,3.0,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Curaçao,9080840ngisugqraum27d0us5,L. Bacuna,Defender,10,4.0,177.0,13.0,,106.0,447.0,8.0,73.0,345.0,60.0,10.0,,9.0,18.0,415.0,2.0,4.0,34.0,27.0,374.0,785.0,237.0,576.0,69.0,9.0,1.0,,,,140.0,19.0,,,83.0,,37.0,21.0,,340.0,,,59.0,31.0,15.0,9.0,,8.0,,116.0,7.0,3.0,7.0,14.0,7.0,,28.0,6.0,21.0,23.0,1.0,7.0,46.0,44.0,7.0,4.0,5.0,71.0,1.0,,7.0,9.0,5.0,4.0,3.0,,12.0,6.0,8.0,11.0,3.0,3.0,3.0,2.0,,,,1.0,1.0,,,15.0,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,,,,,,,,2.0,,,,,,,99.0,49.0,3.0,1.0,81.0,1.0,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Curaçao,74c15mfi1h4zrry5fo2q94ul1,R. Bazoer,Defender,24,2.0,40.0,1.0,,10.0,100.0,,9.0,88.0,9.0,,,2.0,3.0,97.0,,2.0,12.0,7.0,91.0,145.0,32.0,115.0,10.0,2.0,0.0,,,,60.0,7.0,,,23.0,,8.0,,,79.0,,,7.0,5.0,,2.0,,,,30.0,1.0,,,1.0,,,2.0,,2.0,5.0,2.0,,2.0,7.0,,,,7.0,,,,,,,,,1.0,1.0,,,1.0,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,28.0,24.0,,,8.0,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Curaçao,eola3wwbcxl6yeigrj16a3otm,T. Bodak,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Curaçao,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,Defender,20,2.0,63.0,5.0,1.0,61.0,176.0,4.0,31.0,141.0,29.0,49.0,,6.0,7.0,172.0,,2.0,8.0,10.0,145.0,467.0,81.0,311.0,37.0,6.0,0.0,,,,65.0,13.0,,1.0,15.0,,21.0,7.0,,137.0,,,36.0,21.0,5.0,5.0,,4.0,,68.0,6.0,2.0,6.0,12.0,3.0,,15.0,19.0,14.0,17.0,,1.0,21.0,31.0,,3.0,3.0,30.0,,1.0,7.0,6.0,3.0,4.0,2.0,,6.0,2.0,5.0,,1.0,5.0,3.0,,1.0,,1.0,,9.0,,1.0,10.0,,,,,,,1.0,,,,2.0,,,2.0,1.0,,,,,,,,2.0,,,,,,,52.0,37.0,2.0,,9.0,1.0,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Curaçao,apzgvyoya5b4yd6vpev9o7krt,T. Chong,Midfielder,0,2.0,16.0,,1.0,26.0,44.0,,11.0,33.0,13.0,,,2.0,,44.0,,2.0,1.0,1.0,33.0,116.0,27.0,75.0,10.0,2.0,0.0,,,,6.0,,,,6.0,,9.0,,,32.0,,,17.0,10.0,2.0,1.0,,1.0,,13.0,,,1.0,1.0,,,7.0,12.0,6.0,9.0,1.0,1.0,10.0,15.0,2.0,,,9.0,,,1.0,2.0,2.0,,2.0,,6.0,5.0,2.0,,,2.0,3.0,,,,1.0,,,,,2.0,,,,,2.0,2.0,2.0,,2.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,2.0,20.0,10.0,2.0,1.0,45.0,1.0,,,2.0,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Curaçao,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,Defender,8,2.0,59.0,7.0,1.0,60.0,198.0,2.0,41.0,153.0,28.0,2.0,,8.0,8.0,194.0,,2.0,14.0,13.0,157.0,532.0,71.0,278.0,10.0,8.0,1.0,,,,86.0,6.0,,,37.0,,30.0,13.0,,143.0,,,63.0,31.0,23.0,7.0,,11.0,,57.0,4.0,2.0,9.0,13.0,5.0,,32.0,10.0,20.0,20.0,6.0,12.0,28.0,40.0,5.0,3.0,1.0,45.0,1.0,,5.0,6.0,3.0,2.0,3.0,1.0,11.0,4.0,,,,,3.0,,,,3.0,,,,1.0,1.0,,,,1.0,,1.0,2.0,,1.0,0.0,,,,1.0,,1.0,,,,,,,,,,,,1.0,,60.0,22.0,1.0,,34.0,,,,1.0,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Curaçao,1evsz02au0pu4a1tmzn5s27hm,T. Doornbusch,Goalkeeper,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Curaçao,5cvstzkb7l1zxapx0dt4zjkoa,K. Felida,Midfielder,21,1.0,15.0,1.0,3.0,9.0,51.0,1.0,8.0,42.0,7.0,,,3.0,,50.0,,1.0,7.0,3.0,43.0,73.0,21.0,56.0,22.0,3.0,0.0,,,,22.0,,,1.0,10.0,,5.0,1.0,,36.0,,,3.0,3.0,1.0,,,1.0,,13.0,1.0,,,1.0,,,,1.0,,2.0,,,5.0,2.0,1.0,,,13.0,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,11.0,6.0,,1.0,,,,,1.0,,
