liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Yellow Cards,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Shots,Foul Attempted Tackle,Total Touches In Opposition Box,Unsuccessful Dribbles,Unsuccessful Crosses open play,Corners Won,Blocked Shots,Throw Ins to Opposition Player,Shots On Target ( inc goals ),Through balls,Substitute On,Successful Lay-offs,Successful Crosses open play,Handballs conceded,Hit Woodwork,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Foul Won Penalty,Offsides,Goals,Headed Goals,Goals from Inside Box,Right Foot Goals,Clearances Off the Line,Penalties Taken,Unsuccessful lay-offs,Penalty Goals,Penalty Goals Conceded,Goals Conceded Outside Box,Catches,Penalties Faced,Penalties Off Target,Left Foot Goals,Attempts from Set Pieces,Goals from Outside Box,Penalties Conceded,Set Pieces Goals,Total Red Cards,Red Cards - 2nd Yellow,Goalkeeper Smother,Drops,Own Goal Scored,Saves made - caught,Second Goal Assists,Other Goals,Last Man Tackle
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Curaçao,6djx23ctpkopwbtavfr8ov8id,J. Antonia,Forward,7,160.0,4.0,43.0,12.0,2.0,17.0,1.0,3.0,25.0,13.0,,13.0,44.0,1.0,2.0,,25.0,1.0,16.0,,16.0,1.0,16.0,5.0,2.0,,3.0,64.0,1.0,2.0,,9.0,13.0,10.0,1.0,3.0,1.0,,9.0,,1.0,3.0,2.0,1.0,,8.0,3.0,27.0,28.0,,1.0,,,8.0,,2.0,1.0,1.0,1.0,,1.0,,2.0,2.0,3.0,5.0,2.0,1.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Curaçao,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,Forward,19,265.0,,60.0,23.0,,36.0,,,23.0,17.0,1.0,12.0,65.0,1.0,8.0,2.0,51.0,2.0,12.0,,18.0,5.0,9.0,4.0,3.0,1.0,3.0,90.0,,4.0,2.0,20.0,9.0,10.0,19.0,2.0,6.0,10.0,37.0,,2.0,,4.0,,,11.0,15.0,48.0,53.0,17.0,,,1.0,18.0,,,9.0,,,,,7.0,,2.0,6.0,1.0,,,,,,,1.0,9.0,,1.0,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Curaçao,9080840ngisugqraum27d0us5,L. Bacuna,Midfielder,10,356.0,,160.0,30.0,,83.0,1.0,7.0,41.0,58.0,5.0,18.0,166.0,1.0,9.0,6.0,123.0,3.0,25.0,,46.0,4.0,24.0,13.0,4.0,3.0,2.0,220.0,1.0,4.0,2.0,31.0,44.0,10.0,15.0,18.0,2.0,2.0,37.0,2.0,3.0,1.0,4.0,,1.0,18.0,46.0,136.0,141.0,6.0,,1.0,3.0,22.0,2.0,3.0,13.0,,,1.0,3.0,4.0,8.0,3.0,6.0,3.0,1.0,2.0,2.0,1.0,5.0,1.0,,2.0,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Curaçao,cipmd3k2nfv0ddic0l8go14gl,C. Benschop,Forward,9,90.0,,12.0,3.0,,9.0,,,7.0,1.0,,3.0,13.0,,,1.0,10.0,1.0,3.0,,4.0,,4.0,2.0,1.0,1.0,,23.0,,1.0,,3.0,2.0,10.0,5.0,,1.0,3.0,9.0,1.0,1.0,1.0,1.0,,,1.0,4.0,9.0,10.0,6.0,,,,4.0,,1.0,2.0,,,,,3.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Curaçao,7k47y1ot6sc3pfsm13odv5d5h,S. Carmelia,Midfielder,12,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,10.0,,,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Curaçao,1wuw256loqcnbug59emifgnah,J. Carolina,Defender,5,106.0,6.0,41.0,10.0,,11.0,,2.0,19.0,20.0,2.0,9.0,42.0,1.0,1.0,,24.0,1.0,11.0,,16.0,,15.0,8.0,1.0,5.0,,72.0,,2.0,,8.0,14.0,10.0,5.0,7.0,3.0,1.0,11.0,1.0,1.0,4.0,2.0,,,4.0,2.0,30.0,31.0,3.0,,,,6.0,2.0,3.0,4.0,2.0,1.0,5.0,,2.0,,1.0,,,4.0,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Curaçao,eavj5j83tx2qs0ehee14bywnp,G. Constancia,Midfielder,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Curaçao,9787nemt11c372uird332d13p,J. Gaari,Defender,13,360.0,23.0,131.0,25.0,2.0,51.0,,1.0,51.0,59.0,7.0,25.0,134.0,,10.0,3.0,100.0,3.0,26.0,,12.0,2.0,26.0,16.0,4.0,5.0,5.0,219.0,,4.0,2.0,27.0,43.0,10.0,14.0,8.0,1.0,3.0,33.0,6.0,3.0,5.0,4.0,,,16.0,54.0,105.0,108.0,6.0,1.0,,4.0,19.0,3.0,6.0,11.0,,,,,3.0,1.0,6.0,2.0,1.0,5.0,1.0,,9.0,1.0,,,,2.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Curaçao,5za437wrlqizff74n6uqodpzp,K. Gorré,Forward,14,95.0,1.0,18.0,4.0,,13.0,1.0,1.0,13.0,2.0,3.0,2.0,18.0,1.0,1.0,2.0,13.0,1.0,3.0,,5.0,,6.0,5.0,1.0,,1.0,39.0,1.0,2.0,,9.0,7.0,10.0,6.0,2.0,1.0,,11.0,,1.0,4.0,2.0,1.0,,3.0,2.0,15.0,15.0,2.0,,,3.0,5.0,,1.0,6.0,,,,2.0,2.0,2.0,,2.0,1.0,3.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Curaçao,bz37kwt6qh2ivofd0zyexh9sl,E. Hooi,Forward,18,360.0,1.0,90.0,32.0,1.0,51.0,1.0,3.0,46.0,30.0,2.0,13.0,96.0,,4.0,9.0,78.0,3.0,16.0,1.0,33.0,2.0,19.0,14.0,4.0,6.0,1.0,156.0,4.0,4.0,,30.0,9.0,10.0,14.0,2.0,2.0,1.0,34.0,1.0,3.0,4.0,4.0,,,17.0,22.0,74.0,80.0,4.0,1.0,,2.0,20.0,,2.0,13.0,,1.0,3.0,3.0,3.0,3.0,2.0,3.0,6.0,4.0,2.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Curaçao,adhfs6658xx5hpxur1496kv6d,D. Lachman,Defender,4,360.0,1.0,264.0,13.0,,60.0,3.0,11.0,20.0,194.0,2.0,5.0,270.0,,,,238.0,3.0,16.0,,109.0,2.0,14.0,23.0,4.0,2.0,2.0,304.0,,4.0,1.0,6.0,92.0,10.0,7.0,16.0,2.0,3.0,12.0,15.0,3.0,,4.0,,,2.0,56.0,248.0,254.0,6.0,1.0,,1.0,5.0,1.0,1.0,4.0,2.0,,1.0,1.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
