liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Aerial Duels won,Duels,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Throw Ins to Own Player,Goals,Corners Won,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Shots On Target ( inc goals ),Total Fouls Won,Left Foot Goals,Goals from Inside Box,Ground Duels won,Successful Launches,Unsuccessful Launches,Yellow Cards,Total Tackles,Successful Dribbles,Throw Ins to Opposition Player,Tackles Lost,Interceptions,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Blocks,Total Clearances,Unsuccessful Crosses & Corners,Tackles Won,Substitute On,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Goals from Outside Box,Attempts from Set Pieces,Unsuccessful Corners into Box,Offsides,Successful Crosses open play,Assists (Intentional),Goal Assists,Through balls,Successful Lay-offs,Handballs conceded,Penalties Conceded,Unsuccessful Dribbles,Headed Goals,Saves Made,GK Successful Distribution,Punches,Penalties Saved,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,GK Unsuccessful Distribution,Right Foot Goals,Foul Won Penalty,Catches,Saves Made from Outside Box,Penalties Taken,Penalty Goals,Times Tackled,Goals Conceded Outside Box,Home Goals,Away Goals,Winning Goal,Clean Sheets,Goalkeeper Smother,Hit Woodwork,Total Red Cards,Straight Red Cards,Own Goal Scored,Clearances Off the Line,Unsuccessful lay-offs,Drops,Second Goal Assists,Saves made - caught,Last Man Tackle
Concacaf_Concacaf_Champions_Cup,2020,Deportivo Saprissa,f49z2ic5k1jgv2s3uacnp4h5h,J. Agüero,Defender,5,90.0,91.0,4.0,41.0,4.0,2.0,7.0,46.0,2.0,,93.0,,,78.0,,6.0,15.0,,5.0,1.0,1.0,,1.0,102.0,1.0,,6.0,25.0,85.0,6.0,9.0,1.0,9.0,,1.0,1.0,49.0,85.0,87.0,3.0,3.0,1.0,,,,,,,1.0,,,5.0,,1.0,,3.0,1.0,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Deportivo Saprissa,e65ruaccz0qw8x31ltfopj45x,M. Angulo,Midfielder,10,154.0,85.0,22.0,47.0,,,17.0,33.0,8.0,,86.0,1.0,,70.0,2.0,8.0,29.0,2.0,12.0,6.0,2.0,5.0,1.0,110.0,2.0,,7.0,10.0,51.0,3.0,8.0,,7.0,2.0,2.0,4.0,25.0,78.0,78.0,,4.0,1.0,,1.0,2.0,4.0,3.0,2.0,1.0,,,3.0,,,,2.0,,,,,1.0,4.0,,,5.0,2.0,,2.0,2.0,,4.0,,1.0,2.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Deportivo Saprissa,6dwn8d2ouavl0kilm5ciezwet,M. Barrantes,Midfielder,11,45.0,28.0,,16.0,1.0,,6.0,9.0,4.0,,30.0,,,19.0,,5.0,13.0,3.0,2.0,6.0,,,3.0,38.0,1.0,,2.0,13.0,65.0,,6.0,,2.0,,1.0,2.0,4.0,23.0,25.0,,2.0,1.0,,,,,,,,,,,2.0,,,,,,,2.0,,,,1.0,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Deportivo Saprissa,2mmbvkcqy81b3w5wdpw426rx1,R. Blanco,Midfielder,12,180.0,94.0,16.0,56.0,2.0,1.0,25.0,34.0,6.0,,96.0,,,85.0,2.0,8.0,34.0,4.0,13.0,9.0,2.0,6.0,4.0,146.0,2.0,,11.0,22.0,57.0,8.0,3.0,1.0,13.0,2.0,2.0,4.0,24.0,86.0,88.0,2.0,5.0,14.0,,2.0,1.0,1.0,3.0,,,,,7.0,,1.0,,4.0,3.0,,2.0,2.0,9.0,2.0,,2.0,9.0,2.0,,2.0,,,,,,,2.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Deportivo Saprissa,6r7lv7woj3lwr3lynpjkqtwph,C. Bolaños,Midfielder,2,180.0,105.0,31.0,71.0,6.0,2.0,37.0,21.0,12.0,,106.0,,1.0,84.0,2.0,18.0,18.0,3.0,30.0,4.0,2.0,3.0,1.0,144.0,2.0,,7.0,24.0,76.0,4.0,4.0,,9.0,2.0,2.0,3.0,33.0,87.0,88.0,2.0,5.0,1.0,,3.0,3.0,5.0,11.0,2.0,2.0,,,4.0,,,,,2.0,,,,13.0,,,,13.0,,,4.0,,2.0,,,,,,4.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,
Concacaf_Concacaf_Champions_Cup,2020,Deportivo Saprissa,8wyp52wdroobxnmgluakbuo6h,W. Cortés,Defender,34,71.0,47.0,24.0,20.0,1.0,,5.0,25.0,2.0,,47.0,1.0,3.0,43.0,,3.0,12.0,,2.0,5.0,1.0,1.0,1.0,64.0,1.0,1.0,9.0,11.0,63.0,4.0,1.0,1.0,10.0,,1.0,6.0,,44.0,44.0,1.0,6.0,6.0,,,,,1.0,,,,,3.0,,1.0,,2.0,1.0,,,1.0,,1.0,,1.0,,2.0,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Deportivo Saprissa,45sq43290segk2ijbc5zti5ed,Aaron Cruz,Goalkeeper,13,180.0,19.0,,,4.0,,4.0,26.0,,,30.0,,,21.0,2.0,4.0,8.0,,2.0,13.0,2.0,,2.0,41.0,2.0,,,20.0,43.0,,5.0,,,2.0,2.0,,2.0,15.0,26.0,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,17.0,,,1.0,2.0,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Deportivo Saprissa,7ityxcw7wapkueginni0klot1,A. David,Defender,52,180.0,139.0,11.0,60.0,3.0,2.0,13.0,72.0,5.0,,140.0,,5.0,130.0,2.0,8.0,33.0,1.0,6.0,13.0,2.0,1.0,3.0,166.0,2.0,2.0,12.0,45.0,65.0,8.0,2.0,4.0,18.0,2.0,2.0,8.0,51.0,131.0,132.0,6.0,10.0,5.0,,,1.0,1.0,3.0,,1.0,,,4.0,,3.0,1.0,3.0,,,1.0,5.0,1.0,,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Deportivo Saprissa,2r9j2cp5okpsf1t0gq562tgwl,D. Guzmán,Midfielder,8,140.0,142.0,7.0,41.0,7.0,,13.0,91.0,4.0,,143.0,2.0,2.0,113.0,2.0,11.0,52.0,,8.0,8.0,2.0,,3.0,155.0,2.0,2.0,7.0,25.0,51.0,7.0,19.0,2.0,9.0,2.0,2.0,2.0,59.0,131.0,132.0,2.0,2.0,,,1.0,,,,,1.0,,,5.0,,2.0,1.0,4.0,,,1.0,,,,,3.0,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Deportivo Saprissa,49qi13tvmu2m5fofb97h8r36d,Alejandro Gómez,Goalkeeper,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Deportivo Saprissa,7h6dcr6i7pot28agxeyx7n7jd,L. Hernández,Defender,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Deportivo Saprissa,2gy8tsuq24hmjmcyu0eadfs2x,Y. López,Defender,19,19.0,12.0,2.0,10.0,,2.0,5.0,2.0,1.0,,12.0,,,11.0,,1.0,,1.0,2.0,1.0,,2.0,1.0,25.0,1.0,,,5.0,71.0,1.0,,1.0,3.0,,1.0,,5.0,11.0,11.0,3.0,2.0,7.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,,2.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
