liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Open Play Passes,Time Played,Recoveries,Unsuccessful Passes Own Half,Successful Passes Opposition Half,Successful Passes Own Half,Total Passes,Ground Duels won,Starts,Throw Ins to Own Player,Unsuccessful Launches,Ground Duels lost,Aerial Duels lost,Successful Dribbles,Aerial Duels won,Unsuccessful Short Passes,Goals Conceded Inside Box,Unsuccessful Long Passes,Games Played,Aerial Duels,Ground Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Substitute Off,Duels lost,Total Losses Of Possession,Backward Passes,Appearances,Index,Open Play Passes,Successful Long Passes,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Rightside Passes,Unsuccessful Passes Opposition Half,Overruns,Throw Ins to Opposition Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Duels,Unsuccessful Crosses open play,Forward Passes,Duels won,Winning Goal,Times Tackled,Foul Attempted Tackle,Tackles Won,Total Fouls Conceded,Leftside Passes,Total Tackles,Successful Launches,Blocks,Interceptions,Unsuccessful Dribbles,Handballs conceded,Substitute On,Total Shots,Total Fouls Won,Shots On Target ( inc goals ),Yellow Cards,Key Passes (Attempt Assists),Successful Lay-offs,Saves Made,Goal Kicks,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Offsides,Shots Off Target (inc woodwork),Through balls,Total Touches In Opposition Box,Tackles Lost,Total Red Cards,Straight Red Cards,Attempts from Set Pieces,Saves Made from Outside Box,Punches,Goals from Outside Box,Goals,Right Foot Goals,Home Goals,Away Goals,Successful Crosses & Corners,Corners Won,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Goal Assists,Successful Corners into Box,Blocked Shots,Saves made - parried,Goalkeeper Smother,Assists (Intentional),Red Cards - 2nd Yellow,Goals from Inside Box,Headed Goals,Own Goal Scored,Catches,Clean Sheets,Hit Woodwork,Unsuccessful lay-offs,Penalty Goals Conceded,Left Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Clearances Off the Line,Other Goals,Penalties Faced,Penalties Conceded,Goals Conceded Outside Box,Saves made - caught,Carries,Final Third Touches,Progressive Carries,Total Big Chances Saved,Total Big Chances Missed,Goals Openplay,Total Big Chances Created,Total Big Chances Scored,Direct Setpiece Goals,Set Pieces Goals,Penalties Off Target,Drops,Second Goal Assists,Penalties Saved,Saves from Penalty
USA_US_Open_Cup,2024,Charleston Battery,14oq6mvlh5e51d9y20nbpok4p,C. Allan,Midfielder,4,94.0,214.0,13.0,1.0,55.0,41.0,108.0,8.0,2.0,,5.0,5.0,1.0,2.0,,5.0,1.0,7.0,2.0,1.0,13.0,96.0,88.0,2.0,6.0,16.0,19.0,2.0,10.0,106.0,8.0,3.0,3.0,28.0,11.0,,,12.0,131.0,,2.0,,14.0,,31.0,8.0,0.0,1.0,3.0,5.0,3.0,30.0,5.0,1.0,,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Charleston Battery,ani26vxlo22iw1u9oexptml05,L. Archer,Defender,5,118.0,240.0,10.0,7.0,26.0,96.0,137.0,6.0,2.0,,6.0,1.0,4.0,,1.0,5.0,1.0,10.0,2.0,5.0,7.0,122.0,116.0,,5.0,17.0,7.0,2.0,10.0,133.0,6.0,,1.0,45.0,8.0,,,15.0,168.0,12.0,2.0,,12.0,,42.0,7.0,0.0,1.0,,1.0,,43.0,1.0,4.0,1.0,3.0,,,,,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Charleston Battery,5t1wvh34lm993otbc3469uzxm,J. Conway,Forward,36,2.0,16.0,,,2.0,1.0,4.0,1.0,,,,,1.0,,1.0,1.0,,,2.0,2.0,1.0,3.0,3.0,,1.0,1.0,1.0,2.0,10.0,3.0,,,,1.0,1.0,,,1.0,7.0,1.0,,,3.0,,1.0,2.0,0.0,,,,,1.0,,,,,,,2.0,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Charleston Battery,ngbrldd6l0tg4wpy3lki9eqd,R. Crawford,Midfielder,19,64.0,131.0,6.0,3.0,39.0,26.0,82.0,2.0,1.0,14.0,6.0,5.0,2.0,,,7.0,1.0,11.0,2.0,2.0,7.0,64.0,59.0,,7.0,27.0,15.0,2.0,10.0,82.0,5.0,2.0,3.0,10.0,20.0,,1.0,18.0,120.0,,2.0,5.0,9.0,5.0,34.0,2.0,0.0,2.0,1.0,2.0,4.0,23.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,,1.0,,1.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Charleston Battery,7ear1aggm7qut5b972fkz3j10,M. Dean,Midfielder,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Charleston Battery,aur71sievd8d2fnrumu3xf6c,N. Dossantos,Defender,62,39.0,129.0,6.0,5.0,21.0,20.0,53.0,10.0,1.0,8.0,1.0,2.0,,2.0,1.0,9.0,,3.0,2.0,1.0,12.0,41.0,38.0,,2.0,18.0,11.0,2.0,10.0,51.0,3.0,,2.0,17.0,8.0,,1.0,12.0,90.0,6.0,,1.0,13.0,1.0,25.0,11.0,0.0,1.0,,5.0,1.0,,7.0,1.0,,3.0,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Charleston Battery,eur2vbdzfmcxyfathakjghyqc,J. Drack,Defender,3,68.0,111.0,5.0,,32.0,37.0,79.0,4.0,1.0,7.0,1.0,7.0,1.0,1.0,3.0,6.0,1.0,5.0,1.0,4.0,11.0,68.0,64.0,1.0,8.0,21.0,20.0,1.0,10.0,79.0,4.0,,2.0,35.0,13.0,,2.0,11.0,107.0,1.0,2.0,2.0,15.0,2.0,22.0,7.0,0.0,4.0,1.0,,1.0,2.0,1.0,1.0,1.0,,3.0,,,,2.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,2.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Charleston Battery,42h7dylzuiiyx5k773f1qo6hh,A. Grinwis,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Charleston Battery,13nxnwt9zo5v20pmrgibk8glw,D. Gutiérrez,Forward,11,22.0,73.0,3.0,,20.0,2.0,25.0,1.0,1.0,1.0,,7.0,,,,2.0,,1.0,2.0,,8.0,22.0,22.0,1.0,7.0,11.0,6.0,2.0,10.0,25.0,,3.0,3.0,6.0,5.0,,,3.0,40.0,,1.0,2.0,8.0,2.0,7.0,1.0,0.0,3.0,,,,6.0,,,,,3.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Charleston Battery,6x8glr5hquqxmacroeqmq5mcq,D. Kuzemka,Goalkeeper,24,29.0,240.0,18.0,3.0,3.0,50.0,60.0,1.0,2.0,,4.0,,,,1.0,,1.0,7.0,2.0,1.0,1.0,53.0,44.0,,,7.0,,2.0,10.0,33.0,9.0,,,15.0,4.0,,,7.0,80.0,2.0,2.0,,2.0,,29.0,2.0,0.0,,,,,16.0,,2.0,,,,,,,1.0,,,,,3.0,19.0,30.0,2.0,2.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
