liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals Conceded,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Starts,Total Tackles,Rightside Passes,Time Played,Unsuccessful Long Passes,Times Tackled,Ground Duels won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Losses Of Possession,Unsuccessful Short Passes,Goals Conceded Outside Box,Unsuccessful Passes Opposition Half,Tackles Lost,Tackles Won,Clean Sheets,Aerial Duels,Foul Attempted Tackle,Recoveries,Goals Conceded Inside Box,Total Passes,Successful Open Play Passes,Open Play Passes,Duels lost,Unsuccessful Passes Own Half,Interceptions,Touches,Aerial Duels won,Total Clearances,Ground Duels,Duels,Backward Passes,Successful Long Passes,Ground Duels lost,Forward Passes,Appearances,Index,Duels won,Successful Passes Own Half,Successful Short Passes,Key Passes (Attempt Assists),Leftside Passes,Blocks,Successful Passes Opposition Half,Home Goals,Away Goals,Winning Goal,Throw Ins to Own Player,Unsuccessful Launches,Unsuccessful Crosses open play,Substitute Off,Throw Ins to Opposition Player,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Unsuccessful Crosses & Corners,Substitute On,Total Shots,Unsuccessful Dribbles,Total Fouls Won,Aerial Duels lost,Successful Dribbles,Handballs conceded,Blocked Shots,Shots Off Target (inc woodwork),Successful Launches,Unsuccessful lay-offs,Successful Lay-offs,Offsides,Yellow Cards,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Total Touches In Opposition Box,Saves made - parried,Punches,Goals from Inside Box,Attempts from Set Pieces,Assists (Intentional),Right Foot Goals,Corners Won,Penalty Goals,Penalties Taken,Shots On Target ( inc goals ),Goal Assists,Successful Crosses & Corners,Goals,Successful Crosses open play,Goalkeeper Smother,Saves Made from Outside Box,Total Red Cards,Straight Red Cards,Unsuccessful Corners into Box,Corners Taken (incl short corners),Successful Corners into Box,Through balls,Second Goal Assists,Drops,Hit Woodwork,Left Foot Goals,Clearances Off the Line,Own Goal Scored,Headed Goals,Saves made - caught,Catches,Penalty Goals Conceded,Goals from Outside Box,Penalties Conceded,Penalties Faced,Saves from Penalty,Penalties Saved,Foul Won Penalty,Set Pieces Goals,Other Goals
Concacaf_Concacaf_Champions_Cup,2021,Deportivo Saprissa,4ll34nnxtx9x9yodl1ioqg416,F. Alemán,Forward,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Deportivo Saprissa,ahtxo33kdt2e18iqrmq8zajv8,J. Ballestero,Forward,27,1.0,,,3.0,,1.0,2.0,5.0,,,1.0,,,,,,1.0,,,1.0,,,,3.0,3.0,3.0,1.0,,,6.0,,,1.0,2.0,,,,,1.0,52.0,1.0,1.0,3.0,,1.0,,2.0,0.0,0.0,0.0,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Deportivo Saprissa,6dwn8d2ouavl0kilm5ciezwet,M. Barrantes,Midfielder,11,2.0,5.0,3.0,98.0,2.0,,48.0,180.0,19.0,3.0,1.0,40.0,51.0,21.0,,36.0,,,,1.0,3.0,11.0,5.0,138.0,91.0,130.0,9.0,5.0,5.0,167.0,1.0,,10.0,11.0,14.0,20.0,9.0,55.0,2.0,22.0,2.0,48.0,78.0,5.0,21.0,1.0,52.0,0.0,0.0,0.0,1.0,,,,,2.0,5.0,1.0,,2.0,2.0,,,1.0,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,2.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Deportivo Saprissa,2mmbvkcqy81b3w5wdpw426rx1,R. Blanco,Midfielder,12,2.0,5.0,3.0,54.0,2.0,4.0,3.0,180.0,8.0,3.0,10.0,16.0,26.0,8.0,,14.0,3.0,1.0,,3.0,2.0,9.0,5.0,70.0,54.0,70.0,9.0,5.0,3.0,111.0,,2.0,16.0,19.0,10.0,,6.0,29.0,2.0,39.0,10.0,16.0,54.0,4.0,28.0,,38.0,0.0,0.0,0.0,13.0,3.0,3.0,,1.0,1.0,6.0,3.0,,,2.0,4.0,3.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Deportivo Saprissa,6r7lv7woj3lwr3lynpjkqtwph,C. Bolaños,Midfielder,2,2.0,4.0,1.0,46.0,2.0,,12.0,155.0,3.0,3.0,3.0,17.0,33.0,14.0,,24.0,,,,2.0,,7.0,4.0,63.0,41.0,57.0,5.0,2.0,1.0,88.0,1.0,,7.0,9.0,18.0,,4.0,18.0,2.0,18.0,4.0,25.0,46.0,1.0,15.0,,22.0,0.0,0.0,0.0,2.0,,9.0,1.0,,,4.0,9.0,,1.0,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,,,,7.0,,,,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Deportivo Saprissa,dxqfbwapncvec4hryf8xbv9t6,M. Bolaños,Defender,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Deportivo Saprissa,2774gv2jbl9gb9668i81gbi6t,D. Colindres,Forward,26,2.0,4.0,1.0,20.0,2.0,3.0,15.0,179.0,2.0,5.0,10.0,11.0,23.0,9.0,,10.0,2.0,1.0,,5.0,1.0,6.0,4.0,31.0,19.0,30.0,11.0,3.0,1.0,58.0,1.0,,17.0,22.0,10.0,3.0,7.0,4.0,2.0,25.0,11.0,8.0,17.0,3.0,2.0,,14.0,0.0,0.0,0.0,,,2.0,1.0,,,1.0,2.0,,1.0,3.0,6.0,4.0,1.0,,,,,1.0,,2.0,1.0,,,,,3.0,,,,,,,,,,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Deportivo Saprissa,8wyp52wdroobxnmgluakbuo6h,W. Cortés,Defender,34,2.0,4.0,1.0,28.0,1.0,4.0,15.0,94.0,2.0,1.0,7.0,13.0,21.0,11.0,,8.0,1.0,3.0,,3.0,1.0,8.0,4.0,41.0,26.0,39.0,4.0,7.0,2.0,75.0,1.0,2.0,9.0,12.0,5.0,1.0,2.0,20.0,2.0,95.0,8.0,17.0,27.0,,1.0,,11.0,0.0,0.0,0.0,12.0,1.0,2.0,,2.0,2.0,4.0,2.0,1.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Deportivo Saprissa,45sq43290segk2ijbc5zti5ed,Aaron Cruz,Goalkeeper,13,2.0,5.0,,32.0,2.0,,11.0,180.0,17.0,,,17.0,17.0,,,8.0,,,,1.0,,17.0,5.0,49.0,17.0,22.0,1.0,9.0,,67.0,,3.0,,1.0,,7.0,,33.0,2.0,20.0,,29.0,25.0,,5.0,,3.0,0.0,0.0,0.0,,4.0,,,,,,,,,,,1.0,,,,,1.0,,,,,23.0,4.0,9.0,5.0,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Deportivo Saprissa,7ityxcw7wapkueginni0klot1,A. David,Defender,52,1.0,1.0,1.0,34.0,1.0,2.0,15.0,90.0,1.0,,3.0,6.0,10.0,5.0,,2.0,,2.0,,7.0,,6.0,1.0,40.0,33.0,39.0,3.0,4.0,4.0,63.0,5.0,5.0,4.0,11.0,2.0,2.0,1.0,20.0,1.0,61.0,8.0,24.0,32.0,,3.0,,10.0,0.0,0.0,0.0,4.0,,,,3.0,,,,,,,1.0,2.0,,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
