liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Substitute On,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Games Played,Headed Goals,Ground Duels lost,Leftside Passes,Clearances Off the Line,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Offsides,Successful Lay-offs,Right Foot Goals,Successful Crosses & Corners,Successful Corners into Box,Throw Ins to Opposition Player,Corners Taken (incl short corners),Goals from Outside Box,Attempts from Set Pieces,Successful Crosses open play,Left Foot Goals,Unsuccessful Crosses & Corners,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Penalties Taken,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Penalties Conceded,Total Red Cards,Straight Red Cards,Hit Woodwork,Last Man Tackle,Red Cards - 2nd Yellow,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Foul Won Penalty,Second Goal Assists,Own Goal Scored,Set Pieces Goals,Crosses not Claimed,Penalties Off Target,Penalties Saved,Saves from Penalty
USA_USL_League_One,2019,FC Tucson,bkjeubfg7vqqqks1aee7dg7e2,R. Abergil,Forward,7,196.0,1.0,6.0,,,38.0,2.0,12.0,24.0,,,,,3.0,2.0,9.0,20.0,9.0,1.0,9.0,,42.0,,1.0,3.0,32.0,2.0,6.0,9.0,17.0,2.0,8.0,3.0,5.0,1.0,,1.0,75.0,7.0,1.0,,14.0,6.0,13.0,10.0,9.0,3.0,1.0,2.0,3.0,3.0,26.0,1.0,4.0,7.0,,8.0,7.0,,,29.0,33.0,12.0,,,17.0,1.0,1.0,6.0,,1.0,2.0,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,FC Tucson,2giowiodzndu5m2gwn79iiui1,L. Batista,Defender,22,1620.0,49.0,,13.0,,772.0,5.0,60.0,185.0,48.0,5.0,99.0,7.0,5.0,3.0,26.0,278.0,413.0,39.0,102.0,5.0,799.0,,31.0,15.0,518.0,23.0,9.0,201.0,254.0,4.0,135.0,1.0,101.0,18.0,19.0,72.0,1140.0,18.0,14.0,6.0,120.0,350.0,18.0,10.0,109.0,4.0,80.0,11.0,44.0,7.0,190.0,62.0,26.0,18.0,,55.0,135.0,,,575.0,598.0,70.0,3.0,29.0,81.0,10.0,24.0,65.0,6.0,2.0,,,,,32.0,,,,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,FC Tucson,bw6uiwm29k6lgd8hp5hj4vvft,K. Bjornethun,Defender,23,720.0,34.0,,8.0,,380.0,6.0,40.0,110.0,26.0,1.0,44.0,3.0,1.0,4.0,2.0,140.0,217.0,7.0,40.0,,400.0,,6.0,6.0,268.0,10.0,1.0,84.0,151.0,9.0,78.0,1.0,56.0,8.0,18.0,25.0,557.0,8.0,1.0,3.0,38.0,166.0,3.0,10.0,27.0,,48.0,5.0,9.0,5.0,49.0,14.0,14.0,8.0,,20.0,43.0,,,302.0,316.0,11.0,,7.0,22.0,,6.0,18.0,7.0,,1.0,,11.0,4.0,26.0,14.0,,1.0,5.0,,19.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,
USA_USL_League_One,2019,FC Tucson,58wqz8jo721s9y66j604x41d5,J. Calistri,Midfielder,20,72.0,,,,,21.0,1.0,8.0,5.0,,,,2.0,,,2.0,15.0,8.0,,8.0,,21.0,1.0,,,12.0,,,8.0,2.0,1.0,8.0,2.0,3.0,1.0,4.0,2.0,34.0,1.0,,,3.0,4.0,3.0,10.0,4.0,,1.0,1.0,3.0,,8.0,1.0,,1.0,,2.0,7.0,,,13.0,13.0,5.0,,,4.0,,,1.0,2.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,FC Tucson,cwdemh6p1duh71o09fgg6pgb9,J. Cox,Midfielder,11,1596.0,6.0,5.0,4.0,3.0,418.0,14.0,101.0,195.0,10.0,3.0,34.0,3.0,7.0,4.0,6.0,239.0,145.0,12.0,70.0,3.0,431.0,8.0,12.0,25.0,285.0,18.0,13.0,104.0,104.0,20.0,130.0,6.0,84.0,18.0,20.0,18.0,701.0,23.0,5.0,2.0,130.0,131.0,23.0,10.0,49.0,6.0,42.0,11.0,1.0,30.0,137.0,4.0,22.0,23.0,,82.0,95.0,,2.0,315.0,327.0,7.0,,6.0,88.0,6.0,10.0,48.0,34.0,,2.0,2.0,13.0,6.0,2.0,12.0,1.0,3.0,7.0,1.0,44.0,6.0,,3.0,,2.0,3.0,,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,FC Tucson,62yoj2ove3eh299q7cdyh0ei2,S. Devoss,Defender,26,314.0,,2.0,2.0,,138.0,,4.0,17.0,8.0,,17.0,1.0,2.0,2.0,5.0,27.0,98.0,1.0,7.0,,139.0,,2.0,1.0,104.0,3.0,2.0,24.0,35.0,,20.0,,19.0,3.0,3.0,5.0,173.0,5.0,1.0,2.0,4.0,58.0,4.0,10.0,6.0,,11.0,,4.0,,13.0,13.0,5.0,5.0,,2.0,42.0,,,114.0,115.0,9.0,1.0,,7.0,1.0,6.0,2.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,FC Tucson,2s0l1r12jbyxrm6rc87tc00h6,Guillermo Delgado,Forward,9,1179.0,1.0,12.0,1.0,3.0,229.0,6.0,63.0,115.0,3.0,1.0,11.0,7.0,13.0,1.0,14.0,173.0,50.0,7.0,68.0,2.0,236.0,8.0,14.0,15.0,148.0,15.0,24.0,79.0,55.0,8.0,94.0,5.0,38.0,12.0,15.0,12.0,428.0,24.0,7.0,2.0,78.0,48.0,42.0,10.0,41.0,11.0,9.0,9.0,11.0,9.0,103.0,2.0,16.0,24.0,,48.0,70.0,,2.0,150.0,157.0,25.0,,6.0,62.0,1.0,3.0,30.0,27.0,14.0,7.0,2.0,8.0,,1.0,,1.0,2.0,8.0,1.0,27.0,,,2.0,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,
USA_USL_League_One,2019,FC Tucson,5hz95r5xtghhv5qiclwyf05ey,P. Ejimadu,Goalkeeper,24,1350.0,,,17.0,,155.0,,,27.0,33.0,,80.0,1.0,,6.0,1.0,84.0,196.0,2.0,3.0,1.0,306.0,,,,171.0,15.0,,83.0,66.0,,62.0,,114.0,15.0,1.0,21.0,455.0,15.0,,,8.0,166.0,,10.0,16.0,,52.0,5.0,10.0,,19.0,16.0,21.0,15.0,,2.0,74.0,,,131.0,223.0,11.0,4.0,2.0,3.0,,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,133.0,4.0,8.0,4.0,2.0,19.0,14.0,17.0,1.0,,33.0,,,,,,,,
USA_USL_League_One,2019,FC Tucson,5mgkom2immb86sa0ggpqqmh62,R. Guerrero,Goalkeeper,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,FC Tucson,2nqj0l7m7zqfz8a0z218gjkyx,K. Hanlin,Midfielder,17,675.0,6.0,1.0,,,286.0,2.0,48.0,127.0,8.0,3.0,33.0,6.0,3.0,1.0,11.0,115.0,93.0,14.0,45.0,2.0,297.0,3.0,9.0,4.0,189.0,12.0,6.0,78.0,59.0,6.0,70.0,,52.0,8.0,16.0,20.0,398.0,9.0,7.0,,47.0,98.0,4.0,10.0,28.0,3.0,30.0,7.0,3.0,2.0,61.0,4.0,13.0,9.0,,22.0,92.0,,,212.0,219.0,14.0,1.0,11.0,33.0,3.0,2.0,25.0,5.0,1.0,2.0,,1.0,,2.0,5.0,,1.0,1.0,,12.0,5.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
