liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Launches,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,GK Successful Distribution,Substitute On,Successful Lay-offs,Goals,Right Foot Goals,Successful Crosses & Corners,Yellow Cards,Shots Off Target (inc woodwork),Substitute Off,Successful Dribbles,Total Shots,Total Red Cards,Blocked Shots,Red Cards - 2nd Yellow,Foul Attempted Tackle,Total Touches In Opposition Box,Shots On Target ( inc goals ),Successful Crosses open play,Aerial Duels won,Handballs conceded,Hit Woodwork,Goals from Inside Box,Unsuccessful lay-offs,Through balls,Offsides,Corners Won,Successful Corners into Box,Corners Taken (incl short corners),Goals from Outside Box,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Clearances Off the Line,Goal Assists,Saves Made,Crosses not Claimed,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Second Goal Assists,Own Goal Scored,Headed Goals,Foul Won Penalty,Set Pieces Goals,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Straight Red Cards,Penalties Conceded,Goalkeeper Smother,Penalties Faced,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Other Goals,Goal Kicks,Last Man Tackle,Saves from Penalty,Penalties Saved,Penalties Off Target
USA_USL_Championship,2017,Charlotte Independence,9z7vbl0hv6r5lkl3adk4oav9x,J. Bender,Midfielder,29,1.0,10.0,,,8.0,4.0,4.0,,,,,,3.0,3.0,,1.0,8.0,,7.0,,1.0,2.0,1.0,2.0,,,,,,12.0,2.0,,1.0,,10.0,,,,1.0,1.0,,,1.0,2.0,1.0,2.0,7.0,7.0,,,,1.0,,,,,2.0,1.0,,,,,1.0,,,1.0,,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Charlotte Independence,b9d0uzamji8vccf2eujjsk9g5,C. Calvert,Forward,29,1.0,166.0,,,37.0,12.0,10.0,1.0,1.0,,,17.0,22.0,12.0,,17.0,40.0,3.0,21.0,2.0,18.0,4.0,,15.0,,2.0,1.0,2.0,4.0,57.0,6.0,,3.0,14.0,10.0,8.0,1.0,1.0,,28.0,2.0,2.0,1.0,6.0,3.0,10.0,19.0,22.0,25.0,,,20.0,,1.0,,,5.0,6.0,1.0,1.0,,,2.0,3.0,,5.0,,,,1.0,6.0,3.0,,8.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Charlotte Independence,3jd12xkywe8nkmby7kbpkln8p,D. Castillo,Defender,26,10.0,875.0,64.0,3.0,375.0,88.0,135.0,15.0,30.0,8.0,1.0,10.0,123.0,156.0,9.0,56.0,375.0,12.0,273.0,11.0,86.0,52.0,5.0,78.0,7.0,23.0,10.0,16.0,18.0,562.0,11.0,4.0,38.0,159.0,10.0,20.0,16.0,4.0,3.0,55.0,24.0,12.0,10.0,11.0,25.0,76.0,289.0,289.0,17.0,3.0,6.0,35.0,3.0,16.0,13.0,,1.0,,2.0,1.0,2.0,,3.0,1.0,1.0,6.0,,2.0,,5.0,19.0,3.0,2.0,7.0,,,2.0,,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Charlotte Independence,c476hevyzhjvzmcce26mddp05,J. Davidson,Midfielder,6,3.0,2112.0,1.0,1.0,1477.0,172.0,552.0,8.0,24.0,10.0,2.0,11.0,163.0,824.0,27.0,112.0,1512.0,17.0,1329.0,26.0,136.0,438.0,6.0,91.0,1.0,143.0,23.0,22.0,48.0,1703.0,24.0,8.0,72.0,468.0,10.0,53.0,47.0,10.0,1.0,97.0,36.0,28.0,3.0,24.0,33.0,434.0,1343.0,1376.0,25.0,4.0,16.0,44.0,11.0,54.0,39.0,,1.0,27.0,,,,4.0,1.0,4.0,3.0,1.0,,,,11.0,1.0,,,14.0,,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Charlotte Independence,eljmsukj15u37d8x0jga4o6vp,B. Duckett,Defender,3,,2323.0,7.0,10.0,1158.0,43.0,253.0,63.0,111.0,12.0,2.0,32.0,234.0,738.0,33.0,97.0,1199.0,20.0,878.0,30.0,208.0,185.0,1.0,132.0,,108.0,26.0,15.0,76.0,1505.0,26.0,21.0,79.0,536.0,10.0,83.0,113.0,13.0,2.0,143.0,125.0,32.0,,26.0,28.0,435.0,958.0,991.0,64.0,5.0,25.0,60.0,8.0,39.0,51.0,,,2.0,1.0,,,3.0,7.0,3.0,6.0,8.0,,1.0,,5.0,12.0,1.0,,32.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Charlotte Independence,1tm1alsanccpl0hcg85u78ded,Y. Ekra,Midfielder,7,4.0,1054.0,4.0,2.0,425.0,107.0,218.0,1.0,13.0,5.0,2.0,27.0,197.0,138.0,26.0,75.0,442.0,27.0,340.0,20.0,88.0,135.0,11.0,81.0,,78.0,10.0,17.0,11.0,672.0,22.0,,138.0,112.0,10.0,66.0,14.0,27.0,18.0,172.0,8.0,22.0,4.0,22.0,79.0,88.0,337.0,354.0,34.0,,19.0,106.0,7.0,11.0,59.0,,12.0,21.0,,,2.0,3.0,11.0,3.0,7.0,14.0,,11.0,,15.0,32.0,3.0,2.0,7.0,2.0,1.0,,2.0,,5.0,5.0,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Charlotte Independence,s2xrhnx17w5swb66vaynmuvp,D. Estrada,Midfielder,11,28.0,2092.0,39.0,,929.0,255.0,464.0,6.0,14.0,25.0,,17.0,292.0,315.0,26.0,149.0,936.0,29.0,755.0,26.0,163.0,194.0,29.0,152.0,,120.0,26.0,59.0,39.0,1279.0,31.0,2.0,162.0,219.0,10.0,73.0,18.0,25.0,24.0,187.0,8.0,26.0,28.0,31.0,97.0,268.0,766.0,773.0,25.0,1.0,22.0,114.0,4.0,18.0,65.0,,5.0,49.0,5.0,4.0,6.0,3.0,7.0,21.0,15.0,15.0,,3.0,,12.0,54.0,8.0,6.0,8.0,2.0,1.0,5.0,4.0,1.0,7.0,10.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Charlotte Independence,3efamfz6fqcn29w1yvqrgtpzp,A. Fairclough,Defender,24,,94.0,,1.0,30.0,1.0,4.0,5.0,5.0,,,2.0,11.0,16.0,1.0,6.0,31.0,3.0,17.0,1.0,11.0,5.0,,8.0,,,1.0,1.0,3.0,46.0,2.0,1.0,4.0,13.0,10.0,2.0,3.0,,,7.0,9.0,1.0,,2.0,3.0,12.0,19.0,20.0,3.0,,1.0,5.0,,4.0,1.0,,1.0,,,,,,,,,,1.0,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Charlotte Independence,7mbwt78vow5s9u7h7tuqjjw7p,J. Herrera,Midfielder,10,5.0,2002.0,13.0,,484.0,167.0,323.0,,5.0,9.0,,14.0,228.0,126.0,11.0,110.0,547.0,31.0,414.0,25.0,115.0,139.0,33.0,132.0,,44.0,24.0,24.0,17.0,841.0,29.0,3.0,115.0,101.0,10.0,61.0,18.0,28.0,11.0,143.0,16.0,25.0,34.0,29.0,68.0,140.0,371.0,432.0,28.0,2.0,10.0,82.0,1.0,3.0,47.0,,5.0,66.0,12.0,10.0,17.0,3.0,18.0,15.0,10.0,44.0,,12.0,,16.0,79.0,26.0,2.0,14.0,1.0,1.0,9.0,7.0,,19.0,13.0,15.0,49.0,3.0,,23.0,4.0,,5.0,,,,,,,,,,,,,2.0,1.0,2.0,12.0,4.0,3.0,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Charlotte Independence,56txiyhvsvhudyr1b21rznmjt,L. Hilton,Midfielder,14,13.0,1739.0,10.0,1.0,1225.0,197.0,634.0,11.0,71.0,12.0,2.0,12.0,287.0,531.0,39.0,104.0,1306.0,26.0,1016.0,24.0,175.0,362.0,45.0,193.0,,128.0,18.0,27.0,38.0,1635.0,31.0,2.0,153.0,394.0,10.0,90.0,115.0,41.0,9.0,170.0,11.0,26.0,56.0,31.0,68.0,353.0,1063.0,1131.0,17.0,2.0,28.0,80.0,11.0,12.0,85.0,,13.0,33.0,4.0,3.0,34.0,2.0,15.0,5.0,5.0,28.0,,7.0,,12.0,29.0,13.0,3.0,5.0,,,3.0,,2.0,2.0,12.0,25.0,68.0,1.0,1.0,31.0,1.0,,1.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
