liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Aerial Duels won,Duels,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Throw Ins to Own Player,Goals,Corners Won,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Shots On Target ( inc goals ),Total Fouls Won,Left Foot Goals,Goals from Inside Box,Ground Duels won,Successful Launches,Unsuccessful Launches,Yellow Cards,Total Tackles,Successful Dribbles,Throw Ins to Opposition Player,Tackles Lost,Interceptions,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Blocks,Total Clearances,Unsuccessful Crosses & Corners,Tackles Won,Substitute On,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Goals from Outside Box,Attempts from Set Pieces,Unsuccessful Corners into Box,Offsides,Successful Crosses open play,Assists (Intentional),Goal Assists,Through balls,Successful Lay-offs,Handballs conceded,Penalties Conceded,Unsuccessful Dribbles,Headed Goals,Saves Made,GK Successful Distribution,Punches,Penalties Saved,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,GK Unsuccessful Distribution,Right Foot Goals,Foul Won Penalty,Catches,Saves Made from Outside Box,Penalties Taken,Penalty Goals,Times Tackled,Goals Conceded Outside Box,Home Goals,Away Goals,Winning Goal,Clean Sheets,Goalkeeper Smother,Hit Woodwork,Total Red Cards,Straight Red Cards,Own Goal Scored,Clearances Off the Line,Unsuccessful lay-offs,Drops,Second Goal Assists,Saves made - caught,Last Man Tackle
Concacaf_Concacaf_Champions_Cup,2020,CF América,9l8qfxmpixwldis1pfua1fs2d,P. Aguilar,Defender,22,90.0,45.0,6.0,22.0,4.0,3.0,11.0,19.0,2.0,1.0,46.0,,,28.0,1.0,6.0,4.0,1.0,5.0,6.0,1.0,2.0,2.0,76.0,1.0,,11.0,19.0,78.0,9.0,12.0,3.0,17.0,1.0,1.0,5.0,17.0,39.0,40.0,6.0,8.0,9.0,,1.0,,1.0,1.0,1.0,3.0,,,6.0,1.0,2.0,,3.0,,1.0,3.0,,1.0,1.0,,4.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,0.0,0.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CF América,6l5na1ucaovnml3tqjdyysbth,E. Aguilera,Defender,19,270.0,162.0,9.0,38.0,7.0,2.0,17.0,110.0,9.0,1.0,164.0,,2.0,133.0,2.0,16.0,74.0,,10.0,15.0,3.0,2.0,6.0,187.0,3.0,2.0,5.0,55.0,65.0,4.0,15.0,1.0,8.0,2.0,3.0,2.0,26.0,146.0,148.0,3.0,4.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,3.0,2.0,2.0,1.0,3.0,,,1.0,6.0,,1.0,2.0,7.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,1.0,0.0,0.0,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CF América,claujooxyw4dzynzmy752r3l5,S. Cáceres,Defender,4,180.0,82.0,4.0,17.0,7.0,4.0,15.0,53.0,8.0,,85.0,,1.0,63.0,4.0,15.0,34.0,,7.0,8.0,2.0,2.0,8.0,114.0,2.0,1.0,11.0,29.0,65.0,16.0,7.0,6.0,21.0,4.0,2.0,1.0,18.0,68.0,70.0,10.0,5.0,1.0,1.0,,,1.0,2.0,1.0,3.0,,1.0,10.0,,2.0,,6.0,1.0,,1.0,5.0,,2.0,3.0,4.0,,5.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CF América,8ehhfiuvebvz3k4meba7nek89,S. Cáseres,Midfielder,5,442.0,262.0,34.0,90.0,4.0,12.0,22.0,169.0,16.0,1.0,279.0,2.0,10.0,233.0,5.0,20.0,73.0,,15.0,26.0,5.0,6.0,5.0,320.0,5.0,7.0,27.0,65.0,46.0,24.0,26.0,10.0,49.0,5.0,5.0,13.0,107.0,243.0,259.0,22.0,25.0,1.0,,,1.0,2.0,1.0,1.0,5.0,,,14.0,,,2.0,7.0,2.0,,2.0,7.0,,3.0,1.0,5.0,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,,,1.0,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CF América,dta2hcu8sq62dx9diax5shk9,S. Córdova,Midfielder,17,386.0,119.0,23.0,74.0,6.0,1.0,81.0,28.0,22.0,1.0,122.0,1.0,7.0,91.0,5.0,28.0,40.0,8.0,47.0,28.0,4.0,15.0,5.0,256.0,5.0,3.0,62.0,40.0,62.0,39.0,3.0,1.0,64.0,5.0,5.0,24.0,19.0,92.0,94.0,2.0,25.0,2.0,1.0,9.0,2.0,7.0,21.0,5.0,17.0,,1.0,38.0,,1.0,,11.0,10.0,1.0,6.0,7.0,20.0,5.0,,1.0,24.0,5.0,1.0,8.0,,4.0,6.0,,,4.0,2.0,8.0,,,1.0,,1.0,,8.0,,,,,,,,,,,1.0,,,,,,11.0,,0.0,1.0,0.0,,,1.0,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CF América,8dw29j8k2379f7hvij6mna4lx,A. Escoboza,Forward,8,130.0,43.0,7.0,17.0,6.0,1.0,17.0,14.0,7.0,,44.0,1.0,,29.0,3.0,13.0,20.0,,13.0,5.0,1.0,5.0,4.0,61.0,4.0,,1.0,13.0,35.0,2.0,2.0,1.0,3.0,3.0,4.0,,4.0,30.0,31.0,2.0,1.0,3.0,,1.0,1.0,2.0,2.0,1.0,1.0,,,1.0,1.0,2.0,,,,,,3.0,3.0,1.0,,1.0,4.0,,3.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CF América,bh5emxazjkbwd6i86qx30hfit,L. Fuentes,Defender,2,270.0,157.0,20.0,67.0,4.0,3.0,28.0,79.0,15.0,,165.0,,1.0,136.0,4.0,19.0,61.0,1.0,17.0,8.0,3.0,3.0,4.0,235.0,3.0,,12.0,69.0,63.0,11.0,10.0,5.0,20.0,4.0,3.0,6.0,15.0,139.0,146.0,8.0,9.0,19.0,,1.0,2.0,2.0,2.0,,,,,6.0,,1.0,,5.0,1.0,4.0,1.0,14.0,2.0,3.0,3.0,5.0,2.0,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CF América,evsi15yzlgsbn8fj4phrhi39,R. González,Midfielder,25,1.0,3.0,,2.0,,,,1.0,,,3.0,,,3.0,,,1.0,,,,,,,3.0,1.0,,,1.0,100.0,,,,,,1.0,,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CF América,elow2avgk966z580pispq374l,A. Ibargüen,Midfielder,11,171.0,83.0,23.0,49.0,,,27.0,18.0,16.0,,83.0,2.0,1.0,59.0,1.0,16.0,38.0,3.0,15.0,9.0,2.0,3.0,3.0,114.0,4.0,1.0,22.0,13.0,21.0,14.0,8.0,1.0,23.0,1.0,4.0,9.0,9.0,67.0,67.0,1.0,9.0,2.0,,3.0,1.0,1.0,6.0,,2.0,,,13.0,,,1.0,3.0,8.0,,1.0,,1.0,1.0,,,2.0,2.0,2.0,,,2.0,1.0,,,1.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,7.0,,0.0,0.0,1.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,CF América,eunmtkojftvpeiiwdz5x8klat,Ó. Jiménez,Goalkeeper,27,270.0,62.0,,4.0,21.0,,23.0,61.0,1.0,1.0,87.0,,,50.0,2.0,22.0,16.0,,12.0,27.0,3.0,,10.0,116.0,3.0,,,57.0,69.0,,15.0,,,2.0,3.0,,14.0,48.0,65.0,,,,,,,,,,,,,,3.0,10.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,11.0,31.0,,,2.0,3.0,1.0,,5.0,,,,8.0,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,
