root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Open Play Passes,Goals from Inside Box,Successful Open Play Passes,Leftside Passes,Ground Duels lost,Unsuccessful Short Passes,Successful Lay-offs,Unsuccessful Passes Own Half,Aerial Duels won,Penalty Goals Conceded,Goals Conceded Inside Box,Successful Passes Opposition Half,Appearances,Goals Conceded,Goals from Outside Box,Aerial Duels,Left Foot Goals,Total Fouls Won,Index,Backward Passes,Touches,Total Passes,Substitute Off,Handballs conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Substitute On,Successful Passes Own Half,Foul Attempted Tackle,Goals Conceded Outside Box,Times Tackled,Offsides,Total Losses Of Possession,Unsuccessful Dribbles,Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Shots,Starts,Ground Duels,PutThrough/Blocked Distribution Won,Goals,Shots On Target ( inc goals ),Ground Duels won,Right Foot Goals,Total Touches In Opposition Box,Unsuccessful Passes Opposition Half,Rightside Passes,PutThrough/Blocked Distribution,Overruns,Total Fouls Conceded,Aerial Duels lost,Forward Passes,Time Played,Recoveries,Games Played,Duels won,Shots Off Target (inc woodwork),Successful Short Passes,Successful Dribbles,Yellow Cards,Duels,Home Goals,Away Goals,Winning Goal,Key Passes (Attempt Assists),Through balls,Successful Crosses & Corners,Corners Won,Unsuccessful Launches,Successful Launches,Successful Long Passes,Unsuccessful Long Passes,Interceptions,Total Clearances,Blocked Shots,Tackles Lost,Corners Taken (incl short corners),Unsuccessful Crosses open play,Attempts from Set Pieces,Unsuccessful Corners into Box,Successful Corners into Box,Tackles Won,Unsuccessful Crosses & Corners,Throw Ins to Own Player,Total Tackles,Clean Sheets,Successful Crosses open play,Blocks,Goal Assists,Unsuccessful lay-offs,Goal Kicks,GK Successful Distribution,Throw Ins to Opposition Player,GK Unsuccessful Distribution,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - parried,Drops,Saves Made,Catches,Penalties Faced,Penalties Conceded,Straight Red Cards,Total Red Cards,Foul Won Penalty,Assists (Intentional),Hit Woodwork,Headed Goals,Punches,Penalty Goals,Penalties Taken,Set Pieces Goals,Red Cards - 2nd Yellow,Crosses not Claimed,Own Goal Scored,Saves made - caught,Goalkeeper Smother,Clearances Off the Line,Saves from Penalty,Penalties Saved,Last Player Tackle,Second Goal Assists,Penalties Off Target
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Barbados,Barbados,vcmm1g5pzlnuuyf2yscqzii2,A. Applewhaite,Midfielder,0,126.0,,103.0,28.0,20.0,21.0,2.0,3.0,1.0,,4.0,76.0,6.0,6.0,,3.0,,9.0,10.0,32.0,218.0,126.0,2.0,,103.0,2.0,33.0,4.0,2.0,14.0,,66.0,9.0,22.0,23.0,6.0,4.0,34.0,5.0,,4.0,14.0,,14.0,36.0,28.0,8.0,1.0,4.0,2.0,38.0,368.0,12.0,6.0,15.0,2.0,93.0,1.0,,37.0,,,0.0,10.0,,6.0,8.0,1.0,2.0,10.0,2.0,,,7.0,2.0,10.0,6.0,,6.0,4.0,2.0,16.0,2.0,4.0,1.0,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Barbados,Barbados,a4jzd8epnwrm4ztb5lata5dnu,A. Applewhaite,Defender,0,237.0,3.0,188.0,4.0,17.0,35.0,,23.0,5.0,,10.0,88.0,6.0,13.0,,11.0,2.0,5.0,10.0,48.0,382.0,244.0,1.0,,195.0,,109.0,4.0,3.0,7.0,,81.0,3.0,23.0,49.0,9.0,6.0,36.0,6.0,3.0,6.0,19.0,1.0,13.0,36.0,84.0,9.0,,5.0,6.0,108.0,529.0,34.0,6.0,24.0,3.0,179.0,4.0,1.0,47.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,6.0,4.0,16.0,14.0,7.0,6.0,1.0,3.0,,10.0,,,,7.0,10.0,48.0,10.0,2.0,2.0,2.0,,,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Barbados,Barbados,chvesa9uwizvg4yyf0x3xgwlw,Z. Applewhite,Defender,0,20.0,,17.0,2.0,5.0,1.0,1.0,1.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,10.0,7.0,29.0,20.0,1.0,,17.0,1.0,15.0,1.0,,1.0,,7.0,1.0,6.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,,,3.0,5.0,1.0,,3.0,1.0,6.0,72.0,3.0,2.0,2.0,,16.0,,,8.0,0.0,1.0,0.0,,,,,,,1.0,2.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Barbados,Barbados,59awoj6coq3ugk1rtaktbkems,D. Boyce,Defender,0,7.0,,7.0,,1.0,,,,1.0,,,5.0,1.0,,,1.0,,,10.0,1.0,11.0,7.0,,,7.0,1.0,2.0,1.0,,,,2.0,,1.0,,,,1.0,,,,,,,1.0,3.0,,,1.0,,3.0,11.0,2.0,1.0,1.0,,5.0,,,2.0,,,0.0,,,,,,1.0,2.0,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Barbados,Barbados,6h0g9fpel50udhcgkeubkvpey,N. Brathwaite,Midfielder,0,224.0,,174.0,80.0,16.0,20.0,,17.0,2.0,,10.0,73.0,6.0,13.0,,2.0,,3.0,10.0,15.0,300.0,243.0,1.0,,188.0,1.0,115.0,10.0,3.0,3.0,,66.0,2.0,16.0,55.0,4.0,5.0,28.0,2.0,,1.0,12.0,,5.0,39.0,16.0,3.0,,11.0,,132.0,458.0,14.0,6.0,14.0,3.0,168.0,4.0,3.0,30.0,,,0.0,1.0,,,,15.0,4.0,20.0,35.0,9.0,9.0,,,,1.0,,,,5.0,1.0,3.0,5.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Barbados,Barbados,8ln2gzooyv9lyz0jmbht7ff9w,C. Bridgeman,Goalkeeper,0,4.0,,4.0,1.0,,,,,,,1.0,,1.0,1.0,,,,,10.0,,10.0,8.0,1.0,,8.0,,8.0,,,,,,,,,,1.0,,,,,,,,,5.0,,,,,2.0,37.0,2.0,1.0,,,6.0,,,,,,0.0,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,4.0,4.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Barbados,Barbados,2t0mwzsaizcvo493n2s2tdroq,N. Browne,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Barbados,Barbados,6ognuz6fqdlsj4sv56iaoeyhg,N. Butcher,Midfielder,0,49.0,,40.0,11.0,2.0,7.0,,1.0,1.0,,1.0,35.0,3.0,1.0,,1.0,,2.0,10.0,16.0,79.0,52.0,1.0,,42.0,2.0,9.0,,,2.0,,21.0,1.0,2.0,10.0,6.0,1.0,7.0,,,6.0,5.0,,17.0,14.0,19.0,1.0,,1.0,,6.0,114.0,5.0,3.0,6.0,,40.0,2.0,1.0,8.0,,,0.0,6.0,,2.0,3.0,3.0,,2.0,3.0,,,2.0,,7.0,1.0,,3.0,1.0,1.0,5.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Barbados,Barbados,92w8s76z2lwalet2w1j8j1rtg,K. Cox,Forward,0,7.0,,2.0,,2.0,3.0,,2.0,,,1.0,1.0,1.0,1.0,,,,1.0,10.0,2.0,14.0,7.0,1.0,,2.0,,1.0,1.0,,1.0,,7.0,1.0,2.0,5.0,,1.0,4.0,2.0,,,2.0,,,3.0,2.0,2.0,,1.0,,3.0,45.0,,1.0,2.0,,2.0,,,4.0,,,0.0,,,,,1.0,,,2.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Barbados,Barbados,cgf79jslwhdpgr5bjk77njxbe,T. Gale,Forward,0,46.0,1.0,35.0,1.0,10.0,10.0,1.0,6.0,,,6.0,28.0,2.0,9.0,1.0,1.0,,1.0,10.0,14.0,83.0,47.0,,,36.0,,12.0,,3.0,10.0,3.0,31.0,7.0,11.0,11.0,5.0,2.0,13.0,,2.0,3.0,3.0,2.0,12.0,11.0,18.0,3.0,,,1.0,14.0,180.0,4.0,2.0,3.0,2.0,33.0,2.0,,14.0,0.0,2.0,0.0,4.0,,4.0,5.0,,,3.0,1.0,,,2.0,,4.0,4.0,,2.0,2.0,,6.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
