liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Successful Lay-offs,Successful Launches,Goals,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Throw Ins to Own Player,Throw Ins to Opposition Player,Offsides,Goals from Outside Box,Attempts from Set Pieces,Left Foot Goals,Headed Goals,Handballs conceded,Hit Woodwork,Penalties Taken,Penalty Goals,GK Successful Distribution,Total Red Cards,Red Cards - 2nd Yellow,Penalties Conceded,Unsuccessful lay-offs,Saves Made,Crosses not Claimed,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Own Goal Scored,Clearances Off the Line,Straight Red Cards,Penalties Saved,Saves from Penalty,Set Pieces Goals,Foul Won Penalty,Last Man Tackle,Second Goal Assists,Penalties Off Target,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Overruns,Goal Kicks,Other Goals
Mexico_Liga_MX,2016-2017,CF Cruz Azul,bd9ov8z9402i9cceuu4dv4nv9,A. Aldrete,Defender,16,39.0,1147.0,3.0,,6.0,1.0,,500.0,4.0,82.0,18.0,289.0,18.0,3.0,34.0,13.0,4.0,2.0,14.0,219.0,143.0,25.0,65.0,513.0,1.0,14.0,11.0,383.0,14.0,8.0,99.0,7.0,164.0,20.0,142.0,5.0,53.0,12.0,22.0,19.0,913.0,27.0,15.0,9.0,,82.0,242.0,7.0,10.0,62.0,4.0,31.0,10.0,11.0,15.0,6.0,111.0,30.0,16.0,62.0,15.0,20.0,1.0,35.0,25.0,,402.0,414.0,29.0,2.0,1.0,1.0,16.0,49.0,9.0,40.0,47.0,103.0,29.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CF Cruz Azul,by4t4rs2gy19p0rvhucdv5d5h,G. Allison,Goalkeeper,12,,90.0,,,4.0,,,15.0,,,,7.0,5.0,,11.0,,,,,12.0,17.0,,1.0,36.0,,1.0,,13.0,1.0,,12.0,,2.0,,8.0,,14.0,1.0,,4.0,52.0,,1.0,1.0,,2.0,29.0,,10.0,1.0,,11.0,,,,,2.0,,1.0,,1.0,,,1.0,5.0,,11.0,24.0,,,,,,1.0,,,1.0,,,,,,,,,,,,16.0,,,1.0,,7.0,,,2.0,,,4.0,3.0,3.0,1.0,,5.0,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CF Cruz Azul,f47fwbxgm35jx628hwpmfdrrp,R. Baca,Midfielder,22,6.0,1398.0,1.0,14.0,3.0,1.0,,780.0,2.0,100.0,4.0,412.0,13.0,3.0,36.0,9.0,5.0,2.0,10.0,150.0,283.0,23.0,74.0,801.0,3.0,18.0,6.0,619.0,17.0,7.0,110.0,,234.0,20.0,91.0,2.0,73.0,16.0,15.0,25.0,968.0,,17.0,10.0,4.0,91.0,245.0,15.0,10.0,53.0,2.0,72.0,4.0,14.0,10.0,4.0,111.0,7.0,19.0,6.0,17.0,,1.0,48.0,222.0,1.0,672.0,691.0,20.0,1.0,1.0,,12.0,58.0,11.0,24.0,43.0,7.0,,2.0,,,,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CF Cruz Azul,11n67yqbyrtjbupvquahzb1sl,J. Benítez,Forward,27,5.0,1047.0,4.0,18.0,,3.0,2.0,186.0,11.0,59.0,,93.0,1.0,4.0,4.0,11.0,19.0,1.0,27.0,150.0,47.0,12.0,59.0,203.0,5.0,19.0,9.0,137.0,11.0,33.0,63.0,,55.0,10.0,58.0,13.0,21.0,12.0,19.0,10.0,426.0,,16.0,11.0,,121.0,42.0,73.0,10.0,74.0,14.0,3.0,,29.0,27.0,22.0,175.0,5.0,12.0,5.0,16.0,,,74.0,47.0,3.0,125.0,140.0,54.0,1.0,,2.0,11.0,101.0,1.0,2.0,47.0,2.0,,2.0,,,,1.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CF Cruz Azul,f3ny04nibnd8fus3t4a2viy8l,M. Cauteruccio,Forward,7,2.0,667.0,3.0,18.0,,1.0,1.0,150.0,6.0,74.0,,100.0,,1.0,2.0,2.0,15.0,1.0,6.0,82.0,32.0,4.0,31.0,165.0,3.0,12.0,2.0,128.0,8.0,21.0,33.0,,31.0,4.0,31.0,5.0,13.0,7.0,6.0,4.0,263.0,,10.0,3.0,,45.0,28.0,45.0,10.0,22.0,6.0,4.0,,6.0,11.0,8.0,62.0,1.0,9.0,2.0,10.0,,,34.0,32.0,1.0,119.0,132.0,17.0,1.0,,,2.0,40.0,2.0,3.0,11.0,1.0,,11.0,,1.0,,,1.0,2.0,1.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CF Cruz Azul,2lsqo8x3mbz4shb8nuv5catp1,Jesús Corona,Goalkeeper,1,,1440.0,,,33.0,,,271.0,1.0,,,43.0,57.0,1.0,105.0,,,2.0,,113.0,300.0,1.0,6.0,454.0,,1.0,,249.0,17.0,,111.0,,82.0,1.0,77.0,,139.0,16.0,1.0,34.0,588.0,,16.0,1.0,,6.0,275.0,,10.0,7.0,,94.0,,3.0,3.0,,9.0,12.0,19.0,,16.0,,,2.0,97.0,,216.0,343.0,3.0,4.0,,,1.0,2.0,,,4.0,,,,,,,,,,,,143.0,,,1.0,,34.0,,3.0,,1.0,11.0,9.0,9.0,25.0,4.0,3.0,24.0,,,,1.0,1.0,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CF Cruz Azul,8b4hklavcf16tw99zrn9r8355,R. Cota,Midfielder,19,4.0,27.0,4.0,,,,,14.0,,4.0,1.0,9.0,,,,1.0,,,,9.0,3.0,,3.0,14.0,,,,11.0,1.0,,3.0,,3.0,,7.0,,1.0,,1.0,,23.0,,4.0,,,3.0,6.0,,10.0,3.0,,,1.0,1.0,2.0,1.0,5.0,,1.0,4.0,4.0,,,2.0,1.0,,11.0,11.0,2.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CF Cruz Azul,dmqmxkyprphad4zlbcv0igcet,J. Domínguez,Defender,4,6.0,1404.0,,1.0,1.0,,,713.0,1.0,71.0,3.0,291.0,14.0,1.0,37.0,1.0,3.0,2.0,20.0,137.0,346.0,26.0,63.0,734.0,1.0,15.0,3.0,593.0,15.0,4.0,100.0,,227.0,9.0,74.0,2.0,66.0,16.0,3.0,32.0,933.0,,16.0,8.0,3.0,65.0,263.0,20.0,10.0,69.0,1.0,41.0,3.0,13.0,30.0,4.0,115.0,33.0,17.0,6.0,16.0,,,26.0,173.0,,616.0,634.0,50.0,3.0,,1.0,17.0,46.0,9.0,22.0,39.0,37.0,11.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CF Cruz Azul,8av6qyc8og481fyn7x6jjw8a1,J. García,Forward,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CF Cruz Azul,aqmdhq5y3jd2hik6ckffupyhh,J. García,Defender,25,,15.0,2.0,,,,,14.0,,,,2.0,2.0,,5.0,,,,,7.0,5.0,,2.0,14.0,,,,7.0,,,7.0,,6.0,,5.0,,1.0,,,2.0,16.0,,2.0,,1.0,,8.0,,10.0,,,,,,,,,,,,2.0,,,,,,7.0,7.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
