root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Open Play Passes,Goals from Inside Box,Successful Open Play Passes,Leftside Passes,Ground Duels lost,Unsuccessful Short Passes,Successful Lay-offs,Unsuccessful Passes Own Half,Aerial Duels won,Penalty Goals Conceded,Goals Conceded Inside Box,Successful Passes Opposition Half,Appearances,Goals Conceded,Goals from Outside Box,Aerial Duels,Left Foot Goals,Total Fouls Won,Index,Backward Passes,Touches,Total Passes,Substitute Off,Handballs conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Substitute On,Successful Passes Own Half,Foul Attempted Tackle,Goals Conceded Outside Box,Times Tackled,Offsides,Total Losses Of Possession,Unsuccessful Dribbles,Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Shots,Starts,Ground Duels,PutThrough/Blocked Distribution Won,Goals,Shots On Target ( inc goals ),Ground Duels won,Right Foot Goals,Total Touches In Opposition Box,Unsuccessful Passes Opposition Half,Rightside Passes,PutThrough/Blocked Distribution,Overruns,Total Fouls Conceded,Aerial Duels lost,Forward Passes,Time Played,Recoveries,Games Played,Duels won,Shots Off Target (inc woodwork),Successful Short Passes,Successful Dribbles,Yellow Cards,Duels,Home Goals,Away Goals,Winning Goal,Key Passes (Attempt Assists),Through balls,Successful Crosses & Corners,Corners Won,Unsuccessful Launches,Successful Launches,Successful Long Passes,Unsuccessful Long Passes,Interceptions,Total Clearances,Blocked Shots,Tackles Lost,Corners Taken (incl short corners),Unsuccessful Crosses open play,Attempts from Set Pieces,Unsuccessful Corners into Box,Successful Corners into Box,Tackles Won,Unsuccessful Crosses & Corners,Throw Ins to Own Player,Total Tackles,Clean Sheets,Successful Crosses open play,Blocks,Goal Assists,Unsuccessful lay-offs,Goal Kicks,GK Successful Distribution,Throw Ins to Opposition Player,GK Unsuccessful Distribution,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - parried,Drops,Saves Made,Catches,Penalties Faced,Penalties Conceded,Straight Red Cards,Total Red Cards,Foul Won Penalty,Assists (Intentional),Hit Woodwork,Headed Goals,Punches,Penalty Goals,Penalties Taken,Set Pieces Goals,Red Cards - 2nd Yellow,Crosses not Claimed,Own Goal Scored,Saves made - caught,Goalkeeper Smother,Clearances Off the Line,Saves from Penalty,Penalties Saved,Last Player Tackle,Second Goal Assists,Penalties Off Target
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Saint Martin,Saint_Martin,8t1636r9pbir4qc92i92rkgr9,L. Amiens,Defender,0,101.0,,81.0,25.0,2.0,12.0,,6.0,3.0,,6.0,29.0,2.0,6.0,,6.0,,1.0,10.0,4.0,122.0,105.0,,,84.0,,55.0,,,,,23.0,,5.0,21.0,,2.0,5.0,2.0,,,3.0,,3.0,16.0,17.0,2.0,,1.0,3.0,59.0,180.0,12.0,2.0,6.0,,74.0,,1.0,11.0,,,0.0,1.0,,,1.0,2.0,4.0,10.0,9.0,1.0,4.0,,1.0,,1.0,,,,1.0,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Saint Martin,Saint_Martin,74a7zgkwqf74eitfhqsy7ljpw,P. Arné,Midfielder,0,66.0,1.0,47.0,20.0,11.0,17.0,3.0,4.0,2.0,1.0,5.0,37.0,4.0,5.0,,7.0,,,10.0,22.0,110.0,66.0,2.0,,47.0,1.0,11.0,3.0,,5.0,2.0,40.0,,16.0,19.0,7.0,3.0,18.0,,1.0,4.0,7.0,1.0,11.0,18.0,8.0,3.0,,4.0,5.0,16.0,268.0,12.0,4.0,9.0,3.0,46.0,6.0,,25.0,0.0,1.0,0.0,3.0,,1.0,2.0,2.0,,1.0,2.0,1.0,,2.0,,,3.0,,,,1.0,3.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Saint Martin,Saint_Martin,4lfdfantlfn1wcej4fb0pdo7p,M. Babel,Defender,0,28.0,,21.0,5.0,2.0,5.0,1.0,3.0,1.0,,2.0,7.0,1.0,2.0,,2.0,,1.0,10.0,6.0,48.0,29.0,1.0,,22.0,,15.0,1.0,,1.0,,12.0,,3.0,7.0,,1.0,4.0,,,,2.0,,,5.0,2.0,2.0,,1.0,1.0,16.0,59.0,3.0,1.0,3.0,,20.0,,,6.0,,,0.0,,,,,1.0,,2.0,2.0,,,,,,1.0,,,,1.0,1.0,10.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Saint Martin,Saint_Martin,1rbadxuun8284m2loq20p3is,S. Barakat,Midfielder,0,29.0,1.0,21.0,5.0,8.0,5.0,,1.0,1.0,,4.0,14.0,5.0,4.0,,2.0,,4.0,10.0,4.0,66.0,30.0,2.0,,21.0,3.0,9.0,2.0,,6.0,2.0,24.0,1.0,9.0,9.0,3.0,2.0,18.0,1.0,1.0,1.0,10.0,1.0,6.0,10.0,7.0,1.0,,2.0,1.0,14.0,115.0,6.0,5.0,11.0,2.0,19.0,3.0,1.0,20.0,0.0,1.0,0.0,2.0,,2.0,,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,,2.0,,,,2.0,2.0,,3.0,,2.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Saint Martin,Saint_Martin,rw44bizyzaxzr6q5n1xqc2c5,Y. Bellechasse,Forward,0,13.0,,9.0,4.0,2.0,5.0,,,,,2.0,10.0,2.0,2.0,,1.0,,,10.0,7.0,34.0,18.0,1.0,,13.0,1.0,4.0,,,2.0,,17.0,1.0,3.0,5.0,1.0,1.0,3.0,,,,1.0,,,13.0,3.0,1.0,,,1.0,4.0,76.0,,2.0,1.0,1.0,13.0,,,4.0,,,0.0,3.0,,1.0,3.0,,,,,,,,1.0,9.0,2.0,,6.0,1.0,,8.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Saint Martin,Saint_Martin,61yfmjm15i6gwguqt2r1c7asq,D. Chevalier,Midfielder,0,146.0,,113.0,30.0,10.0,20.0,,9.0,6.0,,10.0,32.0,5.0,10.0,,8.0,,3.0,10.0,17.0,194.0,153.0,1.0,,117.0,1.0,85.0,5.0,,2.0,,46.0,2.0,12.0,36.0,,4.0,17.0,2.0,,,7.0,,2.0,28.0,23.0,4.0,,6.0,2.0,83.0,310.0,15.0,5.0,13.0,,104.0,2.0,,25.0,,,0.0,,,,,5.0,4.0,13.0,16.0,1.0,4.0,1.0,,,,,,,2.0,1.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Saint Martin,Saint_Martin,6ss2ik6tbsec19t95wz0a1tlg,I. Chevalier,Forward,0,2.0,,2.0,1.0,,,,,,,,2.0,4.0,,,,,2.0,10.0,1.0,4.0,2.0,,,2.0,4.0,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,19.0,,4.0,2.0,,2.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Saint Martin,Saint_Martin,a9b1iowtglm2k4l9isqy12fx0,R. Denis,Forward,0,27.0,1.0,21.0,4.0,5.0,5.0,,1.0,2.0,,2.0,10.0,4.0,2.0,,3.0,,,10.0,8.0,56.0,28.0,2.0,,22.0,2.0,12.0,1.0,,4.0,1.0,18.0,2.0,6.0,6.0,2.0,2.0,10.0,2.0,1.0,2.0,5.0,1.0,5.0,9.0,6.0,2.0,,1.0,1.0,10.0,137.0,2.0,4.0,7.0,,21.0,,,13.0,0.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,4.0,,,,5.0,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Saint Martin,Saint_Martin,9hbn0dspecun6d726733753o5,B. Dumas,Defender,0,86.0,,71.0,22.0,7.0,5.0,,6.0,1.0,,5.0,7.0,3.0,5.0,,6.0,,1.0,10.0,5.0,109.0,89.0,,,74.0,,67.0,2.0,,2.0,,19.0,1.0,12.0,15.0,,3.0,8.0,1.0,,,1.0,,,9.0,25.0,1.0,,5.0,5.0,37.0,256.0,10.0,3.0,2.0,,69.0,,1.0,14.0,,,0.0,,,,,4.0,2.0,5.0,10.0,2.0,8.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Saint Martin,Saint_Martin,4q6g2k0g0zbmkhns769g54npw,D. Fils-Aimé,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
