liga,temporada,equipo,id,nombre,posicion,dorsal,Through balls,Time Played,Shots On Target ( inc goals ),Successful Short Passes,Ground Duels lost,Aerial Duels lost,Handballs conceded,Headed Goals,Duels,Goal Assists,Aerial Duels won,Total Losses Of Possession,Penalty Goals Conceded,Total Fouls Won,Successful Long Passes,Yellow Cards,Goals Conceded Inside Box,Forward Passes,Foul Attempted Tackle,Ground Duels,Goals from Inside Box,Throw Ins to Opposition Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Total Successful Passes ( Excl Crosses & Corners ) ,Clean Sheets,Duels won,Rightside Passes,Games Played,Right Foot Goals,Total Fouls Conceded,Unsuccessful Long Passes,Successful Passes Opposition Half,Tackles Won,Leftside Passes,Substitute On,Open Play Passes,Ground Duels won,Unsuccessful Short Passes,Starts,Unsuccessful Passes Own Half,PutThrough/Blocked Distribution Won,Tackles Lost,Successful Passes Own Half,Blocked Shots,Key Passes (Attempt Assists),Goals Conceded,Overruns,Successful Launches,Goals,Unsuccessful Crosses & Corners,Interceptions,Recoveries,Index,PutThrough/Blocked Distribution,Hit Woodwork,Unsuccessful lay-offs,Total Touches In Opposition Box,Assists (Intentional),Unsuccessful Crosses open play,Aerial Duels,Unsuccessful Passes Opposition Half,Total Passes,Total Clearances,Duels lost,Blocks,Total Shots,Successful Crosses & Corners,Unsuccessful Launches,Successful Crosses open play,Corners Won,Times Tackled,Goals Conceded Outside Box,Touches,Appearances,Offsides,Successful Open Play Passes,Throw Ins to Own Player,Total Tackles,Substitute Off,Unsuccessful Dribbles,Backward Passes,Successful Dribbles,Successful Lay-offs,Home Goals,Away Goals,Winning Goal,Left Foot Goals,Goals from Outside Box,Clearances Off the Line,Penalties Conceded,Penalty Goals,Penalties Taken,Attempts from Set Pieces,Foul Won Penalty,Successful Corners into Box,Corners Taken (incl short corners),Set Pieces Goals,Unsuccessful Corners into Box,GK Successful Distribution,Goal Kicks,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Other Goals,Second Goal Assists,Catches,Saves Made from Outside Box,GK Unsuccessful Distribution,Drops,Punches,Saves Made,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Saves made - parried,Saves from Penalty,Penalties Saved,Goalkeeper Smother,Straight Red Cards,Last Man Tackle,Penalties Off Target,Last Player Tackle,Crosses not Claimed
USA_USL_Championship,2023,Loudoun United FC,6qsj0qaeroaoxi5o41d8sz310,M. Akinmboni,Defender,45,1.0,292.0,,93.0,5.0,6.0,,,25.0,,6.0,40.0,1.0,4.0,12.0,1.0,3.0,74.0,1.0,13.0,,,39.0,3.0,105.0,,14.0,40.0,5.0,,3.0,30.0,27.0,3.0,24.0,1.0,139.0,8.0,9.0,4.0,13.0,5.0,1.0,78.0,,1.0,5.0,,1.0,,,2.0,22.0,10.0,6.0,,,1.0,,,12.0,26.0,144.0,11.0,11.0,4.0,3.0,,5.0,,,,2.0,182.0,5.0,,101.0,,4.0,4.0,,6.0,,,,,0.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Loudoun United FC,9j0elw8n4kim08eemmmz45kb8,I. Alem,Midfielder,37,,5.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,10.0,,,,1.0,,,,,1.0,,,,1.0,,,,,,,2.0,1.0,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Loudoun United FC,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,Forward,10,17.0,2745.0,16.0,766.0,140.0,10.0,4.0,,281.0,7.0,3.0,449.0,1.0,28.0,99.0,4.0,33.0,280.0,20.0,268.0,4.0,1.0,209.0,14.0,865.0,2.0,131.0,132.0,39.0,,40.0,55.0,633.0,32.0,405.0,6.0,1030.0,128.0,154.0,33.0,35.0,22.0,17.0,259.0,12.0,60.0,39.0,9.0,,5.0,100.0,14.0,141.0,10.0,44.0,2.0,,40.0,5.0,36.0,13.0,274.0,1074.0,1.0,150.0,1.0,30.0,27.0,7.0,8.0,20.0,70.0,6.0,1622.0,39.0,2.0,829.0,28.0,49.0,22.0,34.0,257.0,51.0,19.0,2.0,3.0,0.0,5.0,1.0,,,1.0,1.0,1.0,,16.0,76.0,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Loudoun United FC,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,Defender,6,1.0,43.0,,15.0,2.0,1.0,,,4.0,,,12.0,,,1.0,1.0,,12.0,,3.0,,,8.0,,16.0,,1.0,5.0,2.0,,,2.0,10.0,,,1.0,24.0,1.0,6.0,1.0,5.0,,,8.0,,3.0,,,,,1.0,1.0,2.0,10.0,1.0,,,1.0,,1.0,1.0,4.0,24.0,2.0,3.0,,,2.0,,1.0,,2.0,,38.0,2.0,,16.0,3.0,,1.0,,7.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Loudoun United FC,8giwwtmtsoyfzqu80zm9rmc5w,B. Chavez,Defender,34,,8.0,,3.0,,,,,1.0,,,,,1.0,,,,1.0,,1.0,,,,,3.0,,1.0,1.0,1.0,,,,2.0,,1.0,1.0,3.0,1.0,,,,,,1.0,,,,,,,,,,10.0,,,,,,,,,3.0,,,,,,,,,,,4.0,1.0,,3.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Loudoun United FC,74x5zysb9qkyyxuha65102z56,D. Chica,Defender,20,1.0,865.0,,342.0,24.0,16.0,,,89.0,,16.0,111.0,1.0,7.0,37.0,4.0,16.0,235.0,3.0,57.0,,,99.0,2.0,379.0,,49.0,111.0,13.0,,12.0,49.0,123.0,14.0,101.0,3.0,470.0,33.0,50.0,10.0,47.0,2.0,6.0,256.0,,1.0,17.0,,,,,20.0,61.0,10.0,7.0,,,4.0,,,32.0,52.0,478.0,29.0,40.0,6.0,2.0,,19.0,,,5.0,1.0,591.0,13.0,,372.0,2.0,20.0,3.0,2.0,31.0,6.0,,,,0.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,
USA_USL_Championship,2023,Loudoun United FC,ijxfsi6dbwoinciuevvie9lg,J. Clark,Defender,32,,564.0,,123.0,23.0,13.0,,,77.0,,14.0,74.0,1.0,5.0,8.0,1.0,11.0,86.0,6.0,50.0,,8.0,52.0,,131.0,1.0,41.0,41.0,14.0,,9.0,26.0,44.0,10.0,38.0,8.0,171.0,27.0,26.0,6.0,21.0,6.0,7.0,87.0,1.0,,12.0,1.0,2.0,,1.0,9.0,33.0,10.0,12.0,,,2.0,,1.0,27.0,32.0,183.0,27.0,36.0,5.0,,,12.0,,,6.0,1.0,309.0,14.0,1.0,121.0,22.0,17.0,2.0,4.0,18.0,5.0,,,,0.0,,,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,
USA_USL_Championship,2023,Loudoun United FC,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,Midfielder,23,3.0,2123.0,24.0,476.0,118.0,21.0,,,266.0,5.0,15.0,347.0,4.0,27.0,27.0,3.0,34.0,191.0,12.0,230.0,6.0,5.0,165.0,13.0,503.0,,127.0,210.0,28.0,7.0,24.0,19.0,328.0,28.0,99.0,3.0,654.0,112.0,146.0,25.0,31.0,19.0,7.0,185.0,12.0,30.0,40.0,5.0,,8.0,46.0,27.0,108.0,10.0,41.0,,2.0,106.0,2.0,30.0,36.0,180.0,668.0,16.0,139.0,7.0,37.0,10.0,2.0,5.0,24.0,63.0,6.0,1141.0,28.0,8.0,492.0,19.0,35.0,13.0,41.0,168.0,50.0,13.0,4.0,4.0,1.0,1.0,2.0,,,,,,,5.0,27.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Loudoun United FC,9iviruhnm02p8et2t9cbvbk7o,I. Espinal,Forward,22,,37.0,,12.0,2.0,1.0,,,4.0,,,10.0,,,,,2.0,4.0,,3.0,,,4.0,,12.0,,1.0,2.0,8.0,,1.0,,8.0,,7.0,8.0,14.0,1.0,4.0,,2.0,1.0,,4.0,1.0,3.0,2.0,2.0,,,3.0,,3.0,10.0,1.0,,,2.0,,3.0,1.0,5.0,16.0,,3.0,,,,,,,1.0,,27.0,8.0,,10.0,1.0,,,,3.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Loudoun United FC,7lmf6beyvhncglhw9avm40qju,H. Fauroux,Goalkeeper,30,,1620.0,,297.0,2.0,2.0,,,18.0,,7.0,213.0,2.0,6.0,66.0,4.0,31.0,325.0,1.0,9.0,,,208.0,,363.0,3.0,14.0,140.0,18.0,,1.0,199.0,35.0,,106.0,,369.0,7.0,9.0,18.0,53.0,,1.0,328.0,,,35.0,,6.0,,,,157.0,10.0,2.0,,,,,,9.0,155.0,571.0,22.0,4.0,,,,46.0,,,,4.0,757.0,18.0,,243.0,,1.0,,,,,,,,0.0,,,,1.0,,,,,,,,,177.0,134.0,,,,,,14.0,16.0,42.0,2.0,10.0,47.0,30.0,2.0,,15.0,,,1.0,,,,,1.0
