liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Lay-offs,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Offsides,GK Successful Distribution,Successful Launches,Successful Corners into Box,Corners Taken (incl short corners),Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Attempts from Set Pieces,Assists (Intentional),Goal Assists,Saves Made,Crosses not Claimed,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Right Foot Goals,Clearances Off the Line,Goals from Inside Box,Left Foot Goals,Headed Goals,Penalties Taken,Penalty Goals,Foul Won Penalty,Goals from Outside Box,Penalties Conceded,Last Man Tackle,Own Goal Scored,Set Pieces Goals,Penalties Faced,Penalties Off Target,Penalties Saved,Saves from Penalty,Fifty Fifty,Drops
Mexico_Liga_MX,2014-2015,CF Cruz Azul,by4t4rs2gy19p0rvhucdv5d5h,G. Allison,Goalkeeper,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,CF Cruz Azul,f47fwbxgm35jx628hwpmfdrrp,R. Baca,Midfielder,22.0,15.0,,,,,,1.0,4.0,11.0,1201.0,3.0,9.0,545.0,2.0,69.0,2.0,287.0,11.0,26.0,8.0,5.0,4.0,15.0,128.0,179.0,14.0,61.0,551.0,14.0,1.0,437.0,9.0,7.0,87.0,170.0,9.0,78.0,4.0,2.0,78.0,14.0,16.0,20.0,678.0,15.0,3.0,2.0,54.0,170.0,1.0,10.0,37.0,2.0,27.0,2.0,14.0,8.0,4.0,77.0,7.0,13.0,11.0,25.0,142.0,458.0,464.0,23.0,5.0,4.0,1.0,12.0,40.0,2.0,17.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,CF Cruz Azul,7z9p688z3rmov2xqdue4j1exh,R. Fernández,Midfielder,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,CF Cruz Azul,31d0bklhbxhptjuzmgy3l7x79,X. Báez,Midfielder,21.0,16.0,,1.0,,,,1.0,7.0,27.0,1208.0,6.0,17.0,354.0,6.0,69.0,16.0,185.0,7.0,24.0,15.0,7.0,3.0,24.0,183.0,105.0,32.0,67.0,365.0,22.0,4.0,259.0,5.0,8.0,91.0,56.0,20.0,128.0,3.0,,60.0,15.0,25.0,18.0,605.0,16.0,11.0,2.0,101.0,112.0,1.0,10.0,68.0,1.0,15.0,1.0,20.0,14.0,11.0,139.0,14.0,8.0,55.0,47.0,128.0,269.0,274.0,38.0,3.0,1.0,,29.0,71.0,3.0,12.0,54.0,3.0,1.0,1.0,10.0,27.0,17.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,CF Cruz Azul,3j5itq7h2505o5p3f4hq49cr9,A. Castro,Midfielder,5.0,5.0,,,,,,3.0,,2.0,198.0,,3.0,98.0,2.0,11.0,,59.0,1.0,6.0,1.0,3.0,1.0,1.0,16.0,32.0,10.0,4.0,101.0,6.0,,80.0,2.0,5.0,10.0,22.0,,13.0,,,18.0,2.0,1.0,1.0,138.0,5.0,5.0,1.0,19.0,37.0,,10.0,12.0,2.0,11.0,,,2.0,1.0,22.0,5.0,3.0,4.0,9.0,31.0,89.0,91.0,3.0,,,,9.0,10.0,1.0,6.0,10.0,,,2.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,CF Cruz Azul,k0x8tczwakwcvudiyhjq9k9h,R. Chávez,Defender,16.0,7.0,,,,,,6.0,,9.0,184.0,16.0,4.0,75.0,4.0,9.0,7.0,44.0,3.0,9.0,2.0,1.0,1.0,1.0,46.0,25.0,6.0,6.0,77.0,8.0,3.0,56.0,3.0,2.0,15.0,4.0,6.0,34.0,1.0,,11.0,1.0,3.0,3.0,161.0,7.0,6.0,1.0,26.0,36.0,,10.0,15.0,1.0,6.0,4.0,4.0,4.0,3.0,31.0,3.0,4.0,22.0,15.0,28.0,60.0,62.0,5.0,,,,6.0,16.0,,7.0,11.0,,,1.0,1.0,10.0,9.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,CF Cruz Azul,2lsqo8x3mbz4shb8nuv5catp1,Jesús Corona,Goalkeeper,1.0,17.0,,,,,,,,,1530.0,,,140.0,,,,99.0,57.0,150.0,,,5.0,1.0,151.0,140.0,,,389.0,,,101.0,9.0,,150.0,54.0,,130.0,,,143.0,17.0,,20.0,535.0,17.0,,,2.0,313.0,,10.0,5.0,,138.0,,4.0,3.0,,6.0,11.0,14.0,,,22.0,92.0,239.0,4.0,7.0,,,,1.0,,,2.0,,151.0,31.0,,,,,,,,,50.0,1.0,9.0,2.0,10.0,33.0,11.0,17.0,9.0,60.0,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,CF Cruz Azul,8b4hklavcf16tw99zrn9r8355,R. Cota,Midfielder,19.0,1.0,,,,,,,1.0,1.0,45.0,,,12.0,1.0,4.0,,6.0,,1.0,2.0,,,,7.0,2.0,,3.0,12.0,,1.0,8.0,,,4.0,7.0,1.0,4.0,,,4.0,1.0,3.0,1.0,20.0,1.0,,,4.0,1.0,,10.0,4.0,,,,2.0,1.0,,5.0,,,1.0,1.0,,8.0,8.0,1.0,,1.0,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,CF Cruz Azul,dmqmxkyprphad4zlbcv0igcet,J. Domínguez,Defender,4.0,17.0,,2.0,,,,,,2.0,1530.0,1.0,1.0,537.0,4.0,25.0,,190.0,19.0,46.0,4.0,3.0,5.0,36.0,105.0,281.0,21.0,44.0,561.0,14.0,5.0,439.0,9.0,7.0,90.0,179.0,2.0,69.0,3.0,,84.0,17.0,7.0,23.0,815.0,17.0,7.0,10.0,56.0,259.0,,10.0,82.0,4.0,32.0,,13.0,44.0,3.0,136.0,91.0,14.0,2.0,18.0,98.0,454.0,471.0,80.0,7.0,,1.0,15.0,54.0,6.0,73.0,38.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,CF Cruz Azul,6x3dfv10crwwwsjowwhxmf8wl,G. Flores,Defender,15.0,16.0,2.0,2.0,1.0,1.0,,,1.0,38.0,1378.0,137.0,5.0,394.0,12.0,50.0,8.0,172.0,19.0,45.0,13.0,5.0,5.0,27.0,200.0,138.0,50.0,62.0,409.0,23.0,5.0,276.0,7.0,11.0,107.0,17.0,7.0,125.0,3.0,17.0,76.0,16.0,23.0,22.0,867.0,16.0,17.0,3.0,129.0,181.0,,10.0,109.0,6.0,26.0,8.0,21.0,35.0,6.0,191.0,38.0,12.0,40.0,55.0,161.0,290.0,302.0,62.0,7.0,1.0,,42.0,82.0,8.0,63.0,74.0,1.0,,3.0,,,,1.0,,,2.0,2.0,,,,,,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,CF Cruz Azul,38qne7knafizqw4garpjr67yt,M. Formica,Midfielder,33.0,14.0,,,,,,4.0,5.0,10.0,914.0,1.0,23.0,313.0,10.0,61.0,6.0,171.0,1.0,11.0,9.0,9.0,3.0,21.0,141.0,83.0,15.0,62.0,321.0,15.0,12.0,239.0,3.0,20.0,73.0,84.0,12.0,78.0,3.0,,48.0,10.0,14.0,8.0,500.0,14.0,8.0,1.0,98.0,79.0,1.0,10.0,60.0,11.0,9.0,3.0,19.0,14.0,16.0,133.0,10.0,6.0,13.0,52.0,97.0,242.0,248.0,35.0,2.0,2.0,2.0,11.0,73.0,4.0,7.0,46.0,7.0,,,2.0,7.0,3.0,2.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,CF Cruz Azul,bp09n8g1rj8syqya1llzu0251,C. Giménez,Midfielder,10.0,16.0,3.0,3.0,1.0,1.0,,6.0,5.0,23.0,1018.0,6.0,17.0,445.0,16.0,80.0,15.0,278.0,1.0,19.0,4.0,13.0,4.0,9.0,181.0,106.0,17.0,77.0,465.0,14.0,9.0,343.0,6.0,21.0,96.0,154.0,27.0,128.0,5.0,,48.0,10.0,9.0,12.0,661.0,16.0,9.0,1.0,67.0,116.0,4.0,10.0,42.0,8.0,26.0,3.0,8.0,8.0,7.0,84.0,7.0,10.0,44.0,33.0,115.0,356.0,369.0,17.0,2.0,5.0,,16.0,42.0,1.0,8.0,34.0,3.0,,1.0,11.0,27.0,14.0,1.0,2.0,7.0,,,,,,,,,,,,,1.0,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,CF Cruz Azul,75exkyhhuq97wtoyue70i2aqd,C. Lizarazo,Midfielder,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,CF Cruz Azul,dblkws8pgwpn3mkumxwjrokid,E. Loeschbor,Defender,0.0,1.0,,,,,,,,,90.0,,,20.0,,,,11.0,1.0,1.0,,1.0,,1.0,2.0,14.0,,,26.0,1.0,,19.0,1.0,2.0,1.0,4.0,,,,,4.0,1.0,,1.0,36.0,1.0,,1.0,2.0,12.0,,10.0,3.0,1.0,6.0,,1.0,2.0,,5.0,3.0,1.0,,1.0,10.0,19.0,25.0,3.0,,,,,2.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,CF Cruz Azul,52snk5ulvq9ziwe64jk9re95h,O. Mendoza,Defender,2.0,1.0,,,,,,1.0,,,9.0,,,3.0,,,,,,,,,,,4.0,,1.0,3.0,3.0,,,,,,3.0,,,3.0,,,,,1.0,,8.0,1.0,,,1.0,3.0,,10.0,2.0,,,,,1.0,,2.0,1.0,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,CF Cruz Azul,1u6dtfg0ed3p48qszldus9u51,A. Pedroza,Forward,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,CF Cruz Azul,ar7vkvuoyw7d1yztmxule1u5l,J. Peláez,Goalkeeper,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,CF Cruz Azul,ev6u7xg28a9fsm490wjzm4udx,F. Pinto,Defender,2.0,17.0,,2.0,,,,,,19.0,1530.0,128.0,2.0,533.0,4.0,69.0,7.0,275.0,26.0,47.0,10.0,1.0,5.0,30.0,183.0,165.0,30.0,68.0,548.0,23.0,,407.0,9.0,2.0,115.0,203.0,6.0,105.0,,37.0,77.0,17.0,19.0,29.0,900.0,17.0,14.0,3.0,73.0,232.0,,10.0,59.0,1.0,26.0,6.0,16.0,13.0,,116.0,37.0,14.0,19.0,27.0,44.0,422.0,433.0,43.0,7.0,1.0,,22.0,57.0,8.0,38.0,46.0,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2014-2015,CF Cruz Azul,2mbinjn69nk32x8sm22l1h49h,F. Rodríguez,Defender,3.0,16.0,,6.0,,,,,,2.0,1440.0,4.0,1.0,570.0,3.0,47.0,,193.0,15.0,65.0,9.0,9.0,5.0,35.0,127.0,289.0,25.0,49.0,596.0,21.0,5.0,398.0,8.0,15.0,114.0,59.0,,93.0,,,84.0,16.0,14.0,23.0,863.0,16.0,11.0,13.0,65.0,266.0,3.0,10.0,99.0,6.0,84.0,,13.0,60.0,3.0,160.0,93.0,13.0,2.0,26.0,224.0,462.0,482.0,95.0,7.0,,,22.0,61.0,3.0,60.0,39.0,,,8.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
