liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Blocks,Right Foot Goals,Total Red Cards,Straight Red Cards,GK Successful Distribution,Headed Goals,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Set Pieces Goals,Other Goals,Own Goal Scored,Foul Won Penalty,Penalty Goals Conceded,Second Goal Assists,Red Cards - 2nd Yellow,Penalties Off Target,Last Man Tackle,Penalties Saved,Saves from Penalty,Crosses not Claimed,Home Goals,Away Goals,Winning Goal,Times Tackled
USA_MLS,2017,Minnesota United FC,f07dkt0q5fpiw8c1rkuedrx05,B. Allen,Forward,30,,,9.0,,1.0,,,1.0,,,,,,,,,,,2.0,1.0,,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,,,,,,,3.0,,1.0,,,,,,4.0,1.0,,,,,,1.0,,3.0,1.0,,,,1.0,,,,,,,,,,,3.0,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
USA_MLS,2017,Minnesota United FC,celvc8m5pudwkekm2z7cb8kid,J. Alvbåge,Goalkeeper,1,,,221.0,,1.0,,,17.0,,,,4.0,8.0,,23.0,,,1.0,,23.0,19.0,,,46.0,1.0,,,11.0,9.0,,23.0,,5.0,,14.0,,,24.0,2.0,,9.0,67.0,,3.0,,2.0,,38.0,,2.0,,,,12.0,,,,,2.0,3.0,10.0,,,3.0,,,,,2.0,3.0,,,10.0,23.0,,,,,,,,2.0,,,,6.0,,,,,21.0,,11.0,,,5.0,2.0,,,,1.0,2.0,3.0,1.0,,,,,,1.0,,,,,,,,0.0,0.0,0.0,
USA_MLS,2017,Minnesota United FC,8biemrooggry9ukd55wsdhln9,Ibson Silva,Midfielder,7,11.0,2.0,2660.0,17.0,2.0,42.0,,2095.0,6.0,205.0,12.0,1113.0,13.0,6.0,58.0,26.0,7.0,5.0,12.0,466.0,782.0,110.0,246.0,2187.0,6.0,32.0,46.0,1742.0,47.0,14.0,304.0,8.0,607.0,30.0,278.0,3.0,2.0,257.0,29.0,49.0,75.0,2773.0,41.0,31.0,24.0,376.0,,761.0,22.0,89.0,239.0,7.0,2.0,141.0,3.0,75.0,8.0,19.0,396.0,46.0,52.0,,49.0,31.0,30.0,2.0,2.0,2.0,145.0,614.0,,,1803.0,1883.0,20.0,5.0,,2.0,,2.0,84.0,157.0,26.0,36.0,231.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,,,,,,,0.0,0.0,0.0,63.0
USA_MLS,2017,Minnesota United FC,1w1bsi9t9fl2xnsdj96h67vf9,M. Boxall,Defender,15,,,1080.0,2.0,,,,434.0,1.0,31.0,,73.0,20.0,2.0,33.0,2.0,1.0,3.0,9.0,79.0,300.0,22.0,42.0,448.0,,9.0,1.0,349.0,22.0,1.0,75.0,,87.0,1.0,46.0,,,36.0,12.0,5.0,29.0,589.0,,12.0,4.0,41.0,,182.0,5.0,43.0,45.0,,,24.0,,6.0,16.0,,66.0,63.0,25.0,,,12.0,,,,,12.0,148.0,,,360.0,373.0,25.0,1.0,,,,,17.0,21.0,5.0,15.0,29.0,3.0,12.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,1.0
USA_MLS,2017,Minnesota United FC,7728unff4imi0hr91hifq7t1x,M. Burch,Defender,8,36.0,1.0,1502.0,130.0,1.0,1.0,,627.0,8.0,109.0,13.0,286.0,22.0,1.0,43.0,9.0,,3.0,8.0,232.0,209.0,21.0,106.0,631.0,3.0,4.0,3.0,461.0,21.0,,149.0,1.0,226.0,10.0,153.0,,17.0,56.0,17.0,26.0,41.0,990.0,8.0,18.0,3.0,54.0,,281.0,2.0,29.0,39.0,,,21.0,12.0,8.0,7.0,7.0,69.0,47.0,24.0,,45.0,18.0,7.0,,,1.0,22.0,15.0,,,478.0,482.0,15.0,4.0,,1.0,,,10.0,30.0,11.0,28.0,32.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,0.0,0.0,11.0
USA_MLS,2017,Minnesota United FC,8vjv4ix1zqi58118r6tyqhhhx,F. Calvo,Defender,5,4.0,,2430.0,31.0,,2.0,2.0,1127.0,7.0,46.0,,321.0,69.0,5.0,140.0,17.0,12.0,3.0,41.0,330.0,594.0,49.0,136.0,1191.0,,28.0,38.0,821.0,51.0,18.0,276.0,,385.0,4.0,182.0,4.0,7.0,158.0,27.0,26.0,98.0,1703.0,,27.0,16.0,158.0,,629.0,34.0,52.0,140.0,6.0,1.0,94.0,,12.0,42.0,4.0,241.0,168.0,54.0,,4.0,27.0,,,1.0,,60.0,131.0,2.0,,861.0,915.0,83.0,4.0,,1.0,,,38.0,101.0,11.0,68.0,98.0,20.0,28.0,,,,,2.0,,,,,,,,,,,,,,,,1.0,,5.0,,,,1.0,,,,1.0,1.0,0.0,16.0
USA_MLS,2017,Minnesota United FC,2aepdttfi222z55nk0p1vxzh1,S. Cronin,Midfielder,6,5.0,,1813.0,4.0,,28.0,,1056.0,2.0,170.0,,450.0,21.0,5.0,45.0,20.0,5.0,1.0,13.0,216.0,491.0,31.0,119.0,1105.0,3.0,21.0,6.0,862.0,27.0,6.0,164.0,,312.0,5.0,124.0,1.0,1.0,123.0,21.0,35.0,45.0,1339.0,,21.0,7.0,104.0,,313.0,2.0,46.0,65.0,1.0,,79.0,,16.0,13.0,3.0,130.0,26.0,28.0,,5.0,21.0,,2.0,,1.0,52.0,310.0,,,895.0,941.0,26.0,5.0,,1.0,,2.0,21.0,65.0,10.0,46.0,52.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,1.0,,,,0.0,0.0,0.0,23.0
USA_MLS,2017,Minnesota United FC,1wfz5avhq6h41axvxggwa6vvt,A. Danladi,Forward,99,12.0,25.0,1391.0,,12.0,32.0,8.0,320.0,4.0,97.0,1.0,168.0,1.0,4.0,13.0,8.0,21.0,1.0,35.0,207.0,83.0,27.0,68.0,331.0,7.0,30.0,11.0,246.0,26.0,34.0,81.0,,86.0,15.0,79.0,3.0,,55.0,15.0,14.0,14.0,593.0,,27.0,18.0,164.0,1.0,66.0,64.0,89.0,70.0,13.0,,4.0,1.0,26.0,6.0,22.0,205.0,2.0,27.0,2.0,12.0,27.0,,2.0,1.0,1.0,100.0,82.0,7.0,,241.0,250.0,41.0,,4.0,2.0,,,17.0,135.0,10.0,8.0,64.0,,,6.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,4.0,4.0,4.0,51.0
USA_MLS,2017,Minnesota United FC,13eclvq1nld5l5jewx1hvcwyd,J. Davis,Defender,2,8.0,,492.0,43.0,3.0,,,269.0,4.0,27.0,3.0,74.0,11.0,,25.0,2.0,,1.0,4.0,92.0,134.0,9.0,41.0,271.0,,5.0,1.0,188.0,12.0,,66.0,,110.0,1.0,45.0,,11.0,19.0,5.0,10.0,29.0,415.0,,8.0,3.0,25.0,,120.0,2.0,27.0,25.0,,,17.0,3.0,3.0,12.0,,41.0,31.0,13.0,,8.0,8.0,,1.0,,,12.0,14.0,,,203.0,205.0,16.0,1.0,,,,,9.0,16.0,,16.0,13.0,6.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,1.0
USA_MLS,2017,Minnesota United FC,acx66c4vg858gd20efmikvtud,V. Demidov,Defender,0,,,270.0,,,,,131.0,,3.0,,19.0,11.0,,15.0,1.0,1.0,1.0,3.0,22.0,95.0,5.0,6.0,135.0,,3.0,,105.0,15.0,1.0,21.0,,33.0,1.0,16.0,1.0,,11.0,3.0,1.0,5.0,179.0,,3.0,,12.0,,56.0,2.0,18.0,10.0,,,9.0,,2.0,3.0,,18.0,23.0,16.0,,,3.0,,,,,5.0,43.0,,,112.0,114.0,6.0,,,,,,4.0,8.0,1.0,6.0,7.0,3.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.0,0.0,0.0,1.0
