liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Yellow Cards,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Shots,Foul Attempted Tackle,Total Touches In Opposition Box,Unsuccessful Dribbles,Unsuccessful Crosses open play,Corners Won,Blocked Shots,Throw Ins to Opposition Player,Shots On Target ( inc goals ),Through balls,Substitute On,Successful Lay-offs,Successful Crosses open play,Handballs conceded,Hit Woodwork,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Foul Won Penalty,Offsides,Goals,Headed Goals,Goals from Inside Box,Right Foot Goals,Clearances Off the Line,Penalties Taken,Unsuccessful lay-offs,Penalty Goals,Penalty Goals Conceded,Goals Conceded Outside Box,Catches,Penalties Faced,Penalties Off Target,Left Foot Goals,Attempts from Set Pieces,Goals from Outside Box,Penalties Conceded,Set Pieces Goals,Total Red Cards,Red Cards - 2nd Yellow,Goalkeeper Smother,Drops,Own Goal Scored,Saves made - caught,Second Goal Assists,Other Goals,Last Man Tackle
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,68gqduf12hqljtir5m240by09,O. Bascome,Midfielder,13,247.0,1.0,104.0,13.0,6.0,39.0,2.0,10.0,43.0,52.0,4.0,20.0,115.0,2.0,1.0,1.0,74.0,4.0,30.0,6.0,18.0,5.0,24.0,16.0,3.0,1.0,11.0,154.0,14.0,3.0,2.0,12.0,48.0,10.0,10.0,11.0,2.0,3.0,15.0,5.0,4.0,5.0,3.0,6.0,2.0,5.0,36.0,77.0,85.0,3.0,1.0,2.0,3.0,5.0,1.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,6tixyrokd26urd6rrt11z9qdx,C. Basden,Midfielder,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,909s1dcf989ff1ckqvq1jz0lx,J. Bather,Defender,6,270.0,,82.0,1.0,,17.0,4.0,11.0,23.0,47.0,4.0,10.0,85.0,,2.0,1.0,56.0,4.0,21.0,,19.0,1.0,14.0,8.0,3.0,2.0,7.0,130.0,,3.0,4.0,12.0,50.0,10.0,17.0,8.0,2.0,10.0,26.0,20.0,4.0,,3.0,,,5.0,15.0,63.0,64.0,14.0,1.0,,3.0,9.0,1.0,4.0,7.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,6twok2a2dsbv7187t4y9jic45,D. Brangman,Midfielder,8,270.0,22.0,94.0,11.0,,27.0,3.0,11.0,44.0,38.0,7.0,20.0,96.0,,2.0,1.0,62.0,4.0,31.0,,2.0,2.0,20.0,18.0,3.0,9.0,15.0,163.0,,3.0,1.0,23.0,54.0,10.0,11.0,3.0,2.0,1.0,26.0,6.0,4.0,4.0,3.0,,,13.0,29.0,64.0,65.0,3.0,1.0,,6.0,15.0,1.0,3.0,10.0,,,2.0,,2.0,1.0,2.0,1.0,,4.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,ewe8hgaz618sx81m96zrdzv1l,M. Butterfield,Midfielder,15,118.0,,32.0,1.0,,12.0,,2.0,5.0,16.0,2.0,2.0,32.0,,1.0,,26.0,3.0,4.0,,14.0,1.0,4.0,5.0,1.0,4.0,,50.0,,2.0,1.0,4.0,7.0,10.0,4.0,2.0,,2.0,6.0,1.0,3.0,,2.0,,,2.0,10.0,28.0,28.0,2.0,,,1.0,2.0,1.0,5.0,2.0,,,4.0,1.0,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,8mtwfs8i1ids2406fbl2dzcvd,W. Clemons,Defender,11,253.0,,89.0,14.0,1.0,35.0,1.0,4.0,40.0,38.0,9.0,16.0,92.0,1.0,4.0,5.0,68.0,4.0,20.0,,21.0,2.0,16.0,24.0,3.0,4.0,6.0,148.0,1.0,3.0,,37.0,30.0,10.0,21.0,4.0,7.0,,40.0,2.0,4.0,2.0,3.0,1.0,,16.0,27.0,69.0,72.0,3.0,1.0,,5.0,19.0,4.0,4.0,21.0,1.0,,,2.0,3.0,2.0,2.0,6.0,3.0,1.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,1moud6tpl50s5vo56vbvljxex,J. Donawa,Defender,17,50.0,,11.0,2.0,,2.0,1.0,3.0,7.0,3.0,,3.0,11.0,,1.0,,5.0,1.0,6.0,,2.0,,5.0,3.0,,,1.0,17.0,,2.0,,3.0,4.0,10.0,1.0,,1.0,,5.0,2.0,1.0,,2.0,,,2.0,3.0,5.0,5.0,2.0,,,,4.0,,,1.0,,1.0,,,2.0,,1.0,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,44ahwdqv64fku4rqo1ksdcr1l,L. Evans,Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,6pshinen94qsxn8dg0m7fgamt,D. Eve,Goalkeeper,1,270.0,,22.0,,,12.0,23.0,38.0,44.0,21.0,,3.0,74.0,,,,12.0,4.0,41.0,,6.0,,31.0,25.0,3.0,1.0,10.0,114.0,,3.0,,1.0,61.0,10.0,2.0,21.0,,2.0,3.0,3.0,4.0,,3.0,,,1.0,7.0,8.0,33.0,2.0,1.0,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,19.0,33.0,2.0,8.0,5.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,cd8r1lu1vm8pmw1xv07nrvnqh,J. Harvey,Defender,5,127.0,9.0,39.0,8.0,,15.0,,1.0,15.0,17.0,1.0,7.0,40.0,,2.0,1.0,30.0,2.0,8.0,,18.0,,8.0,3.0,1.0,1.0,2.0,79.0,,2.0,1.0,11.0,14.0,10.0,7.0,2.0,3.0,2.0,15.0,9.0,2.0,2.0,2.0,,,6.0,,31.0,32.0,4.0,,,1.0,8.0,,4.0,5.0,1.0,,1.0,,2.0,,,4.0,2.0,2.0,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,6h7moy90t56c9l9zxfex5lg5,J. Hill,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,eyw3mhqop2edvkvns8aksbz3e,Q. Hunt,Goalkeeper,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,by4oo4tv2k7f7baascacd4s7p,R. Lambe,Midfielder,19,152.0,,41.0,11.0,,25.0,,2.0,12.0,11.0,2.0,4.0,42.0,1.0,1.0,,33.0,3.0,6.0,,13.0,2.0,7.0,7.0,2.0,1.0,,55.0,1.0,2.0,,4.0,11.0,10.0,3.0,3.0,,1.0,7.0,1.0,3.0,1.0,2.0,1.0,,2.0,7.0,35.0,36.0,3.0,,,1.0,4.0,1.0,,2.0,,,1.0,,2.0,1.0,,6.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
