liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Unsuccessful lay-offs,Successful Short Passes,Successful Crosses & Corners,Overruns,Tackles Lost,Shots Off Target (inc woodwork),Recoveries,Unsuccessful Long Passes,Corners Taken (incl short corners),Backward Passes,Unsuccessful Crosses & Corners,Throw Ins to Opposition Player,Unsuccessful Launches,Total Fouls Won,Goals,Unsuccessful Crosses open play,Yellow Cards,Blocked Shots,Foul Attempted Tackle,Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Goals Conceded Inside Box,Games Played,Total Fouls Conceded,Successful Crosses open play,Successful Lay-offs,Total Shots,Times Tackled,Key Passes (Attempt Assists),Substitute Off,Rightside Passes,Duels lost,Tackles Won,Goals Conceded,Right Foot Goals,Total Losses Of Possession,Corners Won,Unsuccessful Short Passes,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Corners into Box,Aerial Duels lost,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,Ground Duels,Total Passes,Through balls,Shots On Target ( inc goals ),Aerial Duels,Unsuccessful Passes Own Half,Successful Passes Own Half,Leftside Passes,Duels,Open Play Passes,Goal Assists,Interceptions,Successful Open Play Passes,Successful Passes Opposition Half,Starts,Successful Dribbles,Goals from Inside Box,Unsuccessful Passes Opposition Half,Goals Conceded Outside Box,Total Clearances,Ground Duels won,Index,Total Touches In Opposition Box,Time Played,Ground Duels lost,Touches,PutThrough/Blocked Distribution,Duels won,Substitute On,Successful Corners into Box,Aerial Duels won,Total Tackles,Successful Long Passes,Assists (Intentional),Home Goals,Away Goals,Winning Goal,Penalty Goals Conceded,Penalties Conceded,Offsides,Blocks,Hit Woodwork,Clean Sheets,Successful Launches,Goals from Outside Box,Headed Goals,Handballs conceded,Penalty Goals,Penalties Off Target,Attempts from Set Pieces,Penalties Taken,Last Player Tackle,Goal Kicks,GK Successful Distribution,Left Foot Goals,Clearances Off the Line,Saves Made from Inside Box,Saves made - parried,Penalties Faced,Saves Made from Outside Box,Saves made - caught,Goalkeeper Smother,Catches,Drops,Punches,GK Unsuccessful Distribution,Saves Made,Foul Won Penalty,Own Goal Scored,Total Red Cards,Straight Red Cards,Second Goal Assists,Crosses not Claimed,Other Goals,Red Cards - 2nd Yellow,Saves from Penalty,Penalties Saved,Set Pieces Goals
Canada_Canadian_Premier_League,2024,Cavalry FC,cseaof8mo75i2fufyg0b4bpat,F. Aird,Midfielder,33,28.0,,983.0,67.0,2.0,14.0,3.0,91.0,84.0,73.0,255.0,127.0,11.0,46.0,7.0,3.0,76.0,4.0,6.0,14.0,13.0,14.0,19.0,28.0,28.0,35.0,1.0,12.0,18.0,60.0,11.0,58.0,75.0,23.0,24.0,3.0,400.0,23.0,139.0,472.0,223.0,33.0,14.0,1067.0,203.0,118.0,1290.0,3.0,9.0,24.0,51.0,423.0,505.0,142.0,1225.0,4.0,18.0,1012.0,711.0,24.0,14.0,3.0,299.0,5.0,36.0,57.0,10.0,27.0,2178.0,61.0,1920.0,45.0,67.0,4.0,24.0,10.0,37.0,84.0,3.0,1.0,2.0,2.0,2.0,,2.0,5.0,1.0,5.0,11.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
Canada_Canadian_Premier_League,2024,Cavalry FC,7q6h161f7gcqnpy07x80hbpck,W. Akio,Forward,19,8.0,,56.0,1.0,1.0,3.0,5.0,10.0,1.0,,26.0,13.0,,1.0,4.0,1.0,13.0,1.0,4.0,1.0,13.0,2.0,4.0,8.0,4.0,1.0,1.0,7.0,19.0,4.0,4.0,18.0,31.0,4.0,5.0,,61.0,6.0,15.0,13.0,16.0,,9.0,58.0,3.0,38.0,74.0,,2.0,15.0,1.0,21.0,17.0,53.0,72.0,,,56.0,38.0,3.0,5.0,1.0,28.0,1.0,,16.0,10.0,28.0,333.0,22.0,165.0,6.0,22.0,5.0,,6.0,7.0,2.0,,0.0,1.0,0.0,,,2.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,Cavalry FC,pfu0j7xf48iklqfyr3fmh4dm,J. Barrett,Goalkeeper,21,1.0,,20.0,,,,,5.0,4.0,,,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,6.0,,,1.0,,5.0,,1.0,13.0,5.0,,,22.0,,,27.0,,,,1.0,20.0,8.0,,17.0,,,14.0,2.0,1.0,,,4.0,,,,10.0,,90.0,,36.0,1.0,,,,,,2.0,,,,0.0,,,,,,,1.0,,,,,,,,,9.0,12.0,,,2.0,,,2.0,,,,,,2.0,4.0,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,Cavalry FC,6vgdnnu536sykcj68ohq25c0k,M. Barrett,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,Cavalry FC,5ub4d2vf2s1fujgoa2at29aay,L. Brooks,Forward,11,13.0,,108.0,3.0,2.0,3.0,7.0,17.0,5.0,,43.0,10.0,,2.0,6.0,,10.0,1.0,2.0,4.0,17.0,4.0,4.0,13.0,10.0,3.0,1.0,13.0,25.0,2.0,4.0,54.0,48.0,7.0,5.0,,91.0,10.0,28.0,36.0,33.0,,8.0,113.0,3.0,61.0,146.0,1.0,6.0,13.0,8.0,32.0,13.0,74.0,146.0,1.0,6.0,113.0,84.0,5.0,5.0,,35.0,1.0,2.0,21.0,10.0,16.0,529.0,40.0,274.0,11.0,26.0,8.0,,5.0,10.0,5.0,1.0,,,0.0,,,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,Cavalry FC,6re26cen7xbrynezb3rerst05,S. Camargo,Midfielder,10,26.0,1.0,585.0,5.0,5.0,4.0,9.0,124.0,17.0,1.0,262.0,17.0,,3.0,22.0,3.0,17.0,1.0,7.0,8.0,23.0,16.0,12.0,26.0,15.0,5.0,22.0,24.0,55.0,23.0,16.0,170.0,89.0,7.0,15.0,2.0,236.0,13.0,91.0,163.0,108.0,,9.0,602.0,5.0,125.0,710.0,1.0,15.0,23.0,20.0,198.0,115.0,148.0,679.0,4.0,15.0,571.0,409.0,21.0,12.0,2.0,105.0,3.0,3.0,45.0,10.0,109.0,1740.0,80.0,1008.0,32.0,59.0,5.0,,14.0,11.0,17.0,2.0,1.0,2.0,1.0,2.0,,6.0,3.0,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
Canada_Canadian_Premier_League,2024,Cavalry FC,7tmc8hrkee4lo05qa26i7e5zp,M. Carducci,Goalkeeper,1,29.0,,506.0,,,,,224.0,207.0,,,,,89.0,4.0,,,1.0,,1.0,,,22.0,29.0,1.0,,,,,2.0,,176.0,1.0,1.0,27.0,,216.0,,3.0,438.0,210.0,,,615.0,,3.0,825.0,,,12.0,42.0,556.0,211.0,15.0,517.0,1.0,,421.0,59.0,29.0,,,168.0,5.0,18.0,2.0,10.0,,2610.0,1.0,1052.0,1.0,14.0,,,12.0,1.0,109.0,1.0,,,0.0,3.0,1.0,,,,9.0,25.0,,,,,,,,,234.0,281.0,,,28.0,11.0,3.0,33.0,1.0,3.0,19.0,1.0,12.0,68.0,61.0,,,,,,1.0,,,,,
Canada_Canadian_Premier_League,2024,Cavalry FC,4ig2nozymqdhgzqy6yqdkhwd0,C. Chanda,Forward,23,7.0,,13.0,,,,,3.0,,,5.0,,,,2.0,,,1.0,1.0,1.0,,1.0,,7.0,2.0,,,,1.0,2.0,,3.0,5.0,1.0,,,8.0,2.0,4.0,4.0,4.0,,2.0,13.0,,9.0,17.0,,,5.0,1.0,2.0,5.0,14.0,17.0,,,13.0,11.0,,3.0,,3.0,,2.0,6.0,10.0,3.0,47.0,3.0,34.0,3.0,9.0,7.0,,3.0,1.0,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,Cavalry FC,7gi5lm8v10m3ivddvn8qqzk2y,J. Daley,Midfielder,8,17.0,,260.0,3.0,1.0,6.0,2.0,41.0,18.0,1.0,81.0,7.0,3.0,14.0,17.0,,7.0,4.0,4.0,10.0,2.0,6.0,6.0,17.0,15.0,3.0,1.0,2.0,7.0,6.0,7.0,69.0,38.0,18.0,8.0,,90.0,3.0,35.0,106.0,53.0,,8.0,267.0,14.0,70.0,320.0,,,12.0,11.0,111.0,64.0,82.0,301.0,,6.0,249.0,159.0,7.0,1.0,,49.0,2.0,2.0,40.0,10.0,11.0,622.0,30.0,451.0,14.0,44.0,10.0,,4.0,24.0,7.0,,,,0.0,1.0,,1.0,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,Cavalry FC,b16gn8x892k216nkof23arro,L. Dias,Midfielder,20,11.0,,132.0,7.0,4.0,2.0,3.0,24.0,9.0,9.0,55.0,15.0,,3.0,13.0,,5.0,1.0,5.0,3.0,10.0,3.0,4.0,11.0,11.0,4.0,2.0,3.0,18.0,6.0,4.0,64.0,39.0,3.0,5.0,,86.0,3.0,25.0,49.0,34.0,6.0,5.0,143.0,1.0,56.0,177.0,2.0,,7.0,5.0,50.0,9.0,63.0,172.0,1.0,3.0,139.0,100.0,5.0,4.0,,44.0,1.0,1.0,22.0,10.0,10.0,501.0,34.0,286.0,6.0,24.0,6.0,3.0,2.0,5.0,11.0,1.0,,,0.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
