liga,temporada,equipo,id,nombre,posicion,dorsal,Total Passes,Total Clearances,Offsides,Foul Attempted Tackle,Through balls,Unsuccessful Long Passes,Time Played,Starts,Duels,Index,Aerial Duels lost,Clean Sheets,Penalty Goals Conceded,Interceptions,Total Successful Passes ( Excl Crosses & Corners ) ,Leftside Passes,Total Shots,Unsuccessful Crosses open play,Total Fouls Conceded,Open Play Passes,Aerial Duels won,Throw Ins to Own Player,Blocks,Total Tackles,Successful Short Passes,Unsuccessful Passes Opposition Half,Recoveries,Games Played,Appearances,Unsuccessful Dribbles,PutThrough/Blocked Distribution,Ground Duels lost,Unsuccessful Passes Own Half,Successful Crosses & Corners,Unsuccessful Short Passes,Duels lost,Forward Passes,Ground Duels,Successful Passes Opposition Half,Goals Conceded Outside Box,Unsuccessful Launches,Backward Passes,Successful Long Passes,Rightside Passes,Duels won,Ground Duels won,Corners Won,Successful Crosses open play,Total Losses Of Possession,Shots On Target ( inc goals ),Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),PutThrough/Blocked Distribution Won,Substitute Off,Throw Ins to Opposition Player,Blocked Shots,Total Touches In Opposition Box,Successful Launches,Times Tackled,Total Fouls Won,Tackles Won,Successful Dribbles,Goals Conceded Inside Box,Successful Open Play Passes,Aerial Duels,Goals Conceded,Successful Passes Own Half,Key Passes (Attempt Assists),Successful Lay-offs,Unsuccessful Crosses & Corners,Touches,Winning Goal,Attempts from Set Pieces,Clearances Off the Line,Substitute On,Yellow Cards,Goals from Inside Box,Handballs conceded,Overruns,Penalties Taken,Left Foot Goals,Goal Assists,Goals,Right Foot Goals,Unsuccessful lay-offs,Penalty Goals,Assists (Intentional),Home Goals,Away Goals,Headed Goals,Successful Corners into Box,Unsuccessful Corners into Box,Corners Taken (incl short corners),GK Successful Distribution,Saves Made from Inside Box,Saves Made,Goalkeeper Smother,Saves Made from Outside Box,Saves made - parried,Drops,GK Unsuccessful Distribution,Goal Kicks,Punches,Catches,Goals from Outside Box,Hit Woodwork,Straight Red Cards,Total Red Cards,Foul Won Penalty,Set Pieces Goals,Second Goal Assists,Penalties Conceded,Saves made - caught,Penalties Faced,Last Player Tackle,Saves from Penalty,Penalties Saved,Red Cards - 2nd Yellow,Penalties Off Target,Own Goal Scored,Crosses not Claimed,Other Goals,Last Man Tackle
Mexico_Liga_MX,2022-2023,Club Puebla,12pbzh0runi0dsqcxh9u36jca,D. Aguilar,Midfielder,23,103.0,6.0,,2.0,,3.0,263.0,2.0,24.0,10.0,4.0,,,1.0,84.0,16.0,,5.0,2.0,100.0,5.0,7.0,2.0,6.0,81.0,18.0,10.0,10.0,10.0,,3.0,6.0,6.0,2.0,16.0,10.0,30.0,15.0,42.0,1.0,1.0,14.0,3.0,43.0,14.0,9.0,,1.0,31.0,,,19.0,,1.0,2.0,1.0,1.0,1.0,,,4.0,6.0,,8.0,81.0,9.0,9.0,44.0,2.0,1.0,5.0,152.0,0.0,,,8.0,2.0,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Puebla,cvz7rxusmcxxv17fij7dxx6mt,J. Altidore,Forward,19,16.0,1.0,1.0,,,,87.0,,9.0,10.0,1.0,,,,12.0,4.0,3.0,,3.0,14.0,,,,,12.0,4.0,,6.0,6.0,,,5.0,,,4.0,6.0,2.0,8.0,7.0,,,4.0,,6.0,3.0,3.0,1.0,,12.0,3.0,,4.0,,,,,1.0,10.0,,3.0,3.0,,,3.0,10.0,1.0,3.0,5.0,,1.0,,32.0,0.0,,,6.0,1.0,1.0,,1.0,,1.0,,2.0,1.0,,,,0.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Puebla,1wzbok5h048nfbmusztsc3joq,M. Araújo,Midfielder,20,394.0,15.0,3.0,12.0,1.0,11.0,1590.0,19.0,214.0,10.0,12.0,1.0,1.0,14.0,301.0,43.0,28.0,43.0,24.0,388.0,8.0,12.0,3.0,19.0,287.0,119.0,94.0,19.0,19.0,50.0,37.0,108.0,26.0,15.0,82.0,120.0,119.0,194.0,205.0,5.0,4.0,88.0,14.0,144.0,94.0,86.0,17.0,13.0,286.0,13.0,8.0,93.0,15.0,17.0,9.0,2.0,6.0,82.0,,75.0,42.0,11.0,25.0,25.0,295.0,20.0,30.0,111.0,14.0,1.0,52.0,839.0,0.0,,1.0,,2.0,2.0,2.0,8.0,,2.0,3.0,2.0,,1.0,,3.0,1.0,1.0,,2.0,9.0,16.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,
Mexico_Liga_MX,2022-2023,Club Puebla,ehj1pabo9ovixh46axxz0bglx,F. Arce,Midfielder,8,117.0,3.0,,11.0,,2.0,467.0,4.0,54.0,10.0,3.0,,1.0,6.0,97.0,43.0,3.0,1.0,13.0,117.0,7.0,1.0,3.0,9.0,91.0,14.0,25.0,12.0,12.0,3.0,11.0,27.0,7.0,,18.0,30.0,23.0,44.0,52.0,,1.0,15.0,6.0,36.0,24.0,17.0,,,41.0,1.0,1.0,20.0,2.0,6.0,3.0,,1.0,11.0,1.0,10.0,7.0,8.0,1.0,6.0,97.0,10.0,6.0,45.0,,,1.0,185.0,0.0,,,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Puebla,9rdsmagtddurspwjcqp5l4t05,F. Aristeguieta,Forward,9,81.0,5.0,2.0,3.0,,,251.0,3.0,62.0,10.0,11.0,1.0,,,50.0,16.0,9.0,,7.0,78.0,27.0,,,,49.0,26.0,10.0,3.0,3.0,3.0,1.0,20.0,5.0,,31.0,31.0,27.0,24.0,35.0,,,22.0,1.0,16.0,31.0,4.0,3.0,,52.0,4.0,,31.0,5.0,1.0,1.0,,2.0,15.0,,10.0,2.0,,2.0,2.0,47.0,38.0,2.0,15.0,3.0,4.0,,129.0,0.0,,,,2.0,1.0,,,,1.0,,1.0,,3.0,,,0.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Puebla,21f7hh7sala9wz8kqyc29vw0l,M. Barragán,Forward,28,352.0,14.0,9.0,12.0,1.0,9.0,1385.0,16.0,227.0,10.0,53.0,,1.0,3.0,260.0,95.0,28.0,2.0,28.0,338.0,58.0,1.0,,9.0,254.0,82.0,57.0,20.0,20.0,8.0,8.0,64.0,12.0,,83.0,117.0,75.0,116.0,184.0,4.0,,85.0,6.0,97.0,110.0,52.0,4.0,,164.0,12.0,4.0,92.0,16.0,3.0,11.0,,9.0,66.0,,29.0,29.0,5.0,14.0,19.0,246.0,111.0,23.0,76.0,11.0,12.0,2.0,559.0,2.0,,,4.0,4.0,9.0,,3.0,,2.0,1.0,9.0,,2.0,,,6.0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Puebla,4ngwxfqspzaqjb1u6xlhdl9uc,P. Budib,Defender,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Puebla,6arf67ate5jmkjoo7248ghqwa,R. Castillo,Midfielder,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Puebla,eycdwe8plhkcxgo1bjyq4q6sp,J. Cortizo,Midfielder,22,584.0,8.0,,14.0,5.0,17.0,1439.0,18.0,256.0,10.0,24.0,,1.0,14.0,474.0,207.0,23.0,9.0,21.0,580.0,7.0,3.0,,39.0,451.0,104.0,102.0,20.0,20.0,31.0,26.0,107.0,15.0,4.0,93.0,131.0,165.0,225.0,315.0,4.0,8.0,97.0,23.0,115.0,125.0,118.0,11.0,3.0,238.0,12.0,15.0,110.0,11.0,8.0,15.0,1.0,7.0,55.0,2.0,59.0,38.0,24.0,41.0,21.0,471.0,31.0,25.0,163.0,16.0,1.0,9.0,934.0,0.0,,,2.0,4.0,3.0,,5.0,,4.0,3.0,5.0,1.0,2.0,,2.0,4.0,1.0,,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Puebla,d5v66qyfnyed52vg60c8xblxx,A. Escoto,Forward,0,44.0,2.0,1.0,3.0,1.0,3.0,185.0,,31.0,10.0,9.0,,1.0,2.0,29.0,16.0,6.0,,7.0,43.0,8.0,,,2.0,29.0,9.0,6.0,11.0,11.0,2.0,2.0,8.0,6.0,,12.0,17.0,10.0,14.0,18.0,2.0,2.0,10.0,,8.0,14.0,6.0,2.0,,29.0,2.0,2.0,15.0,4.0,1.0,,,,10.0,,2.0,4.0,,,5.0,28.0,17.0,7.0,11.0,1.0,1.0,,80.0,1.0,,,11.0,,1.0,1.0,2.0,,,,1.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
